 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	
10:10 16.12.2019 	 3,79 	 6 	 9 	 6 	  
10:00 16.12.2019 	 3,85 	 7 	 10 	 359 	  
09:50 16.12.2019 	 3,91 	 6 	 8 	 2 	  
09:40 16.12.2019 	 3,95 	 8 	 10 	 355 	  
09:30 16.12.2019 	 3,99 	 7 	 10 	 358 	  
09:20 16.12.2019 	 4,01 	 5 	 8 	 13 	  
09:10 16.12.2019 	 4,02 	 6 	 8 	 6 	  
09:00 16.12.2019 	 4,02 	 8 	 10 	 359 	  
08:50 16.12.2019 	 4,01 	 8 	 10 	 360 	  
08:40 16.12.2019 	 3,99 	 4 	 8 	 348 	  
08:30 16.12.2019 	 3,96 	 2 	 4 	 12 	  
08:20 16.12.2019 	 3,92 	 3 	 5 	 80 	  
08:10 16.12.2019 	 3,87 	 3 	 7 	 37 	  
08:00 16.12.2019 	 3,81 	 2 	 5 	 6 	  
07:50 16.12.2019 	 3,74 	 1 	 2 	 20 	  
07:40 16.12.2019 	 3,66 	 1 	 1 	 121 	  
07:30 16.12.2019 	 3,57 	 1 	 2 	 223 	  
07:20 16.12.2019 	 3,47 	 1 	 3 	 312 	  
07:10 16.12.2019 	 3,36 	 2 	 4 	 137 	  
07:00 16.12.2019 	 3,25 	 1 	 3 	 33 	  
06:50 16.12.2019 	 3,13 	 1 	 3 	 161 	  
06:40 16.12.2019 	 3 	 2 	 3 	 142 	  
06:30 16.12.2019 	 2,87 	 2 	 3 	 154 	  
06:20 16.12.2019 	 2,73 	 1 	 2 	 137 	  
06:10 16.12.2019 	 2,59 	 1 	 2 	 39 	  
06:00 16.12.2019 	 2,45 	 1 	 1 	 148 	  
05:50 16.12.2019 	 2,31 	 1 	 1 	 140 	  
05:40 16.12.2019 	 2,16 	 1 	 1 	 50 	  
05:30 16.12.2019 	 2,02 	 1 	 1 	 53 	  
05:20 16.12.2019 	 1,88 	 1 	 2 	 83 	  
05:10 16.12.2019 	 1,74 	 0 	 1 	 142 	  
05:00 16.12.2019 	 1,6 	 1 	 1 	 151 	  
04:50 16.12.2019 	 1,47 	 1 	 1 	 157 	  
04:40 16.12.2019 	 1,35 	 1 	 2 	 132 	  
04:30 16.12.2019 	 1,23 	 2 	 3 	 101 	  
04:20 16.12.2019 	 1,12 	 2 	 2 	 98 	  
04:10 16.12.2019 	 1,02 	 2 	 3 	 119 	  
04:00 16.12.2019 	 0,93 	 1 	 2 	 97 	  
03:50 16.12.2019 	 0,85 	 2 	 3 	 109 	  
03:40 16.12.2019 	 0,78 	 2 	 4 	 98 	  
03:30 16.12.2019 	 0,72 	 2 	 4 	 109 	  
03:20 16.12.2019 	 0,67 	 2 	 2 	 113 	  
03:10 16.12.2019 	 0,64 	 1 	 1 	 113 	  
03:00 16.12.2019 	 0,62 	 0 	 1 	 188 	  
02:50 16.12.2019 	 0,61 	 1 	 1 	 171 	  
02:40 16.12.2019 	 0,61 	 1 	 2 	 163 	  
02:30 16.12.2019 	 0,63 	 2 	 3 	 138 	  
02:20 16.12.2019 	 0,66 	 2 	 3 	 147 	  
02:10 16.12.2019 	 0,7 	 2 	 3 	 166 	  
02:00 16.12.2019 	 0,75 	 3 	 4 	 173 	  
01:50 16.12.2019 	 0,82 	 3 	 4 	 165 	  
01:40 16.12.2019 	 0,89 	 2 	 3 	 206 	  
01:30 16.12.2019 	 0,97 	 2 	 3 	 241 	  
01:20 16.12.2019 	 1,07 	 2 	 3 	 248 	  
01:10 16.12.2019 	 1,17 	 1 	 2 	 209 	  
01:00 16.12.2019 	 1,27 	 1 	 1 	 210 	  
00:50 16.12.2019 	 1,39 	 1 	 1 	 192 	  
00:40 16.12.2019 	 1,51 	 1 	 2 	 128 	  
00:30 16.12.2019 	 1,63 	 1 	 2 	 91 	  
00:20 16.12.2019 	 1,76 	 2 	 3 	 108 	  
00:10 16.12.2019 	 1,88 	 2 	 3 	 81 	  
00:00 16.12.2019 	 2,01 	 3 	 3 	 94 	  
23:50 15.12.2019 	 2,14 	 3 	 3 	 115 	  
23:40 15.12.2019 	 2,27 	 3 	 4 	 124 	  
23:30 15.12.2019 	 2,4 	 3 	 4 	 137 	  
23:20 15.12.2019 	 2,53 	 2 	 4 	 92 	  
23:10 15.12.2019 	 2,65 	 2 	 3 	 47 	  
23:00 15.12.2019 	 2,77 	 3 	 5 	 337 	  
22:50 15.12.2019 	 2,88 	 5 	 6 	 338 	  
22:40 15.12.2019 	 2,99 	 6 	 8 	 337 	  
22:30 15.12.2019 	 3,09 	 7 	 10 	 331 	  
22:20 15.12.2019 	 3,19 	 5 	 9 	 349 	  
22:10 15.12.2019 	 3,27 	 3 	 6 	 349 	  
22:00 15.12.2019 	 3,35 	 1 	 3 	 62 	  
21:50 15.12.2019 	 3,42 	 5 	 7 	 13 	  
21:40 15.12.2019 	 3,49 	 5 	 8 	 341 	  
21:30 15.12.2019 	 3,54 	 6 	 8 	 331 	  
21:20 15.12.2019 	 3,58 	 4 	 7 	 337 	  
21:10 15.12.2019 	 3,62 	 2 	 6 	 72 	  
21:00 15.12.2019 	 3,64 	 7 	 10 	 1 	  
20:50 15.12.2019 	 3,66 	 8 	 11 	 354 	  
20:40 15.12.2019 	 3,66 	 7 	 11 	 8 	  
20:30 15.12.2019 	 3,66 	 9 	 12 	 350 	  
20:20 15.12.2019 	 3,64 	 11 	 13 	 348 	  
20:10 15.12.2019 	 3,61 	 10 	 12 	 341 	  
20:00 15.12.2019 	 3,58 	 9 	 12 	 343 	  
19:50 15.12.2019 	 3,53 	 9 	 11 	 352 	  
19:40 15.12.2019 	 3,47 	 9 	 10 	 358 	  
19:30 15.12.2019 	 3,41 	 9 	 11 	 2 	  
19:20 15.12.2019 	 3,33 	 8 	 10 	 6 	  
19:10 15.12.2019 	 3,25 	 10 	 12 	 11 	  
19:00 15.12.2019 	 3,16 	 9 	 11 	 360 	  
18:50 15.12.2019 	 3,06 	 8 	 10 	 5 	  
18:40 15.12.2019 	 2,95 	 9 	 11 	 7 	  
18:30 15.12.2019 	 2,84 	 10 	 13 	 6 	  
18:20 15.12.2019 	 2,72 	 10 	 13 	 3 	  
18:10 15.12.2019 	 2,6 	 8 	 11 	 358 	  
18:00 15.12.2019 	 2,47 	 8 	 10 	 354 	  
17:50 15.12.2019 	 2,34 	 8 	 13 	 357 	  
17:40 15.12.2019 	 2,2 	 10 	 12 	 13 	  
17:30 15.12.2019 	 2,07 	 10 	 14 	 14 	  
17:20 15.12.2019 	 1,93 	 11 	 15 	 14 	  
17:10 15.12.2019 	 1,8 	 12 	 15 	 15 	  
17:00 15.12.2019 	 1,67 	 11 	 14 	 14 	  
16:50 15.12.2019 	 1,54 	 9 	 14 	 13 	  
16:40 15.12.2019 	 1,41 	 9 	 12 	 11 	  
16:30 15.12.2019 	 1,29 	 9 	 12 	 23 	  
16:20 15.12.2019 	 1,18 	 8 	 11 	 23 	  
16:10 15.12.2019 	 1,07 	 8 	 12 	 13 	  
16:00 15.12.2019 	 0,97 	 8 	 11 	 7 	  
15:50 15.12.2019 	 0,88 	 6 	 9 	 14 	  
15:40 15.12.2019 	 0,8 	 8 	 12 	 24 	  
15:30 15.12.2019 	 0,73 	 7 	 10 	 25 	  
15:20 15.12.2019 	 0,67 	 7 	 10 	 5 	  
15:10 15.12.2019 	 0,62 	 8 	 11 	 11 	  
15:00 15.12.2019 	 0,59 	 6 	 9 	 354 	  
14:50 15.12.2019 	 0,56 	 5 	 6 	 353 	  
14:40 15.12.2019 	 0,56 	 6 	 8 	 350 	  
14:30 15.12.2019 	 0,56 	 8 	 10 	 344 	  
14:20 15.12.2019 	 0,57 	 8 	 10 	 349 	  
14:10 15.12.2019 	 0,6 	 8 	 10 	 333 	  
14:00 15.12.2019 	 0,65 	 8 	 10 	 344 	  
13:50 15.12.2019 	 0,7 	 6 	 9 	 356 	  
13:40 15.12.2019 	 0,77 	 7 	 10 	 347 	  
13:30 15.12.2019 	 0,85 	 9 	 11 	 346 	  
13:20 15.12.2019 	 0,94 	 9 	 11 	 342 	  
13:10 15.12.2019 	 1,03 	 9 	 11 	 337 	  
13:00 15.12.2019 	 1,14 	 10 	 12 	 343 	  
12:50 15.12.2019 	 1,26 	 10 	 12 	 349 	  
12:40 15.12.2019 	 1,38 	 9 	 11 	 353 	  
12:30 15.12.2019 	 1,51 	 9 	 11 	 351 	  
12:20 15.12.2019 	 1,65 	 9 	 11 	 349 	  
12:10 15.12.2019 	 1,79 	 9 	 11 	 351 	  
12:00 15.12.2019 	 1,94 	 8 	 10 	 347 	  
11:50 15.12.2019 	 2,08 	 7 	 9 	 346 	  
11:40 15.12.2019 	 2,23 	 7 	 9 	 348 	  
11:30 15.12.2019 	 2,38 	 8 	 10 	 342 	  
11:20 15.12.2019 	 2,52 	 8 	 9 	 342 	  
11:10 15.12.2019 	 2,67 	 7 	 9 	 337 	  
11:00 15.12.2019 	 2,81 	 7 	 9 	 336 	  
10:50 15.12.2019 	 2,95 	 7 	 8 	 335 	  
10:40 15.12.2019 	 3,08 	 7 	 8 	 334 	  
10:30 15.12.2019 	 3,21 	 7 	 8 	 335 	  
10:20 15.12.2019 	 3,34 	 7 	 8 	 331 	  
10:10 15.12.2019 	 3,45 	 7 	 8 	 334 	  
10:00 15.12.2019 	 3,56 	 7 	 8 	 333 	  
09:50 15.12.2019 	 3,66 	 7 	 9 	 334 	  
09:40 15.12.2019 	 3,75 	 7 	 9 	 328 	  
09:30 15.12.2019 	 3,84 	 8 	 10 	 334 	  
09:20 15.12.2019 	 3,91 	 7 	 8 	 335 	  
09:10 15.12.2019 	 3,97 	 6 	 6 	 338 	  
09:00 15.12.2019 	 4,03 	 6 	 6 	 346 	  
08:50 15.12.2019 	 4,07 	 6 	 7 	 345 	  
08:40 15.12.2019 	 4,1 	 5 	 6 	 352 	  
08:30 15.12.2019 	 4,12 	 5 	 6 	 357 	  
08:20 15.12.2019 	 4,13 	 5 	 6 	 358 	  
08:10 15.12.2019 	 4,13 	 6 	 7 	 355 	  
08:00 15.12.2019 	 4,11 	 5 	 6 	 357 	  
07:50 15.12.2019 	 4,09 	 4 	 5 	 359 	  
07:40 15.12.2019 	 4,05 	 4 	 4 	 3 	  
07:30 15.12.2019 	 4 	 3 	 4 	 11 	  
07:20 15.12.2019 	 3,94 	 3 	 4 	 359 	  
07:10 15.12.2019 	 3,87 	 4 	 4 	 347 	  
07:00 15.12.2019 	 3,79 	 3 	 4 	 345 	  
06:50 15.12.2019 	 3,69 	 3 	 4 	 350 	  
06:40 15.12.2019 	 3,59 	 3 	 4 	 346 	  
06:30 15.12.2019 	 3,48 	 3 	 4 	 339 	  
06:20 15.12.2019 	 3,36 	 2 	 3 	 338 	  
06:10 15.12.2019 	 3,24 	 3 	 3 	 4 	  
06:00 15.12.2019 	 3,11 	 2 	 3 	 5 	  
05:50 15.12.2019 	 2,97 	 2 	 3 	 17 	  
05:40 15.12.2019 	 2,82 	 2 	 3 	 31 	  
05:30 15.12.2019 	 2,67 	 3 	 4 	 27 	  
05:20 15.12.2019 	 2,52 	 4 	 5 	 347 	  
05:10 15.12.2019 	 2,37 	 3 	 5 	 352 	  
05:00 15.12.2019 	 2,22 	 2 	 4 	 313 	  
04:50 15.12.2019 	 2,06 	 2 	 4 	 326 	  
04:40 15.12.2019 	 1,91 	 2 	 3 	 341 	  
04:30 15.12.2019 	 1,76 	 2 	 3 	 18 	  
04:20 15.12.2019 	 1,62 	 3 	 4 	 8 	  
04:10 15.12.2019 	 1,47 	 4 	 5 	 349 	  
04:00 15.12.2019 	 1,34 	 5 	 6 	 345 	  
03:50 15.12.2019 	 1,21 	 5 	 6 	 335 	  
03:40 15.12.2019 	 1,09 	 6 	 7 	 323 	  
03:30 15.12.2019 	 0,98 	 5 	 7 	 319 	  
03:20 15.12.2019 	 0,88 	 6 	 8 	 321 	  
03:10 15.12.2019 	 0,79 	 4 	 6 	 340 	  
03:00 15.12.2019 	 0,71 	 5 	 6 	 340 	  
02:50 15.12.2019 	 0,64 	 6 	 7 	 337 	  
02:40 15.12.2019 	 0,59 	 5 	 8 	 324 	  
02:30 15.12.2019 	 0,55 	 4 	 6 	 318 	  
02:20 15.12.2019 	 0,52 	 4 	 5 	 315 	  
02:10 15.12.2019 	 0,51 	 4 	 5 	 312 	  
02:00 15.12.2019 	 0,51 	 4 	 6 	 322 	  
01:50 15.12.2019 	 0,52 	 6 	 7 	 321 	  
01:40 15.12.2019 	 0,55 	 7 	 9 	 319 	  
01:30 15.12.2019 	 0,59 	 8 	 10 	 325 	  
01:20 15.12.2019 	 0,64 	 8 	 10 	 329 	  
01:10 15.12.2019 	 0,7 	 10 	 12 	 326 	  
01:00 15.12.2019 	 0,78 	 10 	 12 	 324 	  
00:50 15.12.2019 	 0,87 	 10 	 12 	 324 	  
00:40 15.12.2019 	 0,96 	 9 	 11 	 324 	  
00:30 15.12.2019 	 1,07 	 9 	 10 	 329 	  
00:20 15.12.2019 	 1,18 	 9 	 10 	 327 	  
00:10 15.12.2019 	 1,3 	 9 	 11 	 332 	  
00:00 15.12.2019 	 1,42 	 9 	 10 	 338 	  
23:50 14.12.2019 	 1,55 	 9 	 10 	 343 	  
23:40 14.12.2019 	 1,68 	 8 	 9 	 345 	  
23:30 14.12.2019 	 1,82 	 9 	 10 	 343 	  
23:20 14.12.2019 	 1,96 	 9 	 10 	 348 	  
23:10 14.12.2019 	 2,1 	 8 	 9 	 352 	  
23:00 14.12.2019 	 2,23 	 8 	 9 	 353 	  
22:50 14.12.2019 	 2,37 	 8 	 9 	 355 	  
22:40 14.12.2019 	 2,5 	 7 	 9 	 355 	  
22:30 14.12.2019 	 2,63 	 8 	 10 	 352 	  
22:20 14.12.2019 	 2,76 	 7 	 9 	 357 	  
22:10 14.12.2019 	 2,88 	 8 	 10 	 355 	  
22:00 14.12.2019 	 2,99 	 9 	 10 	 351 	  
21:50 14.12.2019 	 3,1 	 8 	 10 	 350 	  
21:40 14.12.2019 	 3,21 	 8 	 10 	 349 	  
21:30 14.12.2019 	 3,3 	 8 	 10 	 344 	  
21:20 14.12.2019 	 3,39 	 7 	 10 	 348 	  
21:10 14.12.2019 	 3,47 	 8 	 9 	 348 	  
21:00 14.12.2019 	 3,54 	 7 	 9 	 342 	  
20:50 14.12.2019 	 3,6 	 8 	 9 	 347 	  
20:40 14.12.2019 	 3,65 	 9 	 10 	 353 	  
20:30 14.12.2019 	 3,69 	 10 	 11 	 358 	  
20:20 14.12.2019 	 3,72 	 10 	 12 	 350 	  
20:10 14.12.2019 	 3,74 	 10 	 12 	 347 	  
20:00 14.12.2019 	 3,75 	 9 	 11 	 347 	  
19:50 14.12.2019 	 3,75 	 8 	 10 	 345 	  
19:40 14.12.2019 	 3,73 	 4 	 8 	 24 	  
19:30 14.12.2019 	 3,71 	 3 	 5 	 22 	  
19:20 14.12.2019 	 3,68 	 2 	 3 	 29 	  
19:10 14.12.2019 	 3,63 	 2 	 3 	 80 	  
19:00 14.12.2019 	 3,58 	 1 	 3 	 150 	  
18:50 14.12.2019 	 3,51 	 1 	 3 	 51 	  
18:40 14.12.2019 	 3,44 	 1 	 3 	 325 	  
18:30 14.12.2019 	 3,35 	 0 	 1 	 213 	  
18:20 14.12.2019 	 3,26 	 1 	 2 	 236 	  
18:10 14.12.2019 	 3,15 	 2 	 2 	 184 	  
18:00 14.12.2019 	 3,04 	 2 	 3 	 144 	  
17:50 14.12.2019 	 2,93 	 2 	 3 	 122 	  
17:40 14.12.2019 	 2,8 	 2 	 3 	 113 	  
17:30 14.12.2019 	 2,67 	 2 	 3 	 109 	  
17:20 14.12.2019 	 2,54 	 2 	 3 	 114 	  
17:10 14.12.2019 	 2,4 	 3 	 5 	 103 	  
17:00 14.12.2019 	 2,26 	 2 	 3 	 95 	  
16:50 14.12.2019 	 2,12 	 2 	 3 	 83 	  
16:40 14.12.2019 	 1,98 	 1 	 1 	 120 	  
16:30 14.12.2019 	 1,84 	 1 	 2 	 80 	  
16:20 14.12.2019 	 1,7 	 3 	 3 	 103 	  
16:10 14.12.2019 	 1,57 	 3 	 4 	 94 	  
16:00 14.12.2019 	 1,43 	 3 	 4 	 97 	  
15:50 14.12.2019 	 1,31 	 4 	 5 	 111 	  
15:40 14.12.2019 	 1,18 	 4 	 5 	 113 	  
15:30 14.12.2019 	 1,07 	 2 	 3 	 153 	  
15:20 14.12.2019 	 0,96 	 3 	 4 	 165 	  
15:10 14.12.2019 	 0,87 	 3 	 4 	 172 	  
15:00 14.12.2019 	 0,78 	 2 	 3 	 195 	  
14:50 14.12.2019 	 0,7 	 1 	 2 	 155 	  
14:40 14.12.2019 	 0,64 	 1 	 2 	 154 	  
14:30 14.12.2019 	 0,58 	 2 	 3 	 138 	  
14:20 14.12.2019 	 0,54 	 1 	 2 	 91 	  
14:10 14.12.2019 	 0,52 	 2 	 3 	 81 	  
14:00 14.12.2019 	 0,5 	 2 	 3 	 103 	  
13:50 14.12.2019 	 0,5 	 2 	 3 	 91 	  
13:40 14.12.2019 	 0,52 	 2 	 3 	 101 	  
13:30 14.12.2019 	 0,54 	 2 	 4 	 85 	  
13:20 14.12.2019 	 0,59 	 2 	 5 	 91 	  
13:10 14.12.2019 	 0,64 	 2 	 3 	 89 	  
13:00 14.12.2019 	 0,71 	 3 	 4 	 80 	  
12:50 14.12.2019 	 0,78 	 3 	 5 	 91 	  
12:40 14.12.2019 	 0,88 	 3 	 4 	 105 	  
12:30 14.12.2019 	 0,98 	 4 	 6 	 80 	  
12:20 14.12.2019 	 1,09 	 5 	 6 	 75 	  
12:10 14.12.2019 	 1,21 	 5 	 6 	 72 	  
12:00 14.12.2019 	 1,33 	 4 	 6 	 69 	  
11:50 14.12.2019 	 1,47 	 5 	 5 	 65 	  
11:40 14.12.2019 	 1,61 	 5 	 6 	 65 	  
11:30 14.12.2019 	 1,75 	 5 	 6 	 65 	  
11:20 14.12.2019 	 1,9 	 6 	 7 	 67 	  
11:10 14.12.2019 	 2,05 	 6 	 7 	 63 	  
11:00 14.12.2019 	 2,2 	 6 	 7 	 64 	  
10:50 14.12.2019 	 2,35 	 6 	 7 	 67 	  
10:40 14.12.2019 	 2,5 	 6 	 7 	 70 	  
10:30 14.12.2019 	 2,65 	 5 	 7 	 79 	  
10:20 14.12.2019 	 2,79 	 4 	 6 	 79 	  
10:10 14.12.2019 	 2,94 	 5 	 6 	 75 	  
10:00 14.12.2019 	 3,07 	 5 	 6 	 82 	  
09:50 14.12.2019 	 3,21 	 5 	 7 	 89 	  
09:40 14.12.2019 	 3,33 	 5 	 6 	 84 	  
09:30 14.12.2019 	 3,45 	 5 	 7 	 84 	  
09:20 14.12.2019 	 3,57 	 6 	 7 	 80 	  
09:10 14.12.2019 	 3,67 	 6 	 8 	 75 	  
09:00 14.12.2019 	 3,77 	 5 	 7 	 85 	  
08:50 14.12.2019 	 3,85 	 6 	 8 	 78 	  
08:40 14.12.2019 	 3,93 	 7 	 9 	 74 	  
08:30 14.12.2019 	 4 	 8 	 9 	 73 	  
08:20 14.12.2019 	 4,05 	 8 	 10 	 73 	  
08:10 14.12.2019 	 4,1 	 7 	 9 	 74 	  
08:00 14.12.2019 	 4,13 	 6 	 8 	 83 	  
07:50 14.12.2019 	 4,16 	 5 	 7 	 79 	  
07:40 14.12.2019 	 4,17 	 6 	 7 	 83 	  
07:30 14.12.2019 	 4,17 	 7 	 9 	 84 	  
07:20 14.12.2019 	 4,16 	 7 	 9 	 88 	  
07:10 14.12.2019 	 4,13 	 6 	 9 	 86 	  
07:00 14.12.2019 	 4,09 	 7 	 10 	 85 	  
06:50 14.12.2019 	 4,04 	 8 	 10 	 83 	  
06:40 14.12.2019 	 3,98 	 9 	 10 	 76 	  
06:30 14.12.2019 	 3,91 	 8 	 11 	 73 	  
06:20 14.12.2019 	 3,83 	 8 	 10 	 76 	  
06:10 14.12.2019 	 3,74 	 8 	 11 	 75 	  
06:00 14.12.2019 	 3,63 	 9 	 11 	 73 	  
05:50 14.12.2019 	 3,52 	 9 	 11 	 76 	  
05:40 14.12.2019 	 3,4 	 9 	 10 	 73 	  
05:30 14.12.2019 	 3,27 	 9 	 11 	 71 	  
05:20 14.12.2019 	 3,13 	 9 	 12 	 72 	  
05:10 14.12.2019 	 2,99 	 9 	 11 	 71 	  
05:00 14.12.2019 	 2,84 	 9 	 11 	 73 	  
04:50 14.12.2019 	 2,69 	 9 	 11 	 74 	  
04:40 14.12.2019 	 2,54 	 9 	 11 	 75 	  
04:30 14.12.2019 	 2,38 	 9 	 12 	 76 	  
04:20 14.12.2019 	 2,22 	 9 	 11 	 72 	  
04:10 14.12.2019 	 2,07 	 9 	 12 	 71 	  
04:00 14.12.2019 	 1,91 	 9 	 11 	 68 	  
03:50 14.12.2019 	 1,76 	 8 	 10 	 62 	  
03:40 14.12.2019 	 1,61 	 8 	 10 	 65 	  
03:30 14.12.2019 	 1,46 	 8 	 10 	 64 	  
03:20 14.12.2019 	 1,32 	 8 	 10 	 67 	  
03:10 14.12.2019 	 1,19 	 7 	 9 	 75 	  
03:00 14.12.2019 	 1,07 	 8 	 10 	 75 	  
02:50 14.12.2019 	 0,96 	 8 	 10 	 70 	  
02:40 14.12.2019 	 0,85 	 8 	 10 	 75 	  
02:30 14.12.2019 	 0,76 	 9 	 11 	 72 	  
02:20 14.12.2019 	 0,68 	 9 	 11 	 69 	  
02:10 14.12.2019 	 0,61 	 9 	 11 	 68 	  
02:00 14.12.2019 	 0,55 	 9 	 11 	 67 	  
01:50 14.12.2019 	 0,51 	 9 	 10 	 66 	  
01:40 14.12.2019 	 0,48 	 8 	 10 	 60 	  
01:30 14.12.2019 	 0,47 	 9 	 11 	 63 	  
01:20 14.12.2019 	 0,47 	 7 	 9 	 71 	  
01:10 14.12.2019 	 0,48 	 6 	 10 	 81 	  
01:00 14.12.2019 	 0,51 	 7 	 10 	 83 	  
00:50 14.12.2019 	 0,55 	 8 	 11 	 80 	  
00:40 14.12.2019 	 0,6 	 8 	 11 	 72 	  
00:30 14.12.2019 	 0,67 	 9 	 11 	 78 	  
00:20 14.12.2019 	 0,75 	 9 	 12 	 78 	  
00:10 14.12.2019 	 0,83 	 9 	 11 	 82 	  
00:00 14.12.2019 	 0,93 	 9 	 11 	 81 	  
23:50 13.12.2019 	 1,04 	 9 	 11 	 74 	  
23:40 13.12.2019 	 1,15 	 9 	 11 	 73 	  
23:30 13.12.2019 	 1,28 	 8 	 10 	 68 	  
23:20 13.12.2019 	 1,4 	 9 	 10 	 71 	  
23:10 13.12.2019 	 1,54 	 9 	 11 	 70 	  
23:00 13.12.2019 	 1,67 	 8 	 9 	 72 	  
22:50 13.12.2019 	 1,81 	 8 	 10 	 71 	  
22:40 13.12.2019 	 1,95 	 8 	 10 	 65 	  
22:30 13.12.2019 	 2,09 	 7 	 10 	 73 	  
22:20 13.12.2019 	 2,23 	 8 	 10 	 78 	  
22:10 13.12.2019 	 2,37 	 8 	 10 	 77 	  
22:00 13.12.2019 	 2,5 	 8 	 10 	 73 	  
21:50 13.12.2019 	 2,64 	 8 	 10 	 69 	  
21:40 13.12.2019 	 2,76 	 8 	 10 	 72 	  
21:30 13.12.2019 	 2,89 	 8 	 10 	 71 	  
21:20 13.12.2019 	 3,01 	 8 	 10 	 71 	  
21:10 13.12.2019 	 3,12 	 8 	 10 	 71 	  
21:00 13.12.2019 	 3,22 	 9 	 11 	 71 	  
20:50 13.12.2019 	 3,32 	 8 	 10 	 73 	  
20:40 13.12.2019 	 3,41 	 8 	 11 	 76 	  
20:30 13.12.2019 	 3,49 	 8 	 10 	 77 	  
20:20 13.12.2019 	 3,56 	 8 	 11 	 79 	  
20:10 13.12.2019 	 3,62 	 9 	 11 	 78 	  
20:00 13.12.2019 	 3,68 	 8 	 11 	 83 	  
19:50 13.12.2019 	 3,72 	 9 	 11 	 78 	  
19:40 13.12.2019 	 3,75 	 9 	 11 	 80 	  
19:30 13.12.2019 	 3,77 	 9 	 11 	 85 	  
19:20 13.12.2019 	 3,78 	 9 	 12 	 82 	  
19:10 13.12.2019 	 3,78 	 10 	 12 	 85 	  
19:00 13.12.2019 	 3,77 	 9 	 11 	 85 	  
18:50 13.12.2019 	 3,75 	 8 	 10 	 81 	  
18:40 13.12.2019 	 3,71 	 8 	 11 	 82 	  
18:30 13.12.2019 	 3,67 	 9 	 11 	 80 	  
18:20 13.12.2019 	 3,61 	 9 	 11 	 80 	  
18:10 13.12.2019 	 3,54 	 9 	 12 	 81 	  
18:00 13.12.2019 	 3,47 	 8 	 11 	 89 	  
17:50 13.12.2019 	 3,38 	 8 	 11 	 87 	  
17:40 13.12.2019 	 3,28 	 9 	 11 	 84 	  
17:30 13.12.2019 	 3,18 	 10 	 12 	 77 	  
17:20 13.12.2019 	 3,07 	 11 	 13 	 69 	  
17:10 13.12.2019 	 2,95 	 10 	 12 	 73 	  
17:00 13.12.2019 	 2,82 	 10 	 12 	 74 	  
16:50 13.12.2019 	 2,69 	 10 	 12 	 71 	  
16:40 13.12.2019 	 2,56 	 9 	 11 	 68 	  
16:30 13.12.2019 	 2,42 	 9 	 11 	 66 	  
16:20 13.12.2019 	 2,28 	 9 	 11 	 68 	  
16:10 13.12.2019 	 2,14 	 8 	 10 	 65 	  
16:00 13.12.2019 	 1,99 	 8 	 10 	 59 	  
15:50 13.12.2019 	 1,85 	 8 	 10 	 58 	  
15:40 13.12.2019 	 1,71 	 8 	 11 	 63 	  
15:30 13.12.2019 	 1,57 	 7 	 9 	 66 	  
15:20 13.12.2019 	 1,44 	 7 	 9 	 64 	  
15:10 13.12.2019 	 1,31 	 7 	 8 	 61 	  
15:00 13.12.2019 	 1,19 	 6 	 8 	 59 	  
14:50 13.12.2019 	 1,07 	 6 	 8 	 53 	  
14:40 13.12.2019 	 0,97 	 6 	 8 	 47 	  
14:30 13.12.2019 	 0,87 	 6 	 7 	 51 	  
14:20 13.12.2019 	 0,78 	 5 	 8 	 53 	  
14:10 13.12.2019 	 0,71 	 5 	 7 	 43 	  
14:00 13.12.2019 	 0,64 	 6 	 7 	 49 	  
13:50 13.12.2019 	 0,59 	 6 	 7 	 48 	  
13:40 13.12.2019 	 0,55 	 6 	 8 	 56 	  
13:30 13.12.2019 	 0,52 	 7 	 8 	 61 	  
13:20 13.12.2019 	 0,51 	 7 	 10 	 67 	  
13:10 13.12.2019 	 0,51 	 8 	 9 	 74 	  
13:00 13.12.2019 	 0,52 	 7 	 10 	 77 	  
12:50 13.12.2019 	 0,55 	 7 	 10 	 69 	  
12:40 13.12.2019 	 0,59 	 6 	 8 	 46 	  
12:30 13.12.2019 	 0,65 	 7 	 8 	 53 	  
12:20 13.12.2019 	 0,72 	 7 	 8 	 49 	  
12:10 13.12.2019 	 0,79 	 7 	 9 	 58 	  
12:00 13.12.2019 	 0,89 	 7 	 9 	 64 	  
11:50 13.12.2019 	 0,99 	 5 	 8 	 58 	  
11:40 13.12.2019 	 1,1 	 5 	 8 	 55 	  
11:30 13.12.2019 	 1,22 	 4 	 7 	 56 	  
11:20 13.12.2019 	 1,34 	 4 	 5 	 55 	  
11:10 13.12.2019 	 1,48 	 3 	 4 	 67 	  
11:00 13.12.2019 	 1,61 	 2 	 3 	 82 	  
10:50 13.12.2019 	 1,76 	 2 	 3 	 106 	  
10:40 13.12.2019 	 1,9 	 2 	 3 	 90 	  
10:30 13.12.2019 	 2,05 	 2 	 3 	 93 	  
10:20 13.12.2019 	 2,2 	 2 	 3 	 104 	  
10:10 13.12.2019 	 2,35 	 2 	 3 	 120 	  
10:00 13.12.2019 	 2,5 	 2 	 3 	 113 	  
09:50 13.12.2019 	 2,65 	 2 	 4 	 110 	  
09:40 13.12.2019 	 2,79 	 3 	 4 	 91 	  
