 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	
04:30 30.12.2019 	 1,42 	 1,36 	 3 	 5 	 311 	 1003 	 1,2 	 2,8 	  
04:20 30.12.2019 	 1,32 	 1,28 	 3 	 5 	 316 	 1003 	 1,3 	 2,8 	  
04:10 30.12.2019 	 1,22 	 1,19 	 3 	 5 	 318 	 1003 	 1,2 	 2,8 	  
04:00 30.12.2019 	 1,13 	 1,07 	 4 	 6 	 323 	 1002 	 1,3 	 2,8 	  
03:50 30.12.2019 	 1,05 	 1,01 	 3 	 6 	 333 	 1002 	 1,4 	 2,8 	  
03:40 30.12.2019 	 0,98 	 0,92 	 4 	 7 	 346 	 1002 	 1,8 	 2,8 	  
03:30 30.12.2019 	 0,92 	 0,89 	 4 	 7 	 341 	 1002 	 1,9 	 2,8 	  
03:20 30.12.2019 	 0,87 	 0,84 	 4 	 7 	 329 	 1001 	 1,9 	 2,8 	  
03:10 30.12.2019 	 0,83 	 0,85 	 5 	 7 	 323 	 1001 	 1,7 	 2,8 	  
03:00 30.12.2019 	 0,8 	 0,83 	 4 	 7 	 325 	 1001 	 1,7 	 2,8 	  
02:50 30.12.2019 	 0,78 	 0,83 	 5 	 7 	 326 	 1001 	 1,7 	 2,8 	  
02:40 30.12.2019 	 0,77 	 0,79 	 6 	 9 	 327 	 1001 	 1,7 	 2,8 	  
02:30 30.12.2019 	 0,77 	 0,8 	 6 	 9 	 324 	 1001 	 1,9 	 2,9 	  
02:20 30.12.2019 	 0,79 	 0,8 	 6 	 9 	 326 	 1001 	 1,8 	 2,8 	  
02:10 30.12.2019 	 0,82 	 0,82 	 5 	 8 	 331 	 1000 	 1,9 	 2,8 	  
02:00 30.12.2019 	 0,85 	 0,85 	 6 	 9 	 331 	 1000 	 1,9 	 2,8 	  
01:50 30.12.2019 	 0,9 	 0,93 	 6 	 8 	 327 	 1000 	 1,9 	 2,8 	  
01:40 30.12.2019 	 0,96 	 0,97 	 6 	 10 	 327 	 1000 	 2,1 	 2,8 	  
01:30 30.12.2019 	 1,03 	 1,02 	 6 	 9 	 327 	 1000 	 2,1 	 2,9 	  
01:20 30.12.2019 	 1,11 	 1,07 	 6 	 10 	 329 	 1000 	 2 	 2,9 	  
01:10 30.12.2019 	 1,19 	 1,16 	 6 	 10 	 327 	 999 	 2,2 	 2,9 	  
01:00 30.12.2019 	 1,29 	 1,29 	 5 	 8 	 326 	 999 	 2,3 	 2,9 	  
00:50 30.12.2019 	 1,39 	 1,43 	 5 	 8 	 328 	 999 	 2,3 	 2,9 	  
00:40 30.12.2019 	 1,5 	 1,58 	 5 	 8 	 329 	 999 	 2,2 	 2,9 	  
00:30 30.12.2019 	 1,61 	 1,66 	 6 	 9 	 329 	 998 	 2,2 	 2,9 	  
00:20 30.12.2019 	 1,72 	 1,74 	 6 	 9 	 331 	 999 	 2,2 	 2,9 	  
00:10 30.12.2019 	 1,84 	 1,88 	 4 	 9 	 334 	 998 	 2,2 	 2,9 	  
00:00 30.12.2019 	 1,96 	 2 	 5 	 8 	 341 	 998 	 2,1 	 2,9 	  
23:50 29.12.2019 	 2,08 	 2,15 	 5 	 7 	 332 	 998 	 2 	 2,9 	  
23:40 29.12.2019 	 2,21 	 2,31 	 5 	 7 	 330 	 997 	 1,9 	 2,9 	  
23:30 29.12.2019 	 2,33 	 2,43 	 4 	 7 	 339 	 997 	 2,1 	 2,9 	  
23:20 29.12.2019 	 2,45 	 2,54 	 5 	 8 	 328 	 997 	 2,1 	 2,9 	  
23:10 29.12.2019 	 2,56 	 2,7 	 5 	 8 	 330 	 997 	 2,5 	 2,9 	  
23:00 29.12.2019 	 2,68 	 2,8 	 6 	 8 	 328 	 997 	 2,4 	 2,9 	  
22:50 29.12.2019 	 2,79 	 2,93 	 6 	 8 	 329 	 996 	 2,4 	 2,9 	  
22:40 29.12.2019 	 2,89 	 3,03 	 6 	 8 	 331 	 996 	 2,4 	 2,9 	  
22:30 29.12.2019 	 2,99 	 3,12 	 5 	 8 	 331 	 996 	 2,5 	 2,9 	  
22:20 29.12.2019 	 3,08 	 3,21 	 6 	 9 	 327 	 995 	 2,7 	 2,9 	  
22:10 29.12.2019 	 3,17 	 3,24 	 6 	 9 	 330 	 995 	 2,7 	 2,9 	  
22:00 29.12.2019 	 3,25 	 3,29 	 6 	 10 	 329 	 995 	 2,6 	 2,9 	  
21:50 29.12.2019 	 3,32 	 3,36 	 7 	 10 	 330 	 995 	 2,7 	 2,9 	  
21:40 29.12.2019 	 3,38 	 3,46 	 7 	 10 	 330 	 995 	 2,7 	 2,9 	  
21:30 29.12.2019 	 3,44 	 3,5 	 8 	 11 	 327 	 994 	 2,8 	 2,9 	  
21:20 29.12.2019 	 3,49 	 3,59 	 7 	 10 	 329 	 994 	 2,8 	 2,9 	  
21:10 29.12.2019 	 3,52 	 3,6 	 7 	 10 	 333 	 994 	 2,8 	 2,9 	  
21:00 29.12.2019 	 3,55 	 3,66 	 6 	 10 	 332 	 993 	 2,6 	 3 	  
20:50 29.12.2019 	 3,57 	 3,66 	 6 	 9 	 334 	 993 	 2,7 	 2,9 	  
20:40 29.12.2019 	 3,58 	 3,67 	 7 	 10 	 329 	 993 	 2,7 	 2,9 	  
20:30 29.12.2019 	 3,57 	 3,66 	 7 	 11 	 327 	 993 	 2,7 	 2,9 	  
20:20 29.12.2019 	 3,56 	 3,65 	 8 	 11 	 327 	 992 	 2,8 	 2,9 	  
20:10 29.12.2019 	 3,54 	 3,64 	 8 	 11 	 328 	 992 	 2,9 	 2,9 	  
20:00 29.12.2019 	 3,51 	 3,6 	 8 	 12 	 329 	 992 	 2,9 	 2,9 	  
19:50 29.12.2019 	 3,47 	 3,56 	 8 	 12 	 327 	 991 	 2,8 	 2,9 	  
19:40 29.12.2019 	 3,42 	 3,54 	 9 	 13 	 324 	 991 	 2,7 	 2,9 	  
19:30 29.12.2019 	 3,36 	 3,44 	 8 	 12 	 323 	 991 	 2,5 	 2,9 	  
19:20 29.12.2019 	 3,29 	 3,41 	 9 	 13 	 325 	 990 	 2,6 	 2,9 	  
19:10 29.12.2019 	 3,22 	 3,32 	 8 	 13 	 327 	 990 	 2,6 	 2,9 	  
19:00 29.12.2019 	 3,13 	 3,28 	 7 	 11 	 331 	 990 	 2,6 	 2,9 	  
18:50 29.12.2019 	 3,04 	 3,2 	 6 	 9 	 338 	 989 	 2,8 	 3 	  
18:40 29.12.2019 	 2,94 	 3,09 	 6 	 9 	 351 	 989 	 2,7 	 3 	  
18:30 29.12.2019 	 2,84 	 2,97 	 6 	 10 	 347 	 989 	 2,7 	 3 	  
18:20 29.12.2019 	 2,73 	 2,88 	 5 	 9 	 344 	 988 	 2,6 	 3 	  
18:10 29.12.2019 	 2,61 	 2,72 	 5 	 7 	 333 	 987 	 2,8 	 3 	  
18:00 29.12.2019 	 2,49 	 2,58 	 4 	 6 	 335 	 987 	 2,7 	 2,9 	  
17:50 29.12.2019 	 2,37 	 2,49 	 3 	 5 	 340 	 987 	 3 	 2,9 	  
17:40 29.12.2019 	 2,25 	 2,36 	 4 	 6 	 351 	 987 	 3,2 	 2,9 	  
17:30 29.12.2019 	 2,12 	 2,24 	 4 	 7 	 355 	 985 	 3,4 	 2,8 	  
17:20 29.12.2019 	 2 	 2,11 	 6 	 9 	 12 	 985 	 3,4 	 2,8 	  
17:10 29.12.2019 	 1,87 	 2,01 	 5 	 7 	 8 	 985 	 3,2 	 2,8 	  
17:00 29.12.2019 	 1,75 	 1,84 	 6 	 9 	 12 	 985 	 3,2 	 2,8 	  
16:50 29.12.2019 	 1,63 	 1,72 	 7 	 10 	 17 	 985 	 3,2 	 2,8 	  
16:40 29.12.2019 	 1,51 	 1,63 	 7 	 11 	 7 	 983 	 3,2 	 2,8 	  
16:30 29.12.2019 	 1,4 	 1,55 	 8 	 12 	 8 	 983 	 3,2 	 2,8 	  
16:20 29.12.2019 	 1,29 	 1,45 	 9 	 14 	 10 	 983 	 3,2 	 2,8 	  
16:10 29.12.2019 	 1,19 	 1,33 	 10 	 15 	 7 	 983 	 3,2 	 2,9 	  
16:00 29.12.2019 	 1,09 	 1,26 	 10 	 15 	 9 	 982 	 3,4 	 2,8 	  
15:50 29.12.2019 	 1,01 	 1,15 	 8 	 12 	 6 	 982 	 3,2 	 2,9 	  
15:40 29.12.2019 	 0,93 	 1,08 	 10 	 15 	 13 	 981 	 3,1 	 2,9 	  
15:30 29.12.2019 	 0,86 	 1,07 	 10 	 15 	 15 	 982 	 3 	 2,9 	  
15:20 29.12.2019 	 0,81 	 1,07 	 10 	 15 	 18 	 981 	 2,9 	 2,9 	  
15:10 29.12.2019 	 0,76 	 1,03 	 8 	 13 	 6 	 981 	 3 	 2,9 	  
15:00 29.12.2019 	 0,72 	 0,98 	 7 	 12 	 356 	 980 	 3,1 	 2,9 	  
14:50 29.12.2019 	 0,7 	 0,97 	 8 	 12 	 349 	 980 	 3,7 	 3 	  
14:40 29.12.2019 	 0,69 	 0,96 	 8 	 12 	 360 	 980 	 3,9 	 2,9 	  
14:30 29.12.2019 	 0,69 	 0,96 	 9 	 13 	 350 	 980 	 3,9 	 2,9 	  
14:20 29.12.2019 	 0,7 	 1,01 	 8 	 13 	 341 	 980 	 3,5 	 2,9 	  
14:10 29.12.2019 	 0,73 	 1,02 	 8 	 11 	 356 	 979 	 3,7 	 2,9 	  
14:00 29.12.2019 	 0,76 	 1,08 	 7 	 11 	 349 	 979 	 4,1 	 2,9 	  
13:50 29.12.2019 	 0,81 	 1,15 	 6 	 9 	 354 	 979 	 4 	 2,9 	  
13:40 29.12.2019 	 0,88 	 1,2 	 5 	 8 	 6 	 979 	 4,5 	 2,9 	  
13:30 29.12.2019 	 0,95 	 1,25 	 6 	 8 	 10 	 979 	 4,6 	 2,9 	  
13:20 29.12.2019 	 1,03 	 1,3 	 5 	 8 	 3 	 979 	 4,2 	 2,9 	  
13:10 29.12.2019 	 1,12 	 1,36 	 5 	 8 	 357 	 979 	 4,3 	 2,9 	  
13:00 29.12.2019 	 1,22 	 1,46 	 3 	 5 	 2 	 979 	 4,6 	 2,9 	  
12:50 29.12.2019 	 1,33 	 1,62 	 4 	 6 	 354 	 978 	 4,3 	 2,9 	  
12:40 29.12.2019 	 1,45 	 1,71 	 3 	 6 	 358 	 978 	 4,4 	 2,9 	  
12:30 29.12.2019 	 1,58 	 1,84 	 3 	 6 	 0 	 978 	 4,1 	 2,9 	  
12:20 29.12.2019 	 1,71 	 1,97 	 4 	 6 	 5 	 978 	 4,2 	 2,9 	  
12:10 29.12.2019 	 1,84 	 2,09 	 4 	 6 	 12 	 978 	 4,5 	 2,9 	  
12:00 29.12.2019 	 1,98 	 2,23 	 5 	 8 	 6 	 978 	 4,3 	 2,9 	  
11:50 29.12.2019 	 2,12 	 2,37 	 6 	 9 	 13 	 978 	 3,8 	 2,9 	  
11:40 29.12.2019 	 2,26 	 2,5 	 6 	 9 	 12 	 978 	 3,7 	 2,9 	  
11:30 29.12.2019 	 2,4 	 2,64 	 5 	 8 	 10 	 978 	 3,8 	 2,9 	  
11:20 29.12.2019 	 2,54 	 2,78 	 4 	 8 	 8 	 978 	 3,8 	 2,9 	  
11:10 29.12.2019 	 2,67 	 2,92 	 4 	 6 	 20 	 978 	 4 	 2,9 	  
11:00 29.12.2019 	 2,81 	 3,08 	 5 	 7 	 25 	 978 	 4,1 	 2,9 	  
10:50 29.12.2019 	 2,94 	 3,18 	 4 	 6 	 19 	 979 	 3,6 	 2,9 	  
10:40 29.12.2019 	 3,07 	 3,27 	 4 	 7 	 45 	 979 	 4,1 	 2,9 	  
10:30 29.12.2019 	 3,19 	 3,39 	 4 	 6 	 13 	 979 	 3,3 	 2,9 	  
10:20 29.12.2019 	 3,3 	 3,49 	 4 	 6 	 33 	 979 	 3,2 	 2,8 	  
10:10 29.12.2019 	 3,41 	 3,57 	 4 	 5 	 56 	 979 	 3,4 	 2,9 	  
10:00 29.12.2019 	 3,51 	 3,68 	 4 	 6 	 59 	 979 	 3,7 	 2,8 	  
09:50 29.12.2019 	 3,6 	 3,77 	 4 	 7 	 60 	 979 	 3,7 	 2,8 	  
09:40 29.12.2019 	 3,69 	 3,86 	 5 	 7 	 62 	 979 	 3,8 	 2,9 	  
09:30 29.12.2019 	 3,76 	 3,92 	 4 	 7 	 66 	 979 	 4 	 2,9 	  
09:20 29.12.2019 	 3,83 	 3,98 	 6 	 10 	 63 	 979 	 3,9 	 2,9 	  
09:10 29.12.2019 	 3,89 	 4,05 	 5 	 8 	 72 	 979 	 4 	 2,9 	  
09:00 29.12.2019 	 3,93 	 4,12 	 6 	 9 	 60 	 979 	 4,1 	 2,9 	  
08:50 29.12.2019 	 3,97 	 4,16 	 7 	 10 	 36 	 979 	 3,3 	 2,9 	  
08:40 29.12.2019 	 4 	 4,18 	 7 	 11 	 23 	 979 	 2,8 	 2,9 	  
08:30 29.12.2019 	 4,01 	 4,2 	 8 	 11 	 25 	 979 	 2,9 	 2,9 	  
08:20 29.12.2019 	 4,02 	 4,17 	 9 	 12 	 19 	 979 	 2,6 	 2,9 	  
08:10 29.12.2019 	 4,01 	 4,21 	 9 	 13 	 19 	 979 	 2,6 	 2,9 	  
08:00 29.12.2019 	 4 	 4,16 	 8 	 12 	 19 	 979 	 2,4 	 2,9 	  
07:50 29.12.2019 	 3,97 	 4,19 	 8 	 11 	 17 	 979 	 2,7 	 2,9 	  
07:40 29.12.2019 	 3,93 	 4,14 	 8 	 11 	 18 	 980 	 2,5 	 2,9 	  
07:30 29.12.2019 	 3,89 	 4,12 	 4 	 8 	 12 	 980 	 3,1 	 2,9 	  
07:20 29.12.2019 	 3,83 	 4,05 	 3 	 5 	 52 	 980 	 3,7 	 2,9 	  
07:10 29.12.2019 	 3,76 	 4,02 	 3 	 5 	 49 	 980 	 3,9 	 2,9 	  
07:00 29.12.2019 	 3,69 	 3,94 	 5 	 9 	 24 	 980 	 3,9 	 2,9 	  
06:50 29.12.2019 	 3,6 	 3,84 	 6 	 9 	 8 	 980 	 4,1 	 2,9 	  
06:40 29.12.2019 	 3,51 	 3,75 	 6 	 8 	 7 	 980 	 3,7 	 2,9 	  
06:30 29.12.2019 	 3,4 	 3,65 	 6 	 10 	 11 	 981 	 3,7 	 2,9 	  
06:20 29.12.2019 	 3,29 	 3,52 	 7 	 9 	 13 	 981 	 3,6 	 2,9 	  
06:10 29.12.2019 	 3,18 	 3,41 	 7 	 9 	 11 	 981 	 4,2 	 2,9 	  
06:00 29.12.2019 	 3,06 	 3,26 	 6 	 9 	 6 	 981 	 3,9 	 2,9 	  
05:50 29.12.2019 	 2,93 	 3,1 	 6 	 8 	 11 	 981 	 4,1 	 2,9 	  
05:40 29.12.2019 	 2,8 	 2,94 	 7 	 9 	 16 	 981 	 4,2 	 2,9 	  
05:30 29.12.2019 	 2,66 	 2,79 	 6 	 8 	 36 	 981 	 4,8 	 2,9 	  
05:20 29.12.2019 	 2,52 	 2,66 	 5 	 7 	 13 	 981 	 4,5 	 2,9 	  
05:10 29.12.2019 	 2,38 	 2,49 	 5 	 8 	 38 	 981 	 4,7 	 2,9 	  
05:00 29.12.2019 	 2,24 	 2,33 	 8 	 10 	 52 	 981 	 5 	 2,9 	  
04:50 29.12.2019 	 2,1 	 2,17 	 7 	 10 	 54 	 982 	 4,7 	 3 	  
04:40 29.12.2019 	 1,96 	 2,04 	 7 	 9 	 61 	 982 	 4,8 	 3 	  
04:30 29.12.2019 	 1,82 	 1,89 	 8 	 12 	 64 	 982 	 4,8 	 3 	  
04:20 29.12.2019 	 1,69 	 1,76 	 8 	 11 	 65 	 983 	 4,9 	 3 	  
04:10 29.12.2019 	 1,56 	 1,63 	 7 	 11 	 75 	 983 	 4,4 	 3 	  
04:00 29.12.2019 	 1,44 	 1,53 	 7 	 12 	 81 	 982 	 3,9 	 3 	  
03:50 29.12.2019 	 1,32 	 1,42 	 6 	 10 	 84 	 983 	 4,8 	 3 	  
03:40 29.12.2019 	 1,21 	 1,3 	 6 	 9 	 87 	 983 	 5,4 	 2,9 	  
03:30 29.12.2019 	 1,1 	 1,22 	 5 	 7 	 81 	 984 	 5,4 	 2,9 	  
03:20 29.12.2019 	 1,01 	 1,15 	 4 	 7 	 62 	 984 	 5,3 	 2,9 	  
03:10 29.12.2019 	 0,92 	 1,1 	 2 	 4 	 23 	 984 	 5,1 	 2,9 	  
03:00 29.12.2019 	 0,85 	 1,03 	 1 	 2 	 3 	 985 	 5,2 	 3 	  
02:50 29.12.2019 	 0,78 	 0,96 	 1 	 3 	 44 	 985 	 5 	 3 	  
02:40 29.12.2019 	 0,73 	 0,94 	 2 	 3 	 77 	 985 	 5 	 2,9 	  
02:30 29.12.2019 	 0,69 	 0,84 	 3 	 5 	 68 	 984 	 4,9 	 2,9 	  
02:20 29.12.2019 	 0,66 	 0,79 	 4 	 6 	 91 	 986 	 5,2 	 2,9 	  
02:10 29.12.2019 	 0,64 	 0,78 	 6 	 8 	 90 	 986 	 5,4 	 2,9 	  
02:00 29.12.2019 	 0,63 	 0,79 	 5 	 10 	 93 	 987 	 5,6 	 2,9 	  
01:50 29.12.2019 	 0,64 	 0,78 	 5 	 8 	 87 	 987 	 5,2 	 2,9 	  
01:40 29.12.2019 	 0,66 	 0,81 	 4 	 8 	 89 	 987 	 5,2 	 2,9 	  
01:30 29.12.2019 	 0,69 	 0,84 	 5 	 8 	 93 	 987 	 5,1 	 3 	  
01:20 29.12.2019 	 0,74 	 0,86 	 5 	 9 	 97 	 987 	 4,9 	 2,9 	  
01:10 29.12.2019 	 0,79 	 0,88 	 5 	 9 	 94 	 988 	 4,8 	 2,9 	  
01:00 29.12.2019 	 0,86 	 0,89 	 5 	 9 	 93 	 988 	 4,6 	 2,9 	  
00:50 29.12.2019 	 0,94 	 1 	 8 	 14 	 92 	 988 	 4,7 	 2,9 	  
00:40 29.12.2019 	 1,03 	 1,03 	 6 	 11 	 96 	 989 	 4,8 	 2,9 	  
00:30 29.12.2019 	 1,12 	 1,17 	 6 	 9 	 76 	 989 	 4,5 	 2,9 	  
00:20 29.12.2019 	 1,23 	 1,32 	 7 	 10 	 80 	 989 	 4,1 	 2,9 	  
00:10 29.12.2019 	 1,34 	 1,45 	 6 	 10 	 85 	 990 	 4,2 	 2,9 	  
00:00 29.12.2019 	 1,45 	 1,59 	 7 	 10 	 83 	 990 	 4,1 	 2,9 	  
23:50 28.12.2019 	 1,58 	 1,72 	 6 	 10 	 92 	 990 	 4,3 	 2,9 	  
23:40 28.12.2019 	 1,7 	 1,85 	 6 	 9 	 93 	 991 	 4 	 2,9 	  
23:30 28.12.2019 	 1,83 	 1,99 	 6 	 10 	 94 	 991 	 4 	 2,9 	  
23:20 28.12.2019 	 1,96 	 2,13 	 7 	 11 	 94 	 991 	 4 	 2,9 	  
23:10 28.12.2019 	 2,1 	 2,28 	 6 	 9 	 93 	 991 	 3,9 	 2,9 	  
23:00 28.12.2019 	 2,23 	 2,45 	 5 	 8 	 92 	 992 	 3,8 	 2,8 	  
22:50 28.12.2019 	 2,36 	 2,51 	 5 	 9 	 90 	 992 	 3,6 	 2,8 	  
22:40 28.12.2019 	 2,49 	 2,64 	 5 	 8 	 89 	 992 	 3,6 	 2,8 	  
22:30 28.12.2019 	 2,61 	 2,75 	 4 	 8 	 89 	 993 	 3,6 	 2,8 	  
22:20 28.12.2019 	 2,74 	 2,89 	 4 	 7 	 85 	 993 	 3,4 	 2,8 	  
22:10 28.12.2019 	 2,85 	 2,98 	 5 	 8 	 92 	 993 	 3,6 	 2,9 	  
22:00 28.12.2019 	 2,96 	 3,06 	 5 	 8 	 92 	 994 	 3,5 	 2,8 	  
21:50 28.12.2019 	 3,07 	 3,18 	 5 	 8 	 92 	 994 	 3,7 	 2,9 	  
21:40 28.12.2019 	 3,17 	 3,27 	 6 	 9 	 93 	 994 	 3,7 	 2,8 	  
21:30 28.12.2019 	 3,26 	 3,36 	 5 	 7 	 93 	 994 	 3,5 	 2,9 	  
21:20 28.12.2019 	 3,34 	 3,44 	 4 	 8 	 91 	 993 	 3,2 	 2,9 	  
21:10 28.12.2019 	 3,42 	 3,48 	 5 	 8 	 86 	 994 	 3,3 	 2,9 	  
21:00 28.12.2019 	 3,49 	 3,54 	 5 	 8 	 93 	 994 	 3,5 	 2,9 	  
20:50 28.12.2019 	 3,54 	 3,58 	 3 	 6 	 89 	 994 	 3,5 	 2,9 	  
20:40 28.12.2019 	 3,59 	 3,65 	 3 	 4 	 86 	 994 	 3,5 	 2,9 	  
20:30 28.12.2019 	 3,63 	 3,69 	 3 	 5 	 89 	 994 	 3,3 	 2,9 	  
20:20 28.12.2019 	 3,66 	 3,74 	 4 	 6 	 91 	 994 	 3,4 	 2,9 	  
20:10 28.12.2019 	 3,68 	 3,75 	 4 	 5 	 93 	 995 	 3,3 	 2,9 	  
20:00 28.12.2019 	 3,68 	 3,76 	 4 	 6 	 92 	 995 	 3,2 	 2,9 	  
19:50 28.12.2019 	 3,68 	 3,78 	 4 	 5 	 88 	 995 	 3,1 	 2,9 	  
19:40 28.12.2019 	 3,67 	 3,77 	 3 	 5 	 84 	 995 	 3,2 	 2,9 	  
19:30 28.12.2019 	 3,65 	 3,74 	 4 	 6 	 91 	 995 	 3,3 	 2,8 	  
19:20 28.12.2019 	 3,61 	 3,71 	 3 	 5 	 78 	 995 	 3,1 	 2,8 	  
19:10 28.12.2019 	 3,57 	 3,69 	 3 	 4 	 69 	 995 	 3,3 	 2,9 	  
19:00 28.12.2019 	 3,51 	 3,64 	 2 	 4 	 85 	 995 	 3,8 	 2,9 	  
18:50 28.12.2019 	 3,45 	 3,5 	 3 	 5 	 95 	 995 	 3,3 	 2,9 	  
18:40 28.12.2019 	 3,37 	 3,43 	 3 	 5 	 82 	 996 	 3,2 	 2,9 	  
18:30 28.12.2019 	 3,29 	 3,33 	 3 	 4 	 78 	 996 	 3,1 	 2,9 	  
18:20 28.12.2019 	 3,2 	 3,24 	 3 	 4 	 89 	 996 	 3,5 	 2,8 	  
18:10 28.12.2019 	 3,1 	 3,13 	 2 	 4 	 102 	 996 	 3,4 	 2,9 	  
18:00 28.12.2019 	 2,99 	 3,02 	 2 	 3 	 101 	 996 	 3,5 	 2,9 	  
17:50 28.12.2019 	 2,88 	 2,89 	 2 	 3 	 105 	 996 	 3,4 	 2,9 	  
17:40 28.12.2019 	 2,76 	 2,81 	 2 	 3 	 126 	 996 	 3,2 	 2,8 	  
17:30 28.12.2019 	 2,63 	 2,65 	 2 	 3 	 82 	 996 	 2,9 	 2,9 	  
17:20 28.12.2019 	 2,5 	 2,55 	 2 	 3 	 69 	 995 	 2,8 	 2,9 	  
17:10 28.12.2019 	 2,37 	 2,37 	 3 	 4 	 80 	 995 	 2,8 	 2,9 	  
17:00 28.12.2019 	 2,23 	 2,24 	 2 	 3 	 82 	 995 	 2,9 	 2,9 	  
16:50 28.12.2019 	 2,1 	 2,11 	 2 	 3 	 80 	 995 	 2,8 	 2,9 	  
16:40 28.12.2019 	 1,96 	 1,96 	 2 	 3 	 77 	 995 	 2,8 	 2,9 	  
16:30 28.12.2019 	 1,83 	 1,81 	 2 	 3 	 73 	 995 	 2,6 	 2,8 	  
16:20 28.12.2019 	 1,69 	 1,66 	 2 	 3 	 83 	 995 	 2,5 	 2,8 	  
16:10 28.12.2019 	 1,56 	 1,58 	 2 	 3 	 79 	 995 	 2,3 	 2,8 	  
16:00 28.12.2019 	 1,44 	 1,44 	 2 	 3 	 68 	 995 	 2,1 	 2,8 	  
15:50 28.12.2019 	 1,32 	 1,33 	 2 	 3 	 63 	 995 	 2 	 2,9 	  
15:40 28.12.2019 	 1,2 	 1,23 	 2 	 3 	 48 	 995 	 2 	 2,9 	  
15:30 28.12.2019 	 1,09 	 1,13 	 2 	 3 	 42 	 995 	 2 	 2,9 	  
15:20 28.12.2019 	 0,99 	 1,03 	 2 	 3 	 56 	 994 	 2,4 	 2,9 	  
15:10 28.12.2019 	 0,9 	 0,93 	 2 	 2 	 52 	 995 	 2,5 	 2,9 	  
15:00 28.12.2019 	 0,82 	 0,88 	 2 	 3 	 42 	 995 	 2,6 	 2,9 	  
14:50 28.12.2019 	 0,75 	 0,8 	 2 	 3 	 31 	 994 	 2,5 	 2,8 	  
14:40 28.12.2019 	 0,69 	 0,75 	 2 	 3 	 31 	 994 	 2,5 	 2,9 	  
14:30 28.12.2019 	 0,64 	 0,69 	 2 	 3 	 34 	 994 	 2,4 	 2,9 	  
14:20 28.12.2019 	 0,61 	 0,68 	 2 	 3 	 30 	 993 	 2,7 	 2,9 	  
14:10 28.12.2019 	 0,58 	 0,68 	 2 	 3 	 25 	 994 	 2,9 	 2,9 	  
14:00 28.12.2019 	 0,57 	 0,7 	 3 	 3 	 36 	 994 	 2,8 	 2,8 	  
13:50 28.12.2019 	 0,57 	 0,72 	 3 	 3 	 54 	 994 	 2,6 	 2,8 	  
13:40 28.12.2019 	 0,59 	 0,75 	 2 	 3 	 56 	 994 	 2,7 	 2,8 	  
13:30 28.12.2019 	 0,62 	 0,76 	 1 	 4 	 97 	 994 	 2,7 	 2,8 	  
13:20 28.12.2019 	 0,66 	 0,82 	 1 	 3 	 115 	 993 	 2,9 	 2,8 	  
13:10 28.12.2019 	 0,72 	 0,86 	 1 	 3 	 126 	 994 	 3,1 	 2,8 	  
13:00 28.12.2019 	 0,79 	 0,93 	 1 	 3 	 109 	 994 	 3,3 	 2,8 	  
12:50 28.12.2019 	 0,87 	 1,02 	 2 	 5 	 75 	 993 	 3,4 	 2,8 	  
12:40 28.12.2019 	 0,96 	 1,11 	 3 	 5 	 77 	 993 	 3,5 	 2,8 	  
12:30 28.12.2019 	 1,06 	 1,2 	 3 	 6 	 87 	 993 	 3,7 	 2,8 	  
12:20 28.12.2019 	 1,17 	 1,29 	 2 	 4 	 75 	 993 	 3,9 	 2,8 	  
12:10 28.12.2019 	 1,29 	 1,38 	 1 	 3 	 86 	 993 	 3,9 	 2,8 	  
12:00 28.12.2019 	 1,42 	 1,51 	 1 	 3 	 111 	 993 	 4,1 	 2,8 	  
11:50 28.12.2019 	 1,55 	 1,64 	 2 	 3 	 103 	 992 	 4 	 2,8 	  
11:40 28.12.2019 	 1,69 	 1,81 	 2 	 3 	 114 	 992 	 4,1 	 2,8 	  
11:30 28.12.2019 	 1,83 	 1,92 	 2 	 4 	 135 	 992 	 4,3 	 2,8 	  
11:20 28.12.2019 	 1,98 	 2,1 	 2 	 3 	 128 	 992 	 4 	 2,8 	  
11:10 28.12.2019 	 2,13 	 2,25 	 2 	 4 	 115 	 992 	 4 	 2,8 	  
11:00 28.12.2019 	 2,28 	 2,42 	 3 	 7 	 107 	 992 	 3,7 	 2,8 	  
10:50 28.12.2019 	 2,43 	 2,56 	 5 	 8 	 92 	 992 	 3,7 	 2,8 	  
10:40 28.12.2019 	 2,58 	 2,73 	 5 	 8 	 94 	 992 	 4,2 	 2,8 	  
10:30 28.12.2019 	 2,72 	 2,92 	 6 	 9 	 94 	 992 	 4,4 	 2,7 	  
10:20 28.12.2019 	 2,86 	 3,06 	 6 	 10 	 92 	 991 	 4,4 	 2,8 	  
10:10 28.12.2019 	 3 	 3,16 	 6 	 9 	 83 	 991 	 4,5 	 2,8 	  
10:00 28.12.2019 	 3,14 	 3,29 	 6 	 10 	 85 	 991 	 4,5 	 2,8 	  
09:50 28.12.2019 	 3,26 	 3,48 	 7 	 10 	 83 	 992 	 4,4 	 2,8 	  
09:40 28.12.2019 	 3,38 	 3,56 	 6 	 11 	 82 	 992 	 4,3 	 2,8 	  
