 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	
16:30 25.12.2019 	 3,36 	 3,29 	 1 	 2 	 178 	 1019 	 1,7 	 2,5 	  
16:20 25.12.2019 	 3,26 	 3,2 	 2 	 3 	 154 	 1019 	 1,9 	 2,5 	  
16:10 25.12.2019 	 3,16 	 3,06 	 2 	 3 	 158 	 1019 	 2 	 2,5 	  
16:00 25.12.2019 	 3,05 	 2,95 	 2 	 4 	 153 	 1019 	 1,9 	 2,5 	  
15:50 25.12.2019 	 2,93 	 2,85 	 2 	 4 	 163 	 1019 	 2 	 2,5 	  
15:40 25.12.2019 	 2,8 	 2,76 	 2 	 3 	 162 	 1019 	 2 	 2,5 	  
15:30 25.12.2019 	 2,67 	 2,63 	 2 	 3 	 164 	 1019 	 2,1 	 2,5 	  
15:20 25.12.2019 	 2,54 	 2,45 	 1 	 4 	 164 	 1019 	 2,1 	 2,5 	  
15:10 25.12.2019 	 2,4 	 2,33 	 1 	 3 	 169 	 1019 	 1,8 	 2,5 	  
15:00 25.12.2019 	 2,26 	 2,18 	 2 	 3 	 177 	 1019 	 1,8 	 2,4 	  
14:50 25.12.2019 	 2,12 	 2,07 	 2 	 3 	 183 	 1019 	 1,8 	 2,5 	  
14:40 25.12.2019 	 1,98 	 1,87 	 2 	 4 	 166 	 1019 	 1,7 	 2,5 	  
14:30 25.12.2019 	 1,84 	 1,75 	 2 	 4 	 178 	 1019 	 1,7 	 2,5 	  
14:20 25.12.2019 	 1,7 	 1,57 	 1 	 3 	 172 	 1019 	 1,9 	 2,5 	  
14:10 25.12.2019 	 1,56 	 1,43 	 1 	 3 	 181 	 1019 	 1,8 	 2,5 	  
14:00 25.12.2019 	 1,43 	 1,28 	 1 	 3 	 189 	 1019 	 1,7 	 2,5 	  
13:50 25.12.2019 	 1,3 	 1,17 	 1 	 3 	 181 	 1019 	 1,8 	 2,5 	  
13:40 25.12.2019 	 1,18 	 1,05 	 1 	 2 	 184 	 1019 	 1,9 	 2,4 	  
13:30 25.12.2019 	 1,07 	 0,99 	 1 	 2 	 194 	 1019 	 1,7 	 2,4 	  
13:20 25.12.2019 	 0,96 	 0,89 	 1 	 3 	 186 	 1019 	 1,7 	 2,5 	  
13:10 25.12.2019 	 0,87 	 0,82 	 2 	 3 	 184 	 1019 	 1,5 	 2,5 	  
13:00 25.12.2019 	 0,78 	 0,75 	 2 	 4 	 183 	 1019 	 1,5 	 2,5 	  
12:50 25.12.2019 	 0,71 	 0,69 	 2 	 3 	 180 	 1019 	 1,3 	 2,5 	  
12:40 25.12.2019 	 0,65 	 0,62 	 2 	 3 	 183 	 1019 	 1,2 	 2,5 	  
12:30 25.12.2019 	 0,6 	 0,56 	 2 	 4 	 188 	 1019 	 1,4 	 2,5 	  
12:20 25.12.2019 	 0,56 	 0,52 	 2 	 4 	 179 	 1019 	 1,4 	 2,4 	  
12:10 25.12.2019 	 0,54 	 0,53 	 2 	 4 	 180 	 1018 	 1,2 	 2,5 	  
12:00 25.12.2019 	 0,53 	 0,51 	 2 	 3 	 189 	 1018 	 1,2 	 2,5 	  
11:50 25.12.2019 	 0,53 	 0,53 	 2 	 4 	 189 	 1018 	 1,1 	 2,4 	  
11:40 25.12.2019 	 0,54 	 0,52 	 2 	 4 	 187 	 1018 	 0,7 	 2,4 	  
11:30 25.12.2019 	 0,57 	 0,55 	 3 	 5 	 187 	 1018 	 0,6 	 2,4 	  
11:20 25.12.2019 	 0,62 	 0,6 	 2 	 4 	 175 	 1018 	 0,9 	 2,5 	  
11:10 25.12.2019 	 0,67 	 0,63 	 2 	 3 	 182 	 1018 	 1 	 2,4 	  
11:00 25.12.2019 	 0,74 	 0,7 	 2 	 3 	 192 	 1018 	 1 	 2,4 	  
10:50 25.12.2019 	 0,82 	 0,78 	 2 	 4 	 189 	 1017 	 1 	 2,4 	  
10:40 25.12.2019 	 0,9 	 0,85 	 2 	 3 	 183 	 1017 	 1 	 2,4 	  
10:30 25.12.2019 	 1 	 0,93 	 2 	 3 	 184 	 1017 	 1,1 	 2,4 	  
10:20 25.12.2019 	 1,11 	 1,05 	 2 	 4 	 193 	 1017 	 1,4 	 2,4 	  
10:10 25.12.2019 	 1,23 	 1,17 	 2 	 4 	 188 	 1017 	 1,6 	 2,4 	  
10:00 25.12.2019 	 1,35 	 1,28 	 3 	 4 	 198 	 1017 	 1,8 	 2,4 	  
09:50 25.12.2019 	 1,49 	 1,41 	 3 	 5 	 200 	 1017 	 1,9 	 2,4 	  
09:40 25.12.2019 	 1,62 	 1,53 	 2 	 5 	 203 	 1017 	 2,2 	 2,4 	  
09:30 25.12.2019 	 1,76 	 1,7 	 2 	 5 	 221 	 1017 	 2,6 	 2,4 	  
09:20 25.12.2019 	 1,91 	 1,87 	 3 	 6 	 209 	 1017 	 2,4 	 2,4 	  
09:10 25.12.2019 	 2,05 	 2,01 	 3 	 6 	 208 	 1016 	 2,4 	 2,4 	  
09:00 25.12.2019 	 2,2 	 2,15 	 3 	 5 	 204 	 1016 	 2,2 	 2,5 	  
08:50 25.12.2019 	 2,35 	 2,33 	 3 	 5 	 202 	 1016 	 2 	 2,4 	  
08:40 25.12.2019 	 2,5 	 2,48 	 4 	 6 	 200 	 1016 	 1,9 	 2,4 	  
08:30 25.12.2019 	 2,64 	 2,67 	 3 	 5 	 196 	 1016 	 1,9 	 2,5 	  
08:20 25.12.2019 	 2,78 	 2,77 	 3 	 5 	 200 	 1016 	 1,9 	 2,5 	  
08:10 25.12.2019 	 2,92 	 2,89 	 3 	 5 	 199 	 1016 	 2 	 2,5 	  
08:00 25.12.2019 	 3,05 	 3,04 	 3 	 5 	 197 	 1016 	 2 	 2,5 	  
07:50 25.12.2019 	 3,18 	 3,2 	 3 	 5 	 198 	 1016 	 2,1 	 2,5 	  
07:40 25.12.2019 	 3,3 	 3,35 	 3 	 6 	 200 	 1016 	 2,1 	 2,4 	  
07:30 25.12.2019 	 3,42 	 3,46 	 3 	 5 	 198 	 1016 	 2 	 2,4 	  
07:20 25.12.2019 	 3,52 	 3,58 	 3 	 5 	 192 	 1015 	 2 	 2,4 	  
07:10 25.12.2019 	 3,62 	 3,63 	 3 	 5 	 200 	 1015 	 2,2 	 2,4 	  
07:00 25.12.2019 	 3,71 	 3,75 	 2 	 6 	 234 	 1015 	 2,7 	 2,4 	  
06:50 25.12.2019 	 3,79 	 3,78 	 3 	 5 	 241 	 1015 	 2,4 	 2,4 	  
06:40 25.12.2019 	 3,86 	 3,82 	 3 	 5 	 239 	 1015 	 2,7 	 2,5 	  
06:30 25.12.2019 	 3,92 	 3,89 	 2 	 5 	 232 	 1015 	 2,7 	 2,5 	  
06:20 25.12.2019 	 3,97 	 3,95 	 3 	 6 	 238 	 1015 	 2,8 	 2,5 	  
06:10 25.12.2019 	 4,01 	 4,01 	 2 	 8 	 236 	 1015 	 2,7 	 2,4 	  
06:00 25.12.2019 	 4,03 	 4,01 	 3 	 6 	 233 	 1015 	 2,8 	 2,4 	  
05:50 25.12.2019 	 4,05 	 4,02 	 3 	 5 	 237 	 1015 	 2,7 	 2,5 	  
05:40 25.12.2019 	 4,06 	 3,99 	 2 	 5 	 209 	 1015 	 2,2 	 2,5 	  
05:30 25.12.2019 	 4,05 	 4,03 	 3 	 6 	 225 	 1014 	 2,5 	 2,4 	  
05:20 25.12.2019 	 4,04 	 4 	 4 	 9 	 244 	 1014 	 2,2 	 2,4 	  
05:10 25.12.2019 	 4,01 	 4 	 3 	 6 	 248 	 1014 	 2,3 	 2,4 	  
05:00 25.12.2019 	 3,97 	 3,96 	 5 	 8 	 253 	 1014 	 2,3 	 2,4 	  
04:50 25.12.2019 	 3,92 	 3,89 	 4 	 8 	 244 	 1014 	 2,7 	 2,4 	  
04:40 25.12.2019 	 3,86 	 3,83 	 3 	 5 	 235 	 1014 	 2,7 	 2,5 	  
04:30 25.12.2019 	 3,79 	 3,72 	 3 	 6 	 233 	 1014 	 2,8 	 2,5 	  
04:20 25.12.2019 	 3,71 	 3,65 	 3 	 5 	 241 	 1014 	 2,7 	 2,5 	  
04:10 25.12.2019 	 3,62 	 3,61 	 4 	 7 	 254 	 1014 	 2,8 	 2,5 	  
04:00 25.12.2019 	 3,52 	 3,51 	 4 	 6 	 251 	 1014 	 2,8 	 2,5 	  
03:50 25.12.2019 	 3,41 	 3,4 	 4 	 6 	 253 	 1014 	 2,7 	 2,5 	  
03:40 25.12.2019 	 3,3 	 3,28 	 4 	 9 	 256 	 1013 	 2,8 	 2,5 	  
03:30 25.12.2019 	 3,18 	 3,17 	 3 	 7 	 252 	 1013 	 2,7 	 2,5 	  
03:20 25.12.2019 	 3,05 	 3,03 	 3 	 5 	 252 	 1013 	 2,7 	 2,5 	  
03:10 25.12.2019 	 2,91 	 2,85 	 3 	 6 	 229 	 1013 	 2,6 	 2,5 	  
03:00 25.12.2019 	 2,77 	 2,67 	 3 	 5 	 236 	 1013 	 2,4 	 2,5 	  
02:50 25.12.2019 	 2,63 	 2,53 	 3 	 7 	 241 	 1013 	 2,3 	 2,5 	  
02:40 25.12.2019 	 2,49 	 2,42 	 3 	 5 	 260 	 1013 	 2,7 	 2,4 	  
02:30 25.12.2019 	 2,34 	 2,29 	 3 	 5 	 256 	 1013 	 2,7 	 2,4 	  
02:20 25.12.2019 	 2,19 	 2,13 	 3 	 5 	 261 	 1013 	 2,6 	 2,4 	  
02:10 25.12.2019 	 2,05 	 1,95 	 3 	 6 	 256 	 1013 	 2,7 	 2,4 	  
02:00 25.12.2019 	 1,9 	 1,77 	 2 	 5 	 241 	 1013 	 2,8 	 2,4 	  
01:50 25.12.2019 	 1,76 	 1,65 	 3 	 7 	 238 	 1013 	 2,8 	 2,4 	  
01:40 25.12.2019 	 1,62 	 1,56 	 4 	 8 	 264 	 1013 	 2,9 	 2,4 	  
01:30 25.12.2019 	 1,49 	 1,44 	 3 	 6 	 245 	 1013 	 2,7 	 2,4 	  
01:20 25.12.2019 	 1,36 	 1,31 	 3 	 5 	 256 	 1012 	 2,8 	 2,5 	  
01:10 25.12.2019 	 1,24 	 1,18 	 4 	 8 	 250 	 1012 	 2,7 	 2,5 	  
01:00 25.12.2019 	 1,13 	 1,05 	 3 	 6 	 247 	 1012 	 2,6 	 2,5 	  
00:50 25.12.2019 	 1,02 	 1 	 3 	 6 	 246 	 1012 	 2,4 	 2,5 	  
00:40 25.12.2019 	 0,93 	 0,89 	 3 	 7 	 247 	 1012 	 2,5 	 2,5 	  
00:30 25.12.2019 	 0,84 	 0,82 	 2 	 4 	 260 	 1012 	 2,6 	 2,5 	  
00:20 25.12.2019 	 0,77 	 0,76 	 2 	 3 	 274 	 1012 	 2,2 	 2,5 	  
00:10 25.12.2019 	 0,71 	 0,71 	 2 	 4 	 266 	 1012 	 2 	 2,5 	  
00:00 25.12.2019 	 0,65 	 0,65 	 2 	 4 	 267 	 1012 	 2 	 2,5 	  
23:50 24.12.2019 	 0,62 	 0,62 	 2 	 4 	 267 	 1012 	 1,9 	 2,5 	  
23:40 24.12.2019 	 0,59 	 0,59 	 3 	 5 	 255 	 1011 	 1,9 	 2,5 	  
23:30 24.12.2019 	 0,58 	 0,6 	 3 	 6 	 252 	 1011 	 2,1 	 2,5 	  
23:20 24.12.2019 	 0,57 	 0,59 	 3 	 5 	 261 	 1011 	 2,3 	 2,4 	  
23:10 24.12.2019 	 0,59 	 0,6 	 2 	 4 	 258 	 1011 	 2,2 	 2,4 	  
23:00 24.12.2019 	 0,61 	 0,61 	 3 	 6 	 261 	 1011 	 2,2 	 2,4 	  
22:50 24.12.2019 	 0,64 	 0,63 	 3 	 6 	 256 	 1011 	 2,2 	 2,4 	  
22:40 24.12.2019 	 0,69 	 0,69 	 4 	 7 	 254 	 1011 	 2,2 	 2,4 	  
22:30 24.12.2019 	 0,75 	 0,73 	 3 	 4 	 257 	 1011 	 2,2 	 2,4 	  
22:20 24.12.2019 	 0,82 	 0,8 	 3 	 5 	 258 	 1011 	 2,4 	 2,4 	  
22:10 24.12.2019 	 0,9 	 0,88 	 2 	 4 	 263 	 1011 	 2,6 	 2,4 	  
22:00 24.12.2019 	 0,98 	 0,97 	 3 	 5 	 269 	 1010 	 2,7 	 2,3 	  
21:50 24.12.2019 	 1,08 	 1,07 	 3 	 5 	 270 	 1010 	 2,5 	 2,4 	  
21:40 24.12.2019 	 1,18 	 1,21 	 3 	 5 	 269 	 1010 	 2,8 	 2,3 	  
21:30 24.12.2019 	 1,3 	 1,28 	 3 	 5 	 267 	 1010 	 2,8 	 2,3 	  
21:20 24.12.2019 	 1,41 	 1,42 	 3 	 5 	 268 	 1010 	 2,8 	 2,3 	  
21:10 24.12.2019 	 1,53 	 1,49 	 3 	 5 	 265 	 1010 	 2,9 	 2,3 	  
21:00 24.12.2019 	 1,66 	 1,67 	 2 	 4 	 275 	 1010 	 2,8 	 2,3 	  
20:50 24.12.2019 	 1,79 	 1,81 	 2 	 4 	 279 	 1010 	 2,7 	 2,4 	  
20:40 24.12.2019 	 1,92 	 1,94 	 2 	 5 	 279 	 1010 	 2,8 	 2,4 	  
20:30 24.12.2019 	 2,05 	 2,05 	 3 	 6 	 279 	 1009 	 2,9 	 2,4 	  
20:20 24.12.2019 	 2,19 	 2,21 	 5 	 6 	 285 	 1009 	 2,9 	 2,4 	  
20:10 24.12.2019 	 2,32 	 2,29 	 5 	 7 	 283 	 1009 	 2,8 	 2,4 	  
20:00 24.12.2019 	 2,45 	 2,45 	 5 	 7 	 284 	 1009 	 2,7 	 2,4 	  
19:50 24.12.2019 	 2,57 	 2,59 	 4 	 7 	 291 	 1009 	 2,7 	 2,4 	  
19:40 24.12.2019 	 2,7 	 2,73 	 5 	 9 	 290 	 1009 	 2,8 	 2,4 	  
19:30 24.12.2019 	 2,82 	 2,83 	 5 	 9 	 286 	 1009 	 2,8 	 2,4 	  
19:20 24.12.2019 	 2,93 	 2,98 	 6 	 10 	 283 	 1009 	 2,7 	 2,4 	  
19:10 24.12.2019 	 3,04 	 3,06 	 6 	 9 	 287 	 1008 	 2,7 	 2,4 	  
19:00 24.12.2019 	 3,14 	 3,19 	 6 	 9 	 285 	 1008 	 2,8 	 2,4 	  
18:50 24.12.2019 	 3,24 	 3,27 	 7 	 10 	 286 	 1008 	 2,8 	 2,4 	  
18:40 24.12.2019 	 3,32 	 3,37 	 5 	 9 	 283 	 1008 	 2,8 	 2,4 	  
18:30 24.12.2019 	 3,4 	 3,44 	 6 	 9 	 281 	 1008 	 2,8 	 2,4 	  
18:20 24.12.2019 	 3,47 	 3,52 	 6 	 10 	 283 	 1008 	 2,9 	 2,4 	  
18:10 24.12.2019 	 3,54 	 3,59 	 4 	 7 	 287 	 1007 	 2,8 	 2,4 	  
18:00 24.12.2019 	 3,59 	 3,67 	 3 	 5 	 287 	 1007 	 2,3 	 2,4 	  
17:50 24.12.2019 	 3,63 	 3,67 	 2 	 4 	 209 	 1007 	 1,1 	 2,4 	  
17:40 24.12.2019 	 3,67 	 3,7 	 2 	 3 	 191 	 1007 	 0,8 	 2,4 	  
17:30 24.12.2019 	 3,69 	 3,71 	 3 	 4 	 193 	 1007 	 0,5 	 2,4 	  
17:20 24.12.2019 	 3,7 	 3,78 	 3 	 4 	 195 	 1007 	 0,5 	 2,4 	  
17:10 24.12.2019 	 3,7 	 3,7 	 2 	 4 	 197 	 1006 	 0,6 	 2,4 	  
17:00 24.12.2019 	 3,7 	 3,75 	 2 	 3 	 191 	 1006 	 0,8 	 2,4 	  
16:50 24.12.2019 	 3,68 	 3,72 	 2 	 3 	 197 	 1006 	 0,8 	 2,4 	  
16:40 24.12.2019 	 3,65 	 3,71 	 2 	 3 	 193 	 1006 	 0,8 	 2,3 	  
16:30 24.12.2019 	 3,61 	 3,64 	 2 	 3 	 192 	 1006 	 0,9 	 2,3 	  
16:20 24.12.2019 	 3,56 	 3,58 	 2 	 3 	 197 	 1006 	 0,7 	 2,4 	  
16:10 24.12.2019 	 3,51 	 3,57 	 2 	 3 	 194 	 1006 	 0,6 	 2,4 	  
16:00 24.12.2019 	 3,44 	 3,48 	 2 	 3 	 186 	 1005 	 0,6 	 2,4 	  
15:50 24.12.2019 	 3,36 	 3,42 	 2 	 3 	 198 	 1005 	 0,6 	 2,3 	  
15:40 24.12.2019 	 3,27 	 3,31 	 2 	 2 	 195 	 1005 	 0,8 	 2,3 	  
15:30 24.12.2019 	 3,18 	 3,23 	 1 	 2 	 212 	 1005 	 1 	 2,4 	  
15:20 24.12.2019 	 3,08 	 3,13 	 1 	 1 	 231 	 1005 	 0,8 	 2,3 	  
15:10 24.12.2019 	 2,97 	 3,04 	 0 	 1 	 178 	 1005 	 0,8 	 2,3 	  
15:00 24.12.2019 	 2,85 	 2,91 	 1 	 1 	 85 	 1005 	 0,9 	 2,3 	  
14:50 24.12.2019 	 2,73 	 2,8 	 1 	 1 	 81 	 1005 	 1 	 2,3 	  
14:40 24.12.2019 	 2,6 	 2,65 	 1 	 1 	 161 	 1005 	 1,1 	 2,3 	  
14:30 24.12.2019 	 2,47 	 2,51 	 1 	 2 	 186 	 1005 	 1 	 2,3 	  
14:20 24.12.2019 	 2,34 	 2,4 	 2 	 3 	 187 	 1005 	 0,8 	 2,3 	  
14:10 24.12.2019 	 2,2 	 2,23 	 2 	 3 	 190 	 1005 	 0,8 	 2,3 	  
14:00 24.12.2019 	 2,07 	 2,11 	 2 	 2 	 187 	 1004 	 0,8 	 2,3 	  
13:50 24.12.2019 	 1,93 	 1,99 	 2 	 3 	 180 	 1004 	 0,7 	 2,3 	  
13:40 24.12.2019 	 1,8 	 1,86 	 1 	 3 	 175 	 1004 	 0,5 	 2,3 	  
13:30 24.12.2019 	 1,67 	 1,72 	 2 	 3 	 189 	 1004 	 0,5 	 2,3 	  
13:20 24.12.2019 	 1,54 	 1,62 	 2 	 2 	 196 	 1004 	 0,8 	 2,3 	  
13:10 24.12.2019 	 1,42 	 1,46 	 1 	 2 	 203 	 1004 	 0,8 	 2,3 	  
13:00 24.12.2019 	 1,3 	 1,36 	 1 	 2 	 191 	 1004 	 0,7 	 2,3 	  
12:50 24.12.2019 	 1,19 	 1,26 	 1 	 2 	 201 	 1004 	 0,8 	 2,3 	  
12:40 24.12.2019 	 1,09 	 1,19 	 1 	 2 	 221 	 1004 	 0,8 	 2,3 	  
12:30 24.12.2019 	 1 	 1,08 	 1 	 2 	 194 	 1004 	 0,8 	 2,3 	  
12:20 24.12.2019 	 0,91 	 0,96 	 2 	 2 	 192 	 1004 	 0,7 	 2,3 	  
12:10 24.12.2019 	 0,84 	 0,9 	 1 	 2 	 188 	 1003 	 0,7 	 2,3 	  
12:00 24.12.2019 	 0,78 	 0,88 	 2 	 3 	 183 	 1003 	 0,7 	 2,3 	  
11:50 24.12.2019 	 0,72 	 0,83 	 1 	 2 	 184 	 1003 	 0,8 	 2,3 	  
11:40 24.12.2019 	 0,68 	 0,79 	 1 	 1 	 127 	 1003 	 1,1 	 2,3 	  
11:30 24.12.2019 	 0,65 	 0,76 	 1 	 2 	 76 	 1003 	 0,9 	 2,3 	  
11:20 24.12.2019 	 0,64 	 0,7 	 1 	 2 	 76 	 1003 	 1 	 2,3 	  
11:10 24.12.2019 	 0,63 	 0,71 	 1 	 2 	 77 	 1003 	 1 	 2,3 	  
11:00 24.12.2019 	 0,64 	 0,74 	 1 	 2 	 55 	 1003 	 1,1 	 2,3 	  
10:50 24.12.2019 	 0,66 	 0,77 	 1 	 2 	 52 	 1003 	 1,2 	 2,3 	  
10:40 24.12.2019 	 0,69 	 0,77 	 1 	 2 	 35 	 1003 	 1,2 	 2,3 	  
10:30 24.12.2019 	 0,74 	 0,84 	 1 	 2 	 336 	 1002 	 1,3 	 2,3 	  
10:20 24.12.2019 	 0,79 	 0,88 	 1 	 1 	 281 	 1003 	 1,3 	 2,3 	  
10:10 24.12.2019 	 0,86 	 0,97 	 1 	 2 	 249 	 1002 	 1,1 	 2,3 	  
10:00 24.12.2019 	 0,94 	 1,04 	 1 	 2 	 203 	 1002 	 1,1 	 2,3 	  
09:50 24.12.2019 	 1,02 	 1,12 	 1 	 2 	 192 	 1002 	 0,9 	 2,3 	  
09:40 24.12.2019 	 1,12 	 1,21 	 1 	 2 	 185 	 1002 	 1 	 2,3 	  
09:30 24.12.2019 	 1,22 	 1,34 	 1 	 2 	 199 	 1002 	 1,1 	 2,3 	  
09:20 24.12.2019 	 1,33 	 1,43 	 1 	 1 	 202 	 1002 	 1,1 	 2,3 	  
09:10 24.12.2019 	 1,45 	 1,57 	 1 	 2 	 194 	 1002 	 1,1 	 2,3 	  
09:00 24.12.2019 	 1,57 	 1,67 	 1 	 2 	 158 	 1002 	 1 	 2,3 	  
08:50 24.12.2019 	 1,7 	 1,81 	 1 	 2 	 85 	 1001 	 1 	 2,3 	  
08:40 24.12.2019 	 1,83 	 1,91 	 1 	 2 	 70 	 1001 	 1 	 2,3 	  
08:30 24.12.2019 	 1,97 	 2,09 	 1 	 1 	 171 	 1001 	 1 	 2,3 	  
08:20 24.12.2019 	 2,11 	 2,25 	 0 	 1 	 314 	 1001 	 0,8 	 2,3 	  
08:10 24.12.2019 	 2,24 	 2,39 	 0 	 1 	 325 	 1001 	 0,8 	 2,3 	  
08:00 24.12.2019 	 2,38 	 2,51 	 0 	 1 	 326 	 1001 	 0,9 	 2,3 	  
07:50 24.12.2019 	 2,51 	 2,63 	 1 	 1 	 325 	 1001 	 0,7 	 2,3 	  
07:40 24.12.2019 	 2,65 	 2,76 	 0 	 1 	 317 	 1001 	 0,9 	 2,3 	  
07:30 24.12.2019 	 2,78 	 2,94 	 0 	 1 	 312 	 1001 	 0,8 	 2,3 	  
07:20 24.12.2019 	 2,9 	 3,06 	 0 	 1 	 250 	 1001 	 0,9 	 2,3 	  
07:10 24.12.2019 	 3,03 	 3,15 	 0 	 1 	 110 	 1001 	 0,9 	 2,3 	  
07:00 24.12.2019 	 3,14 	 3,26 	 1 	 2 	 91 	 1000 	 1,1 	 2,3 	  
06:50 24.12.2019 	 3,25 	 3,36 	 1 	 2 	 73 	 1000 	 1,1 	 2,3 	  
06:40 24.12.2019 	 3,35 	 3,42 	 1 	 2 	 81 	 1000 	 1,1 	 2,3 	  
06:30 24.12.2019 	 3,45 	 3,51 	 1 	 1 	 79 	 1000 	 1,1 	 2,3 	  
06:20 24.12.2019 	 3,54 	 3,63 	 1 	 1 	 67 	 1001 	 1,1 	 2,2 	  
06:10 24.12.2019 	 3,62 	 3,71 	 1 	 1 	 52 	 1000 	 1,2 	 2,3 	  
06:00 24.12.2019 	 3,69 	 3,78 	 1 	 1 	 71 	 1000 	 1,2 	 2,3 	  
05:50 24.12.2019 	 3,75 	 3,82 	 1 	 2 	 79 	 1000 	 1,1 	 2,3 	  
05:40 24.12.2019 	 3,8 	 3,87 	 1 	 2 	 80 	 1000 	 0,9 	 2,3 	  
05:30 24.12.2019 	 3,84 	 3,93 	 1 	 2 	 91 	 1000 	 0,8 	 2,3 	  
05:20 24.12.2019 	 3,87 	 3,95 	 2 	 2 	 106 	 1000 	 0,8 	 2,2 	  
05:10 24.12.2019 	 3,89 	 3,98 	 2 	 3 	 102 	 1000 	 1,4 	 2,3 	  
05:00 24.12.2019 	 3,9 	 4,03 	 1 	 2 	 122 	 1000 	 1,6 	 2,3 	  
04:50 24.12.2019 	 3,9 	 4,02 	 1 	 2 	 128 	 1000 	 1,6 	 2,3 	  
04:40 24.12.2019 	 3,89 	 4,03 	 1 	 2 	 131 	 1000 	 1,5 	 2,2 	  
04:30 24.12.2019 	 3,87 	 3,99 	 1 	 2 	 138 	 1000 	 1,4 	 2,2 	  
04:20 24.12.2019 	 3,84 	 3,95 	 2 	 3 	 147 	 1000 	 1,2 	 2,2 	  
04:10 24.12.2019 	 3,8 	 3,92 	 2 	 3 	 150 	 1000 	 1,6 	 2,3 	  
04:00 24.12.2019 	 3,75 	 3,86 	 1 	 2 	 177 	 1000 	 1,5 	 2,2 	  
03:50 24.12.2019 	 3,69 	 3,8 	 1 	 2 	 187 	 1000 	 1,5 	 2,2 	  
03:40 24.12.2019 	 3,62 	 3,71 	 1 	 2 	 188 	 999 	 1,7 	 2,2 	  
03:30 24.12.2019 	 3,55 	 3,62 	 1 	 2 	 121 	 999 	 1,6 	 2,2 	  
03:20 24.12.2019 	 3,46 	 3,56 	 1 	 2 	 87 	 999 	 1,6 	 2,2 	  
03:10 24.12.2019 	 3,36 	 3,47 	 1 	 2 	 52 	 999 	 1,5 	 2,2 	  
03:00 24.12.2019 	 3,26 	 3,33 	 1 	 1 	 21 	 999 	 1,5 	 2,2 	  
02:50 24.12.2019 	 3,15 	 3,23 	 1 	 1 	 17 	 999 	 1,4 	 2,2 	  
02:40 24.12.2019 	 3,03 	 3,12 	 1 	 1 	 349 	 999 	 1,4 	 2,2 	  
02:30 24.12.2019 	 2,91 	 3,01 	 1 	 1 	 322 	 999 	 1,2 	 2,2 	  
02:20 24.12.2019 	 2,78 	 2,84 	 0 	 1 	 325 	 1000 	 1,3 	 2,2 	  
02:10 24.12.2019 	 2,65 	 2,73 	 0 	 1 	 21 	 999 	 1,3 	 2,2 	  
02:00 24.12.2019 	 2,51 	 2,61 	 1 	 1 	 153 	 999 	 1,6 	 2,2 	  
01:50 24.12.2019 	 2,38 	 2,49 	 1 	 1 	 122 	 999 	 1,4 	 2,2 	  
01:40 24.12.2019 	 2,24 	 2,31 	 0 	 1 	 82 	 999 	 1,3 	 2,2 	  
01:30 24.12.2019 	 2,11 	 2,18 	 1 	 1 	 69 	 999 	 1,3 	 2,2 	  
01:20 24.12.2019 	 1,97 	 2,04 	 1 	 2 	 68 	 999 	 1,4 	 2,2 	  
01:10 24.12.2019 	 1,84 	 1,94 	 1 	 2 	 71 	 999 	 1,5 	 2,2 	  
01:00 24.12.2019 	 1,71 	 1,83 	 1 	 1 	 113 	 999 	 1,8 	 2,2 	  
00:50 24.12.2019 	 1,58 	 1,72 	 1 	 2 	 116 	 999 	 1,6 	 2,1 	  
00:40 24.12.2019 	 1,46 	 1,61 	 2 	 3 	 82 	 999 	 1,5 	 2,1 	  
00:30 24.12.2019 	 1,35 	 1,47 	 2 	 3 	 81 	 999 	 1,5 	 2,2 	  
00:20 24.12.2019 	 1,24 	 1,39 	 1 	 2 	 81 	 999 	 1,5 	 2,2 	  
00:10 24.12.2019 	 1,14 	 1,31 	 1 	 2 	 87 	 999 	 1,6 	 2,2 	  
00:00 24.12.2019 	 1,05 	 1,21 	 1 	 2 	 95 	 999 	 1,6 	 2,2 	  
23:50 23.12.2019 	 0,96 	 1,14 	 1 	 2 	 106 	 999 	 1,4 	 2,3 	  
23:40 23.12.2019 	 0,89 	 1,05 	 2 	 2 	 91 	 999 	 1,5 	 2,2 	  
23:30 23.12.2019 	 0,83 	 0,99 	 1 	 2 	 78 	 999 	 1,4 	 2,2 	  
23:20 23.12.2019 	 0,78 	 0,9 	 1 	 2 	 63 	 999 	 1,4 	 2,2 	  
23:10 23.12.2019 	 0,73 	 0,86 	 1 	 2 	 55 	 999 	 1,6 	 2,2 	  
23:00 23.12.2019 	 0,7 	 0,85 	 1 	 2 	 91 	 999 	 1,7 	 2,2 	  
22:50 23.12.2019 	 0,68 	 0,79 	 1 	 2 	 92 	 999 	 1,7 	 2,2 	  
22:40 23.12.2019 	 0,68 	 0,79 	 1 	 2 	 73 	 999 	 1,6 	 2,2 	  
22:30 23.12.2019 	 0,68 	 0,8 	 2 	 3 	 84 	 999 	 1,7 	 2,2 	  
22:20 23.12.2019 	 0,69 	 0,81 	 1 	 2 	 61 	 999 	 1,7 	 2,2 	  
