 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Lofthiti (degC)	
03:30 16.12.2019 	 0,72 	 3 	 4 	 132 	 -4,4 	  
03:20 16.12.2019 	 0,67 	 3 	 4 	 137 	 -4,4 	  
03:10 16.12.2019 	 0,64 	 3 	 4 	 133 	 -4,1 	  
03:00 16.12.2019 	 0,62 	 4 	 5 	 132 	 -4 	  
02:50 16.12.2019 	 0,61 	 4 	 5 	 141 	 -4,4 	  
02:40 16.12.2019 	 0,61 	 3 	 4 	 157 	 -4,3 	  
02:30 16.12.2019 	 0,63 	 3 	 4 	 143 	 -4,3 	  
02:20 16.12.2019 	 0,66 	 3 	 4 	 157 	 -4,2 	  
02:10 16.12.2019 	 0,7 	 3 	 4 	 146 	 -3,4 	  
02:00 16.12.2019 	 0,75 	 3 	 4 	 146 	 -3,3 	  
01:50 16.12.2019 	 0,82 	 3 	 4 	 134 	 -3,2 	  
01:40 16.12.2019 	 0,89 	 3 	 3 	 129 	 -3,2 	  
01:30 16.12.2019 	 0,97 	 2 	 3 	 144 	 -2,9 	  
01:20 16.12.2019 	 1,07 	 2 	 3 	 155 	 -2,9 	  
01:10 16.12.2019 	 1,17 	 2 	 2 	 163 	 -2,7 	  
01:00 16.12.2019 	 1,27 	 2 	 3 	 159 	 -2,9 	  
00:50 16.12.2019 	 1,39 	 2 	 3 	 170 	 -2,2 	  
00:40 16.12.2019 	 1,51 	 1 	 2 	 212 	 -1,9 	  
00:30 16.12.2019 	 1,63 	 1 	 1 	 244 	 -1,5 	  
00:20 16.12.2019 	 1,76 	 1 	 3 	 189 	 -1,6 	  
00:10 16.12.2019 	 1,88 	 2 	 3 	 123 	 -2,1 	  
00:00 16.12.2019 	 2,01 	 2 	 2 	 98 	 -1,6 	  
23:50 15.12.2019 	 2,14 	 2 	 3 	 108 	 -1,6 	  
23:40 15.12.2019 	 2,27 	 3 	 4 	 124 	 -1,7 	  
23:30 15.12.2019 	 2,4 	 3 	 4 	 136 	 -1,6 	  
23:20 15.12.2019 	 2,53 	 4 	 4 	 157 	 -1,4 	  
23:10 15.12.2019 	 2,65 	 4 	 5 	 138 	 -1,2 	  
23:00 15.12.2019 	 2,77 	 2 	 3 	 159 	 -1,4 	  
22:50 15.12.2019 	 2,88 	 3 	 3 	 183 	 -0,8 	  
22:40 15.12.2019 	 2,99 	 3 	 3 	 161 	 -1,2 	  
22:30 15.12.2019 	 3,09 	 2 	 4 	 173 	 -1,1 	  
22:20 15.12.2019 	 3,19 	 3 	 4 	 178 	 -0,9 	  
22:10 15.12.2019 	 3,27 	 3 	 5 	 185 	 -0,6 	  
22:00 15.12.2019 	 3,35 	 3 	 5 	 193 	 -0,5 	  
21:50 15.12.2019 	 3,42 	 4 	 6 	 195 	 -0,6 	  
21:40 15.12.2019 	 3,49 	 4 	 7 	 191 	 -0,5 	  
21:30 15.12.2019 	 3,54 	 5 	 6 	 199 	 -0,3 	  
21:20 15.12.2019 	 3,58 	 4 	 6 	 200 	 -0,5 	  
21:10 15.12.2019 	 3,62 	 4 	 5 	 189 	 -0,5 	  
21:00 15.12.2019 	 3,64 	 4 	 5 	 168 	 -0,9 	  
20:50 15.12.2019 	 3,66 	 3 	 5 	 163 	 -1 	  
20:40 15.12.2019 	 3,66 	 3 	 4 	 162 	 -1,1 	  
20:30 15.12.2019 	 3,66 	 4 	 5 	 158 	 -1,1 	  
20:20 15.12.2019 	 3,64 	 4 	 6 	 137 	 -0,9 	  
20:10 15.12.2019 	 3,61 	 3 	 6 	 341 	 0,9 	  
20:00 15.12.2019 	 3,58 	 5 	 8 	 334 	 1,8 	  
19:50 15.12.2019 	 3,53 	 2 	 5 	 43 	 0,8 	  
19:40 15.12.2019 	 3,47 	 4 	 6 	 350 	 1,7 	  
19:30 15.12.2019 	 3,41 	 3 	 5 	 354 	 0,8 	  
19:20 15.12.2019 	 3,33 	 1 	 4 	 346 	 -0,1 	  
19:10 15.12.2019 	 3,25 	 2 	 3 	 88 	 0,2 	  
19:00 15.12.2019 	 3,16 	 3 	 7 	 84 	 -0,1 	  
18:50 15.12.2019 	 3,06 	 3 	 8 	 317 	 1,6 	  
18:40 15.12.2019 	 2,95 	 1 	 2 	 18 	 0,1 	  
18:30 15.12.2019 	 2,84 	 2 	 3 	 60 	 -0 	  
18:20 15.12.2019 	 2,72 	 1 	 3 	 134 	 0,6 	  
18:10 15.12.2019 	 2,6 	 2 	 6 	 55 	 0,5 	  
18:00 15.12.2019 	 2,47 	 6 	 11 	 344 	 1,8 	  
17:50 15.12.2019 	 2,34 	 7 	 13 	 349 	 1,8 	  
17:40 15.12.2019 	 2,2 	 6 	 9 	 358 	 1,8 	  
17:30 15.12.2019 	 2,07 	 5 	 9 	 7 	 1,8 	  
17:20 15.12.2019 	 1,93 	 2 	 7 	 74 	 1,1 	  
17:10 15.12.2019 	 1,8 	 4 	 8 	 354 	 1,8 	  
17:00 15.12.2019 	 1,67 	 4 	 6 	 314 	 1,7 	  
16:50 15.12.2019 	 1,54 	 3 	 9 	 283 	 2,1 	  
16:40 15.12.2019 	 1,41 	 4 	 9 	 251 	 1,8 	  
16:30 15.12.2019 	 1,29 	 5 	 11 	 233 	 2,2 	  
16:20 15.12.2019 	 1,18 	 4 	 8 	 188 	 0,5 	  
16:10 15.12.2019 	 1,07 	 3 	 5 	 141 	 -0,4 	  
16:00 15.12.2019 	 0,97 	 3 	 8 	 356 	 1,1 	  
15:50 15.12.2019 	 0,88 	 4 	 9 	 339 	 1,3 	  
15:40 15.12.2019 	 0,8 	 2 	 8 	 234 	 0,1 	  
15:30 15.12.2019 	 0,73 	 3 	 5 	 180 	 0,6 	  
15:20 15.12.2019 	 0,67 	 4 	 8 	 217 	 -0,3 	  
15:10 15.12.2019 	 0,62 	 1 	 4 	 91 	 0,9 	  
15:00 15.12.2019 	 0,59 	 5 	 8 	 353 	 1,4 	  
14:50 15.12.2019 	 0,56 	 7 	 10 	 311 	 1,1 	  
14:40 15.12.2019 	 0,56 	 6 	 9 	 321 	 1,2 	  
14:30 15.12.2019 	 0,56 	 3 	 5 	 9 	 1,2 	  
14:20 15.12.2019 	 0,57 	 4 	 7 	 43 	 0,3 	  
14:10 15.12.2019 	 0,6 	 5 	 8 	 356 	 1,1 	  
14:00 15.12.2019 	 0,65 	 3 	 5 	 336 	 1 	  
13:50 15.12.2019 	 0,7 	 2 	 4 	 35 	 -0,2 	  
13:40 15.12.2019 	 0,77 	 3 	 7 	 292 	 -2,2 	  
13:30 15.12.2019 	 0,85 	 2 	 4 	 185 	 -2,6 	  
13:20 15.12.2019 	 0,94 	 3 	 5 	 131 	 -2,8 	  
13:10 15.12.2019 	 1,03 	 3 	 5 	 123 	 -3,4 	  
13:00 15.12.2019 	 1,14 	 2 	 4 	 169 	 -3,1 	  
12:50 15.12.2019 	 1,26 	 4 	 4 	 156 	 -4 	  
12:40 15.12.2019 	 1,38 	 3 	 4 	 144 	 -4,3 	  
12:30 15.12.2019 	 1,51 	 3 	 5 	 161 	 -4,3 	  
12:20 15.12.2019 	 1,65 	 3 	 4 	 138 	 -4,3 	  
12:10 15.12.2019 	 1,79 	 3 	 4 	 136 	 -4,3 	  
12:00 15.12.2019 	 1,94 	 3 	 4 	 170 	 -4,1 	  
11:50 15.12.2019 	 2,08 	 3 	 4 	 169 	 -3,9 	  
11:40 15.12.2019 	 2,23 	 3 	 4 	 154 	 -4,4 	  
11:30 15.12.2019 	 2,38 	 3 	 4 	 135 	 -4,4 	  
11:20 15.12.2019 	 2,52 	 4 	 5 	 142 	 -4,5 	  
11:10 15.12.2019 	 2,67 	 3 	 5 	 146 	 -4,5 	  
11:00 15.12.2019 	 2,81 	 2 	 3 	 185 	 -4,4 	  
10:50 15.12.2019 	 2,95 	 3 	 5 	 164 	 -4,6 	  
10:40 15.12.2019 	 3,08 	 4 	 5 	 151 	 -4,6 	  
10:30 15.12.2019 	 3,21 	 4 	 5 	 136 	 -4,5 	  
10:20 15.12.2019 	 3,34 	 2 	 4 	 147 	 -4 	  
10:10 15.12.2019 	 3,45 	 2 	 4 	 140 	 -4,6 	  
10:00 15.12.2019 	 3,56 	 3 	 5 	 167 	 -4,5 	  
09:50 15.12.2019 	 3,66 	 2 	 5 	 130 	 -4,8 	  
09:40 15.12.2019 	 3,75 	 1 	 3 	 349 	 -3,9 	  
09:30 15.12.2019 	 3,84 	 2 	 4 	 328 	 -1,1 	  
09:20 15.12.2019 	 3,91 	 2 	 5 	 208 	 -3,9 	  
09:10 15.12.2019 	 3,97 	 3 	 4 	 207 	 -4,3 	  
09:00 15.12.2019 	 4,03 	 3 	 4 	 178 	 -3,6 	  
08:50 15.12.2019 	 4,07 	 3 	 4 	 175 	 -4,3 	  
08:40 15.12.2019 	 4,1 	 3 	 4 	 152 	 -4,1 	  
08:30 15.12.2019 	 4,12 	 2 	 3 	 66 	 -3,6 	  
08:20 15.12.2019 	 4,13 	 2 	 4 	 72 	 -2,9 	  
08:10 15.12.2019 	 4,13 	 3 	 4 	 344 	 -0,7 	  
08:00 15.12.2019 	 4,11 	 2 	 4 	 349 	 -0,8 	  
07:50 15.12.2019 	 4,09 	 2 	 3 	 19 	 -1,2 	  
07:40 15.12.2019 	 4,05 	 3 	 4 	 339 	 -0,4 	  
07:30 15.12.2019 	 4 	 2 	 3 	 347 	 -0,5 	  
07:20 15.12.2019 	 3,94 	 2 	 3 	 14 	 -1,2 	  
07:10 15.12.2019 	 3,87 	 2 	 3 	 354 	 -2,9 	  
07:00 15.12.2019 	 3,79 	 2 	 3 	 352 	 -0,4 	  
06:50 15.12.2019 	 3,69 	 3 	 3 	 341 	 -0,4 	  
06:40 15.12.2019 	 3,59 	 2 	 3 	 340 	 -0,3 	  
06:30 15.12.2019 	 3,48 	 2 	 3 	 339 	 -0,4 	  
06:20 15.12.2019 	 3,36 	 1 	 1 	 333 	 -1,5 	  
06:10 15.12.2019 	 3,24 	 1 	 2 	 325 	 -1,9 	  
06:00 15.12.2019 	 3,11 	 1 	 1 	 180 	 -3 	  
05:50 15.12.2019 	 2,97 	 1 	 1 	 178 	 -2,8 	  
05:40 15.12.2019 	 2,82 	 1 	 2 	 159 	 -2,8 	  
05:30 15.12.2019 	 2,67 	 2 	 3 	 160 	 -3,2 	  
05:20 15.12.2019 	 2,52 	 0 	 1 	 233 	 -2,6 	  
05:10 15.12.2019 	 2,37 	 0 	 1 	 280 	 -2,6 	  
05:00 15.12.2019 	 2,22 	 1 	 1 	 190 	 -2,8 	  
04:50 15.12.2019 	 2,06 	 1 	 2 	 165 	 -2,9 	  
04:40 15.12.2019 	 1,91 	 2 	 2 	 140 	 -2,9 	  
04:30 15.12.2019 	 1,76 	 1 	 1 	 308 	 -2,9 	  
04:20 15.12.2019 	 1,62 	 1 	 1 	 4 	 -3,1 	  
04:10 15.12.2019 	 1,47 	 0 	 1 	 17 	 -2,3 	  
04:00 15.12.2019 	 1,34 	 2 	 3 	 351 	 -1 	  
03:50 15.12.2019 	 1,21 	 2 	 3 	 333 	 -1,1 	  
03:40 15.12.2019 	 1,09 	 1 	 2 	 312 	 -2,1 	  
03:30 15.12.2019 	 0,98 	 2 	 2 	 356 	 -1,5 	  
03:20 15.12.2019 	 0,88 	 2 	 3 	 343 	 -1,3 	  
03:10 15.12.2019 	 0,79 	 2 	 4 	 325 	 -1,3 	  
03:00 15.12.2019 	 0,71 	 2 	 3 	 322 	 -1,4 	  
02:50 15.12.2019 	 0,64 	 2 	 3 	 324 	 -1,3 	  
02:40 15.12.2019 	 0,59 	 3 	 5 	 318 	 -1,3 	  
02:30 15.12.2019 	 0,55 	 5 	 6 	 315 	 -1,1 	  
02:20 15.12.2019 	 0,52 	 6 	 8 	 311 	 -1 	  
02:10 15.12.2019 	 0,51 	 7 	 8 	 314 	 -1 	  
02:00 15.12.2019 	 0,51 	 9 	 10 	 314 	 -1 	  
01:50 15.12.2019 	 0,52 	 9 	 11 	 321 	 -1 	  
01:40 15.12.2019 	 0,55 	 9 	 10 	 321 	 -1,1 	  
01:30 15.12.2019 	 0,59 	 9 	 11 	 323 	 -1,1 	  
01:20 15.12.2019 	 0,64 	 9 	 11 	 319 	 -1 	  
01:10 15.12.2019 	 0,7 	 9 	 11 	 320 	 -1,1 	  
01:00 15.12.2019 	 0,78 	 7 	 10 	 316 	 -1,4 	  
00:50 15.12.2019 	 0,87 	 6 	 8 	 321 	 -1,4 	  
00:40 15.12.2019 	 0,96 	 5 	 7 	 327 	 -1,6 	  
00:30 15.12.2019 	 1,07 	 6 	 7 	 322 	 -1,5 	  
00:20 15.12.2019 	 1,18 	 6 	 7 	 330 	 -1,7 	  
00:10 15.12.2019 	 1,3 	 5 	 7 	 331 	 -1,7 	  
00:00 15.12.2019 	 1,42 	 7 	 9 	 325 	 -1,7 	  
23:50 14.12.2019 	 1,55 	 7 	 9 	 327 	 -1,6 	  
23:40 14.12.2019 	 1,68 	 9 	 10 	 330 	 -1,5 	  
23:30 14.12.2019 	 1,82 	 9 	 10 	 327 	 -1,7 	  
23:20 14.12.2019 	 1,96 	 8 	 10 	 329 	 -1,7 	  
23:10 14.12.2019 	 2,1 	 8 	 10 	 329 	 -2 	  
23:00 14.12.2019 	 2,23 	 9 	 11 	 327 	 -2,1 	  
22:50 14.12.2019 	 2,37 	 10 	 12 	 325 	 -2,1 	  
22:40 14.12.2019 	 2,5 	 10 	 11 	 322 	 -2,1 	  
22:30 14.12.2019 	 2,63 	 9 	 11 	 326 	 -2,1 	  
22:20 14.12.2019 	 2,76 	 9 	 11 	 325 	 -2 	  
22:10 14.12.2019 	 2,88 	 9 	 11 	 328 	 -2 	  
22:00 14.12.2019 	 2,99 	 8 	 9 	 329 	 -2,3 	  
21:50 14.12.2019 	 3,1 	 9 	 10 	 331 	 -2,2 	  
21:40 14.12.2019 	 3,21 	 9 	 11 	 326 	 -2,2 	  
21:30 14.12.2019 	 3,3 	 8 	 10 	 327 	 -2,2 	  
21:20 14.12.2019 	 3,39 	 2 	 6 	 88 	 -6,4 	  
21:10 14.12.2019 	 3,47 	 1 	 4 	 173 	 -7,3 	  
21:00 14.12.2019 	 3,54 	 3 	 5 	 142 	 -7,7 	  
20:50 14.12.2019 	 3,6 	 2 	 4 	 95 	 -9,8 	  
20:40 14.12.2019 	 3,65 	 2 	 5 	 129 	 -9,8 	  
20:30 14.12.2019 	 3,69 	 3 	 5 	 148 	 -10,6 	  
20:20 14.12.2019 	 3,72 	 3 	 5 	 148 	 -11,2 	  
20:10 14.12.2019 	 3,74 	 2 	 4 	 168 	 -11 	  
20:00 14.12.2019 	 3,75 	 4 	 5 	 152 	 -10,8 	  
19:50 14.12.2019 	 3,75 	 4 	 5 	 152 	 -10,7 	  
19:40 14.12.2019 	 3,73 	 2 	 4 	 166 	 -10,5 	  
19:30 14.12.2019 	 3,71 	 2 	 3 	 172 	 -10,8 	  
19:20 14.12.2019 	 3,68 	 3 	 4 	 160 	 -10,9 	  
19:10 14.12.2019 	 3,63 	 3 	 4 	 144 	 -10,9 	  
19:00 14.12.2019 	 3,58 	 3 	 4 	 147 	 -10,8 	  
18:50 14.12.2019 	 3,51 	 3 	 4 	 148 	 -10,5 	  
18:40 14.12.2019 	 3,44 	 4 	 4 	 142 	 -10,5 	  
18:30 14.12.2019 	 3,35 	 3 	 4 	 151 	 -10,5 	  
18:20 14.12.2019 	 3,26 	 3 	 4 	 152 	 -10,6 	  
18:10 14.12.2019 	 3,15 	 3 	 4 	 149 	 -10,5 	  
18:00 14.12.2019 	 3,04 	 3 	 4 	 152 	 -10,2 	  
17:50 14.12.2019 	 2,93 	 4 	 4 	 153 	 -10,5 	  
17:40 14.12.2019 	 2,8 	 4 	 4 	 142 	 -10,3 	  
17:30 14.12.2019 	 2,67 	 3 	 4 	 133 	 -10,1 	  
17:20 14.12.2019 	 2,54 	 3 	 3 	 147 	 -10,1 	  
17:10 14.12.2019 	 2,4 	 3 	 3 	 144 	 -10,2 	  
17:00 14.12.2019 	 2,26 	 2 	 4 	 128 	 -9,6 	  
16:50 14.12.2019 	 2,12 	 3 	 4 	 162 	 -10,1 	  
16:40 14.12.2019 	 1,98 	 3 	 4 	 139 	 -10,1 	  
16:30 14.12.2019 	 1,84 	 3 	 3 	 142 	 -9,7 	  
16:20 14.12.2019 	 1,7 	 2 	 3 	 132 	 -9,4 	  
16:10 14.12.2019 	 1,57 	 2 	 3 	 117 	 -8,9 	  
16:00 14.12.2019 	 1,43 	 1 	 2 	 91 	 -8,8 	  
15:50 14.12.2019 	 1,31 	 2 	 3 	 110 	 -8,7 	  
15:40 14.12.2019 	 1,18 	 3 	 4 	 117 	 -8,3 	  
15:30 14.12.2019 	 1,07 	 3 	 4 	 138 	 -8,8 	  
15:20 14.12.2019 	 0,96 	 3 	 4 	 144 	 -8,7 	  
15:10 14.12.2019 	 0,87 	 3 	 4 	 149 	 -8,8 	  
15:00 14.12.2019 	 0,78 	 4 	 5 	 151 	 -8,7 	  
14:50 14.12.2019 	 0,7 	 3 	 5 	 156 	 -8,3 	  
14:40 14.12.2019 	 0,64 	 2 	 3 	 137 	 -7,7 	  
14:30 14.12.2019 	 0,58 	 1 	 2 	 121 	 -7,3 	  
14:20 14.12.2019 	 0,54 	 1 	 2 	 107 	 -7,4 	  
14:10 14.12.2019 	 0,52 	 1 	 1 	 84 	 -7,4 	  
14:00 14.12.2019 	 0,5 	 1 	 2 	 57 	 -7 	  
13:50 14.12.2019 	 0,5 	 1 	 2 	 84 	 -7 	  
13:40 14.12.2019 	 0,52 	 2 	 3 	 76 	 -6,7 	  
13:30 14.12.2019 	 0,54 	 2 	 3 	 94 	 -7 	  
13:20 14.12.2019 	 0,59 	 2 	 2 	 119 	 -7,4 	  
13:10 14.12.2019 	 0,64 	 2 	 4 	 97 	 -7,5 	  
13:00 14.12.2019 	 0,71 	 2 	 4 	 73 	 -6,7 	  
12:50 14.12.2019 	 0,78 	 2 	 4 	 95 	 -7 	  
12:40 14.12.2019 	 0,88 	 3 	 5 	 91 	 -7 	  
12:30 14.12.2019 	 0,98 	 4 	 5 	 58 	 -6,5 	  
12:20 14.12.2019 	 1,09 	 4 	 6 	 53 	 -6,4 	  
12:10 14.12.2019 	 1,21 	 5 	 7 	 55 	 -6,5 	  
12:00 14.12.2019 	 1,33 	 5 	 6 	 53 	 -5,9 	  
11:50 14.12.2019 	 1,47 	 5 	 6 	 51 	 -6,3 	  
11:40 14.12.2019 	 1,61 	 5 	 6 	 50 	 -6,3 	  
11:30 14.12.2019 	 1,75 	 5 	 7 	 55 	 -6,2 	  
11:20 14.12.2019 	 1,9 	 5 	 7 	 55 	 -6 	  
11:10 14.12.2019 	 2,05 	 4 	 6 	 50 	 -6,2 	  
11:00 14.12.2019 	 2,2 	 4 	 5 	 61 	 -6,5 	  
10:50 14.12.2019 	 2,35 	 4 	 5 	 57 	 -6,1 	  
10:40 14.12.2019 	 2,5 	 4 	 5 	 63 	 -6,2 	  
10:30 14.12.2019 	 2,65 	 3 	 5 	 73 	 -6,5 	  
10:20 14.12.2019 	 2,79 	 3 	 4 	 71 	 -6,5 	  
10:10 14.12.2019 	 2,94 	 4 	 5 	 65 	 -6,5 	  
10:00 14.12.2019 	 3,07 	 4 	 5 	 67 	 -6,5 	  
09:50 14.12.2019 	 3,21 	 4 	 5 	 63 	 -6,5 	  
09:40 14.12.2019 	 3,33 	 4 	 5 	 65 	 -6,4 	  
09:30 14.12.2019 	 3,45 	 4 	 5 	 58 	 -6,3 	  
09:20 14.12.2019 	 3,57 	 4 	 5 	 61 	 -6,4 	  
09:10 14.12.2019 	 3,67 	 5 	 5 	 64 	 -6,5 	  
09:00 14.12.2019 	 3,77 	 5 	 6 	 66 	 -6,5 	  
08:50 14.12.2019 	 3,85 	 4 	 6 	 66 	 -6,3 	  
08:40 14.12.2019 	 3,93 	 4 	 6 	 71 	 -6,4 	  
08:30 14.12.2019 	 4 	 5 	 6 	 66 	 -6,5 	  
08:20 14.12.2019 	 4,05 	 5 	 6 	 63 	 -5,6 	  
08:10 14.12.2019 	 4,1 	 5 	 7 	 66 	 -5,9 	  
08:00 14.12.2019 	 4,13 	 4 	 6 	 71 	 -5,9 	  
07:50 14.12.2019 	 4,16 	 4 	 7 	 76 	 -6 	  
07:40 14.12.2019 	 4,17 	 4 	 6 	 79 	 -6,1 	  
07:30 14.12.2019 	 4,17 	 4 	 6 	 78 	 -6,2 	  
07:20 14.12.2019 	 4,16 	 4 	 5 	 79 	 -6,5 	  
07:10 14.12.2019 	 4,13 	 4 	 6 	 73 	 -6,5 	  
07:00 14.12.2019 	 4,09 	 4 	 6 	 76 	 -6,5 	  
06:50 14.12.2019 	 4,04 	 5 	 7 	 75 	 -6,6 	  
06:40 14.12.2019 	 3,98 	 6 	 8 	 63 	 -6,5 	  
06:30 14.12.2019 	 3,91 	 6 	 8 	 57 	 -6,5 	  
06:20 14.12.2019 	 3,83 	 6 	 8 	 58 	 -6,7 	  
06:10 14.12.2019 	 3,74 	 6 	 7 	 59 	 -7 	  
06:00 14.12.2019 	 3,63 	 6 	 8 	 73 	 -7 	  
05:50 14.12.2019 	 3,52 	 6 	 9 	 63 	 -6,6 	  
05:40 14.12.2019 	 3,4 	 6 	 7 	 69 	 -6,5 	  
05:30 14.12.2019 	 3,27 	 6 	 8 	 69 	 -6,6 	  
05:20 14.12.2019 	 3,13 	 6 	 8 	 68 	 -6,5 	  
05:10 14.12.2019 	 2,99 	 7 	 8 	 59 	 -6,1 	  
05:00 14.12.2019 	 2,84 	 7 	 9 	 55 	 -6 	  
04:50 14.12.2019 	 2,69 	 6 	 8 	 66 	 -6,1 	  
04:40 14.12.2019 	 2,54 	 5 	 7 	 77 	 -6,5 	  
04:30 14.12.2019 	 2,38 	 6 	 8 	 73 	 -6,4 	  
04:20 14.12.2019 	 2,22 	 6 	 9 	 71 	 -6,4 	  
04:10 14.12.2019 	 2,07 	 7 	 9 	 65 	 -5,6 	  
04:00 14.12.2019 	 1,91 	 7 	 10 	 61 	 -5,6 	  
03:50 14.12.2019 	 1,76 	 7 	 9 	 65 	 -5,7 	  
03:40 14.12.2019 	 1,61 	 6 	 8 	 70 	 -5,9 	  
03:30 14.12.2019 	 1,46 	 7 	 9 	 63 	 -5,6 	  
03:20 14.12.2019 	 1,32 	 6 	 9 	 65 	 -5,7 	  
03:10 14.12.2019 	 1,19 	 7 	 9 	 63 	 -5,7 	  
03:00 14.12.2019 	 1,07 	 6 	 8 	 65 	 -6,1 	  
02:50 14.12.2019 	 0,96 	 7 	 8 	 64 	 -6,1 	  
02:40 14.12.2019 	 0,85 	 7 	 9 	 57 	 -5,7 	  
02:30 14.12.2019 	 0,76 	 6 	 8 	 65 	 -5,8 	  
02:20 14.12.2019 	 0,68 	 6 	 8 	 62 	 -5,7 	  
02:10 14.12.2019 	 0,61 	 6 	 7 	 61 	 -5,6 	  
02:00 14.12.2019 	 0,55 	 5 	 7 	 60 	 -5,6 	  
01:50 14.12.2019 	 0,51 	 6 	 7 	 59 	 -5,6 	  
01:40 14.12.2019 	 0,48 	 6 	 8 	 61 	 -5,6 	  
01:30 14.12.2019 	 0,47 	 5 	 6 	 65 	 -5,8 	  
01:20 14.12.2019 	 0,47 	 5 	 7 	 67 	 -5,7 	  
01:10 14.12.2019 	 0,48 	 5 	 8 	 78 	 -5,7 	  
01:00 14.12.2019 	 0,51 	 5 	 7 	 82 	 -5,7 	  
00:50 14.12.2019 	 0,55 	 5 	 7 	 78 	 -5,9 	  
00:40 14.12.2019 	 0,6 	 6 	 8 	 68 	 -5,7 	  
00:30 14.12.2019 	 0,67 	 6 	 7 	 71 	 -5,7 	  
00:20 14.12.2019 	 0,75 	 6 	 9 	 74 	 -5,7 	  
00:10 14.12.2019 	 0,83 	 6 	 8 	 71 	 -5,7 	  
00:00 14.12.2019 	 0,93 	 5 	 8 	 73 	 -5,7 	  
23:50 13.12.2019 	 1,04 	 6 	 9 	 73 	 -5,7 	  
23:40 13.12.2019 	 1,15 	 6 	 9 	 72 	 -5,5 	  
23:30 13.12.2019 	 1,28 	 6 	 8 	 74 	 -5,6 	  
23:20 13.12.2019 	 1,4 	 6 	 8 	 77 	 -5,5 	  
23:10 13.12.2019 	 1,54 	 6 	 8 	 76 	 -5,6 	  
23:00 13.12.2019 	 1,67 	 5 	 7 	 76 	 -5,7 	  
22:50 13.12.2019 	 1,81 	 6 	 9 	 75 	 -5,4 	  
22:40 13.12.2019 	 1,95 	 6 	 9 	 71 	 -5,2 	  
22:30 13.12.2019 	 2,09 	 5 	 7 	 69 	 -5,3 	  
22:20 13.12.2019 	 2,23 	 5 	 7 	 71 	 -5,2 	  
22:10 13.12.2019 	 2,37 	 5 	 7 	 82 	 -5,2 	  
22:00 13.12.2019 	 2,5 	 6 	 8 	 73 	 -5,2 	  
21:50 13.12.2019 	 2,64 	 6 	 9 	 62 	 -5,2 	  
21:40 13.12.2019 	 2,76 	 7 	 9 	 68 	 -5 	  
21:30 13.12.2019 	 2,89 	 6 	 8 	 71 	 -5,2 	  
21:20 13.12.2019 	 3,01 	 6 	 8 	 68 	 -5,1 	  
21:10 13.12.2019 	 3,12 	 5 	 8 	 71 	 -5,2 	  
21:00 13.12.2019 	 3,22 	 5 	 8 	 73 	 -5,2 	  
20:50 13.12.2019 	 3,32 	 5 	 8 	 76 	 -5,1 	  
20:40 13.12.2019 	 3,41 	 5 	 8 	 79 	 -5,1 	  
20:30 13.12.2019 	 3,49 	 5 	 7 	 86 	 -5,1 	  
20:20 13.12.2019 	 3,56 	 6 	 9 	 83 	 -5,1 	  
20:10 13.12.2019 	 3,62 	 7 	 9 	 77 	 -5 	  
20:00 13.12.2019 	 3,68 	 6 	 8 	 77 	 -4,8 	  
19:50 13.12.2019 	 3,72 	 6 	 9 	 79 	 -4,8 	  
19:40 13.12.2019 	 3,75 	 6 	 9 	 78 	 -4,6 	  
19:30 13.12.2019 	 3,77 	 6 	 8 	 82 	 -4,7 	  
19:20 13.12.2019 	 3,78 	 7 	 9 	 76 	 -4,8 	  
19:10 13.12.2019 	 3,78 	 7 	 10 	 73 	 -4,6 	  
19:00 13.12.2019 	 3,77 	 8 	 11 	 76 	 -4,7 	  
18:50 13.12.2019 	 3,75 	 8 	 11 	 71 	 -4,5 	  
18:40 13.12.2019 	 3,71 	 8 	 12 	 70 	 -4,5 	  
18:30 13.12.2019 	 3,67 	 8 	 12 	 72 	 -4,7 	  
18:20 13.12.2019 	 3,61 	 8 	 11 	 70 	 -4,8 	  
18:10 13.12.2019 	 3,54 	 9 	 13 	 67 	 -4,6 	  
18:00 13.12.2019 	 3,47 	 9 	 12 	 67 	 -4,6 	  
17:50 13.12.2019 	 3,38 	 8 	 11 	 70 	 -4,5 	  
17:40 13.12.2019 	 3,28 	 8 	 11 	 72 	 -4,6 	  
17:30 13.12.2019 	 3,18 	 10 	 13 	 69 	 -4,7 	  
17:20 13.12.2019 	 3,07 	 10 	 13 	 68 	 -4,8 	  
17:10 13.12.2019 	 2,95 	 10 	 13 	 67 	 -4,8 	  
17:00 13.12.2019 	 2,82 	 10 	 13 	 65 	 -4,8 	  
16:50 13.12.2019 	 2,69 	 9 	 12 	 64 	 -4,7 	  
16:40 13.12.2019 	 2,56 	 9 	 12 	 66 	 -4,7 	  
16:30 13.12.2019 	 2,42 	 10 	 12 	 67 	 -4,7 	  
16:20 13.12.2019 	 2,28 	 9 	 11 	 68 	 -4,8 	  
16:10 13.12.2019 	 2,14 	 9 	 12 	 70 	 -4,8 	  
16:00 13.12.2019 	 1,99 	 8 	 11 	 72 	 -5 	  
15:50 13.12.2019 	 1,85 	 8 	 10 	 69 	 -5 	  
