 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Lofthiti (degC)	
02:40 28.12.2019 	 0,91 	 3 	 4 	 142 	 4,9 	  
02:30 28.12.2019 	 0,83 	 3 	 3 	 143 	 4,9 	  
02:20 28.12.2019 	 0,75 	 3 	 3 	 123 	 4,8 	  
02:10 28.12.2019 	 0,68 	 2 	 3 	 123 	 5 	  
02:00 28.12.2019 	 0,63 	 2 	 4 	 133 	 4,9 	  
01:50 28.12.2019 	 0,59 	 3 	 4 	 136 	 5 	  
01:40 28.12.2019 	 0,56 	 2 	 3 	 143 	 5,1 	  
01:30 28.12.2019 	 0,54 	 3 	 5 	 135 	 5 	  
01:20 28.12.2019 	 0,54 	 4 	 5 	 128 	 4,8 	  
01:10 28.12.2019 	 0,55 	 3 	 4 	 122 	 4,8 	  
01:00 28.12.2019 	 0,58 	 3 	 4 	 128 	 4,7 	  
00:50 28.12.2019 	 0,62 	 4 	 5 	 129 	 4,7 	  
00:40 28.12.2019 	 0,67 	 3 	 4 	 124 	 4,5 	  
00:30 28.12.2019 	 0,73 	 3 	 4 	 119 	 4,5 	  
00:20 28.12.2019 	 0,8 	 3 	 3 	 121 	 4,4 	  
00:10 28.12.2019 	 0,89 	 2 	 3 	 123 	 4,6 	  
00:00 28.12.2019 	 0,98 	 2 	 2 	 125 	 5,1 	  
23:50 27.12.2019 	 1,08 	 2 	 3 	 144 	 5,1 	  
23:40 27.12.2019 	 1,2 	 3 	 3 	 156 	 5,3 	  
23:30 27.12.2019 	 1,31 	 3 	 4 	 162 	 5,3 	  
23:20 27.12.2019 	 1,44 	 3 	 4 	 162 	 5,3 	  
23:10 27.12.2019 	 1,57 	 3 	 4 	 175 	 5,7 	  
23:00 27.12.2019 	 1,7 	 3 	 5 	 180 	 6 	  
22:50 27.12.2019 	 1,84 	 3 	 5 	 173 	 5,8 	  
22:40 27.12.2019 	 1,98 	 3 	 5 	 172 	 5,8 	  
22:30 27.12.2019 	 2,11 	 4 	 6 	 175 	 5,8 	  
22:20 27.12.2019 	 2,25 	 3 	 5 	 175 	 5,8 	  
22:10 27.12.2019 	 2,39 	 3 	 4 	 172 	 5,6 	  
22:00 27.12.2019 	 2,52 	 3 	 4 	 171 	 5,6 	  
21:50 27.12.2019 	 2,65 	 3 	 5 	 173 	 5,7 	  
21:40 27.12.2019 	 2,78 	 3 	 5 	 184 	 5,8 	  
21:30 27.12.2019 	 2,9 	 3 	 5 	 183 	 5,8 	  
21:20 27.12.2019 	 3,01 	 3 	 5 	 182 	 5,9 	  
21:10 27.12.2019 	 3,12 	 3 	 5 	 177 	 5,9 	  
21:00 27.12.2019 	 3,23 	 3 	 4 	 177 	 5,8 	  
20:50 27.12.2019 	 3,32 	 3 	 4 	 175 	 5,7 	  
20:40 27.12.2019 	 3,41 	 4 	 5 	 177 	 5,9 	  
20:30 27.12.2019 	 3,49 	 4 	 5 	 177 	 5,9 	  
20:20 27.12.2019 	 3,55 	 3 	 5 	 177 	 6 	  
20:10 27.12.2019 	 3,61 	 3 	 4 	 183 	 6 	  
20:00 27.12.2019 	 3,66 	 3 	 5 	 184 	 6 	  
19:50 27.12.2019 	 3,7 	 3 	 5 	 188 	 6,1 	  
19:40 27.12.2019 	 3,73 	 4 	 6 	 191 	 6,2 	  
19:30 27.12.2019 	 3,75 	 4 	 7 	 193 	 6,1 	  
19:20 27.12.2019 	 3,76 	 4 	 6 	 193 	 6 	  
19:10 27.12.2019 	 3,75 	 4 	 6 	 191 	 6 	  
19:00 27.12.2019 	 3,74 	 4 	 7 	 200 	 6,1 	  
18:50 27.12.2019 	 3,71 	 5 	 7 	 195 	 6,1 	  
18:40 27.12.2019 	 3,67 	 5 	 8 	 198 	 6,1 	  
18:30 27.12.2019 	 3,63 	 4 	 7 	 202 	 6 	  
18:20 27.12.2019 	 3,57 	 4 	 8 	 208 	 5,9 	  
18:10 27.12.2019 	 3,5 	 5 	 9 	 208 	 5,9 	  
18:00 27.12.2019 	 3,42 	 4 	 8 	 210 	 5,8 	  
17:50 27.12.2019 	 3,33 	 5 	 9 	 211 	 5,7 	  
17:40 27.12.2019 	 3,24 	 4 	 8 	 213 	 5,6 	  
17:30 27.12.2019 	 3,13 	 5 	 8 	 212 	 5,7 	  
17:20 27.12.2019 	 3,02 	 4 	 6 	 212 	 5,4 	  
17:10 27.12.2019 	 2,9 	 4 	 7 	 213 	 5,4 	  
17:00 27.12.2019 	 2,77 	 4 	 8 	 214 	 5,4 	  
16:50 27.12.2019 	 2,64 	 4 	 6 	 222 	 5,4 	  
16:40 27.12.2019 	 2,5 	 3 	 6 	 218 	 5,2 	  
16:30 27.12.2019 	 2,36 	 3 	 6 	 208 	 5,1 	  
16:20 27.12.2019 	 2,22 	 3 	 5 	 205 	 5 	  
16:10 27.12.2019 	 2,08 	 4 	 7 	 199 	 5 	  
16:00 27.12.2019 	 1,94 	 3 	 6 	 205 	 4,9 	  
15:50 27.12.2019 	 1,8 	 3 	 5 	 214 	 4,9 	  
15:40 27.12.2019 	 1,66 	 3 	 5 	 212 	 4,9 	  
15:30 27.12.2019 	 1,52 	 3 	 5 	 213 	 5,1 	  
15:20 27.12.2019 	 1,39 	 3 	 5 	 220 	 5,1 	  
15:10 27.12.2019 	 1,26 	 4 	 6 	 241 	 5,5 	  
15:00 27.12.2019 	 1,14 	 4 	 6 	 245 	 5,3 	  
14:50 27.12.2019 	 1,03 	 4 	 6 	 234 	 5 	  
14:40 27.12.2019 	 0,93 	 4 	 6 	 225 	 4,9 	  
14:30 27.12.2019 	 0,83 	 4 	 6 	 245 	 5 	  
14:20 27.12.2019 	 0,75 	 4 	 6 	 250 	 5 	  
14:10 27.12.2019 	 0,68 	 5 	 7 	 251 	 4,9 	  
14:00 27.12.2019 	 0,61 	 5 	 8 	 256 	 5 	  
13:50 27.12.2019 	 0,57 	 6 	 9 	 251 	 4,8 	  
13:40 27.12.2019 	 0,53 	 4 	 7 	 223 	 4,8 	  
13:30 27.12.2019 	 0,51 	 3 	 5 	 224 	 4,9 	  
13:20 27.12.2019 	 0,5 	 3 	 3 	 208 	 4,6 	  
13:10 27.12.2019 	 0,5 	 2 	 4 	 225 	 4,8 	  
13:00 27.12.2019 	 0,52 	 2 	 3 	 249 	 4,3 	  
12:50 27.12.2019 	 0,55 	 3 	 4 	 254 	 4,3 	  
12:40 27.12.2019 	 0,6 	 3 	 4 	 261 	 4,3 	  
12:30 27.12.2019 	 0,66 	 3 	 4 	 261 	 4,3 	  
12:20 27.12.2019 	 0,73 	 3 	 4 	 263 	 4,2 	  
12:10 27.12.2019 	 0,82 	 2 	 3 	 281 	 4,1 	  
12:00 27.12.2019 	 0,91 	 0 	 1 	 158 	 4,3 	  
11:50 27.12.2019 	 1,02 	 1 	 2 	 141 	 4,6 	  
11:40 27.12.2019 	 1,14 	 1 	 2 	 146 	 4,4 	  
11:30 27.12.2019 	 1,26 	 1 	 2 	 152 	 4,6 	  
11:20 27.12.2019 	 1,39 	 2 	 2 	 148 	 4,5 	  
11:10 27.12.2019 	 1,53 	 2 	 3 	 151 	 4,4 	  
11:00 27.12.2019 	 1,68 	 2 	 4 	 131 	 4,5 	  
10:50 27.12.2019 	 1,83 	 2 	 3 	 132 	 4,4 	  
10:40 27.12.2019 	 1,98 	 3 	 4 	 137 	 4,6 	  
10:30 27.12.2019 	 2,13 	 3 	 3 	 131 	 4,9 	  
10:20 27.12.2019 	 2,28 	 2 	 3 	 120 	 4,8 	  
10:10 27.12.2019 	 2,44 	 2 	 4 	 111 	 4,9 	  
10:00 27.12.2019 	 2,59 	 4 	 5 	 93 	 5 	  
09:50 27.12.2019 	 2,74 	 4 	 5 	 95 	 5,2 	  
09:40 27.12.2019 	 2,89 	 3 	 5 	 83 	 5,3 	  
09:30 27.12.2019 	 3,03 	 4 	 5 	 82 	 5,7 	  
09:20 27.12.2019 	 3,16 	 4 	 6 	 84 	 5,6 	  
09:10 27.12.2019 	 3,29 	 3 	 4 	 76 	 5,3 	  
09:00 27.12.2019 	 3,42 	 4 	 5 	 64 	 5,9 	  
08:50 27.12.2019 	 3,53 	 3 	 5 	 78 	 5,4 	  
08:40 27.12.2019 	 3,64 	 4 	 6 	 74 	 5,4 	  
08:30 27.12.2019 	 3,74 	 5 	 6 	 67 	 5,4 	  
08:20 27.12.2019 	 3,83 	 6 	 9 	 71 	 5,5 	  
08:10 27.12.2019 	 3,91 	 7 	 10 	 78 	 5,6 	  
08:00 27.12.2019 	 3,98 	 8 	 11 	 84 	 5,9 	  
07:50 27.12.2019 	 4,04 	 9 	 11 	 87 	 5,9 	  
07:40 27.12.2019 	 4,09 	 9 	 13 	 88 	 5,8 	  
07:30 27.12.2019 	 4,13 	 9 	 13 	 85 	 6 	  
07:20 27.12.2019 	 4,15 	 9 	 13 	 86 	 6,1 	  
07:10 27.12.2019 	 4,17 	 9 	 12 	 89 	 6 	  
07:00 27.12.2019 	 4,17 	 11 	 15 	 95 	 6,4 	  
06:50 27.12.2019 	 4,16 	 12 	 16 	 98 	 6,4 	  
06:40 27.12.2019 	 4,14 	 12 	 16 	 100 	 6,4 	  
06:30 27.12.2019 	 4,11 	 11 	 15 	 105 	 6,5 	  
06:20 27.12.2019 	 4,07 	 11 	 16 	 108 	 6,8 	  
06:10 27.12.2019 	 4,01 	 7 	 12 	 110 	 6,7 	  
06:00 27.12.2019 	 3,95 	 7 	 11 	 118 	 6,6 	  
05:50 27.12.2019 	 3,87 	 8 	 13 	 115 	 6,8 	  
05:40 27.12.2019 	 3,78 	 7 	 11 	 114 	 7 	  
05:30 27.12.2019 	 3,69 	 6 	 9 	 115 	 6,9 	  
05:20 27.12.2019 	 3,58 	 5 	 9 	 110 	 7 	  
05:10 27.12.2019 	 3,47 	 6 	 9 	 103 	 6,5 	  
05:00 27.12.2019 	 3,35 	 6 	 10 	 110 	 6,7 	  
04:50 27.12.2019 	 3,22 	 8 	 12 	 114 	 6,6 	  
04:40 27.12.2019 	 3,08 	 9 	 13 	 115 	 6,8 	  
04:30 27.12.2019 	 2,94 	 7 	 11 	 118 	 6,5 	  
04:20 27.12.2019 	 2,79 	 7 	 11 	 119 	 6,5 	  
04:10 27.12.2019 	 2,65 	 9 	 13 	 117 	 7 	  
04:00 27.12.2019 	 2,49 	 9 	 13 	 123 	 6,8 	  
03:50 27.12.2019 	 2,34 	 9 	 13 	 124 	 6,8 	  
03:40 27.12.2019 	 2,19 	 7 	 12 	 122 	 6,5 	  
03:30 27.12.2019 	 2,03 	 7 	 10 	 119 	 6,1 	  
03:20 27.12.2019 	 1,88 	 7 	 10 	 118 	 6,2 	  
03:10 27.12.2019 	 1,73 	 7 	 10 	 115 	 6,4 	  
03:00 27.12.2019 	 1,59 	 7 	 9 	 119 	 6,2 	  
02:50 27.12.2019 	 1,45 	 7 	 10 	 119 	 6 	  
02:40 27.12.2019 	 1,32 	 7 	 10 	 120 	 6 	  
02:30 27.12.2019 	 1,19 	 6 	 9 	 117 	 6,2 	  
02:20 27.12.2019 	 1,07 	 5 	 7 	 117 	 5,9 	  
02:10 27.12.2019 	 0,96 	 6 	 9 	 111 	 6,1 	  
02:00 27.12.2019 	 0,86 	 6 	 9 	 103 	 6,1 	  
01:50 27.12.2019 	 0,78 	 6 	 10 	 95 	 5,9 	  
01:40 27.12.2019 	 0,7 	 6 	 9 	 84 	 5,7 	  
01:30 27.12.2019 	 0,63 	 6 	 9 	 76 	 5,8 	  
01:20 27.12.2019 	 0,58 	 6 	 9 	 78 	 5,3 	  
01:10 27.12.2019 	 0,54 	 6 	 9 	 78 	 5,3 	  
01:00 27.12.2019 	 0,51 	 5 	 9 	 73 	 4,9 	  
00:50 27.12.2019 	 0,5 	 7 	 10 	 72 	 4,4 	  
00:40 27.12.2019 	 0,5 	 7 	 11 	 69 	 4,4 	  
00:30 27.12.2019 	 0,52 	 7 	 11 	 69 	 4,4 	  
00:20 27.12.2019 	 0,54 	 7 	 10 	 69 	 4,2 	  
00:10 27.12.2019 	 0,59 	 8 	 12 	 70 	 4,1 	  
00:00 27.12.2019 	 0,64 	 9 	 14 	 74 	 4,1 	  
23:50 26.12.2019 	 0,7 	 9 	 14 	 74 	 4,2 	  
23:40 26.12.2019 	 0,78 	 9 	 13 	 71 	 4,3 	  
23:30 26.12.2019 	 0,87 	 9 	 13 	 69 	 4,3 	  
23:20 26.12.2019 	 0,97 	 10 	 15 	 74 	 4,5 	  
23:10 26.12.2019 	 1,07 	 8 	 12 	 72 	 4,6 	  
23:00 26.12.2019 	 1,19 	 6 	 10 	 70 	 4,3 	  
22:50 26.12.2019 	 1,31 	 7 	 11 	 67 	 4,2 	  
22:40 26.12.2019 	 1,43 	 7 	 12 	 66 	 4,2 	  
22:30 26.12.2019 	 1,57 	 7 	 12 	 65 	 4,1 	  
22:20 26.12.2019 	 1,7 	 8 	 14 	 67 	 4,1 	  
22:10 26.12.2019 	 1,84 	 8 	 12 	 68 	 4,2 	  
22:00 26.12.2019 	 1,98 	 8 	 12 	 69 	 4,2 	  
21:50 26.12.2019 	 2,12 	 8 	 14 	 67 	 4,1 	  
21:40 26.12.2019 	 2,26 	 8 	 13 	 68 	 4,1 	  
21:30 26.12.2019 	 2,4 	 8 	 13 	 74 	 4,1 	  
21:20 26.12.2019 	 2,53 	 9 	 16 	 74 	 3,9 	  
21:10 26.12.2019 	 2,67 	 9 	 14 	 77 	 4 	  
21:00 26.12.2019 	 2,79 	 10 	 14 	 75 	 4,2 	  
20:50 26.12.2019 	 2,92 	 9 	 14 	 73 	 4,4 	  
20:40 26.12.2019 	 3,03 	 9 	 14 	 70 	 4,4 	  
20:30 26.12.2019 	 3,14 	 8 	 15 	 70 	 4,5 	  
20:20 26.12.2019 	 3,25 	 8 	 12 	 70 	 4,3 	  
20:10 26.12.2019 	 3,34 	 8 	 12 	 70 	 4,2 	  
20:00 26.12.2019 	 3,43 	 8 	 13 	 68 	 4,2 	  
19:50 26.12.2019 	 3,51 	 8 	 13 	 69 	 4,2 	  
19:40 26.12.2019 	 3,58 	 8 	 14 	 68 	 4,1 	  
19:30 26.12.2019 	 3,64 	 9 	 14 	 66 	 4 	  
19:20 26.12.2019 	 3,69 	 9 	 16 	 67 	 3,8 	  
19:10 26.12.2019 	 3,73 	 9 	 14 	 65 	 3,8 	  
19:00 26.12.2019 	 3,76 	 9 	 14 	 68 	 4 	  
18:50 26.12.2019 	 3,78 	 9 	 14 	 67 	 4,2 	  
18:40 26.12.2019 	 3,78 	 9 	 14 	 70 	 4,3 	  
18:30 26.12.2019 	 3,78 	 9 	 16 	 68 	 4,2 	  
18:20 26.12.2019 	 3,76 	 9 	 14 	 69 	 4,2 	  
18:10 26.12.2019 	 3,74 	 8 	 14 	 67 	 4,2 	  
18:00 26.12.2019 	 3,7 	 9 	 14 	 67 	 4,2 	  
17:50 26.12.2019 	 3,65 	 8 	 14 	 65 	 4,2 	  
17:40 26.12.2019 	 3,59 	 9 	 15 	 67 	 4,1 	  
17:30 26.12.2019 	 3,52 	 8 	 13 	 65 	 4 	  
17:20 26.12.2019 	 3,44 	 8 	 13 	 65 	 4 	  
17:10 26.12.2019 	 3,35 	 8 	 13 	 67 	 4,1 	  
17:00 26.12.2019 	 3,25 	 7 	 13 	 66 	 4,2 	  
16:50 26.12.2019 	 3,15 	 7 	 12 	 65 	 3,9 	  
16:40 26.12.2019 	 3,03 	 7 	 12 	 66 	 3,7 	  
16:30 26.12.2019 	 2,91 	 7 	 12 	 65 	 3,3 	  
16:20 26.12.2019 	 2,78 	 8 	 14 	 64 	 3,3 	  
16:10 26.12.2019 	 2,65 	 8 	 14 	 65 	 3,2 	  
16:00 26.12.2019 	 2,51 	 8 	 14 	 65 	 3,3 	  
15:50 26.12.2019 	 2,37 	 7 	 13 	 64 	 3 	  
15:40 26.12.2019 	 2,23 	 8 	 12 	 65 	 3,2 	  
15:30 26.12.2019 	 2,08 	 7 	 13 	 67 	 3,5 	  
15:20 26.12.2019 	 1,94 	 7 	 11 	 65 	 3,6 	  
15:10 26.12.2019 	 1,79 	 7 	 12 	 66 	 3,5 	  
15:00 26.12.2019 	 1,65 	 6 	 11 	 66 	 3,6 	  
14:50 26.12.2019 	 1,51 	 6 	 10 	 64 	 3,4 	  
14:40 26.12.2019 	 1,38 	 7 	 11 	 65 	 3,7 	  
14:30 26.12.2019 	 1,25 	 6 	 9 	 67 	 3,8 	  
14:20 26.12.2019 	 1,13 	 5 	 9 	 63 	 3,8 	  
14:10 26.12.2019 	 1,02 	 3 	 6 	 69 	 3,7 	  
14:00 26.12.2019 	 0,91 	 4 	 7 	 71 	 3,6 	  
13:50 26.12.2019 	 0,82 	 4 	 7 	 66 	 3,7 	  
13:40 26.12.2019 	 0,73 	 5 	 8 	 66 	 3,8 	  
13:30 26.12.2019 	 0,66 	 5 	 10 	 68 	 3,7 	  
13:20 26.12.2019 	 0,6 	 7 	 10 	 66 	 3,8 	  
13:10 26.12.2019 	 0,55 	 7 	 11 	 62 	 4 	  
13:00 26.12.2019 	 0,51 	 5 	 8 	 65 	 3,8 	  
12:50 26.12.2019 	 0,49 	 5 	 7 	 67 	 4,2 	  
12:40 26.12.2019 	 0,48 	 5 	 7 	 64 	 3,8 	  
12:30 26.12.2019 	 0,49 	 6 	 8 	 64 	 3,7 	  
12:20 26.12.2019 	 0,51 	 4 	 8 	 53 	 3,5 	  
12:10 26.12.2019 	 0,54 	 5 	 8 	 58 	 3,3 	  
12:00 26.12.2019 	 0,58 	 5 	 8 	 60 	 3,4 	  
11:50 26.12.2019 	 0,64 	 7 	 11 	 66 	 3,7 	  
11:40 26.12.2019 	 0,72 	 6 	 10 	 69 	 3,8 	  
11:30 26.12.2019 	 0,8 	 3 	 4 	 26 	 3 	  
11:20 26.12.2019 	 0,9 	 4 	 6 	 59 	 3,3 	  
11:10 26.12.2019 	 1 	 4 	 6 	 66 	 3,2 	  
11:00 26.12.2019 	 1,12 	 4 	 6 	 71 	 3,7 	  
10:50 26.12.2019 	 1,24 	 5 	 8 	 72 	 3,8 	  
10:40 26.12.2019 	 1,37 	 5 	 7 	 71 	 3,4 	  
10:30 26.12.2019 	 1,51 	 5 	 7 	 74 	 3,5 	  
10:20 26.12.2019 	 1,66 	 4 	 7 	 74 	 2,6 	  
10:10 26.12.2019 	 1,8 	 5 	 7 	 66 	 2,6 	  
10:00 26.12.2019 	 1,95 	 5 	 7 	 67 	 2,4 	  
09:50 26.12.2019 	 2,11 	 4 	 6 	 68 	 2,6 	  
09:40 26.12.2019 	 2,26 	 3 	 6 	 74 	 2,7 	  
09:30 26.12.2019 	 2,41 	 4 	 6 	 77 	 3,1 	  
09:20 26.12.2019 	 2,57 	 3 	 5 	 80 	 2,7 	  
09:10 26.12.2019 	 2,71 	 4 	 6 	 97 	 2,6 	  
09:00 26.12.2019 	 2,86 	 4 	 6 	 98 	 2,7 	  
08:50 26.12.2019 	 3 	 4 	 5 	 100 	 2,7 	  
08:40 26.12.2019 	 3,14 	 2 	 3 	 83 	 2 	  
08:30 26.12.2019 	 3,27 	 2 	 4 	 83 	 2,7 	  
08:20 26.12.2019 	 3,39 	 3 	 5 	 74 	 2,6 	  
08:10 26.12.2019 	 3,51 	 2 	 5 	 93 	 0,9 	  
08:00 26.12.2019 	 3,62 	 2 	 3 	 103 	 0,8 	  
07:50 26.12.2019 	 3,72 	 2 	 3 	 163 	 0,7 	  
07:40 26.12.2019 	 3,81 	 2 	 3 	 164 	 0,9 	  
07:30 26.12.2019 	 3,89 	 3 	 5 	 120 	 1,1 	  
07:20 26.12.2019 	 3,96 	 3 	 5 	 95 	 0,9 	  
07:10 26.12.2019 	 4,02 	 3 	 4 	 83 	 1,1 	  
07:00 26.12.2019 	 4,07 	 3 	 4 	 68 	 1,3 	  
06:50 26.12.2019 	 4,1 	 3 	 5 	 72 	 1,2 	  
06:40 26.12.2019 	 4,13 	 3 	 5 	 72 	 1,5 	  
06:30 26.12.2019 	 4,14 	 3 	 4 	 71 	 1,3 	  
06:20 26.12.2019 	 4,15 	 2 	 4 	 70 	 1,3 	  
06:10 26.12.2019 	 4,14 	 2 	 4 	 73 	 1 	  
06:00 26.12.2019 	 4,12 	 3 	 5 	 71 	 1,2 	  
05:50 26.12.2019 	 4,09 	 2 	 4 	 75 	 1,3 	  
05:40 26.12.2019 	 4,05 	 3 	 5 	 74 	 1,4 	  
05:30 26.12.2019 	 3,99 	 3 	 5 	 70 	 1,8 	  
05:20 26.12.2019 	 3,93 	 2 	 5 	 71 	 1,5 	  
05:10 26.12.2019 	 3,85 	 3 	 4 	 71 	 1,8 	  
05:00 26.12.2019 	 3,77 	 4 	 6 	 75 	 2 	  
04:50 26.12.2019 	 3,67 	 5 	 7 	 90 	 1,9 	  
04:40 26.12.2019 	 3,57 	 3 	 4 	 131 	 -0,5 	  
04:30 26.12.2019 	 3,45 	 2 	 3 	 146 	 -1,1 	  
04:20 26.12.2019 	 3,33 	 1 	 2 	 156 	 -1,4 	  
04:10 26.12.2019 	 3,2 	 1 	 2 	 64 	 -0,8 	  
04:00 26.12.2019 	 3,07 	 1 	 2 	 39 	 -0,4 	  
03:50 26.12.2019 	 2,93 	 2 	 3 	 50 	 -0,6 	  
03:40 26.12.2019 	 2,78 	 2 	 3 	 36 	 -0,6 	  
03:30 26.12.2019 	 2,63 	 1 	 3 	 66 	 -1,3 	  
03:20 26.12.2019 	 2,48 	 1 	 1 	 55 	 -1,4 	  
03:10 26.12.2019 	 2,33 	 1 	 2 	 87 	 -1,2 	  
03:00 26.12.2019 	 2,18 	 1 	 2 	 62 	 -0,6 	  
02:50 26.12.2019 	 2,03 	 2 	 3 	 40 	 -0,4 	  
02:40 26.12.2019 	 1,88 	 2 	 4 	 15 	 -0,7 	  
02:30 26.12.2019 	 1,73 	 1 	 3 	 7 	 -1 	  
02:20 26.12.2019 	 1,58 	 1 	 1 	 327 	 -1,9 	  
02:10 26.12.2019 	 1,45 	 0 	 1 	 90 	 -2,2 	  
02:00 26.12.2019 	 1,31 	 1 	 2 	 109 	 -2,3 	  
01:50 26.12.2019 	 1,19 	 1 	 2 	 30 	 -2,3 	  
01:40 26.12.2019 	 1,07 	 0 	 1 	 65 	 -2,4 	  
01:30 26.12.2019 	 0,96 	 1 	 1 	 66 	 -2,4 	  
01:20 26.12.2019 	 0,87 	 1 	 1 	 66 	 -2,3 	  
01:10 26.12.2019 	 0,78 	 2 	 2 	 135 	 -2,6 	  
01:00 26.12.2019 	 0,7 	 2 	 2 	 119 	 -2,3 	  
00:50 26.12.2019 	 0,64 	 2 	 2 	 132 	 -2,3 	  
00:40 26.12.2019 	 0,59 	 2 	 2 	 134 	 -2,5 	  
00:30 26.12.2019 	 0,55 	 2 	 3 	 146 	 -2,3 	  
00:20 26.12.2019 	 0,53 	 2 	 3 	 140 	 -2,5 	  
00:10 26.12.2019 	 0,51 	 2 	 2 	 126 	 -2,5 	  
00:00 26.12.2019 	 0,51 	 1 	 2 	 90 	 -2,3 	  
23:50 25.12.2019 	 0,53 	 1 	 2 	 91 	 -2,4 	  
23:40 25.12.2019 	 0,56 	 1 	 2 	 113 	 -2,4 	  
23:30 25.12.2019 	 0,6 	 2 	 2 	 136 	 -2,5 	  
23:20 25.12.2019 	 0,65 	 2 	 2 	 124 	 -2,2 	  
23:10 25.12.2019 	 0,71 	 2 	 3 	 110 	 -1,9 	  
23:00 25.12.2019 	 0,79 	 2 	 3 	 111 	 -1,1 	  
22:50 25.12.2019 	 0,87 	 2 	 3 	 128 	 -1,2 	  
22:40 25.12.2019 	 0,97 	 2 	 4 	 88 	 -0,9 	  
22:30 25.12.2019 	 1,07 	 3 	 5 	 64 	 -0,4 	  
22:20 25.12.2019 	 1,19 	 3 	 6 	 56 	 -0,2 	  
22:10 25.12.2019 	 1,3 	 3 	 6 	 60 	 -0,1 	  
22:00 25.12.2019 	 1,43 	 3 	 5 	 57 	 -0,3 	  
21:50 25.12.2019 	 1,56 	 3 	 5 	 59 	 -0 	  
21:40 25.12.2019 	 1,69 	 3 	 5 	 59 	 0,1 	  
21:30 25.12.2019 	 1,83 	 2 	 5 	 56 	 0 	  
21:20 25.12.2019 	 1,96 	 2 	 4 	 63 	 -0,1 	  
21:10 25.12.2019 	 2,1 	 2 	 4 	 67 	 -0,5 	  
21:00 25.12.2019 	 2,24 	 2 	 4 	 68 	 -0,3 	  
20:50 25.12.2019 	 2,38 	 1 	 3 	 66 	 -0,5 	  
20:40 25.12.2019 	 2,51 	 1 	 3 	 88 	 -0,1 	  
20:30 25.12.2019 	 2,64 	 2 	 5 	 73 	 -0,4 	  
20:20 25.12.2019 	 2,77 	 2 	 4 	 90 	 -0,2 	  
20:10 25.12.2019 	 2,89 	 2 	 3 	 112 	 -0,9 	  
20:00 25.12.2019 	 3,01 	 1 	 2 	 103 	 -0,6 	  
19:50 25.12.2019 	 3,12 	 1 	 2 	 74 	 -0,6 	  
19:40 25.12.2019 	 3,22 	 1 	 1 	 65 	 -0,4 	  
19:30 25.12.2019 	 3,32 	 1 	 2 	 121 	 -0,5 	  
19:20 25.12.2019 	 3,41 	 2 	 3 	 144 	 -0,7 	  
19:10 25.12.2019 	 3,48 	 2 	 3 	 136 	 -0,6 	  
19:00 25.12.2019 	 3,55 	 3 	 4 	 136 	 -0,6 	  
18:50 25.12.2019 	 3,62 	 3 	 4 	 132 	 -0,6 	  
18:40 25.12.2019 	 3,67 	 2 	 4 	 126 	 -0,4 	  
18:30 25.12.2019 	 3,71 	 2 	 4 	 133 	 -0,6 	  
18:20 25.12.2019 	 3,74 	 2 	 4 	 126 	 -0,5 	  
18:10 25.12.2019 	 3,76 	 2 	 3 	 125 	 -0,4 	  
18:00 25.12.2019 	 3,76 	 3 	 4 	 138 	 -0,2 	  
17:50 25.12.2019 	 3,76 	 3 	 4 	 134 	 -0 	  
17:40 25.12.2019 	 3,75 	 2 	 3 	 120 	 0,1 	  
17:30 25.12.2019 	 3,72 	 2 	 3 	 114 	 0,4 	  
17:20 25.12.2019 	 3,69 	 2 	 3 	 118 	 0,4 	  
17:10 25.12.2019 	 3,64 	 2 	 3 	 124 	 0,3 	  
17:00 25.12.2019 	 3,59 	 2 	 3 	 125 	 0,3 	  
16:50 25.12.2019 	 3,52 	 2 	 3 	 129 	 0,3 	  
16:40 25.12.2019 	 3,44 	 2 	 3 	 129 	 0,3 	  
16:30 25.12.2019 	 3,36 	 2 	 3 	 140 	 0,3 	  
16:20 25.12.2019 	 3,26 	 3 	 3 	 130 	 0,4 	  
16:10 25.12.2019 	 3,16 	 3 	 4 	 117 	 0,5 	  
16:00 25.12.2019 	 3,05 	 3 	 4 	 125 	 0,4 	  
15:50 25.12.2019 	 2,93 	 3 	 4 	 127 	 0,3 	  
15:40 25.12.2019 	 2,8 	 2 	 3 	 128 	 0,3 	  
15:30 25.12.2019 	 2,67 	 3 	 4 	 132 	 0,4 	  
15:20 25.12.2019 	 2,54 	 3 	 4 	 136 	 0,3 	  
15:10 25.12.2019 	 2,4 	 2 	 3 	 135 	 0,3 	  
15:00 25.12.2019 	 2,26 	 3 	 3 	 135 	 0,2 	  
14:50 25.12.2019 	 2,12 	 2 	 3 	 130 	 0,2 	  
14:40 25.12.2019 	 1,98 	 2 	 3 	 142 	 0,4 	  
14:30 25.12.2019 	 1,84 	 3 	 3 	 137 	 0,5 	  
14:20 25.12.2019 	 1,7 	 3 	 3 	 130 	 0,4 	  
14:10 25.12.2019 	 1,56 	 3 	 3 	 123 	 0,4 	  
14:00 25.12.2019 	 1,43 	 2 	 3 	 141 	 0,1 	  
13:50 25.12.2019 	 1,3 	 2 	 2 	 152 	 0,1 	  
13:40 25.12.2019 	 1,18 	 2 	 2 	 133 	 0,3 	  
