 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	Selta (PSU)	
06:20 14.12.2019 	 3,93 	 4,46 	 4 	 6 	 73 	 984 	 -5 	 3,4 	 28,38 	  
06:10 14.12.2019 	 3,84 	 4,35 	 4 	 7 	 76 	 984 	 -5,1 	 3,5 	 28,34 	  
06:00 14.12.2019 	 3,73 	 4,21 	 5 	 6 	 39 	 984 	 -6,6 	 3,3 	 28,44 	  
05:50 14.12.2019 	 3,62 	 4,06 	 5 	 6 	 37 	 984 	 -6,8 	 3,5 	 28,4 	  
05:40 14.12.2019 	 3,5 	 3,92 	 5 	 6 	 36 	 984 	 -6,7 	 3,5 	 28,43 	  
05:30 14.12.2019 	 3,37 	 3,76 	 4 	 6 	 48 	 984 	 -6,7 	 3,4 	 28,58 	  
05:20 14.12.2019 	 3,23 	 3,6 	 4 	 6 	 101 	 984 	 -5 	 3,4 	 28,44 	  
05:10 14.12.2019 	 3,09 	 3,45 	 4 	 5 	 99 	 984 	 -5,3 	 3,4 	 28,55 	  
05:00 14.12.2019 	 2,94 	 3,27 	 4 	 5 	 108 	 984 	 -5,5 	 3,3 	 28,47 	  
04:50 14.12.2019 	 2,79 	 3,11 	 3 	 5 	 99 	 984 	 -5,7 	 3,4 	 28,46 	  
04:40 14.12.2019 	 2,64 	 2,96 	 4 	 5 	 98 	 984 	 -5,6 	 3,4 	 28,54 	  
04:30 14.12.2019 	 2,48 	 2,79 	 4 	 5 	 89 	 984 	 -5,6 	 3,4 	 28,54 	  
04:20 14.12.2019 	 2,32 	 2,64 	 4 	 5 	 84 	 984 	 -5,5 	 3,3 	 28,48 	  
04:10 14.12.2019 	 2,17 	 2,48 	 4 	 5 	 94 	 984 	 -5,4 	 3,3 	 28,31 	  
04:00 14.12.2019 	 2,01 	 2,33 	 4 	 5 	 101 	 984 	 -5,5 	 3,3 	 28,36 	  
03:50 14.12.2019 	 1,86 	 2,17 	 4 	 6 	 96 	 984 	 -5,6 	 3,3 	 28,29 	  
03:40 14.12.2019 	 1,71 	 2,03 	 4 	 5 	 95 	 984 	 -5,7 	 3,3 	 28,3 	  
03:30 14.12.2019 	 1,56 	 1,88 	 4 	 5 	 82 	 984 	 -5,5 	 3,3 	 28,29 	  
03:20 14.12.2019 	 1,42 	 1,74 	 4 	 6 	 82 	 984 	 -5,3 	 3,3 	 28,28 	  
03:10 14.12.2019 	 1,29 	 1,6 	 4 	 5 	 97 	 984 	 -5,6 	 3,3 	 28,29 	  
03:00 14.12.2019 	 1,17 	 1,47 	 4 	 6 	 77 	 984 	 -5,4 	 3,4 	 28,19 	  
02:50 14.12.2019 	 1,06 	 1,35 	 5 	 6 	 80 	 984 	 -5,3 	 3,4 	 28,33 	  
02:40 14.12.2019 	 0,95 	 1,24 	 5 	 6 	 87 	 984 	 -5,3 	 3,4 	 28,32 	  
02:30 14.12.2019 	 0,86 	 1,14 	 4 	 5 	 91 	 984 	 -5,4 	 3,6 	 28,32 	  
02:20 14.12.2019 	 0,78 	 1,05 	 4 	 5 	 85 	 984 	 -5,3 	 3,7 	 28,33 	  
02:10 14.12.2019 	 0,71 	 0,99 	 5 	 6 	 69 	 984 	 -5,5 	 3,6 	 28,35 	  
02:00 14.12.2019 	 0,65 	 0,92 	 6 	 7 	 45 	 984 	 -6,6 	 3,9 	 28,29 	  
01:50 14.12.2019 	 0,61 	 0,88 	 6 	 7 	 40 	 984 	 -6,7 	 3,9 	 28,34 	  
01:40 14.12.2019 	 0,58 	 0,85 	 6 	 8 	 41 	 984 	 -6,7 	 4 	 28,3 	  
01:30 14.12.2019 	 0,57 	 0,83 	 6 	 8 	 53 	 984 	 -6 	 4 	 28,33 	  
01:20 14.12.2019 	 0,57 	 0,82 	 5 	 7 	 78 	 984 	 -4,8 	 3,9 	 28,29 	  
01:10 14.12.2019 	 0,58 	 0,83 	 5 	 6 	 83 	 984 	 -5,1 	 3,9 	 28,24 	  
01:00 14.12.2019 	 0,61 	 0,85 	 6 	 8 	 79 	 984 	 -4,8 	 3,8 	 28,32 	  
00:50 14.12.2019 	 0,65 	 0,89 	 7 	 8 	 65 	 984 	 -4,9 	 3,8 	 28,3 	  
00:40 14.12.2019 	 0,7 	 0,94 	 7 	 8 	 60 	 984 	 -4,9 	 3,6 	 28,41 	  
00:30 14.12.2019 	 0,77 	 1,01 	 5 	 8 	 78 	 984 	 -4,9 	 3,7 	 28,22 	  
00:20 14.12.2019 	 0,85 	 1,1 	 6 	 8 	 74 	 984 	 -5,3 	 3,7 	 28,36 	  
00:10 14.12.2019 	 0,93 	 1,19 	 7 	 8 	 63 	 984 	 -4,8 	 3,7 	 28,38 	  
00:00 14.12.2019 	 1,03 	 1,3 	 5 	 9 	 78 	 984 	 -4,9 	 3,6 	 28,2 	  
23:50 13.12.2019 	 1,14 	 1,42 	 6 	 8 	 68 	 984 	 -4,7 	 3,6 	 28,39 	  
23:40 13.12.2019 	 1,25 	 1,55 	 6 	 8 	 70 	 985 	 -4,9 	 3,6 	 28,5 	  
23:30 13.12.2019 	 1,38 	 1,7 	 7 	 8 	 75 	 985 	 -4,8 	 3,5 	 28,47 	  
23:20 13.12.2019 	 1,5 	 1,84 	 7 	 8 	 75 	 985 	 -4,8 	 3,5 	 28,45 	  
23:10 13.12.2019 	 1,64 	 1,99 	 7 	 8 	 76 	 985 	 -4,7 	 3,5 	 28,49 	  
23:00 13.12.2019 	 1,77 	 2,12 	 7 	 9 	 76 	 985 	 -4,6 	 3,5 	 28,56 	  
22:50 13.12.2019 	 1,91 	 2,28 	 6 	 8 	 78 	 985 	 -5 	 3,4 	 28,45 	  
22:40 13.12.2019 	 2,05 	 2,42 	 5 	 7 	 78 	 985 	 -5 	 3,4 	 28,42 	  
22:30 13.12.2019 	 2,19 	 2,57 	 5 	 7 	 87 	 985 	 -5,6 	 3,4 	 28,38 	  
22:20 13.12.2019 	 2,33 	 2,71 	 6 	 7 	 84 	 985 	 -5,2 	 3,3 	 28,38 	  
22:10 13.12.2019 	 2,47 	 2,86 	 7 	 9 	 74 	 985 	 -5,1 	 3,3 	 28,46 	  
22:00 13.12.2019 	 2,6 	 2,98 	 7 	 9 	 70 	 985 	 -4,9 	 3,2 	 28,57 	  
21:50 13.12.2019 	 2,74 	 3,12 	 7 	 10 	 69 	 985 	 -5 	 3,2 	 28,29 	  
21:40 13.12.2019 	 2,86 	 3,24 	 7 	 9 	 69 	 985 	 -4,9 	 3,1 	 28,22 	  
21:30 13.12.2019 	 2,99 	 3,38 	 8 	 9 	 67 	 985 	 -4,8 	 3,1 	 28,24 	  
21:20 13.12.2019 	 3,11 	 3,5 	 8 	 9 	 67 	 985 	 -4,6 	 3,1 	 28,22 	  
21:10 13.12.2019 	 3,22 	 3,64 	 6 	 9 	 67 	 985 	 -4,9 	 3,1 	 28,23 	  
21:00 13.12.2019 	 3,32 	 3,77 	 7 	 10 	 72 	 985 	 -4,7 	 3,1 	 28,23 	  
20:50 13.12.2019 	 3,42 	 3,87 	 8 	 10 	 62 	 985 	 -4,6 	 3,2 	 28,23 	  
20:40 13.12.2019 	 3,51 	 3,98 	 6 	 9 	 63 	 985 	 -4,6 	 3,2 	 28,27 	  
20:30 13.12.2019 	 3,59 	 4,06 	 7 	 8 	 69 	 985 	 -4,5 	 3,2 	 28,26 	  
20:20 13.12.2019 	 3,66 	 4,13 	 7 	 9 	 79 	 985 	 -4,6 	 3,2 	 28,27 	  
20:10 13.12.2019 	 3,72 	 4,17 	 7 	 8 	 84 	 985 	 -4,5 	 3,2 	 28,27 	  
20:00 13.12.2019 	 3,78 	 4,22 	 7 	 9 	 71 	 985 	 -4,7 	 3,3 	 28,27 	  
19:50 13.12.2019 	 3,82 	 4,24 	 7 	 9 	 70 	 985 	 -4,5 	 3,3 	 28,4 	  
19:40 13.12.2019 	 3,85 	 4,25 	 7 	 10 	 69 	 985 	 -4,3 	 3,3 	 28,4 	  
19:30 13.12.2019 	 3,87 	 4,25 	 8 	 11 	 66 	 985 	 -4,5 	 3,3 	 28,52 	  
19:20 13.12.2019 	 3,88 	 4,23 	 9 	 12 	 67 	 985 	 -4,6 	 3,3 	 28,5 	  
19:10 13.12.2019 	 3,88 	 4,21 	 8 	 12 	 67 	 985 	 -4,2 	 3,4 	 28,43 	  
19:00 13.12.2019 	 3,87 	 4,22 	 9 	 13 	 71 	 985 	 -4,4 	 3,4 	 28,4 	  
18:50 13.12.2019 	 3,85 	 4,2 	 9 	 12 	 69 	 985 	 -4,2 	 3,4 	 28,44 	  
18:40 13.12.2019 	 3,81 	 4,19 	 9 	 12 	 66 	 985 	 -4,5 	 3,5 	 28,39 	  
18:30 13.12.2019 	 3,77 	 4,16 	 9 	 12 	 62 	 985 	 -4,2 	 3,5 	 28,42 	  
18:20 13.12.2019 	 3,71 	 4,12 	 10 	 13 	 64 	 985 	 -4,7 	 3,6 	 28,45 	  
18:10 13.12.2019 	 3,64 	 4,05 	 9 	 12 	 56 	 985 	 -4,7 	 3,6 	 28,47 	  
18:00 13.12.2019 	 3,57 	 3,99 	 9 	 11 	 61 	 985 	 -4 	 3,6 	 28,46 	  
17:50 13.12.2019 	 3,48 	 3,9 	 9 	 12 	 64 	 985 	 -4,2 	 3,6 	 28,48 	  
17:40 13.12.2019 	 3,38 	 3,79 	 9 	 12 	 65 	 985 	 -4,3 	 3,6 	 28,55 	  
17:30 13.12.2019 	 3,28 	 3,67 	 9 	 12 	 72 	 985 	 -4,1 	 3,6 	 28,48 	  
17:20 13.12.2019 	 3,17 	 3,54 	 9 	 11 	 70 	 985 	 -3,7 	 3,6 	 28,5 	  
17:10 13.12.2019 	 3,05 	 3,37 	 9 	 11 	 76 	 985 	 -4 	 3,6 	 28,43 	  
17:00 13.12.2019 	 2,92 	 3,2 	 9 	 11 	 69 	 985 	 -4,3 	 3,6 	 28,44 	  
16:50 13.12.2019 	 2,79 	 3,03 	 10 	 13 	 70 	 984 	 -4,6 	 3,6 	 28,43 	  
16:40 13.12.2019 	 2,66 	 2,87 	 9 	 12 	 61 	 985 	 -4,4 	 3,6 	 28,41 	  
16:30 13.12.2019 	 2,52 	 2,71 	 10 	 12 	 57 	 985 	 -4,4 	 3,6 	 28,41 	  
16:20 13.12.2019 	 2,38 	 2,56 	 10 	 13 	 51 	 984 	 -5,6 	 3,6 	 28,46 	  
16:10 13.12.2019 	 2,24 	 2,4 	 10 	 13 	 55 	 984 	 -4,8 	 3,6 	 30,24 	  
16:00 13.12.2019 	 2,09 	 2,25 	 10 	 12 	 59 	 985 	 -4,2 	 3,6 	 29,42 	  
15:50 13.12.2019 	 1,95 	 2,12 	 10 	 12 	 52 	 984 	 -4,9 	 3,6 	 28,5 	  
15:40 13.12.2019 	 1,81 	 1,98 	 10 	 12 	 55 	 985 	 -4,4 	 3,7 	 28,2 	  
15:30 13.12.2019 	 1,67 	 1,88 	 10 	 13 	 58 	 984 	 -4,6 	 3,8 	 28,24 	  
15:20 13.12.2019 	 1,54 	 1,76 	 10 	 13 	 61 	 985 	 -4,4 	 3,8 	 29,2 	  
15:10 13.12.2019 	 1,41 	 1,67 	 10 	 12 	 56 	 984 	 -4,6 	 3,8 	 28,62 	  
15:00 13.12.2019 	 1,29 	 1,56 	 9 	 12 	 56 	 985 	 -4,4 	 3,7 	 28,29 	  
14:50 13.12.2019 	 1,17 	 1,46 	 10 	 13 	 53 	 985 	 -5,3 	 3,8 	 28,25 	  
14:40 13.12.2019 	 1,07 	 1,36 	 9 	 11 	 59 	 985 	 -4,5 	 3,8 	 28,23 	  
14:30 13.12.2019 	 0,97 	 1,27 	 9 	 11 	 52 	 985 	 -4,6 	 3,8 	 28,18 	  
14:20 13.12.2019 	 0,88 	 1,18 	 8 	 11 	 43 	 985 	 -5,2 	 3,9 	 28,25 	  
14:10 13.12.2019 	 0,81 	 1,1 	 8 	 10 	 57 	 985 	 -4,9 	 3,8 	 28,25 	  
14:00 13.12.2019 	 0,74 	 1,02 	 9 	 11 	 53 	 985 	 -4,8 	 3,7 	 28,33 	  
13:50 13.12.2019 	 0,69 	 0,94 	 9 	 11 	 50 	 985 	 -5,1 	 3,8 	 28,3 	  
13:40 13.12.2019 	 0,65 	 0,88 	 8 	 10 	 50 	 985 	 -5,5 	 3,9 	 28,23 	  
13:30 13.12.2019 	 0,62 	 0,83 	 9 	 11 	 61 	 985 	 -4,8 	 4 	 28,3 	  
13:20 13.12.2019 	 0,61 	 0,8 	 9 	 11 	 63 	 985 	 -4,7 	 4 	 28,27 	  
13:10 13.12.2019 	 0,61 	 0,79 	 8 	 10 	 64 	 985 	 -4,8 	 4 	 28,41 	  
13:00 13.12.2019 	 0,62 	 0,8 	 8 	 10 	 71 	 985 	 -4,3 	 3,9 	 28,28 	  
12:50 13.12.2019 	 0,65 	 0,82 	 8 	 9 	 74 	 985 	 -4,4 	 3,8 	 28,55 	  
12:40 13.12.2019 	 0,69 	 0,87 	 8 	 13 	 70 	 985 	 -4,3 	 3,9 	 28,06 	  
12:30 13.12.2019 	 0,75 	 0,92 	 8 	 10 	 70 	 985 	 -4,3 	 3,8 	 28,15 	  
12:20 13.12.2019 	 0,82 	 1,02 	 6 	 9 	 75 	 985 	 -4,7 	 3,9 	 28,2 	  
12:10 13.12.2019 	 0,89 	 1,09 	 6 	 8 	 78 	 986 	 -5,4 	 3,8 	 28,28 	  
12:00 13.12.2019 	 0,99 	 1,22 	 5 	 7 	 81 	 986 	 -5,1 	 3,8 	 28,28 	  
11:50 13.12.2019 	 1,09 	 1,33 	 5 	 8 	 65 	 986 	 -5,1 	 3,7 	 28,23 	  
11:40 13.12.2019 	 1,2 	 1,46 	 6 	 8 	 66 	 986 	 -5,2 	 3,7 	 28,2 	  
11:30 13.12.2019 	 1,32 	 1,58 	 6 	 8 	 76 	 986 	 -5 	 3,7 	 28,3 	  
11:20 13.12.2019 	 1,44 	 1,72 	 5 	 8 	 109 	 986 	 -5,1 	 3,6 	 28,31 	  
11:10 13.12.2019 	 1,58 	 1,87 	 5 	 10 	 95 	 986 	 -5,6 	 3,6 	 28,44 	  
11:00 13.12.2019 	 1,71 	 2,01 	 5 	 9 	 82 	 986 	 -5,3 	 3,6 	 28,54 	  
10:50 13.12.2019 	 1,86 	 2,17 	 7 	 11 	 76 	 986 	 -6 	 3,6 	 28,45 	  
10:40 13.12.2019 	 2 	 2,32 	 9 	 11 	 61 	 986 	 -5,4 	 3,6 	 28,45 	  
10:30 13.12.2019 	 2,15 	 2,48 	 7 	 10 	 75 	 986 	 -5,4 	 3,6 	 28,46 	  
10:20 13.12.2019 	 2,3 	 2,62 	 4 	 6 	 98 	 986 	 -5,8 	 3,6 	 28,53 	  
10:10 13.12.2019 	 2,45 	 2,8 	 4 	 6 	 97 	 986 	 -6 	 3,5 	 28,48 	  
10:00 13.12.2019 	 2,6 	 2,96 	 5 	 6 	 92 	 986 	 -6 	 3,4 	 28,51 	  
09:50 13.12.2019 	 2,75 	 3,09 	 4 	 5 	 99 	 986 	 -6,2 	 3,5 	 28,48 	  
09:40 13.12.2019 	 2,89 	 3,26 	 4 	 6 	 106 	 986 	 -6,2 	 3,5 	 28,5 	  
09:30 13.12.2019 	 3,03 	 3,42 	 4 	 5 	 87 	 986 	 -6,1 	 3,5 	 28,46 	  
09:20 13.12.2019 	 3,17 	 3,57 	 5 	 7 	 91 	 986 	 -6,2 	 3,4 	 28,51 	  
09:10 13.12.2019 	 3,3 	 3,7 	 6 	 12 	 90 	 986 	 -5,9 	 3,4 	 28,45 	  
09:00 13.12.2019 	 3,42 	 3,86 	 6 	 8 	 91 	 986 	 -5,9 	 3,3 	 28,45 	  
08:50 13.12.2019 	 3,54 	 3,96 	 5 	 7 	 86 	 986 	 -5,7 	 3,4 	 28,51 	  
08:40 13.12.2019 	 3,65 	 4,06 	 5 	 7 	 93 	 986 	 -5,8 	 3,4 	 28,49 	  
08:30 13.12.2019 	 3,75 	 4,17 	 6 	 10 	 85 	 987 	 -5,8 	 3,4 	 28,53 	  
08:20 13.12.2019 	 3,85 	 4,27 	 10 	 13 	 65 	 987 	 -5,3 	 3,3 	 28,52 	  
08:10 13.12.2019 	 3,93 	 4,32 	 10 	 12 	 72 	 986 	 -5,1 	 3,3 	 28,49 	  
08:00 13.12.2019 	 4,01 	 4,4 	 11 	 13 	 75 	 987 	 -5,6 	 3,4 	 28,53 	  
07:50 13.12.2019 	 4,08 	 4,46 	 11 	 14 	 67 	 987 	 -5,4 	 3,4 	 28,54 	  
07:40 13.12.2019 	 4,13 	 4,52 	 10 	 13 	 76 	 987 	 -5,5 	 3,4 	 28,54 	  
07:30 13.12.2019 	 4,18 	 4,57 	 11 	 15 	 73 	 987 	 -5,3 	 3,4 	 28,63 	  
07:20 13.12.2019 	 4,21 	 4,62 	 12 	 15 	 70 	 987 	 -5,5 	 3,4 	 28,56 	  
07:10 13.12.2019 	 4,23 	 4,64 	 13 	 16 	 72 	 987 	 -5,2 	 3,3 	 28,57 	  
07:00 13.12.2019 	 4,24 	 4,67 	 13 	 15 	 62 	 987 	 -5,4 	 3,3 	 28,35 	  
06:50 13.12.2019 	 4,24 	 4,68 	 11 	 14 	 73 	 987 	 -5,3 	 3,3 	 28,55 	  
06:40 13.12.2019 	 4,22 	 4,68 	 11 	 14 	 73 	 987 	 -5,3 	 3,3 	 28,59 	  
06:30 13.12.2019 	 4,2 	 4,67 	 11 	 14 	 66 	 987 	 -4,9 	 3,3 	 28,55 	  
06:20 13.12.2019 	 4,16 	 4,6 	 12 	 15 	 66 	 987 	 -5 	 3,2 	 28,55 	  
06:10 13.12.2019 	 4,11 	 4,55 	 12 	 16 	 62 	 987 	 -4,9 	 3,2 	 28,5 	  
06:00 13.12.2019 	 4,05 	 4,5 	 13 	 16 	 48 	 987 	 -5,1 	 3,3 	 28,51 	  
05:50 13.12.2019 	 3,97 	 4,41 	 14 	 17 	 46 	 987 	 -4,9 	 3,3 	 28,58 	  
05:40 13.12.2019 	 3,89 	 4,33 	 14 	 18 	 45 	 987 	 -4,7 	 3,3 	 28,79 	  
05:30 13.12.2019 	 3,8 	 4,2 	 14 	 18 	 42 	 987 	 -4,8 	 3,3 	 28,67 	  
05:20 13.12.2019 	 3,69 	 4,09 	 15 	 19 	 42 	 987 	 -4,9 	 3,4 	 28,54 	  
05:10 13.12.2019 	 3,58 	 3,96 	 14 	 17 	 50 	 987 	 -5 	 3,3 	 28,49 	  
05:00 13.12.2019 	 3,46 	 3,85 	 13 	 17 	 48 	 987 	 -5 	 3,3 	 28,55 	  
04:50 13.12.2019 	 3,33 	 3,7 	 13 	 18 	 47 	 987 	 -4,7 	 3,5 	 28,55 	  
04:40 13.12.2019 	 3,19 	 3,55 	 11 	 16 	 48 	 987 	 -4,8 	 3,6 	 28,31 	  
04:30 13.12.2019 	 3,05 	 3,38 	 13 	 17 	 46 	 987 	 -4,6 	 3,7 	 28,43 	  
04:20 13.12.2019 	 2,9 	 3,21 	 12 	 17 	 48 	 987 	 -4,6 	 3,7 	 28,74 	  
04:10 13.12.2019 	 2,75 	 3,04 	 13 	 17 	 52 	 987 	 -4,7 	 3,7 	 28,55 	  
04:00 13.12.2019 	 2,6 	 2,87 	 13 	 18 	 50 	 987 	 -4,6 	 3,7 	 28,6 	  
03:50 13.12.2019 	 2,45 	 2,69 	 13 	 17 	 51 	 988 	 -4,6 	 3,6 	 28,69 	  
03:40 13.12.2019 	 2,29 	 2,49 	 12 	 15 	 56 	 988 	 -4,6 	 3,7 	 28,66 	  
03:30 13.12.2019 	 2,13 	 2,32 	 11 	 14 	 62 	 988 	 -4,6 	 3,7 	 28,79 	  
03:20 13.12.2019 	 1,98 	 2,14 	 11 	 13 	 81 	 988 	 -4,5 	 3,7 	 28,77 	  
03:10 13.12.2019 	 1,83 	 1,99 	 10 	 13 	 87 	 988 	 -4,6 	 3,8 	 28,59 	  
03:00 13.12.2019 	 1,68 	 1,82 	 10 	 13 	 88 	 988 	 -4,7 	 3,8 	 28,57 	  
02:50 13.12.2019 	 1,54 	 1,69 	 11 	 14 	 74 	 988 	 -4,6 	 3,8 	 28,54 	  
02:40 13.12.2019 	 1,41 	 1,57 	 10 	 13 	 72 	 988 	 -4,8 	 3,7 	 28,55 	  
02:30 13.12.2019 	 1,28 	 1,47 	 10 	 14 	 68 	 988 	 -4,7 	 3,8 	 28,78 	  
02:20 13.12.2019 	 1,16 	 1,37 	 11 	 16 	 69 	 989 	 -4,3 	 3,8 	 28,57 	  
02:10 13.12.2019 	 1,05 	 1,27 	 12 	 16 	 67 	 989 	 -4,5 	 3,8 	 28,31 	  
02:00 13.12.2019 	 0,95 	 1,22 	 12 	 15 	 64 	 988 	 -4,7 	 3,8 	 28,6 	  
01:50 13.12.2019 	 0,86 	 1,1 	 12 	 16 	 64 	 988 	 -4,6 	 3,8 	 28,59 	  
01:40 13.12.2019 	 0,78 	 1,06 	 13 	 15 	 68 	 989 	 -4,7 	 3,8 	 28,63 	  
01:30 13.12.2019 	 0,71 	 0,95 	 13 	 15 	 72 	 989 	 -4,5 	 3,9 	 28,66 	  
01:20 13.12.2019 	 0,66 	 0,9 	 12 	 15 	 65 	 989 	 -4,3 	 3,8 	 28,56 	  
01:10 13.12.2019 	 0,62 	 0,81 	 12 	 16 	 59 	 989 	 -4,4 	 3,8 	 28,61 	  
01:00 13.12.2019 	 0,6 	 0,74 	 13 	 16 	 53 	 988 	 -4,7 	 3,8 	 28,67 	  
00:50 13.12.2019 	 0,59 	 0,71 	 13 	 16 	 58 	 988 	 -4,4 	 3,8 	 28,59 	  
00:40 13.12.2019 	 0,59 	 0,68 	 14 	 18 	 48 	 988 	 -4,3 	 3,9 	 28,45 	  
00:30 13.12.2019 	 0,61 	 0,69 	 11 	 17 	 46 	 988 	 -4,2 	 4 	 28,45 	  
00:20 13.12.2019 	 0,64 	 0,7 	 12 	 16 	 44 	 988 	 -3,7 	 4 	 28,47 	  
00:10 13.12.2019 	 0,68 	 0,77 	 11 	 16 	 47 	 988 	 -3,9 	 3,9 	 28,54 	  
00:00 13.12.2019 	 0,74 	 0,85 	 9 	 14 	 62 	 989 	 -3,6 	 3,8 	 28,47 	  
23:50 12.12.2019 	 0,8 	 0,94 	 10 	 14 	 78 	 989 	 -3,3 	 3,9 	 28,4 	  
23:40 12.12.2019 	 0,88 	 1,05 	 10 	 13 	 83 	 988 	 -3,2 	 3,8 	 28,62 	  
23:30 12.12.2019 	 0,97 	 1,17 	 11 	 15 	 74 	 988 	 -3,3 	 3,8 	 28,41 	  
23:20 12.12.2019 	 1,07 	 1,31 	 11 	 16 	 74 	 988 	 -3,5 	 3,8 	 28,37 	  
23:10 12.12.2019 	 1,18 	 1,44 	 11 	 16 	 72 	 988 	 -3,3 	 3,9 	 28,3 	  
23:00 12.12.2019 	 1,29 	 1,58 	 10 	 14 	 68 	 988 	 -3,5 	 3,7 	 28,44 	  
22:50 12.12.2019 	 1,41 	 1,72 	 12 	 15 	 52 	 988 	 -3,4 	 3,8 	 28,18 	  
22:40 12.12.2019 	 1,54 	 1,85 	 11 	 14 	 56 	 988 	 -3,4 	 3,8 	 28,27 	  
22:30 12.12.2019 	 1,67 	 1,98 	 10 	 12 	 63 	 988 	 -2,8 	 3,8 	 28,19 	  
22:20 12.12.2019 	 1,81 	 2,11 	 11 	 14 	 60 	 988 	 -2,9 	 3,7 	 28,34 	  
22:10 12.12.2019 	 1,94 	 2,24 	 11 	 15 	 59 	 988 	 -2,8 	 3,8 	 28,47 	  
22:00 12.12.2019 	 2,08 	 2,39 	 10 	 14 	 57 	 988 	 -2,7 	 3,7 	 28,21 	  
21:50 12.12.2019 	 2,22 	 2,52 	 12 	 14 	 57 	 988 	 -2,6 	 3,8 	 28,3 	  
21:40 12.12.2019 	 2,35 	 2,67 	 12 	 16 	 50 	 988 	 -2,4 	 3,7 	 28,46 	  
21:30 12.12.2019 	 2,49 	 2,82 	 12 	 14 	 53 	 987 	 -2,7 	 3,6 	 28,3 	  
21:20 12.12.2019 	 2,62 	 2,96 	 12 	 15 	 54 	 987 	 -2,5 	 3,6 	 28,21 	  
21:10 12.12.2019 	 2,75 	 3,12 	 11 	 13 	 63 	 987 	 -2,1 	 3,6 	 28,33 	  
21:00 12.12.2019 	 2,88 	 3,25 	 12 	 15 	 58 	 987 	 -2,1 	 3,6 	 28,29 	  
20:50 12.12.2019 	 3 	 3,43 	 13 	 16 	 55 	 987 	 -2,4 	 3,6 	 28,31 	  
20:40 12.12.2019 	 3,11 	 3,54 	 14 	 18 	 52 	 987 	 -2,4 	 3,6 	 28,43 	  
20:30 12.12.2019 	 3,22 	 3,66 	 14 	 18 	 50 	 987 	 -2,4 	 3,6 	 28,34 	  
20:20 12.12.2019 	 3,33 	 3,79 	 14 	 17 	 49 	 987 	 -2,6 	 3,7 	 28,3 	  
20:10 12.12.2019 	 3,42 	 3,88 	 13 	 16 	 49 	 987 	 -2,6 	 3,6 	 28,32 	  
20:00 12.12.2019 	 3,51 	 3,94 	 12 	 16 	 52 	 987 	 -2,5 	 3,5 	 28,26 	  
19:50 12.12.2019 	 3,59 	 4,02 	 12 	 16 	 59 	 987 	 -2,2 	 3,4 	 28,16 	  
19:40 12.12.2019 	 3,66 	 4,03 	 11 	 14 	 64 	 987 	 -2,2 	 3,4 	 28,02 	  
19:30 12.12.2019 	 3,71 	 4,07 	 9 	 13 	 62 	 987 	 -2,1 	 3,4 	 27,77 	  
19:20 12.12.2019 	 3,77 	 4,11 	 10 	 14 	 60 	 987 	 -2,3 	 3,4 	 27,83 	  
19:10 12.12.2019 	 3,8 	 4,14 	 11 	 14 	 51 	 987 	 -2,3 	 3,6 	 29,92 	  
19:00 12.12.2019 	 3,83 	 4,17 	 12 	 15 	 46 	 986 	 -2,8 	 3,6 	 29,95 	  
18:50 12.12.2019 	 3,85 	 4,17 	 13 	 17 	 46 	 986 	 -2,5 	 3,6 	 29,95 	  
18:40 12.12.2019 	 3,86 	 4,19 	 12 	 16 	 38 	 986 	 -2,5 	 3,7 	 29,99 	  
18:30 12.12.2019 	 3,86 	 4,17 	 12 	 17 	 37 	 986 	 -2,5 	 3,8 	 30,05 	  
18:20 12.12.2019 	 3,84 	 4,18 	 13 	 19 	 41 	 986 	 -2,4 	 3,8 	 30,1 	  
18:10 12.12.2019 	 3,82 	 4,16 	 13 	 18 	 42 	 986 	 -2,2 	 3,8 	 30,08 	  
18:00 12.12.2019 	 3,78 	 4,1 	 13 	 16 	 41 	 986 	 -2,1 	 3,9 	 30,1 	  
17:50 12.12.2019 	 3,74 	 4,06 	 13 	 17 	 42 	 986 	 -2 	 3,9 	 30,15 	  
17:40 12.12.2019 	 3,68 	 3,98 	 11 	 16 	 40 	 986 	 -1,9 	 3,8 	 30,14 	  
17:30 12.12.2019 	 3,61 	 3,94 	 9 	 14 	 37 	 986 	 -1,8 	 3,8 	 30,15 	  
17:20 12.12.2019 	 3,53 	 3,84 	 10 	 15 	 40 	 986 	 -1,9 	 3,8 	 30,13 	  
17:10 12.12.2019 	 3,45 	 3,77 	 9 	 13 	 41 	 986 	 -1,7 	 3,8 	 30,14 	  
17:00 12.12.2019 	 3,35 	 3,65 	 10 	 15 	 45 	 986 	 -1,8 	 3,9 	 29,92 	  
16:50 12.12.2019 	 3,25 	 3,56 	 10 	 14 	 46 	 985 	 -1,8 	 3,9 	 28,26 	  
16:40 12.12.2019 	 3,14 	 3,44 	 9 	 15 	 41 	 985 	 -1,8 	 3,9 	 28,59 	  
16:30 12.12.2019 	 3,02 	 3,35 	 10 	 15 	 41 	 985 	 -1,8 	 3,9 	 28,3 	  
