 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (°)	Loftthrystingur (hpa)	Lofthiti (°C)	
19:40 17.01.2019 	 0,67 	 0,81 	 1 	 2 	 246 	 1009 	 -2,1 	  
19:30 17.01.2019 	 0,63 	 0,78 	 1 	 2 	 229 	 1009 	 -2,1 	  
19:20 17.01.2019 	 0,6 	 0,77 	 0 	 1 	 328 	 1010 	 -2,3 	  
19:10 17.01.2019 	 0,57 	 0,76 	 0 	 1 	 296 	 1010 	 -2,4 	  
19:00 17.01.2019 	 0,54 	 0,72 	 1 	 2 	 269 	 1010 	 -2,4 	  
18:50 17.01.2019 	 0,52 	 0,68 	 1 	 1 	 237 	 1010 	 -2,2 	  
18:40 17.01.2019 	 0,5 	 0,63 	 1 	 1 	 242 	 1010 	 -2,5 	  
18:30 17.01.2019 	 0,48 	 0,59 	 1 	 2 	 260 	 1010 	 -2,4 	  
18:20 17.01.2019 	 0,46 	 0,59 	 1 	 2 	 247 	 1010 	 -2,4 	  
18:10 17.01.2019 	 0,45 	 0,6 	 1 	 2 	 251 	 1010 	 -2,4 	  
18:00 17.01.2019 	 0,44 	 0,59 	 1 	 2 	 254 	 1010 	 -2,4 	  
17:50 17.01.2019 	 0,44 	 0,57 	 1 	 2 	 256 	 1010 	 -2,4 	  
17:40 17.01.2019 	 0,44 	 0,55 	 1 	 2 	 262 	 1010 	 -2,5 	  
17:30 17.01.2019 	 0,44 	 0,53 	 1 	 2 	 257 	 1010 	 -2,3 	  
17:20 17.01.2019 	 0,44 	 0,53 	 2 	 3 	 237 	 1010 	 -2,4 	  
17:10 17.01.2019 	 0,45 	 0,55 	 1 	 2 	 235 	 1010 	 -2,4 	  
17:00 17.01.2019 	 0,46 	 0,56 	 2 	 2 	 263 	 1010 	 -2,4 	  
16:50 17.01.2019 	 0,48 	 0,57 	 1 	 2 	 263 	 1010 	 -2,5 	  
16:40 17.01.2019 	 0,5 	 0,57 	 2 	 3 	 264 	 1010 	 -2,7 	  
16:30 17.01.2019 	 0,52 	 0,59 	 3 	 3 	 265 	 1010 	 -2,7 	  
16:20 17.01.2019 	 0,54 	 0,59 	 2 	 3 	 262 	 1010 	 -2,9 	  
16:10 17.01.2019 	 0,56 	 0,61 	 3 	 3 	 261 	 1010 	 -2,7 	  
16:00 17.01.2019 	 0,59 	 0,63 	 2 	 3 	 260 	 1010 	 -2,8 	  
15:50 17.01.2019 	 0,62 	 0,65 	 3 	 3 	 242 	 1010 	 -2,4 	  
15:40 17.01.2019 	 0,65 	 0,66 	 3 	 3 	 247 	 1010 	 -2,4 	  
15:30 17.01.2019 	 0,68 	 0,67 	 2 	 3 	 259 	 1010 	 -2,6 	  
15:20 17.01.2019 	 0,71 	 0,69 	 3 	 3 	 266 	 1010 	 -2,7 	  
15:10 17.01.2019 	 0,74 	 0,71 	 3 	 3 	 267 	 1010 	 -2,8 	  
15:00 17.01.2019 	 0,78 	 0,79 	 2 	 3 	 261 	 1010 	 -2,7 	  
14:50 17.01.2019 	 0,82 	 0,83 	 2 	 2 	 259 	 1010 	 -2,6 	  
14:40 17.01.2019 	 0,85 	 0,84 	 2 	 2 	 263 	 1011 	 -2,8 	  
14:30 17.01.2019 	 0,88 	 0,84 	 2 	 2 	 255 	 1011 	 -2,6 	  
14:20 17.01.2019 	 0,92 	 0,87 	 2 	 2 	 258 	 1011 	 -2,7 	  
14:10 17.01.2019 	 0,95 	 0,92 	 2 	 2 	 263 	 1011 	 -2,7 	  
14:00 17.01.2019 	 0,98 	 0,97 	 2 	 2 	 260 	 1011 	 -2,7 	  
13:50 17.01.2019 	 1,02 	 1,03 	 2 	 2 	 263 	 1011 	 -2,8 	  
13:40 17.01.2019 	 1,05 	 1,05 	 1 	 2 	 258 	 1011 	 -2,9 	  
13:30 17.01.2019 	 1,08 	 1,03 	 1 	 2 	 260 	 1011 	 -2,9 	  
13:20 17.01.2019 	 1,11 	 1,07 	 1 	 2 	 269 	 1011 	 -2,9 	  
13:10 17.01.2019 	 1,13 	 1,09 	 2 	 2 	 256 	 1011 	 -2,9 	  
13:00 17.01.2019 	 1,16 	 1,14 	 2 	 2 	 259 	 1011 	 -3 	  
12:50 17.01.2019 	 1,18 	 1,16 	 1 	 2 	 247 	 1011 	 -3 	  
12:40 17.01.2019 	 1,2 	 1,18 	 2 	 2 	 251 	 1011 	 -3 	  
12:30 17.01.2019 	 1,22 	 1,19 	 2 	 3 	 274 	 1011 	 -3,2 	  
12:20 17.01.2019 	 1,24 	 1,2 	 2 	 3 	 262 	 1012 	 -3,1 	  
12:10 17.01.2019 	 1,25 	 1,18 	 2 	 3 	 263 	 1012 	 -2,9 	  
12:00 17.01.2019 	 1,26 	 1,19 	 2 	 3 	 246 	 1012 	 -2,9 	  
11:50 17.01.2019 	 1,27 	 1,22 	 2 	 2 	 240 	 1012 	 -2,9 	  
11:40 17.01.2019 	 1,28 	 1,25 	 2 	 2 	 255 	 1012 	 -3 	  
11:30 17.01.2019 	 1,28 	 1,27 	 2 	 2 	 260 	 1012 	 -3,1 	  
11:20 17.01.2019 	 1,28 	 1,28 	 2 	 2 	 263 	 1012 	 -3,2 	  
11:10 17.01.2019 	 1,28 	 1,26 	 2 	 2 	 266 	 1012 	 -3,2 	  
11:00 17.01.2019 	 1,28 	 1,24 	 2 	 2 	 268 	 1012 	 -3,2 	  
10:50 17.01.2019 	 1,27 	 1,21 	 2 	 3 	 260 	 1012 	 -3,2 	  
10:40 17.01.2019 	 1,26 	 1,2 	 2 	 2 	 246 	 1013 	 -2,9 	  
10:30 17.01.2019 	 1,25 	 1,21 	 2 	 2 	 261 	 1013 	 -3,2 	  
10:20 17.01.2019 	 1,24 	 1,19 	 2 	 2 	 265 	 1013 	 -3,4 	  
10:10 17.01.2019 	 1,22 	 1,19 	 2 	 2 	 274 	 1013 	 -3,5 	  
10:00 17.01.2019 	 1,2 	 1,16 	 2 	 2 	 265 	 1013 	 -3,5 	  
09:50 17.01.2019 	 1,17 	 1,12 	 2 	 3 	 266 	 1013 	 -3,6 	  
09:40 17.01.2019 	 1,15 	 1,15 	 2 	 2 	 257 	 1013 	 -3,5 	  
09:30 17.01.2019 	 1,12 	 1,11 	 2 	 2 	 269 	 1013 	 -3,6 	  
09:20 17.01.2019 	 1,1 	 1,09 	 2 	 2 	 272 	 1013 	 -3,5 	  
09:10 17.01.2019 	 1,07 	 1,02 	 2 	 3 	 270 	 1013 	 -3,6 	  
09:00 17.01.2019 	 1,04 	 0,98 	 2 	 3 	 262 	 1014 	 -3,7 	  
08:50 17.01.2019 	 1 	 0,96 	 2 	 3 	 254 	 1014 	 -3,5 	  
08:40 17.01.2019 	 0,97 	 0,95 	 2 	 3 	 270 	 1014 	 -3,7 	  
08:30 17.01.2019 	 0,94 	 0,97 	 3 	 3 	 267 	 1014 	 -3,8 	  
08:20 17.01.2019 	 0,91 	 0,93 	 3 	 3 	 261 	 1014 	 -3,7 	  
08:10 17.01.2019 	 0,88 	 0,87 	 2 	 3 	 253 	 1014 	 -3,5 	  
08:00 17.01.2019 	 0,84 	 0,82 	 2 	 2 	 249 	 1014 	 -3,4 	  
07:50 17.01.2019 	 0,81 	 0,76 	 2 	 3 	 267 	 1014 	 -3,3 	  
07:40 17.01.2019 	 0,78 	 0,76 	 2 	 3 	 268 	 1014 	 -3,4 	  
07:30 17.01.2019 	 0,75 	 0,74 	 2 	 4 	 239 	 1014 	 -2,9 	  
07:20 17.01.2019 	 0,72 	 0,72 	 3 	 4 	 232 	 1014 	 -2,7 	  
07:10 17.01.2019 	 0,7 	 0,67 	 3 	 3 	 221 	 1014 	 -2,4 	  
07:00 17.01.2019 	 0,67 	 0,62 	 2 	 3 	 247 	 1014 	 -2,8 	  
06:50 17.01.2019 	 0,64 	 0,6 	 2 	 3 	 259 	 1014 	 -3 	  
06:40 17.01.2019 	 0,62 	 0,61 	 2 	 3 	 230 	 1014 	 -2,6 	  
06:30 17.01.2019 	 0,6 	 0,58 	 1 	 2 	 252 	 1014 	 -2,9 	  
06:20 17.01.2019 	 0,58 	 0,56 	 2 	 2 	 269 	 1014 	 -3,3 	  
06:10 17.01.2019 	 0,57 	 0,5 	 2 	 2 	 245 	 1014 	 -2,8 	  
06:00 17.01.2019 	 0,56 	 0,47 	 2 	 2 	 239 	 1014 	 -2,9 	  
05:50 17.01.2019 	 0,55 	 0,46 	 2 	 3 	 268 	 1014 	 -3,2 	  
05:40 17.01.2019 	 0,54 	 0,49 	 3 	 3 	 262 	 1014 	 -3,1 	  
05:30 17.01.2019 	 0,54 	 0,53 	 2 	 3 	 255 	 1015 	 -2,8 	  
05:20 17.01.2019 	 0,53 	 0,5 	 1 	 2 	 265 	 1015 	 -3 	  
05:10 17.01.2019 	 0,53 	 0,47 	 2 	 3 	 266 	 1015 	 -3,2 	  
05:00 17.01.2019 	 0,54 	 0,47 	 3 	 4 	 236 	 1015 	 -2,9 	  
04:50 17.01.2019 	 0,54 	 0,46 	 2 	 3 	 231 	 1015 	 -3,1 	  
04:40 17.01.2019 	 0,55 	 0,49 	 2 	 3 	 265 	 1015 	 -3,6 	  
04:30 17.01.2019 	 0,56 	 0,49 	 3 	 3 	 264 	 1015 	 -4 	  
04:20 17.01.2019 	 0,58 	 0,5 	 2 	 3 	 241 	 1015 	 -4,1 	  
04:10 17.01.2019 	 0,59 	 0,53 	 2 	 3 	 229 	 1015 	 -3,4 	  
04:00 17.01.2019 	 0,61 	 0,54 	 1 	 2 	 268 	 1015 	 -4,4 	  
03:50 17.01.2019 	 0,63 	 0,59 	 2 	 3 	 265 	 1015 	 -4,5 	  
03:40 17.01.2019 	 0,66 	 0,56 	 2 	 3 	 239 	 1015 	 -3,4 	  
03:30 17.01.2019 	 0,68 	 0,56 	 2 	 2 	 251 	 1015 	 -3,6 	  
03:20 17.01.2019 	 0,71 	 0,61 	 2 	 3 	 257 	 1015 	 -3,5 	  
03:10 17.01.2019 	 0,74 	 0,64 	 3 	 3 	 280 	 1015 	 -3,7 	  
03:00 17.01.2019 	 0,76 	 0,71 	 3 	 4 	 275 	 1015 	 -3,9 	  
02:50 17.01.2019 	 0,8 	 0,72 	 2 	 3 	 259 	 1016 	 -3,6 	  
02:40 17.01.2019 	 0,82 	 0,71 	 3 	 4 	 265 	 1016 	 -3,4 	  
02:30 17.01.2019 	 0,86 	 0,74 	 3 	 3 	 263 	 1016 	 -3,4 	  
02:20 17.01.2019 	 0,89 	 0,74 	 3 	 4 	 262 	 1016 	 -3 	  
02:10 17.01.2019 	 0,92 	 0,8 	 4 	 5 	 243 	 1016 	 -2,4 	  
02:00 17.01.2019 	 0,95 	 0,85 	 4 	 6 	 236 	 1016 	 -1,8 	  
01:50 17.01.2019 	 0,98 	 0,88 	 4 	 6 	 252 	 1016 	 -1,9 	  
01:40 17.01.2019 	 1,01 	 0,91 	 5 	 7 	 260 	 1016 	 -2,4 	  
01:30 17.01.2019 	 1,04 	 0,93 	 5 	 7 	 266 	 1016 	 -2,3 	  
01:20 17.01.2019 	 1,07 	 0,95 	 5 	 7 	 264 	 1016 	 -2,1 	  
01:10 17.01.2019 	 1,1 	 1 	 6 	 7 	 264 	 1016 	 -2 	  
01:00 17.01.2019 	 1,13 	 1,05 	 5 	 7 	 264 	 1016 	 -2,1 	  
00:50 17.01.2019 	 1,16 	 1,07 	 6 	 7 	 265 	 1016 	 -2,1 	  
00:40 17.01.2019 	 1,18 	 1,1 	 5 	 7 	 260 	 1016 	 -1,7 	  
00:30 17.01.2019 	 1,2 	 1,14 	 5 	 7 	 258 	 1016 	 -1,7 	  
00:20 17.01.2019 	 1,22 	 1,16 	 6 	 7 	 261 	 1016 	 -2,1 	  
00:10 17.01.2019 	 1,24 	 1,17 	 6 	 7 	 268 	 1016 	 -2,2 	  
00:00 17.01.2019 	 1,26 	 1,22 	 6 	 8 	 265 	 1016 	 -2,1 	  
23:50 16.01.2019 	 1,28 	 1,24 	 6 	 8 	 270 	 1016 	 -2,4 	  
23:40 16.01.2019 	 1,29 	 1,23 	 6 	 7 	 261 	 1016 	 -2,3 	  
23:30 16.01.2019 	 1,3 	 1,25 	 5 	 8 	 271 	 1016 	 -2,2 	  
23:20 16.01.2019 	 1,31 	 1,26 	 5 	 7 	 269 	 1016 	 -2,3 	  
23:10 16.01.2019 	 1,32 	 1,24 	 6 	 8 	 260 	 1016 	 -1,8 	  
23:00 16.01.2019 	 1,32 	 1,26 	 7 	 10 	 256 	 1016 	 -1,1 	  
22:50 16.01.2019 	 1,32 	 1,27 	 7 	 10 	 249 	 1016 	 -1 	  
22:40 16.01.2019 	 1,32 	 1,28 	 7 	 10 	 250 	 1016 	 -1,2 	  
22:30 16.01.2019 	 1,31 	 1,28 	 6 	 9 	 255 	 1016 	 -0,8 	  
22:20 16.01.2019 	 1,3 	 1,25 	 7 	 10 	 250 	 1016 	 -1,2 	  
22:10 16.01.2019 	 1,29 	 1,29 	 8 	 11 	 256 	 1016 	 -0,9 	  
22:00 16.01.2019 	 1,28 	 1,29 	 7 	 10 	 249 	 1016 	 -0,7 	  
21:50 16.01.2019 	 1,26 	 1,27 	 8 	 12 	 246 	 1016 	 -0,7 	  
21:40 16.01.2019 	 1,24 	 1,26 	 8 	 12 	 251 	 1016 	 -0,8 	  
21:30 16.01.2019 	 1,22 	 1,26 	 8 	 11 	 251 	 1015 	 -0,6 	  
21:20 16.01.2019 	 1,2 	 1,27 	 7 	 11 	 255 	 1015 	 -0,7 	  
21:10 16.01.2019 	 1,18 	 1,23 	 8 	 13 	 251 	 1015 	 -1 	  
21:00 16.01.2019 	 1,15 	 1,19 	 8 	 12 	 241 	 1015 	 -0,8 	  
20:50 16.01.2019 	 1,12 	 1,16 	 8 	 11 	 246 	 1015 	 -1 	  
20:40 16.01.2019 	 1,09 	 1,14 	 7 	 12 	 238 	 1015 	 -0,7 	  
20:30 16.01.2019 	 1,06 	 1,16 	 7 	 11 	 227 	 1015 	 -1 	  
20:20 16.01.2019 	 1,03 	 1,14 	 8 	 10 	 250 	 1015 	 -0,9 	  
20:10 16.01.2019 	 1 	 1,09 	 8 	 12 	 253 	 1015 	 -1 	  
20:00 16.01.2019 	 0,96 	 1,02 	 8 	 11 	 243 	 1015 	 -0,9 	  
19:50 16.01.2019 	 0,93 	 0,94 	 7 	 12 	 249 	 1015 	 -0,9 	  
19:40 16.01.2019 	 0,9 	 0,95 	 7 	 11 	 247 	 1015 	 -0,8 	  
19:30 16.01.2019 	 0,86 	 0,94 	 7 	 11 	 230 	 1015 	 -0,9 	  
19:20 16.01.2019 	 0,83 	 0,91 	 2 	 7 	 190 	 1015 	 -0,6 	  
19:10 16.01.2019 	 0,8 	 0,9 	 1 	 4 	 292 	 1015 	 -2,2 	  
19:00 16.01.2019 	 0,77 	 0,86 	 6 	 9 	 251 	 1015 	 -0,8 	  
18:50 16.01.2019 	 0,74 	 0,82 	 7 	 11 	 247 	 1015 	 -0,6 	  
18:40 16.01.2019 	 0,71 	 0,79 	 7 	 10 	 250 	 1015 	 -0,5 	  
18:30 16.01.2019 	 0,68 	 0,74 	 8 	 12 	 247 	 1015 	 -0,4 	  
18:20 16.01.2019 	 0,66 	 0,73 	 8 	 10 	 253 	 1015 	 -0,5 	  
18:10 16.01.2019 	 0,63 	 0,72 	 7 	 9 	 252 	 1015 	 -0,4 	  
18:00 16.01.2019 	 0,61 	 0,71 	 7 	 10 	 248 	 1015 	 -0,5 	  
17:50 16.01.2019 	 0,59 	 0,68 	 7 	 11 	 255 	 1015 	 -0,6 	  
17:40 16.01.2019 	 0,57 	 0,63 	 7 	 10 	 248 	 1014 	 0,1 	  
17:30 16.01.2019 	 0,56 	 0,61 	 8 	 12 	 251 	 1014 	 -0,1 	  
17:20 16.01.2019 	 0,54 	 0,59 	 8 	 11 	 252 	 1014 	 0 	  
17:10 16.01.2019 	 0,53 	 0,59 	 8 	 13 	 261 	 1014 	 0,1 	  
17:00 16.01.2019 	 0,52 	 0,59 	 9 	 14 	 257 	 1014 	 -0,1 	  
16:50 16.01.2019 	 0,52 	 0,58 	 4 	 8 	 246 	 1014 	 -0,1 	  
16:40 16.01.2019 	 0,52 	 0,57 	 5 	 9 	 274 	 1013 	 0,1 	  
16:30 16.01.2019 	 0,52 	 0,58 	 4 	 9 	 283 	 1013 	 0,1 	  
16:20 16.01.2019 	 0,52 	 0,58 	 6 	 10 	 253 	 1013 	 0 	  
16:10 16.01.2019 	 0,52 	 0,59 	 3 	 8 	 155 	 1013 	 0,2 	  
16:00 16.01.2019 	 0,53 	 0,61 	 2 	 7 	 305 	 1013 	 0,4 	  
15:50 16.01.2019 	 0,54 	 0,63 	 2 	 6 	 273 	 1012 	 0,5 	  
15:40 16.01.2019 	 0,56 	 0,64 	 2 	 6 	 323 	 1012 	 0,5 	  
15:30 16.01.2019 	 0,57 	 0,64 	 4 	 10 	 303 	 1012 	 0,5 	  
15:20 16.01.2019 	 0,59 	 0,65 	 6 	 11 	 325 	 1012 	 0,7 	  
15:10 16.01.2019 	 0,6 	 0,65 	 8 	 13 	 324 	 1012 	 0,5 	  
15:00 16.01.2019 	 0,63 	 0,66 	 6 	 10 	 320 	 1012 	 0,4 	  
14:50 16.01.2019 	 0,65 	 0,7 	 6 	 10 	 318 	 1012 	 0,7 	  
14:40 16.01.2019 	 0,67 	 0,75 	 6 	 11 	 327 	 1012 	 0,9 	  
14:30 16.01.2019 	 0,7 	 0,78 	 4 	 11 	 320 	 1011 	 0,7 	  
14:20 16.01.2019 	 0,72 	 0,8 	 5 	 10 	 0 	 1011 	 0,7 	  
14:10 16.01.2019 	 0,75 	 0,8 	 7 	 12 	 330 	 1011 	 0,5 	  
14:00 16.01.2019 	 0,78 	 0,82 	 6 	 13 	 325 	 1011 	 0,4 	  
13:50 16.01.2019 	 0,81 	 0,84 	 6 	 11 	 331 	 1011 	 0,5 	  
13:40 16.01.2019 	 0,84 	 0,88 	 4 	 10 	 323 	 1011 	 0,7 	  
13:30 16.01.2019 	 0,86 	 0,93 	 2 	 4 	 283 	 1011 	 0,1 	  
13:20 16.01.2019 	 0,9 	 0,96 	 5 	 9 	 308 	 1011 	 0,2 	  
13:10 16.01.2019 	 0,92 	 1 	 5 	 8 	 311 	 1010 	 0,9 	  
13:00 16.01.2019 	 0,95 	 1,05 	 5 	 9 	 300 	 1010 	 0,6 	  
12:50 16.01.2019 	 0,98 	 1,07 	 3 	 6 	 302 	 1010 	 0,6 	  
12:40 16.01.2019 	 1 	 1,11 	 2 	 6 	 325 	 1010 	 0,5 	  
12:30 16.01.2019 	 1,03 	 1,14 	 4 	 9 	 294 	 1010 	 0,8 	  
12:20 16.01.2019 	 1,06 	 1,18 	 4 	 7 	 308 	 1010 	 0,5 	  
12:10 16.01.2019 	 1,08 	 1,22 	 5 	 9 	 309 	 1009 	 0,8 	  
12:00 16.01.2019 	 1,1 	 1,25 	 6 	 12 	 324 	 1009 	 0,9 	  
11:50 16.01.2019 	 1,12 	 1,28 	 5 	 9 	 321 	 1009 	 0,6 	  
11:40 16.01.2019 	 1,14 	 1,28 	 5 	 11 	 332 	 1009 	 0,7 	  
11:30 16.01.2019 	 1,16 	 1,29 	 4 	 8 	 290 	 1009 	 0,5 	  
11:20 16.01.2019 	 1,18 	 1,29 	 6 	 10 	 325 	 1009 	 0,7 	  
11:10 16.01.2019 	 1,19 	 1,33 	 6 	 9 	 320 	 1008 	 0,5 	  
11:00 16.01.2019 	 1,2 	 1,35 	 6 	 10 	 315 	 1008 	 0,8 	  
10:50 16.01.2019 	 1,21 	 1,38 	 7 	 10 	 318 	 1008 	 0,8 	  
10:40 16.01.2019 	 1,22 	 1,38 	 7 	 13 	 321 	 1008 	 0,6 	  
10:30 16.01.2019 	 1,22 	 1,38 	 5 	 12 	 323 	 1007 	 0,8 	  
10:20 16.01.2019 	 1,23 	 1,41 	 8 	 13 	 318 	 1007 	 0,7 	  
10:10 16.01.2019 	 1,23 	 1,39 	 5 	 12 	 311 	 1007 	 0,5 	  
10:00 16.01.2019 	 1,22 	 1,43 	 5 	 8 	 307 	 1007 	 0,3 	  
09:50 16.01.2019 	 1,22 	 1,42 	 6 	 12 	 321 	 1007 	 0,2 	  
09:40 16.01.2019 	 1,22 	 1,4 	 5 	 9 	 0 	 1006 	 0,3 	  
09:30 16.01.2019 	 1,21 	 1,4 	 5 	 11 	 0 	 1006 	 0,4 	  
09:20 16.01.2019 	 1,2 	 1,37 	 6 	 15 	 323 	 1006 	 0,2 	  
09:10 16.01.2019 	 1,18 	 1,41 	 5 	 11 	 304 	 1006 	 0,4 	  
09:00 16.01.2019 	 1,17 	 1,4 	 6 	 11 	 309 	 1006 	 -0,1 	  
08:50 16.01.2019 	 1,15 	 1,41 	 8 	 14 	 322 	 1006 	 0,4 	  
08:40 16.01.2019 	 1,13 	 1,38 	 7 	 14 	 327 	 1005 	 0,2 	  
08:30 16.01.2019 	 1,11 	 1,34 	 6 	 13 	 0 	 1005 	 0,1 	  
08:20 16.01.2019 	 1,09 	 1,32 	 5 	 10 	 352 	 1005 	 0,3 	  
08:10 16.01.2019 	 1,07 	 1,31 	 6 	 12 	 0 	 1005 	 0,5 	  
08:00 16.01.2019 	 1,04 	 1,3 	 5 	 12 	 310 	 1004 	 0,6 	  
07:50 16.01.2019 	 1,02 	 1,29 	 5 	 11 	 303 	 1004 	 0,8 	  
07:40 16.01.2019 	 0,99 	 1,26 	 7 	 12 	 319 	 1004 	 0,7 	  
07:30 16.01.2019 	 0,97 	 1,25 	 7 	 14 	 319 	 1004 	 0,7 	  
07:20 16.01.2019 	 0,94 	 1,26 	 4 	 10 	 323 	 1004 	 0,6 	  
07:10 16.01.2019 	 0,92 	 1,23 	 2 	 8 	 247 	 1004 	 0,2 	  
07:00 16.01.2019 	 0,89 	 1,18 	 3 	 11 	 298 	 1003 	 0,6 	  
06:50 16.01.2019 	 0,86 	 1,17 	 3 	 7 	 257 	 1003 	 0,3 	  
06:40 16.01.2019 	 0,84 	 1,12 	 4 	 9 	 239 	 1003 	 0 	  
06:30 16.01.2019 	 0,81 	 1,1 	 5 	 7 	 256 	 1003 	 -0,6 	  
06:20 16.01.2019 	 0,79 	 1,09 	 4 	 7 	 231 	 1003 	 -0,2 	  
06:10 16.01.2019 	 0,76 	 1,07 	 3 	 6 	 267 	 1003 	 0,1 	  
06:00 16.01.2019 	 0,74 	 1,04 	 2 	 4 	 252 	 1003 	 -0 	  
05:50 16.01.2019 	 0,72 	 0,97 	 3 	 7 	 261 	 1002 	 -0,2 	  
05:40 16.01.2019 	 0,7 	 0,94 	 2 	 7 	 262 	 1002 	 -0,6 	  
05:30 16.01.2019 	 0,68 	 0,93 	 3 	 7 	 5 	 1002 	 -0,2 	  
05:20 16.01.2019 	 0,66 	 0,92 	 4 	 8 	 6 	 1002 	 -0,1 	  
05:10 16.01.2019 	 0,65 	 0,93 	 5 	 11 	 5 	 1002 	 0,1 	  
05:00 16.01.2019 	 0,64 	 0,91 	 6 	 11 	 341 	 1002 	 -0,5 	  
04:50 16.01.2019 	 0,62 	 0,88 	 7 	 17 	 343 	 1002 	 -0,5 	  
04:40 16.01.2019 	 0,62 	 0,88 	 8 	 13 	 315 	 1001 	 -0,1 	  
04:30 16.01.2019 	 0,61 	 0,88 	 9 	 16 	 319 	 1001 	 -0,3 	  
04:20 16.01.2019 	 0,6 	 0,85 	 4 	 11 	 301 	 1001 	 -0,2 	  
04:10 16.01.2019 	 0,6 	 0,82 	 4 	 9 	 261 	 1001 	 -0,7 	  
04:00 16.01.2019 	 0,6 	 0,82 	 4 	 9 	 265 	 1001 	 -1,2 	  
03:50 16.01.2019 	 0,6 	 0,81 	 6 	 10 	 268 	 1001 	 -1,1 	  
03:40 16.01.2019 	 0,61 	 0,84 	 8 	 16 	 247 	 1001 	 -1,4 	  
03:30 16.01.2019 	 0,61 	 0,91 	 9 	 15 	 248 	 1001 	 -1,3 	  
03:20 16.01.2019 	 0,62 	 0,91 	 8 	 13 	 248 	 1001 	 -1,4 	  
03:10 16.01.2019 	 0,63 	 0,92 	 7 	 13 	 250 	 1001 	 -1,8 	  
03:00 16.01.2019 	 0,64 	 0,85 	 10 	 15 	 260 	 1001 	 -2,1 	  
02:50 16.01.2019 	 0,66 	 0,85 	 9 	 14 	 264 	 1001 	 -2,5 	  
02:40 16.01.2019 	 0,68 	 0,9 	 10 	 16 	 271 	 1001 	 -2,4 	  
02:30 16.01.2019 	 0,69 	 0,95 	 7 	 12 	 282 	 1001 	 -2,7 	  
02:20 16.01.2019 	 0,71 	 0,98 	 4 	 10 	 285 	 1001 	 -2,3 	  
02:10 16.01.2019 	 0,74 	 0,99 	 4 	 7 	 282 	 1001 	 -2,5 	  
02:00 16.01.2019 	 0,76 	 0,98 	 5 	 9 	 0 	 1001 	 -2,3 	  
01:50 16.01.2019 	 0,78 	 0,97 	 6 	 11 	 325 	 1001 	 -2 	  
01:40 16.01.2019 	 0,8 	 0,98 	 6 	 12 	 311 	 1001 	 -1,9 	  
01:30 16.01.2019 	 0,83 	 1,05 	 5 	 15 	 321 	 1001 	 -2,3 	  
01:20 16.01.2019 	 0,85 	 1,07 	 8 	 14 	 339 	 1001 	 -1,8 	  
01:10 16.01.2019 	 0,88 	 1,09 	 7 	 12 	 320 	 1001 	 -2,1 	  
01:00 16.01.2019 	 0,91 	 1,13 	 10 	 15 	 326 	 1001 	 -2,3 	  
00:50 16.01.2019 	 0,93 	 1,17 	 11 	 16 	 327 	 1000 	 -2,5 	  
00:40 16.01.2019 	 0,96 	 1,21 	 9 	 15 	 335 	 1000 	 -2,7 	  
00:30 16.01.2019 	 0,98 	 1,23 	 6 	 12 	 353 	 1000 	 -2,6 	  
00:20 16.01.2019 	 1,01 	 1,24 	 4 	 11 	 351 	 1000 	 -2,7 	  
00:10 16.01.2019 	 1,04 	 1,27 	 3 	 9 	 34 	 1000 	 -2,8 	  
00:00 16.01.2019 	 1,06 	 1,32 	 3 	 6 	 155 	 1001 	 -2,8 	  
23:50 15.01.2019 	 1,08 	 1,34 	 5 	 13 	 346 	 1001 	 -3,1 	  
23:40 15.01.2019 	 1,11 	 1,38 	 4 	 9 	 44 	 1000 	 -3 	  
23:30 15.01.2019 	 1,13 	 1,38 	 3 	 7 	 0 	 1000 	 -3,1 	  
23:20 15.01.2019 	 1,15 	 1,39 	 4 	 9 	 210 	 1000 	 -3 	  
23:10 15.01.2019 	 1,17 	 1,39 	 4 	 9 	 0 	 1001 	 -3 	  
23:00 15.01.2019 	 1,18 	 1,41 	 2 	 6 	 168 	 1000 	 -2,7 	  
22:50 15.01.2019 	 1,2 	 1,45 	 2 	 6 	 175 	 1000 	 -3,1 	  
22:40 15.01.2019 	 1,21 	 1,47 	 4 	 10 	 0 	 1000 	 -3,4 	  
22:30 15.01.2019 	 1,22 	 1,49 	 6 	 10 	 312 	 1000 	 -3,3 	  
22:20 15.01.2019 	 1,23 	 1,47 	 6 	 12 	 347 	 1000 	 -3,3 	  
22:10 15.01.2019 	 1,24 	 1,49 	 7 	 15 	 0 	 1000 	 -3,2 	  
22:00 15.01.2019 	 1,24 	 1,51 	 7 	 12 	 0 	 1000 	 -3,1 	  
21:50 15.01.2019 	 1,24 	 1,51 	 6 	 13 	 337 	 1000 	 -3 	  
21:40 15.01.2019 	 1,24 	 1,53 	 4 	 9 	 301 	 1000 	 -2,6 	  
21:30 15.01.2019 	 1,24 	 1,52 	 3 	 6 	 213 	 999 	 -2,3 	  
21:20 15.01.2019 	 1,24 	 1,46 	 2 	 6 	 188 	 999 	 -2,3 	  
21:10 15.01.2019 	 1,23 	 1,48 	 2 	 6 	 200 	 999 	 -2,1 	  
