 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	Selta (PSU)	
23:20 07.01.2019 	 1,73 	 -3,76 	 0 	 1 	 325 	 1027 	 3,5 	 -15 	 15,01 	  
23:10 07.01.2019 	 1,86 	 -3,76 	 1 	 2 	 273 	 1027 	 3,5 	 -15 	 15,01 	  
23:00 07.01.2019 	 1,98 	 2,05 	 3 	 5 	 252 	 1027 	 4,3 	 -13,4 	 15,35 	  
22:50 07.01.2019 	 2,11 	 2,07 	 4 	 6 	 256 	 1027 	 4,4 	 -13,3 	 15,45 	  
22:40 07.01.2019 	 2,24 	 2,3 	 4 	 5 	 258 	 1027 	 4,3 	 -13,2 	 15,49 	  
22:30 07.01.2019 	 2,36 	 2,47 	 4 	 5 	 254 	 1027 	 4,2 	 -12,8 	 15,57 	  
22:20 07.01.2019 	 2,49 	 2,58 	 3 	 4 	 253 	 1027 	 3,9 	 -12,9 	 15,5 	  
22:10 07.01.2019 	 2,61 	 2,75 	 3 	 4 	 251 	 1027 	 3,6 	 -12,1 	 15,53 	  
22:00 07.01.2019 	 2,73 	 2,9 	 3 	 4 	 252 	 1027 	 3,9 	 -11,8 	 15,5 	  
21:50 07.01.2019 	 2,85 	 3,12 	 4 	 5 	 251 	 1027 	 3,9 	 -11,1 	 15,55 	  
21:40 07.01.2019 	 2,96 	 -3,75 	 4 	 5 	 251 	 1027 	 3,8 	 -15 	 15 	  
21:30 07.01.2019 	 3,07 	 -3,75 	 3 	 5 	 248 	 1026 	 4 	 -15 	 15 	  
21:20 07.01.2019 	 3,17 	 -3,75 	 3 	 4 	 244 	 1026 	 3,4 	 -15 	 15 	  
21:10 07.01.2019 	 3,26 	 -3,75 	 1 	 3 	 261 	 1026 	 3,2 	 -15 	 15 	  
21:00 07.01.2019 	 3,35 	 -3,75 	 2 	 3 	 271 	 1026 	 3,3 	 -15 	 15 	  
20:50 07.01.2019 	 3,43 	 -3,75 	 3 	 4 	 248 	 1026 	 3,4 	 -15 	 15 	  
20:40 07.01.2019 	 3,5 	 -3,75 	 3 	 4 	 244 	 1026 	 3,5 	 -15 	 15 	  
20:30 07.01.2019 	 3,56 	 -3,75 	 3 	 4 	 242 	 1026 	 3,9 	 -15 	 15 	  
20:20 07.01.2019 	 3,61 	 -3,75 	 3 	 5 	 248 	 1026 	 3,8 	 -15 	 15 	  
20:10 07.01.2019 	 3,66 	 -3,75 	 3 	 4 	 239 	 1026 	 3,5 	 -15 	 15 	  
20:00 07.01.2019 	 3,7 	 -3,75 	 2 	 4 	 239 	 1026 	 3,6 	 -15 	 15 	  
19:50 07.01.2019 	 3,72 	 -3,75 	 2 	 4 	 246 	 1026 	 3,5 	 -15 	 15 	  
19:40 07.01.2019 	 3,74 	 -3,75 	 2 	 4 	 248 	 1026 	 3,5 	 -15 	 15 	  
19:30 07.01.2019 	 3,74 	 -3,75 	 3 	 5 	 253 	 1026 	 3,5 	 -15 	 15 	  
19:20 07.01.2019 	 3,74 	 -3,75 	 3 	 5 	 244 	 1026 	 3,5 	 -15 	 15 	  
19:10 07.01.2019 	 3,73 	 -3,75 	 4 	 6 	 248 	 1026 	 3,4 	 -15 	 15 	  
19:00 07.01.2019 	 3,7 	 -3,75 	 5 	 6 	 251 	 1026 	 3,5 	 -15 	 15 	  
18:50 07.01.2019 	 3,67 	 -3,75 	 5 	 7 	 249 	 1025 	 3,8 	 -15 	 15 	  
18:40 07.01.2019 	 3,62 	 -3,75 	 4 	 6 	 249 	 1026 	 3,4 	 -15 	 15,01 	  
18:30 07.01.2019 	 3,57 	 -3,75 	 4 	 6 	 248 	 1025 	 3,8 	 -15 	 15 	  
18:20 07.01.2019 	 3,5 	 -3,75 	 4 	 5 	 249 	 1025 	 3,8 	 -15 	 15,01 	  
18:10 07.01.2019 	 3,43 	 -3,75 	 3 	 5 	 244 	 1025 	 3,5 	 -15 	 15,01 	  
18:00 07.01.2019 	 3,35 	 -3,75 	 4 	 6 	 245 	 1025 	 3,7 	 -15 	 15,01 	  
17:50 07.01.2019 	 3,26 	 -3,75 	 4 	 6 	 239 	 1025 	 3,9 	 -15 	 15,01 	  
17:40 07.01.2019 	 3,16 	 -3,75 	 4 	 5 	 238 	 1025 	 3,6 	 -15 	 15,01 	  
17:30 07.01.2019 	 3,06 	 -3,75 	 4 	 5 	 234 	 1025 	 3,6 	 -15 	 15,01 	  
17:20 07.01.2019 	 2,95 	 -3,75 	 4 	 6 	 241 	 1024 	 3,4 	 -15 	 15,01 	  
17:10 07.01.2019 	 2,83 	 -3,75 	 5 	 7 	 250 	 1024 	 3,5 	 -15 	 15,01 	  
17:00 07.01.2019 	 2,71 	 -3,75 	 6 	 8 	 250 	 1024 	 3,6 	 -15 	 15,01 	  
16:50 07.01.2019 	 2,59 	 -3,75 	 6 	 10 	 250 	 1024 	 3,8 	 -15 	 15,01 	  
16:40 07.01.2019 	 2,46 	 -3,75 	 5 	 8 	 250 	 1024 	 3,7 	 -15 	 15,01 	  
16:30 07.01.2019 	 2,33 	 -3,75 	 5 	 6 	 250 	 1024 	 3,7 	 -15 	 15,01 	  
16:20 07.01.2019 	 2,2 	 -3,75 	 4 	 7 	 248 	 1024 	 3,5 	 -15 	 15,01 	  
16:10 07.01.2019 	 2,07 	 -3,75 	 5 	 6 	 245 	 1023 	 3,7 	 -15 	 15,01 	  
16:00 07.01.2019 	 1,95 	 -3,75 	 4 	 5 	 242 	 1023 	 3,4 	 -15 	 15,01 	  
15:50 07.01.2019 	 1,82 	 -3,75 	 3 	 5 	 234 	 1023 	 3,3 	 -15 	 15,01 	  
15:40 07.01.2019 	 1,7 	 0,59 	 4 	 7 	 246 	 1023 	 3,3 	 -13,8 	 15,21 	  
15:30 07.01.2019 	 1,58 	 1,46 	 5 	 8 	 252 	 1023 	 3,5 	 -14 	 15,18 	  
15:20 07.01.2019 	 1,46 	 1,37 	 5 	 7 	 246 	 1023 	 3,3 	 -13,9 	 15,2 	  
15:10 07.01.2019 	 1,36 	 1,28 	 5 	 8 	 252 	 1022 	 3,2 	 -13,8 	 15,22 	  
15:00 07.01.2019 	 1,26 	 1,2 	 5 	 8 	 258 	 1022 	 3,3 	 -13,7 	 15,23 	  
14:50 07.01.2019 	 1,16 	 1,12 	 4 	 7 	 256 	 1022 	 3,2 	 -13,6 	 15,25 	  
14:40 07.01.2019 	 1,08 	 1,05 	 5 	 8 	 260 	 1022 	 3,3 	 -13,4 	 15,27 	  
14:30 07.01.2019 	 1 	 0,97 	 5 	 9 	 252 	 1022 	 3,5 	 -13,4 	 15,28 	  
14:20 07.01.2019 	 0,94 	 0,94 	 4 	 5 	 243 	 1022 	 3,2 	 -12,6 	 15,4 	  
14:10 07.01.2019 	 0,88 	 0,84 	 3 	 5 	 237 	 1022 	 3,3 	 -13,3 	 15,31 	  
14:00 07.01.2019 	 0,84 	 0,8 	 3 	 5 	 231 	 1022 	 3,1 	 -12,9 	 15,37 	  
13:50 07.01.2019 	 0,81 	 0,74 	 3 	 5 	 217 	 1022 	 2,7 	 -13,1 	 15,32 	  
13:40 07.01.2019 	 0,79 	 0,69 	 3 	 5 	 244 	 1022 	 2,4 	 -13,1 	 15,32 	  
13:30 07.01.2019 	 0,79 	 0,68 	 3 	 5 	 252 	 1022 	 2,2 	 -13 	 15,35 	  
13:20 07.01.2019 	 0,79 	 0,71 	 4 	 6 	 260 	 1021 	 2,3 	 -12,9 	 15,35 	  
13:10 07.01.2019 	 0,81 	 0,71 	 4 	 8 	 270 	 1021 	 2,8 	 -12,8 	 15,36 	  
13:00 07.01.2019 	 0,84 	 0,76 	 4 	 8 	 272 	 1021 	 2,4 	 -12,8 	 15,36 	  
12:50 07.01.2019 	 0,89 	 0,85 	 3 	 6 	 280 	 1021 	 3,2 	 -12,3 	 15,42 	  
12:40 07.01.2019 	 0,94 	 0,94 	 5 	 8 	 269 	 1021 	 2,9 	 -12,7 	 15,37 	  
12:30 07.01.2019 	 1,01 	 1,04 	 6 	 9 	 268 	 1021 	 2,7 	 -12,6 	 15,39 	  
12:20 07.01.2019 	 1,09 	 1,12 	 6 	 10 	 266 	 1021 	 3 	 -12,3 	 15,41 	  
12:10 07.01.2019 	 1,18 	 1,31 	 5 	 9 	 265 	 1021 	 2,9 	 -12,3 	 15,4 	  
12:00 07.01.2019 	 1,28 	 1,51 	 4 	 7 	 258 	 1021 	 3,1 	 -11,6 	 15,49 	  
11:50 07.01.2019 	 1,39 	 1,66 	 4 	 6 	 253 	 1020 	 3 	 -11,5 	 15,5 	  
11:40 07.01.2019 	 1,5 	 -3,75 	 4 	 5 	 251 	 1020 	 2,8 	 -15 	 15 	  
11:30 07.01.2019 	 1,62 	 -3,75 	 2 	 5 	 260 	 1020 	 2,2 	 -15 	 15 	  
11:20 07.01.2019 	 1,75 	 -3,75 	 2 	 4 	 268 	 1020 	 2,3 	 -15 	 15 	  
11:10 07.01.2019 	 1,88 	 -3,75 	 2 	 5 	 267 	 1019 	 1,9 	 -15 	 15 	  
11:00 07.01.2019 	 2,02 	 -3,75 	 4 	 5 	 253 	 1019 	 1,9 	 -15 	 15 	  
10:50 07.01.2019 	 2,16 	 -3,75 	 3 	 5 	 253 	 1019 	 1,7 	 -15 	 15 	  
10:40 07.01.2019 	 2,3 	 -3,75 	 2 	 4 	 240 	 1019 	 1,5 	 -15 	 15 	  
10:30 07.01.2019 	 2,44 	 -3,75 	 2 	 3 	 238 	 1019 	 1,4 	 -15 	 15 	  
10:20 07.01.2019 	 2,57 	 -3,75 	 2 	 3 	 234 	 1018 	 1,3 	 -15 	 15 	  
10:10 07.01.2019 	 2,71 	 -3,75 	 1 	 4 	 286 	 1018 	 1,5 	 -15 	 15 	  
10:00 07.01.2019 	 2,85 	 -3,75 	 2 	 4 	 260 	 1018 	 1,3 	 -15 	 15 	  
09:50 07.01.2019 	 2,98 	 -3,75 	 3 	 5 	 246 	 1018 	 1,3 	 -15 	 15 	  
09:40 07.01.2019 	 3,1 	 -3,75 	 4 	 8 	 290 	 1018 	 1,2 	 -15 	 15 	  
09:30 07.01.2019 	 3,23 	 -3,75 	 6 	 9 	 316 	 1018 	 1,4 	 -15 	 15 	  
09:20 07.01.2019 	 3,34 	 -3,75 	 8 	 15 	 311 	 1018 	 1,6 	 -15 	 15 	  
09:10 07.01.2019 	 3,45 	 -3,75 	 7 	 13 	 299 	 1017 	 2,6 	 -15 	 15 	  
09:00 07.01.2019 	 3,55 	 -3,75 	 5 	 11 	 292 	 1017 	 3,6 	 -15 	 15 	  
08:50 07.01.2019 	 3,65 	 -3,75 	 5 	 9 	 290 	 1016 	 3,8 	 -15 	 15 	  
08:40 07.01.2019 	 3,73 	 -3,75 	 4 	 9 	 289 	 1016 	 3,6 	 -15 	 15 	  
08:30 07.01.2019 	 3,81 	 -3,75 	 4 	 9 	 300 	 1016 	 3,3 	 -15 	 15 	  
08:20 07.01.2019 	 3,88 	 -3,75 	 6 	 10 	 316 	 1015 	 1,9 	 -15 	 15 	  
08:10 07.01.2019 	 3,94 	 -3,75 	 8 	 11 	 311 	 1015 	 2,2 	 -15 	 15 	  
08:00 07.01.2019 	 3,99 	 -3,75 	 8 	 11 	 312 	 1015 	 2,3 	 -15 	 15 	  
07:50 07.01.2019 	 4,03 	 -3,75 	 8 	 10 	 312 	 1014 	 2,3 	 -15 	 15 	  
07:40 07.01.2019 	 4,06 	 -3,75 	 7 	 10 	 313 	 1014 	 2,4 	 -15 	 15 	  
07:30 07.01.2019 	 4,08 	 -3,75 	 7 	 9 	 313 	 1014 	 2,4 	 -15 	 15 	  
07:20 07.01.2019 	 4,09 	 -3,75 	 6 	 8 	 315 	 1014 	 2 	 -15 	 15 	  
07:10 07.01.2019 	 4,09 	 -3,75 	 3 	 6 	 307 	 1013 	 2,1 	 -15 	 15 	  
07:00 07.01.2019 	 4,08 	 -3,75 	 3 	 7 	 294 	 1013 	 1,9 	 -15 	 15 	  
06:50 07.01.2019 	 4,06 	 -3,75 	 6 	 8 	 310 	 1013 	 2,1 	 -15 	 15 	  
06:40 07.01.2019 	 4,02 	 -3,75 	 5 	 8 	 316 	 1013 	 1,9 	 -15 	 15 	  
06:30 07.01.2019 	 3,98 	 -3,75 	 5 	 8 	 316 	 1013 	 1,9 	 -15 	 15 	  
06:20 07.01.2019 	 3,93 	 -3,75 	 6 	 8 	 314 	 1012 	 1,8 	 -15 	 15 	  
06:10 07.01.2019 	 3,87 	 -3,75 	 7 	 10 	 312 	 1012 	 2,1 	 -15 	 15 	  
06:00 07.01.2019 	 3,79 	 -3,75 	 7 	 11 	 311 	 1011 	 2,2 	 -15 	 15 	  
05:50 07.01.2019 	 3,71 	 -3,75 	 8 	 10 	 309 	 1011 	 1,9 	 -15 	 15 	  
05:40 07.01.2019 	 3,62 	 -3,75 	 9 	 11 	 308 	 1011 	 2,1 	 -15 	 15 	  
05:30 07.01.2019 	 3,52 	 -3,75 	 9 	 13 	 309 	 1010 	 2,1 	 -15 	 15 	  
05:20 07.01.2019 	 3,42 	 -3,75 	 10 	 15 	 310 	 1010 	 2,4 	 -15 	 15 	  
05:10 07.01.2019 	 3,3 	 -3,75 	 10 	 14 	 311 	 1009 	 2,3 	 -15 	 15 	  
05:00 07.01.2019 	 3,19 	 -3,75 	 10 	 14 	 313 	 1009 	 2,3 	 -15 	 15 	  
04:50 07.01.2019 	 3,06 	 -3,75 	 9 	 13 	 316 	 1009 	 2,4 	 -15 	 15 	  
04:40 07.01.2019 	 2,93 	 -3,75 	 9 	 15 	 315 	 1008 	 2,3 	 -15 	 15 	  
04:30 07.01.2019 	 2,8 	 -3,75 	 4 	 8 	 246 	 1008 	 3,3 	 -15 	 15 	  
04:20 07.01.2019 	 2,67 	 -3,75 	 4 	 5 	 241 	 1008 	 3,2 	 -15 	 15 	  
04:10 07.01.2019 	 2,53 	 -3,75 	 2 	 4 	 250 	 1008 	 3,2 	 -15 	 15 	  
04:00 07.01.2019 	 2,39 	 -3,75 	 3 	 4 	 242 	 1007 	 3,2 	 -15 	 15 	  
03:50 07.01.2019 	 2,25 	 -3,75 	 3 	 4 	 238 	 1007 	 3,2 	 -15 	 15 	  
03:40 07.01.2019 	 2,12 	 -3,75 	 3 	 4 	 245 	 1007 	 3,2 	 -15 	 15 	  
03:30 07.01.2019 	 1,98 	 -3,75 	 3 	 4 	 247 	 1007 	 3,3 	 -15 	 15 	  
03:20 07.01.2019 	 1,85 	 -3,75 	 3 	 4 	 245 	 1007 	 3,3 	 -15 	 15 	  
03:10 07.01.2019 	 1,72 	 -3,75 	 3 	 4 	 234 	 1007 	 3,3 	 -15 	 15 	  
03:00 07.01.2019 	 1,6 	 -3,75 	 2 	 3 	 227 	 1007 	 3,4 	 -15 	 15 	  
02:50 07.01.2019 	 1,48 	 -3,75 	 1 	 2 	 160 	 1007 	 3,4 	 -15 	 15 	  
02:40 07.01.2019 	 1,37 	 -3,75 	 2 	 2 	 115 	 1006 	 3,5 	 -15 	 15 	  
02:30 07.01.2019 	 1,27 	 -3,75 	 2 	 3 	 129 	 1006 	 3,4 	 -15 	 15 	  
02:20 07.01.2019 	 1,17 	 -3,75 	 3 	 3 	 121 	 1006 	 3,3 	 -15 	 15 	  
02:10 07.01.2019 	 1,09 	 -3,75 	 3 	 3 	 120 	 1006 	 3,3 	 -15 	 15 	  
02:00 07.01.2019 	 1,01 	 -3,75 	 2 	 3 	 113 	 1006 	 3,3 	 -15 	 15 	  
01:50 07.01.2019 	 0,95 	 -3,75 	 3 	 3 	 116 	 1006 	 3,4 	 -15 	 15 	  
01:40 07.01.2019 	 0,89 	 -3,75 	 3 	 4 	 117 	 1006 	 3,4 	 -15 	 15 	  
01:30 07.01.2019 	 0,85 	 -3,75 	 4 	 4 	 117 	 1006 	 3,4 	 -15 	 15 	  
01:20 07.01.2019 	 0,82 	 -3,75 	 4 	 5 	 115 	 1006 	 3,5 	 -15 	 15 	  
01:10 07.01.2019 	 0,8 	 -3,75 	 3 	 5 	 102 	 1006 	 3,5 	 -15 	 15 	  
01:00 07.01.2019 	 0,79 	 -3,75 	 4 	 5 	 101 	 1006 	 3,5 	 -15 	 15 	  
00:50 07.01.2019 	 0,8 	 -3,75 	 4 	 6 	 92 	 1006 	 3,5 	 -15 	 15 	  
00:40 07.01.2019 	 0,81 	 -3,75 	 5 	 7 	 96 	 1006 	 3,6 	 -15 	 15 	  
00:30 07.01.2019 	 0,84 	 -3,75 	 5 	 7 	 97 	 1006 	 3,6 	 -15 	 15 	  
00:20 07.01.2019 	 0,88 	 -3,75 	 6 	 6 	 96 	 1006 	 3,5 	 -15 	 15 	  
00:10 07.01.2019 	 0,94 	 -3,75 	 6 	 7 	 95 	 1006 	 3,5 	 -15 	 15 	  
00:00 07.01.2019 	 1 	 -3,75 	 6 	 7 	 91 	 1006 	 3,5 	 -15 	 15 	  
23:50 06.01.2019 	 1,07 	 -3,75 	 6 	 7 	 95 	 1006 	 3,5 	 -15 	 15 	  
23:40 06.01.2019 	 1,16 	 -3,75 	 7 	 8 	 97 	 1006 	 3,5 	 -15 	 15 	  
23:30 06.01.2019 	 1,25 	 -3,75 	 7 	 8 	 96 	 1006 	 3,5 	 -15 	 15 	  
23:20 06.01.2019 	 1,35 	 -3,75 	 7 	 8 	 96 	 1006 	 3,5 	 -15 	 15 	  
23:10 06.01.2019 	 1,45 	 -3,75 	 8 	 9 	 90 	 1006 	 3,5 	 -15 	 15 	  
23:00 06.01.2019 	 1,57 	 -3,75 	 7 	 8 	 92 	 1006 	 3,5 	 -15 	 15 	  
22:50 06.01.2019 	 1,68 	 -3,75 	 7 	 8 	 98 	 1007 	 3,6 	 -15 	 15 	  
22:40 06.01.2019 	 1,8 	 -3,75 	 7 	 8 	 95 	 1007 	 3,6 	 -15 	 15 	  
22:30 06.01.2019 	 1,93 	 -3,75 	 7 	 8 	 95 	 1007 	 3,6 	 -15 	 15,01 	  
22:20 06.01.2019 	 2,05 	 2,2 	 7 	 9 	 95 	 1007 	 3,7 	 -12,7 	 15,34 	  
22:10 06.01.2019 	 2,18 	 -3,75 	 8 	 9 	 93 	 1007 	 3,7 	 -15 	 15 	  
22:00 06.01.2019 	 2,3 	 -3,75 	 8 	 10 	 94 	 1007 	 3,8 	 -15 	 15,01 	  
21:50 06.01.2019 	 2,43 	 -3,76 	 8 	 9 	 89 	 1008 	 3,8 	 -15 	 15,01 	  
21:40 06.01.2019 	 2,55 	 2,94 	 7 	 9 	 80 	 1008 	 4,1 	 -11,7 	 15,44 	  
21:30 06.01.2019 	 2,67 	 -3,75 	 6 	 8 	 100 	 1008 	 4,3 	 -15 	 15 	  
21:20 06.01.2019 	 2,79 	 -3,75 	 5 	 7 	 124 	 1008 	 5,2 	 -15 	 15 	  
21:10 06.01.2019 	 2,9 	 -3,75 	 7 	 9 	 136 	 1008 	 5,6 	 -15 	 15 	  
21:00 06.01.2019 	 3,01 	 -3,75 	 6 	 8 	 146 	 1009 	 5,7 	 -15 	 15 	  
20:50 06.01.2019 	 3,11 	 -3,75 	 6 	 9 	 121 	 1009 	 4,7 	 -15 	 15 	  
20:40 06.01.2019 	 3,21 	 -3,75 	 7 	 10 	 134 	 1009 	 5,4 	 -15 	 15 	  
20:30 06.01.2019 	 3,3 	 -3,75 	 6 	 9 	 141 	 1009 	 6 	 -15 	 15 	  
20:20 06.01.2019 	 3,38 	 -3,75 	 8 	 9 	 135 	 1009 	 6,1 	 -15 	 15 	  
20:10 06.01.2019 	 3,45 	 -3,75 	 6 	 8 	 140 	 1009 	 5,9 	 -15 	 15 	  
20:00 06.01.2019 	 3,52 	 -3,75 	 6 	 8 	 143 	 1010 	 5,6 	 -15 	 15 	  
19:50 06.01.2019 	 3,58 	 -3,75 	 6 	 9 	 138 	 1010 	 6 	 -15 	 15 	  
19:40 06.01.2019 	 3,63 	 -3,75 	 7 	 8 	 134 	 1010 	 5,4 	 -15 	 15 	  
19:30 06.01.2019 	 3,67 	 -3,75 	 7 	 9 	 135 	 1010 	 4,8 	 -15 	 15,01 	  
19:20 06.01.2019 	 3,7 	 -3,76 	 7 	 10 	 137 	 1011 	 5,5 	 -15 	 15,01 	  
19:10 06.01.2019 	 3,72 	 3,87 	 7 	 9 	 142 	 1011 	 5,8 	 -13,9 	 15,19 	  
19:00 06.01.2019 	 3,73 	 3,29 	 6 	 9 	 143 	 1011 	 6,1 	 -13,6 	 15,22 	  
18:50 06.01.2019 	 3,73 	 -3,75 	 6 	 10 	 145 	 1011 	 6,3 	 -15 	 15 	  
18:40 06.01.2019 	 3,72 	 -3,75 	 7 	 12 	 155 	 1011 	 5,7 	 -15 	 15 	  
18:30 06.01.2019 	 3,7 	 -3,75 	 9 	 14 	 159 	 1012 	 6,6 	 -15 	 15,01 	  
18:20 06.01.2019 	 3,67 	 -3,76 	 7 	 13 	 141 	 1012 	 6,2 	 -15 	 15,01 	  
18:10 06.01.2019 	 3,63 	 3,83 	 8 	 14 	 157 	 1012 	 6,1 	 -13,5 	 15,24 	  
18:00 06.01.2019 	 3,58 	 2,17 	 10 	 16 	 168 	 1013 	 6,6 	 -13,6 	 15,22 	  
17:50 06.01.2019 	 3,52 	 -2,27 	 7 	 10 	 156 	 1013 	 6,3 	 -14,8 	 15,05 	  
17:40 06.01.2019 	 3,45 	 -3,76 	 8 	 12 	 163 	 1013 	 6,4 	 -15 	 15,01 	  
17:30 06.01.2019 	 3,38 	 -3,76 	 9 	 12 	 164 	 1013 	 6,6 	 -15 	 15,01 	  
17:20 06.01.2019 	 3,29 	 -3,76 	 9 	 13 	 167 	 1013 	 6,5 	 -15 	 15,01 	  
17:10 06.01.2019 	 3,2 	 3,46 	 7 	 10 	 168 	 1013 	 6,1 	 -11,8 	 15,43 	  
17:00 06.01.2019 	 3,1 	 -3,75 	 7 	 9 	 169 	 1014 	 6,1 	 -15 	 15 	  
16:50 06.01.2019 	 2,99 	 -3,75 	 6 	 10 	 175 	 1014 	 5,9 	 -15 	 15 	  
16:40 06.01.2019 	 2,88 	 -3,75 	 5 	 12 	 171 	 1014 	 5,9 	 -15 	 15 	  
16:30 06.01.2019 	 2,77 	 -3,75 	 4 	 7 	 154 	 1014 	 5,8 	 -15 	 15 	  
16:20 06.01.2019 	 2,65 	 -3,75 	 6 	 9 	 157 	 1015 	 6,3 	 -15 	 15 	  
16:10 06.01.2019 	 2,52 	 -3,75 	 8 	 11 	 166 	 1015 	 6,3 	 -15 	 15 	  
16:00 06.01.2019 	 2,39 	 -3,75 	 9 	 13 	 178 	 1015 	 6,2 	 -15 	 15 	  
15:50 06.01.2019 	 2,27 	 -3,75 	 10 	 15 	 184 	 1015 	 5,8 	 -15 	 15 	  
15:40 06.01.2019 	 2,14 	 -3,75 	 10 	 14 	 183 	 1015 	 6 	 -15 	 15,01 	  
15:30 06.01.2019 	 2,01 	 -3,75 	 10 	 15 	 184 	 1015 	 5,4 	 -15 	 15,01 	  
15:20 06.01.2019 	 1,88 	 -3,58 	 8 	 15 	 177 	 1016 	 5,5 	 -15 	 15,03 	  
15:10 06.01.2019 	 1,76 	 1,85 	 8 	 12 	 171 	 1016 	 6,1 	 -11,8 	 15,43 	  
15:00 06.01.2019 	 1,64 	 1,75 	 9 	 14 	 176 	 1016 	 6,2 	 -11,5 	 15,47 	  
14:50 06.01.2019 	 1,53 	 -3,75 	 10 	 15 	 175 	 1016 	 6,2 	 -15 	 15 	  
14:40 06.01.2019 	 1,42 	 -3,75 	 12 	 16 	 177 	 1016 	 6 	 -15 	 15 	  
14:30 06.01.2019 	 1,31 	 -3,75 	 10 	 17 	 187 	 1017 	 5,8 	 -15 	 15 	  
14:20 06.01.2019 	 1,22 	 -3,75 	 9 	 16 	 189 	 1016 	 5,7 	 -15 	 15 	  
14:10 06.01.2019 	 1,13 	 -3,75 	 11 	 18 	 186 	 1017 	 5,4 	 -15 	 15 	  
14:00 06.01.2019 	 1,05 	 -3,75 	 8 	 14 	 193 	 1017 	 5,3 	 -15 	 15 	  
13:50 06.01.2019 	 0,98 	 -3,75 	 11 	 16 	 186 	 1017 	 5,4 	 -15 	 15 	  
13:40 06.01.2019 	 0,92 	 -3,75 	 12 	 17 	 182 	 1018 	 5,2 	 -15 	 15 	  
13:30 06.01.2019 	 0,88 	 -3,75 	 10 	 14 	 183 	 1018 	 5,4 	 -15 	 15 	  
13:20 06.01.2019 	 0,84 	 -3,75 	 8 	 15 	 194 	 1018 	 5 	 -15 	 15 	  
13:10 06.01.2019 	 0,82 	 -3,75 	 7 	 12 	 194 	 1018 	 5,1 	 -15 	 15,01 	  
13:00 06.01.2019 	 0,81 	 -3,75 	 8 	 13 	 196 	 1018 	 5 	 -15 	 15 	  
12:50 06.01.2019 	 0,81 	 -3,75 	 9 	 13 	 197 	 1018 	 4,9 	 -15 	 15,01 	  
12:40 06.01.2019 	 0,82 	 -3,75 	 8 	 13 	 196 	 1019 	 4,9 	 -15 	 15,01 	  
12:30 06.01.2019 	 0,85 	 -1,6 	 9 	 14 	 195 	 1019 	 5 	 -14,2 	 15,13 	  
12:20 06.01.2019 	 0,88 	 -3,75 	 9 	 14 	 201 	 1019 	 4,9 	 -15 	 15,01 	  
12:10 06.01.2019 	 0,94 	 -3,75 	 8 	 12 	 205 	 1019 	 4,4 	 -15 	 15,01 	  
12:00 06.01.2019 	 1 	 -3,76 	 9 	 13 	 203 	 1019 	 4 	 -15 	 15,01 	  
11:50 06.01.2019 	 1,07 	 -0,27 	 4 	 6 	 224 	 1019 	 3,3 	 -13,2 	 15,25 	  
11:40 06.01.2019 	 1,15 	 1,22 	 4 	 6 	 215 	 1019 	 3,2 	 -12,7 	 15,33 	  
11:30 06.01.2019 	 1,25 	 -3,75 	 6 	 8 	 208 	 1019 	 3,1 	 -15 	 15,01 	  
11:20 06.01.2019 	 1,35 	 1,53 	 6 	 9 	 201 	 1020 	 3,1 	 -11,9 	 15,43 	  
11:10 06.01.2019 	 1,46 	 -3,75 	 7 	 13 	 217 	 1020 	 3 	 -15 	 15 	  
11:00 06.01.2019 	 1,58 	 -3,75 	 11 	 15 	 205 	 1020 	 3,4 	 -15 	 15 	  
10:50 06.01.2019 	 1,7 	 -3,75 	 7 	 10 	 210 	 1020 	 4,1 	 -15 	 15,01 	  
10:40 06.01.2019 	 1,83 	 -3,75 	 9 	 12 	 208 	 1020 	 4,1 	 -15 	 15 	  
10:30 06.01.2019 	 1,96 	 -3,75 	 9 	 12 	 207 	 1020 	 4 	 -15 	 15,01 	  
10:20 06.01.2019 	 2,09 	 -3,75 	 9 	 12 	 205 	 1020 	 3,7 	 -15 	 15,01 	  
10:10 06.01.2019 	 2,23 	 -3,75 	 9 	 11 	 206 	 1020 	 3,3 	 -15 	 15,01 	  
10:00 06.01.2019 	 2,37 	 -3,75 	 9 	 11 	 204 	 1020 	 3,1 	 -15 	 15,01 	  
09:50 06.01.2019 	 2,5 	 -3,75 	 9 	 12 	 209 	 1019 	 2,9 	 -15 	 15,01 	  
09:40 06.01.2019 	 2,64 	 -3,75 	 9 	 13 	 225 	 1020 	 2,7 	 -15 	 15,01 	  
09:30 06.01.2019 	 2,77 	 -3,75 	 7 	 12 	 204 	 1020 	 3,2 	 -15 	 15,01 	  
09:20 06.01.2019 	 2,91 	 0,06 	 8 	 11 	 204 	 1020 	 3,4 	 -14,6 	 15,09 	  
09:10 06.01.2019 	 3,03 	 2,42 	 9 	 13 	 204 	 1020 	 3,2 	 -14,1 	 15,15 	  
09:00 06.01.2019 	 3,15 	 3,26 	 8 	 11 	 211 	 1020 	 2,8 	 -13,2 	 15,27 	  
