 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	Selta (PSU)	
03:50 18.01.2019 	 3,66 	 -3,75 	 6 	 7 	 54 	 1004 	 2,2 	 -15 	 15,02 	  
03:40 18.01.2019 	 3,65 	 -3,75 	 6 	 7 	 61 	 1004 	 2,3 	 -15 	 15,02 	  
03:30 18.01.2019 	 3,63 	 -3,75 	 6 	 7 	 60 	 1004 	 2,2 	 -15 	 15,01 	  
03:20 18.01.2019 	 3,61 	 -3,75 	 6 	 7 	 64 	 1004 	 2,4 	 -15 	 15,01 	  
03:10 18.01.2019 	 3,58 	 -3,75 	 6 	 7 	 64 	 1004 	 2,4 	 -15 	 15,01 	  
03:00 18.01.2019 	 3,54 	 -3,75 	 5 	 6 	 60 	 1004 	 2,4 	 -15 	 15,01 	  
02:50 18.01.2019 	 3,49 	 -3,75 	 6 	 6 	 54 	 1004 	 2,1 	 -15 	 15,01 	  
02:40 18.01.2019 	 3,43 	 -3,75 	 5 	 6 	 59 	 1004 	 2,2 	 -15 	 15,01 	  
02:30 18.01.2019 	 3,37 	 -3,75 	 5 	 6 	 59 	 1004 	 2,4 	 -15 	 15,01 	  
02:20 18.01.2019 	 3,3 	 -3,75 	 5 	 6 	 64 	 1004 	 2,5 	 -15 	 15,01 	  
02:10 18.01.2019 	 3,22 	 -3,75 	 6 	 7 	 72 	 1004 	 2,5 	 -15 	 15,01 	  
02:00 18.01.2019 	 3,14 	 -3,75 	 7 	 8 	 70 	 1004 	 2,4 	 -15 	 15,02 	  
01:50 18.01.2019 	 3,05 	 -3,75 	 7 	 8 	 62 	 1004 	 2,2 	 -15 	 15,01 	  
01:40 18.01.2019 	 2,96 	 -3,75 	 6 	 8 	 57 	 1004 	 1,9 	 -15 	 15,01 	  
01:30 18.01.2019 	 2,86 	 -3,75 	 7 	 8 	 57 	 1004 	 2 	 -15 	 15,01 	  
01:20 18.01.2019 	 2,76 	 -3,75 	 8 	 9 	 60 	 1004 	 2,1 	 -15 	 15,01 	  
01:10 18.01.2019 	 2,66 	 -3,75 	 7 	 9 	 59 	 1004 	 2,1 	 -15 	 15,01 	  
01:00 18.01.2019 	 2,56 	 -3,75 	 8 	 9 	 56 	 1004 	 2 	 -15 	 15,01 	  
00:50 18.01.2019 	 2,45 	 -3,75 	 7 	 8 	 58 	 1004 	 1,9 	 -15 	 15,01 	  
00:40 18.01.2019 	 2,35 	 -3,75 	 7 	 8 	 60 	 1004 	 2 	 -15 	 15,01 	  
00:30 18.01.2019 	 2,25 	 -3,75 	 7 	 8 	 61 	 1004 	 2 	 -15 	 15,01 	  
00:20 18.01.2019 	 2,14 	 -3,75 	 7 	 8 	 55 	 1004 	 2 	 -15 	 15,01 	  
00:10 18.01.2019 	 2,05 	 -3,75 	 7 	 8 	 55 	 1004 	 1,9 	 -15 	 15,01 	  
00:00 18.01.2019 	 1,95 	 -3,75 	 7 	 8 	 55 	 1004 	 1,9 	 -15 	 15,01 	  
23:50 17.01.2019 	 1,85 	 -3,75 	 6 	 7 	 61 	 1004 	 2 	 -15 	 15,01 	  
23:40 17.01.2019 	 1,77 	 -3,75 	 6 	 7 	 64 	 1004 	 2,1 	 -15 	 15,01 	  
23:30 17.01.2019 	 1,68 	 -3,75 	 6 	 7 	 66 	 1004 	 2,3 	 -15 	 15,01 	  
23:20 17.01.2019 	 1,6 	 -3,75 	 7 	 8 	 70 	 1004 	 2,3 	 -15 	 15,01 	  
23:10 17.01.2019 	 1,53 	 -3,75 	 5 	 7 	 63 	 1004 	 2,1 	 -15 	 15,01 	  
23:00 17.01.2019 	 1,46 	 -3,75 	 7 	 8 	 63 	 1004 	 1,8 	 -15 	 15,01 	  
22:50 17.01.2019 	 1,4 	 -3,75 	 6 	 8 	 58 	 1004 	 1,8 	 -15 	 15 	  
22:40 17.01.2019 	 1,35 	 -3,75 	 6 	 7 	 65 	 1004 	 1,8 	 -15 	 15,01 	  
22:30 17.01.2019 	 1,3 	 -3,75 	 6 	 7 	 67 	 1004 	 1,8 	 -15 	 15 	  
22:20 17.01.2019 	 1,26 	 -3,75 	 7 	 8 	 67 	 1004 	 1,8 	 -15 	 15 	  
22:10 17.01.2019 	 1,23 	 -3,75 	 7 	 8 	 64 	 1004 	 1,7 	 -15 	 15 	  
22:00 17.01.2019 	 1,21 	 -3,75 	 6 	 7 	 63 	 1004 	 1,6 	 -15 	 15 	  
21:50 17.01.2019 	 1,2 	 -3,75 	 7 	 8 	 59 	 1004 	 1,3 	 -15 	 15 	  
21:40 17.01.2019 	 1,19 	 -3,75 	 7 	 7 	 56 	 1004 	 1,1 	 -15 	 15 	  
21:30 17.01.2019 	 1,2 	 -3,75 	 7 	 9 	 60 	 1004 	 1 	 -15 	 15 	  
21:20 17.01.2019 	 1,21 	 -3,75 	 7 	 8 	 63 	 1004 	 1,1 	 -15 	 15 	  
21:10 17.01.2019 	 1,23 	 -3,75 	 7 	 8 	 61 	 1004 	 1,1 	 -15 	 15 	  
21:00 17.01.2019 	 1,26 	 -3,75 	 6 	 8 	 59 	 1004 	 1,1 	 -15 	 15 	  
20:50 17.01.2019 	 1,29 	 -3,75 	 7 	 8 	 64 	 1004 	 0,9 	 -15 	 15 	  
20:40 17.01.2019 	 1,34 	 -3,75 	 6 	 8 	 66 	 1004 	 1,3 	 -15 	 15 	  
20:30 17.01.2019 	 1,39 	 -3,75 	 6 	 7 	 61 	 1004 	 1,4 	 -15 	 15 	  
20:20 17.01.2019 	 1,44 	 -3,75 	 7 	 8 	 62 	 1004 	 1,1 	 -15 	 15 	  
20:10 17.01.2019 	 1,5 	 -3,75 	 7 	 8 	 69 	 1004 	 1,3 	 -15 	 15 	  
20:00 17.01.2019 	 1,57 	 -3,75 	 7 	 8 	 66 	 1004 	 1,2 	 -15 	 15 	  
19:50 17.01.2019 	 1,64 	 -3,75 	 7 	 8 	 64 	 1004 	 1,2 	 -15 	 15 	  
19:40 17.01.2019 	 1,72 	 -3,75 	 6 	 8 	 63 	 1005 	 1,1 	 -15 	 15 	  
19:30 17.01.2019 	 1,8 	 -3,75 	 7 	 8 	 63 	 1005 	 1,1 	 -15 	 15 	  
19:20 17.01.2019 	 1,88 	 -3,75 	 7 	 8 	 66 	 1005 	 1,1 	 -15 	 15 	  
19:10 17.01.2019 	 1,96 	 -3,75 	 7 	 8 	 61 	 1005 	 1,1 	 -15 	 15 	  
19:00 17.01.2019 	 2,05 	 -3,75 	 7 	 8 	 61 	 1005 	 1,2 	 -15 	 15 	  
18:50 17.01.2019 	 2,14 	 -3,75 	 7 	 8 	 64 	 1005 	 1,1 	 -15 	 15 	  
18:40 17.01.2019 	 2,22 	 -3,75 	 7 	 8 	 63 	 1005 	 1,1 	 -15 	 15 	  
18:30 17.01.2019 	 2,31 	 -3,75 	 7 	 8 	 62 	 1005 	 1 	 -15 	 15 	  
18:20 17.01.2019 	 2,4 	 -3,75 	 7 	 9 	 59 	 1005 	 1 	 -15 	 15 	  
18:10 17.01.2019 	 2,48 	 -3,75 	 7 	 8 	 65 	 1005 	 1 	 -15 	 15 	  
18:00 17.01.2019 	 2,56 	 -3,75 	 6 	 7 	 68 	 1005 	 0,9 	 -15 	 15 	  
17:50 17.01.2019 	 2,64 	 -3,75 	 5 	 6 	 60 	 1005 	 1 	 -15 	 15 	  
17:40 17.01.2019 	 2,72 	 -3,75 	 4 	 5 	 70 	 1005 	 0,9 	 -15 	 15 	  
17:30 17.01.2019 	 2,8 	 -3,75 	 4 	 5 	 66 	 1005 	 0,7 	 -15 	 15 	  
17:20 17.01.2019 	 2,87 	 -3,75 	 4 	 4 	 67 	 1005 	 0,8 	 -15 	 15 	  
17:10 17.01.2019 	 2,93 	 -3,75 	 4 	 5 	 80 	 1005 	 0,9 	 -15 	 15 	  
17:00 17.01.2019 	 3 	 -3,75 	 4 	 5 	 82 	 1005 	 0,8 	 -15 	 15 	  
16:50 17.01.2019 	 3,05 	 -3,75 	 5 	 5 	 74 	 1005 	 0,8 	 -15 	 15 	  
16:40 17.01.2019 	 3,11 	 -3,75 	 5 	 6 	 77 	 1005 	 0,9 	 -15 	 15 	  
16:30 17.01.2019 	 3,15 	 -3,75 	 5 	 6 	 73 	 1005 	 0,9 	 -15 	 15 	  
16:20 17.01.2019 	 3,2 	 -3,75 	 5 	 5 	 67 	 1005 	 0,7 	 -15 	 15 	  
16:10 17.01.2019 	 3,23 	 -3,75 	 5 	 5 	 69 	 1006 	 0,7 	 -15 	 15 	  
16:00 17.01.2019 	 3,26 	 -3,75 	 5 	 5 	 66 	 1006 	 0,7 	 -15 	 15 	  
15:50 17.01.2019 	 3,28 	 -3,75 	 5 	 5 	 69 	 1006 	 0,7 	 -15 	 15 	  
15:40 17.01.2019 	 3,3 	 -3,75 	 5 	 6 	 73 	 1006 	 0,7 	 -15 	 15 	  
15:30 17.01.2019 	 3,31 	 -3,75 	 6 	 6 	 73 	 1006 	 0,6 	 -15 	 15 	  
15:20 17.01.2019 	 3,31 	 -3,75 	 5 	 6 	 71 	 1006 	 0,6 	 -15 	 15 	  
15:10 17.01.2019 	 3,31 	 -3,75 	 5 	 6 	 69 	 1006 	 0,5 	 -15 	 15 	  
15:00 17.01.2019 	 3,3 	 -3,75 	 5 	 6 	 71 	 1006 	 0,5 	 -15 	 15 	  
14:50 17.01.2019 	 3,28 	 -3,75 	 5 	 6 	 71 	 1006 	 0,5 	 -15 	 15 	  
14:40 17.01.2019 	 3,26 	 -3,75 	 5 	 6 	 70 	 1006 	 0,7 	 -15 	 15 	  
14:30 17.01.2019 	 3,22 	 -3,75 	 5 	 6 	 77 	 1006 	 0,8 	 -15 	 15 	  
14:20 17.01.2019 	 3,19 	 -3,75 	 6 	 7 	 96 	 1006 	 0,7 	 -15 	 15 	  
14:10 17.01.2019 	 3,14 	 -3,75 	 6 	 8 	 100 	 1006 	 0,7 	 -15 	 15 	  
14:00 17.01.2019 	 3,09 	 -3,75 	 6 	 8 	 103 	 1006 	 0,9 	 -15 	 15 	  
13:50 17.01.2019 	 3,03 	 -3,75 	 7 	 8 	 104 	 1006 	 0,7 	 -15 	 15 	  
13:40 17.01.2019 	 2,97 	 -3,75 	 7 	 8 	 104 	 1006 	 1 	 -15 	 15 	  
13:30 17.01.2019 	 2,91 	 -3,75 	 7 	 9 	 109 	 1007 	 1 	 -15 	 15 	  
13:20 17.01.2019 	 2,84 	 -3,75 	 8 	 10 	 105 	 1007 	 1,4 	 -15 	 15 	  
13:10 17.01.2019 	 2,77 	 -3,75 	 7 	 8 	 99 	 1007 	 1,8 	 -15 	 15 	  
13:00 17.01.2019 	 2,69 	 -3,75 	 7 	 8 	 97 	 1007 	 1,8 	 -15 	 15 	  
12:50 17.01.2019 	 2,61 	 -3,75 	 6 	 7 	 84 	 1007 	 1,7 	 -15 	 15 	  
12:40 17.01.2019 	 2,53 	 -3,75 	 6 	 8 	 78 	 1007 	 1,5 	 -15 	 15 	  
12:30 17.01.2019 	 2,45 	 -3,75 	 7 	 9 	 84 	 1007 	 1,6 	 -15 	 15 	  
12:20 17.01.2019 	 2,37 	 -3,75 	 7 	 9 	 87 	 1007 	 1,4 	 -15 	 15 	  
12:10 17.01.2019 	 2,29 	 -3,75 	 6 	 8 	 88 	 1007 	 1,7 	 -15 	 15 	  
12:00 17.01.2019 	 2,21 	 -3,75 	 6 	 8 	 86 	 1007 	 1,4 	 -15 	 15 	  
11:50 17.01.2019 	 2,13 	 -3,75 	 7 	 9 	 81 	 1007 	 1,2 	 -15 	 15 	  
11:40 17.01.2019 	 2,05 	 -3,75 	 7 	 8 	 85 	 1007 	 1,2 	 -15 	 15 	  
11:30 17.01.2019 	 1,98 	 -3,75 	 6 	 8 	 89 	 1007 	 1,2 	 -15 	 15 	  
11:20 17.01.2019 	 1,91 	 -3,75 	 7 	 8 	 88 	 1008 	 1,3 	 -15 	 15 	  
11:10 17.01.2019 	 1,84 	 -3,75 	 7 	 9 	 90 	 1008 	 1,4 	 -15 	 15 	  
11:00 17.01.2019 	 1,77 	 -3,75 	 6 	 7 	 92 	 1008 	 1,4 	 -15 	 15 	  
10:50 17.01.2019 	 1,71 	 -3,75 	 7 	 9 	 92 	 1008 	 1,1 	 -15 	 15 	  
10:40 17.01.2019 	 1,66 	 -3,75 	 6 	 8 	 90 	 1008 	 0,9 	 -15 	 15 	  
10:30 17.01.2019 	 1,61 	 -3,75 	 7 	 10 	 79 	 1008 	 0,9 	 -15 	 15 	  
10:20 17.01.2019 	 1,56 	 -3,75 	 7 	 9 	 80 	 1008 	 0,4 	 -15 	 15 	  
10:10 17.01.2019 	 1,53 	 -3,75 	 6 	 9 	 76 	 1008 	 0,6 	 -15 	 15 	  
10:00 17.01.2019 	 1,49 	 -3,75 	 7 	 8 	 75 	 1008 	 0,6 	 -15 	 15 	  
09:50 17.01.2019 	 1,47 	 -3,75 	 7 	 8 	 80 	 1008 	 0,5 	 -15 	 15 	  
09:40 17.01.2019 	 1,45 	 -3,75 	 7 	 9 	 89 	 1008 	 0,6 	 -15 	 15 	  
09:30 17.01.2019 	 1,44 	 -3,75 	 7 	 9 	 89 	 1009 	 0,4 	 -15 	 15 	  
09:20 17.01.2019 	 1,43 	 -3,75 	 8 	 9 	 88 	 1008 	 0,4 	 -15 	 15 	  
09:10 17.01.2019 	 1,43 	 -3,75 	 8 	 10 	 87 	 1008 	 0,4 	 -15 	 15 	  
09:00 17.01.2019 	 1,44 	 -3,75 	 8 	 9 	 89 	 1009 	 0,5 	 -15 	 15 	  
08:50 17.01.2019 	 1,46 	 -3,75 	 7 	 9 	 79 	 1009 	 0,4 	 -15 	 15 	  
08:40 17.01.2019 	 1,48 	 -3,75 	 8 	 9 	 85 	 1009 	 0,7 	 -15 	 15 	  
08:30 17.01.2019 	 1,51 	 -3,75 	 7 	 9 	 82 	 1009 	 0,5 	 -15 	 15 	  
08:20 17.01.2019 	 1,54 	 -3,75 	 8 	 9 	 81 	 1009 	 0,3 	 -15 	 15 	  
08:10 17.01.2019 	 1,58 	 -3,75 	 8 	 9 	 82 	 1009 	 0,4 	 -15 	 15 	  
08:00 17.01.2019 	 1,63 	 -3,75 	 8 	 9 	 82 	 1009 	 0,4 	 -15 	 15 	  
07:50 17.01.2019 	 1,68 	 -3,75 	 7 	 9 	 79 	 1009 	 0,4 	 -15 	 15 	  
07:40 17.01.2019 	 1,74 	 -3,75 	 7 	 8 	 76 	 1009 	 0,4 	 -15 	 15 	  
07:30 17.01.2019 	 1,8 	 -3,75 	 7 	 9 	 71 	 1009 	 0,5 	 -15 	 15 	  
07:20 17.01.2019 	 1,87 	 -3,75 	 7 	 8 	 73 	 1009 	 0,5 	 -15 	 15 	  
07:10 17.01.2019 	 1,94 	 -3,75 	 7 	 9 	 78 	 1009 	 0,3 	 -15 	 15 	  
07:00 17.01.2019 	 2,01 	 -3,75 	 7 	 8 	 76 	 1010 	 0,2 	 -15 	 15 	  
06:50 17.01.2019 	 2,09 	 -3,75 	 7 	 8 	 68 	 1010 	 0 	 -15 	 15 	  
06:40 17.01.2019 	 2,16 	 -3,75 	 6 	 8 	 75 	 1010 	 0,4 	 -15 	 15 	  
06:30 17.01.2019 	 2,24 	 -3,75 	 6 	 8 	 77 	 1010 	 0,6 	 -15 	 15 	  
06:20 17.01.2019 	 2,32 	 -3,75 	 6 	 7 	 81 	 1010 	 0,3 	 -15 	 15 	  
06:10 17.01.2019 	 2,4 	 -3,75 	 6 	 8 	 98 	 1010 	 0,4 	 -15 	 15 	  
06:00 17.01.2019 	 2,48 	 -3,75 	 7 	 10 	 103 	 1010 	 0,4 	 -15 	 15 	  
05:50 17.01.2019 	 2,56 	 -3,75 	 7 	 9 	 99 	 1010 	 0,1 	 -15 	 15 	  
05:40 17.01.2019 	 2,63 	 -3,75 	 8 	 9 	 98 	 1010 	 -0 	 -15 	 15 	  
05:30 17.01.2019 	 2,71 	 -3,75 	 7 	 10 	 108 	 1010 	 0,4 	 -15 	 15 	  
05:20 17.01.2019 	 2,78 	 -3,75 	 8 	 9 	 100 	 1010 	 0,4 	 -15 	 15 	  
05:10 17.01.2019 	 2,85 	 -3,75 	 8 	 10 	 104 	 1010 	 0,1 	 -15 	 15 	  
05:00 17.01.2019 	 2,92 	 -3,75 	 9 	 11 	 103 	 1010 	 -0 	 -15 	 15 	  
04:50 17.01.2019 	 2,99 	 -3,75 	 9 	 11 	 101 	 1010 	 -0 	 -15 	 15 	  
04:40 17.01.2019 	 3,05 	 -3,75 	 9 	 11 	 104 	 1010 	 -0,1 	 -15 	 15 	  
04:30 17.01.2019 	 3,11 	 -3,75 	 9 	 11 	 100 	 1010 	 0,1 	 -15 	 15 	  
04:20 17.01.2019 	 3,16 	 -3,75 	 9 	 11 	 98 	 1010 	 -0 	 -15 	 15 	  
04:10 17.01.2019 	 3,21 	 -3,75 	 8 	 10 	 106 	 1011 	 -0 	 -15 	 15 	  
04:00 17.01.2019 	 3,25 	 -3,75 	 9 	 11 	 105 	 1011 	 -0,1 	 -15 	 15 	  
03:50 17.01.2019 	 3,29 	 -3,75 	 9 	 11 	 102 	 1011 	 -0 	 -15 	 15 	  
03:40 17.01.2019 	 3,33 	 -3,75 	 7 	 9 	 95 	 1011 	 0 	 -15 	 15 	  
03:30 17.01.2019 	 3,35 	 -3,75 	 7 	 9 	 87 	 1011 	 0 	 -15 	 15 	  
03:20 17.01.2019 	 3,37 	 -3,75 	 6 	 8 	 84 	 1011 	 0,1 	 -15 	 15 	  
03:10 17.01.2019 	 3,39 	 -3,75 	 6 	 8 	 80 	 1011 	 0 	 -15 	 15 	  
03:00 17.01.2019 	 3,39 	 -3,75 	 6 	 8 	 86 	 1011 	 0,2 	 -15 	 15 	  
02:50 17.01.2019 	 3,39 	 -3,75 	 6 	 7 	 93 	 1011 	 0,2 	 -15 	 15 	  
02:40 17.01.2019 	 3,39 	 -3,75 	 6 	 9 	 98 	 1012 	 0,4 	 -15 	 15 	  
02:30 17.01.2019 	 3,37 	 -3,75 	 8 	 10 	 102 	 1012 	 0,5 	 -15 	 15 	  
02:20 17.01.2019 	 3,35 	 -3,75 	 7 	 10 	 107 	 1012 	 0,5 	 -15 	 15 	  
02:10 17.01.2019 	 3,33 	 -3,75 	 5 	 7 	 100 	 1012 	 0,5 	 -15 	 15 	  
02:00 17.01.2019 	 3,29 	 -3,75 	 4 	 6 	 89 	 1012 	 0,7 	 -15 	 15 	  
01:50 17.01.2019 	 3,25 	 -3,75 	 4 	 6 	 74 	 1012 	 0,7 	 -15 	 15 	  
01:40 17.01.2019 	 3,21 	 -3,75 	 4 	 5 	 85 	 1012 	 0,7 	 -15 	 15 	  
01:30 17.01.2019 	 3,16 	 -3,75 	 4 	 6 	 95 	 1012 	 0,7 	 -15 	 15 	  
01:20 17.01.2019 	 3,1 	 -3,75 	 5 	 6 	 88 	 1012 	 0,7 	 -15 	 15 	  
01:10 17.01.2019 	 3,04 	 -3,75 	 5 	 6 	 69 	 1012 	 0 	 -15 	 15 	  
01:00 17.01.2019 	 2,97 	 -3,75 	 5 	 6 	 68 	 1012 	 0 	 -15 	 15 	  
00:50 17.01.2019 	 2,9 	 -3,75 	 4 	 5 	 95 	 1012 	 0,4 	 -15 	 15 	  
00:40 17.01.2019 	 2,83 	 -3,75 	 4 	 5 	 94 	 1013 	 -0 	 -15 	 15 	  
00:30 17.01.2019 	 2,75 	 -3,75 	 5 	 7 	 75 	 1013 	 -0 	 -15 	 15 	  
00:20 17.01.2019 	 2,67 	 -3,75 	 6 	 8 	 89 	 1013 	 0,1 	 -15 	 15 	  
00:10 17.01.2019 	 2,59 	 -3,75 	 5 	 7 	 62 	 1013 	 -0 	 -15 	 15 	  
00:00 17.01.2019 	 2,51 	 -3,75 	 4 	 5 	 52 	 1013 	 -1,1 	 -15 	 15 	  
23:50 16.01.2019 	 2,42 	 -3,75 	 4 	 5 	 82 	 1014 	 -0,2 	 -15 	 15 	  
23:40 16.01.2019 	 2,34 	 -3,75 	 4 	 5 	 96 	 1014 	 -0,2 	 -15 	 15 	  
23:30 16.01.2019 	 2,26 	 -3,75 	 4 	 6 	 92 	 1014 	 -0,5 	 -15 	 15 	  
23:20 16.01.2019 	 2,18 	 -3,75 	 5 	 6 	 95 	 1014 	 -0,4 	 -15 	 15 	  
23:10 16.01.2019 	 2,1 	 -3,75 	 6 	 7 	 87 	 1014 	 -0,4 	 -15 	 15 	  
23:00 16.01.2019 	 2,02 	 -3,75 	 6 	 7 	 75 	 1014 	 -0,3 	 -15 	 15 	  
22:50 16.01.2019 	 1,94 	 -3,75 	 6 	 7 	 73 	 1013 	 -0 	 -15 	 15 	  
22:40 16.01.2019 	 1,87 	 -3,75 	 6 	 8 	 76 	 1014 	 -0,5 	 -15 	 15 	  
22:30 16.01.2019 	 1,8 	 -3,75 	 5 	 7 	 90 	 1014 	 -0 	 -15 	 15 	  
22:20 16.01.2019 	 1,74 	 -3,75 	 6 	 8 	 74 	 1014 	 0 	 -15 	 15 	  
22:10 16.01.2019 	 1,68 	 -3,75 	 6 	 7 	 71 	 1014 	 -0,3 	 -15 	 15 	  
22:00 16.01.2019 	 1,62 	 -3,75 	 6 	 7 	 72 	 1014 	 -0,6 	 -15 	 15 	  
21:50 16.01.2019 	 1,57 	 -3,75 	 6 	 7 	 59 	 1014 	 -1 	 -15 	 15 	  
21:40 16.01.2019 	 1,52 	 -3,75 	 5 	 6 	 49 	 1014 	 -1,7 	 -15 	 15 	  
21:30 16.01.2019 	 1,49 	 -3,75 	 5 	 7 	 71 	 1014 	 -0,8 	 -15 	 15 	  
21:20 16.01.2019 	 1,45 	 -3,75 	 5 	 6 	 87 	 1014 	 -0,5 	 -15 	 15 	  
21:10 16.01.2019 	 1,43 	 -3,75 	 4 	 5 	 84 	 1014 	 -0,6 	 -15 	 15 	  
21:00 16.01.2019 	 1,41 	 -3,75 	 3 	 4 	 82 	 1014 	 -1,4 	 -15 	 15 	  
20:50 16.01.2019 	 1,39 	 -3,75 	 4 	 5 	 82 	 1014 	 -1,8 	 -15 	 15 	  
20:40 16.01.2019 	 1,39 	 -3,75 	 3 	 4 	 109 	 1014 	 -2 	 -15 	 15 	  
20:30 16.01.2019 	 1,39 	 -3,75 	 2 	 3 	 112 	 1014 	 -2,7 	 -15 	 15 	  
20:20 16.01.2019 	 1,39 	 -3,75 	 2 	 4 	 107 	 1014 	 -2,7 	 -15 	 15,01 	  
20:10 16.01.2019 	 1,41 	 -3,75 	 3 	 4 	 100 	 1014 	 -1,8 	 -15 	 15 	  
20:00 16.01.2019 	 1,43 	 -3,75 	 3 	 3 	 98 	 1014 	 -2,1 	 -15 	 15 	  
19:50 16.01.2019 	 1,45 	 -3,75 	 3 	 3 	 93 	 1014 	 -2,3 	 -15 	 15,01 	  
19:40 16.01.2019 	 1,49 	 -3,75 	 3 	 4 	 89 	 1014 	 -2,1 	 -15 	 15,01 	  
19:30 16.01.2019 	 1,52 	 -3,75 	 3 	 4 	 87 	 1014 	 -2,2 	 -15 	 15,01 	  
19:20 16.01.2019 	 1,57 	 -3,76 	 4 	 5 	 99 	 1014 	 -2,4 	 -15 	 15,01 	  
19:10 16.01.2019 	 1,61 	 1,57 	 4 	 5 	 101 	 1014 	 -2,2 	 -13,2 	 15,44 	  
19:00 16.01.2019 	 1,67 	 1,75 	 4 	 5 	 106 	 1014 	 -1,8 	 -11,2 	 15,74 	  
18:50 16.01.2019 	 1,72 	 -3,75 	 4 	 4 	 101 	 1014 	 -1,9 	 -15 	 15 	  
18:40 16.01.2019 	 1,78 	 -3,75 	 3 	 4 	 100 	 1014 	 -1,9 	 -15 	 15,01 	  
18:30 16.01.2019 	 1,85 	 -3,75 	 3 	 4 	 100 	 1014 	 -2 	 -15 	 15,01 	  
18:20 16.01.2019 	 1,91 	 -3,75 	 4 	 5 	 104 	 1014 	 -1,7 	 -15 	 15,01 	  
18:10 16.01.2019 	 1,98 	 -3,75 	 4 	 5 	 103 	 1014 	 -1,6 	 -15 	 15,01 	  
18:00 16.01.2019 	 2,05 	 -3,75 	 4 	 6 	 107 	 1014 	 -1,4 	 -15 	 15,01 	  
17:50 16.01.2019 	 2,12 	 -3,75 	 4 	 5 	 103 	 1014 	 -1,1 	 -15 	 15,01 	  
17:40 16.01.2019 	 2,19 	 -3,75 	 4 	 4 	 101 	 1014 	 -1,3 	 -15 	 15,01 	  
17:30 16.01.2019 	 2,26 	 -3,75 	 3 	 4 	 94 	 1014 	 -1,1 	 -15 	 15,01 	  
17:20 16.01.2019 	 2,34 	 -3,75 	 3 	 4 	 100 	 1014 	 -1 	 -15 	 15,01 	  
17:10 16.01.2019 	 2,41 	 -2,4 	 3 	 4 	 103 	 1014 	 -1,1 	 -14,5 	 15,17 	  
17:00 16.01.2019 	 2,48 	 -3,75 	 3 	 4 	 102 	 1014 	 -1,1 	 -15 	 15,01 	  
16:50 16.01.2019 	 2,55 	 -3,76 	 4 	 5 	 105 	 1014 	 -1,1 	 -15 	 15,01 	  
16:40 16.01.2019 	 2,61 	 -3,76 	 4 	 5 	 103 	 1014 	 -1,2 	 -15 	 15,01 	  
16:30 16.01.2019 	 2,68 	 2,74 	 4 	 5 	 103 	 1015 	 -1,2 	 -14,2 	 15,31 	  
16:20 16.01.2019 	 2,74 	 2,53 	 4 	 5 	 105 	 1014 	 -1,1 	 -14 	 15,34 	  
16:10 16.01.2019 	 2,8 	 2,89 	 4 	 5 	 104 	 1014 	 -0,6 	 -14,1 	 15,34 	  
16:00 16.01.2019 	 2,86 	 2,77 	 4 	 5 	 105 	 1014 	 -0,7 	 -13,9 	 15,42 	  
15:50 16.01.2019 	 2,91 	 3,08 	 3 	 5 	 105 	 1014 	 -0,7 	 -14 	 15,37 	  
15:40 16.01.2019 	 2,96 	 3,17 	 3 	 4 	 105 	 1014 	 -0,7 	 -13,5 	 15,54 	  
15:30 16.01.2019 	 3 	 2,92 	 4 	 5 	 101 	 1014 	 -0,8 	 -12,4 	 15,61 	  
15:20 16.01.2019 	 3,04 	 0,59 	 4 	 6 	 97 	 1014 	 -0,8 	 -14,1 	 15,3 	  
15:10 16.01.2019 	 3,08 	 3,24 	 6 	 11 	 80 	 1014 	 -0,4 	 -14,2 	 15,31 	  
15:00 16.01.2019 	 3,11 	 3,31 	 9 	 11 	 67 	 1014 	 -0,2 	 -14,1 	 15,33 	  
14:50 16.01.2019 	 3,13 	 2,87 	 6 	 9 	 85 	 1014 	 -0,4 	 -14 	 15,37 	  
14:40 16.01.2019 	 3,15 	 3,35 	 7 	 9 	 81 	 1014 	 -0,3 	 -13,8 	 15,44 	  
14:30 16.01.2019 	 3,16 	 -3,76 	 9 	 12 	 67 	 1014 	 -0,2 	 -15 	 15,02 	  
14:20 16.01.2019 	 3,17 	 3,38 	 8 	 12 	 71 	 1014 	 -0,3 	 -11,8 	 15,97 	  
14:10 16.01.2019 	 3,17 	 3,4 	 8 	 12 	 75 	 1014 	 -0,1 	 -11,5 	 16,07 	  
14:00 16.01.2019 	 3,16 	 3,27 	 9 	 13 	 62 	 1014 	 -0,4 	 -14,3 	 15,3 	  
13:50 16.01.2019 	 3,15 	 3,22 	 9 	 14 	 58 	 1014 	 -0,4 	 -14,3 	 15,29 	  
13:40 16.01.2019 	 3,14 	 3,24 	 9 	 14 	 61 	 1014 	 -0,3 	 -14,4 	 15,25 	  
13:30 16.01.2019 	 3,12 	 2,9 	 9 	 12 	 57 	 1014 	 -0,3 	 -14,4 	 15,23 	  
13:20 16.01.2019 	 3,09 	 3,19 	 9 	 12 	 57 	 1014 	 -0,4 	 -14,3 	 15,31 	  
