 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (°)	Loftthrystingur (hpa)	Lofthiti (°C)	
19:00 16.01.2019 	 1,92 	 1,66 	 1 	 2 	 213 	 1015 	 -2 	  
18:50 16.01.2019 	 1,98 	 1,7 	 2 	 2 	 249 	 1015 	 -2,2 	  
18:40 16.01.2019 	 2,05 	 1,79 	 2 	 3 	 249 	 1015 	 -2,3 	  
18:30 16.01.2019 	 2,12 	 1,87 	 1 	 2 	 230 	 1015 	 -2,7 	  
18:20 16.01.2019 	 2,19 	 1,95 	 1 	 1 	 240 	 1015 	 -2,4 	  
18:10 16.01.2019 	 2,26 	 2,04 	 0 	 1 	 238 	 1015 	 -2,5 	  
18:00 16.01.2019 	 2,33 	 2,08 	 1 	 2 	 239 	 1015 	 -2,5 	  
17:50 16.01.2019 	 2,41 	 2,18 	 1 	 2 	 237 	 1015 	 -2,6 	  
17:40 16.01.2019 	 2,48 	 2,24 	 2 	 2 	 222 	 1015 	 -2,4 	  
17:30 16.01.2019 	 2,55 	 2,31 	 2 	 3 	 214 	 1015 	 -2,5 	  
17:20 16.01.2019 	 2,62 	 2,4 	 2 	 3 	 228 	 1015 	 -2,8 	  
17:10 16.01.2019 	 2,68 	 2,48 	 2 	 3 	 219 	 1015 	 -2,9 	  
17:00 16.01.2019 	 2,75 	 2,55 	 2 	 3 	 219 	 1015 	 -3 	  
16:50 16.01.2019 	 2,81 	 2,62 	 2 	 3 	 226 	 1015 	 -2,9 	  
16:40 16.01.2019 	 2,87 	 2,68 	 2 	 2 	 213 	 1015 	 -3,1 	  
16:30 16.01.2019 	 2,93 	 2,75 	 1 	 2 	 203 	 1015 	 -2,6 	  
16:20 16.01.2019 	 2,98 	 2,78 	 1 	 2 	 231 	 1016 	 -2,8 	  
16:10 16.01.2019 	 3,03 	 2,85 	 1 	 2 	 243 	 1016 	 -2,5 	  
16:00 16.01.2019 	 3,07 	 2,91 	 1 	 3 	 238 	 1016 	 -2,3 	  
15:50 16.01.2019 	 3,11 	 2,96 	 1 	 1 	 187 	 1016 	 -1,9 	  
15:40 16.01.2019 	 3,15 	 2,98 	 1 	 2 	 173 	 1016 	 -1,9 	  
15:30 16.01.2019 	 3,18 	 3,03 	 0 	 2 	 194 	 1016 	 -1,9 	  
15:20 16.01.2019 	 3,2 	 3,03 	 0 	 1 	 101 	 1016 	 -1,8 	  
15:10 16.01.2019 	 3,22 	 3,07 	 1 	 1 	 285 	 1016 	 -2,1 	  
15:00 16.01.2019 	 3,23 	 3,1 	 1 	 2 	 240 	 1016 	 -2,4 	  
14:50 16.01.2019 	 3,24 	 3,11 	 2 	 2 	 242 	 1016 	 -2,6 	  
14:40 16.01.2019 	 3,24 	 3,12 	 2 	 2 	 238 	 1016 	 -2,7 	  
14:30 16.01.2019 	 3,23 	 3,1 	 1 	 2 	 235 	 1015 	 -2,5 	  
14:20 16.01.2019 	 3,22 	 3,08 	 2 	 2 	 238 	 1015 	 -2,4 	  
14:10 16.01.2019 	 3,21 	 3,06 	 2 	 3 	 223 	 1016 	 -2,2 	  
14:00 16.01.2019 	 3,19 	 3,06 	 2 	 2 	 200 	 1016 	 -1,8 	  
13:50 16.01.2019 	 3,16 	 3,03 	 2 	 3 	 178 	 1016 	 -1,5 	  
13:40 16.01.2019 	 3,13 	 3,01 	 2 	 3 	 175 	 1016 	 -1,6 	  
13:30 16.01.2019 	 3,09 	 2,92 	 2 	 3 	 174 	 1015 	 -1,5 	  
13:20 16.01.2019 	 3,05 	 2,88 	 2 	 4 	 174 	 1016 	 -1,3 	  
13:10 16.01.2019 	 3 	 2,88 	 3 	 4 	 110 	 1016 	 -0,9 	  
13:00 16.01.2019 	 2,95 	 2,81 	 3 	 4 	 95 	 1015 	 -0,9 	  
12:50 16.01.2019 	 2,9 	 2,75 	 4 	 6 	 82 	 1015 	 -0,9 	  
12:40 16.01.2019 	 2,84 	 2,71 	 4 	 5 	 86 	 1015 	 -0,9 	  
12:30 16.01.2019 	 2,78 	 2,65 	 5 	 7 	 82 	 1015 	 -1 	  
12:20 16.01.2019 	 2,72 	 2,58 	 5 	 7 	 88 	 1015 	 -1 	  
12:10 16.01.2019 	 2,65 	 2,49 	 5 	 7 	 91 	 1015 	 -1 	  
12:00 16.01.2019 	 2,59 	 2,45 	 6 	 8 	 83 	 1015 	 -1 	  
11:50 16.01.2019 	 2,52 	 2,4 	 7 	 9 	 75 	 1015 	 -0,8 	  
11:40 16.01.2019 	 2,46 	 2,33 	 6 	 8 	 75 	 1015 	 -0,9 	  
11:30 16.01.2019 	 2,39 	 2,26 	 7 	 9 	 79 	 1015 	 -1 	  
11:20 16.01.2019 	 2,33 	 2,21 	 7 	 9 	 76 	 1014 	 -1 	  
11:10 16.01.2019 	 2,26 	 2,13 	 7 	 9 	 72 	 1015 	 -0,9 	  
11:00 16.01.2019 	 2,2 	 2,1 	 7 	 9 	 74 	 1014 	 -0,9 	  
10:50 16.01.2019 	 2,14 	 2,01 	 7 	 10 	 66 	 1014 	 -0,8 	  
10:40 16.01.2019 	 2,08 	 1,97 	 6 	 8 	 71 	 1014 	 -0,9 	  
10:30 16.01.2019 	 2,02 	 1,89 	 6 	 8 	 77 	 1014 	 -0,9 	  
10:20 16.01.2019 	 1,97 	 1,84 	 6 	 7 	 66 	 1015 	 -0,9 	  
10:10 16.01.2019 	 1,92 	 1,73 	 5 	 8 	 74 	 1015 	 -0,9 	  
10:00 16.01.2019 	 1,87 	 1,72 	 5 	 7 	 66 	 1015 	 -0,9 	  
09:50 16.01.2019 	 1,83 	 1,7 	 6 	 8 	 67 	 1014 	 -0,9 	  
09:40 16.01.2019 	 1,79 	 1,65 	 6 	 7 	 65 	 1014 	 -0,9 	  
09:30 16.01.2019 	 1,76 	 1,6 	 6 	 8 	 68 	 1014 	 -1 	  
09:20 16.01.2019 	 1,73 	 1,59 	 6 	 9 	 60 	 1014 	 -1 	  
09:10 16.01.2019 	 1,71 	 1,58 	 6 	 9 	 60 	 1014 	 -1 	  
09:00 16.01.2019 	 1,69 	 1,6 	 6 	 9 	 65 	 1014 	 -1,1 	  
08:50 16.01.2019 	 1,68 	 1,57 	 7 	 10 	 68 	 1013 	 -1,1 	  
08:40 16.01.2019 	 1,67 	 1,54 	 7 	 10 	 68 	 1013 	 -1,2 	  
08:30 16.01.2019 	 1,67 	 1,55 	 8 	 10 	 62 	 1013 	 -1,1 	  
08:20 16.01.2019 	 1,68 	 1,56 	 8 	 11 	 56 	 1013 	 -1 	  
08:10 16.01.2019 	 1,69 	 1,54 	 8 	 11 	 64 	 1013 	 -1 	  
08:00 16.01.2019 	 1,7 	 1,56 	 8 	 11 	 65 	 1013 	 -1,1 	  
07:50 16.01.2019 	 1,72 	 1,58 	 8 	 11 	 58 	 1012 	 -1,2 	  
07:40 16.01.2019 	 1,75 	 1,62 	 8 	 11 	 60 	 1012 	 -1,2 	  
07:30 16.01.2019 	 1,78 	 1,66 	 9 	 12 	 67 	 1012 	 -1,2 	  
07:20 16.01.2019 	 1,82 	 1,68 	 10 	 13 	 71 	 1012 	 -1,4 	  
07:10 16.01.2019 	 1,86 	 1,74 	 10 	 13 	 70 	 1012 	 -1,3 	  
07:00 16.01.2019 	 1,9 	 1,76 	 10 	 13 	 69 	 1012 	 -1,2 	  
06:50 16.01.2019 	 1,95 	 1,82 	 10 	 13 	 62 	 1012 	 -1,2 	  
06:40 16.01.2019 	 2,01 	 1,89 	 9 	 13 	 61 	 1011 	 -1,1 	  
06:30 16.01.2019 	 2,06 	 1,93 	 9 	 13 	 58 	 1011 	 -1,2 	  
06:20 16.01.2019 	 2,12 	 1,98 	 10 	 13 	 66 	 1011 	 -1 	  
06:10 16.01.2019 	 2,18 	 2,02 	 10 	 13 	 65 	 1011 	 -1,2 	  
06:00 16.01.2019 	 2,24 	 2,1 	 10 	 13 	 65 	 1011 	 -1,1 	  
05:50 16.01.2019 	 2,3 	 2,15 	 10 	 12 	 67 	 1011 	 -1 	  
05:40 16.01.2019 	 2,37 	 2,23 	 9 	 12 	 54 	 1011 	 -1,2 	  
05:30 16.01.2019 	 2,44 	 2,3 	 9 	 14 	 54 	 1010 	 -1,1 	  
05:20 16.01.2019 	 2,5 	 2,35 	 10 	 13 	 57 	 1011 	 -1,3 	  
05:10 16.01.2019 	 2,57 	 2,44 	 8 	 12 	 55 	 1010 	 -1,2 	  
05:00 16.01.2019 	 2,63 	 2,49 	 9 	 13 	 55 	 1010 	 -1,2 	  
04:50 16.01.2019 	 2,7 	 2,55 	 8 	 12 	 48 	 1010 	 -1,2 	  
04:40 16.01.2019 	 2,76 	 2,62 	 8 	 12 	 51 	 1010 	 -1,3 	  
04:30 16.01.2019 	 2,82 	 2,68 	 7 	 12 	 48 	 1010 	 -1,3 	  
04:20 16.01.2019 	 2,88 	 2,74 	 8 	 12 	 51 	 1010 	 -1,3 	  
04:10 16.01.2019 	 2,94 	 2,79 	 8 	 13 	 48 	 1010 	 -1,3 	  
04:00 16.01.2019 	 2,99 	 2,86 	 8 	 12 	 47 	 1009 	 -1,3 	  
03:50 16.01.2019 	 3,04 	 2,92 	 8 	 12 	 50 	 1009 	 -1,4 	  
03:40 16.01.2019 	 3,09 	 2,97 	 8 	 13 	 51 	 1009 	 -1,5 	  
03:30 16.01.2019 	 3,13 	 3,01 	 8 	 12 	 48 	 1009 	 -1,4 	  
03:20 16.01.2019 	 3,17 	 3,03 	 8 	 15 	 42 	 1009 	 -1,5 	  
03:10 16.01.2019 	 3,2 	 3,07 	 8 	 13 	 47 	 1009 	 -1,4 	  
03:00 16.01.2019 	 3,23 	 3,1 	 8 	 13 	 47 	 1009 	 -1,4 	  
02:50 16.01.2019 	 3,25 	 3,1 	 8 	 13 	 44 	 1009 	 -1,5 	  
02:40 16.01.2019 	 3,27 	 3,13 	 7 	 12 	 50 	 1009 	 -1,5 	  
02:30 16.01.2019 	 3,28 	 3,15 	 8 	 13 	 44 	 1009 	 -1,6 	  
02:20 16.01.2019 	 3,28 	 3,15 	 7 	 12 	 49 	 1008 	 -1,6 	  
02:10 16.01.2019 	 3,28 	 3,18 	 7 	 13 	 44 	 1008 	 -1,6 	  
02:00 16.01.2019 	 3,28 	 3,18 	 8 	 12 	 47 	 1008 	 -1,5 	  
01:50 16.01.2019 	 3,26 	 3,14 	 10 	 14 	 59 	 1008 	 -1,5 	  
01:40 16.01.2019 	 3,25 	 3,11 	 9 	 14 	 51 	 1007 	 -1,4 	  
01:30 16.01.2019 	 3,22 	 3,11 	 9 	 14 	 51 	 1007 	 -1,4 	  
01:20 16.01.2019 	 3,19 	 3,08 	 9 	 13 	 48 	 1007 	 -1,4 	  
01:10 16.01.2019 	 3,16 	 3,01 	 9 	 14 	 51 	 1007 	 -1,5 	  
01:00 16.01.2019 	 3,12 	 3 	 11 	 15 	 55 	 1007 	 -1,5 	  
00:50 16.01.2019 	 3,08 	 2,97 	 11 	 15 	 57 	 1006 	 -1,4 	  
00:40 16.01.2019 	 3,03 	 2,94 	 11 	 14 	 60 	 1006 	 -1,4 	  
00:30 16.01.2019 	 2,97 	 2,91 	 11 	 16 	 57 	 1006 	 -1,3 	  
00:20 16.01.2019 	 2,92 	 2,81 	 11 	 16 	 57 	 1006 	 -1,2 	  
00:10 16.01.2019 	 2,86 	 2,81 	 12 	 16 	 57 	 1006 	 -1,2 	  
00:00 16.01.2019 	 2,79 	 2,74 	 12 	 16 	 59 	 1005 	 -1,2 	  
23:50 15.01.2019 	 2,73 	 2,69 	 11 	 14 	 55 	 1005 	 -1 	  
23:40 15.01.2019 	 2,66 	 2,6 	 11 	 15 	 54 	 1005 	 -0,9 	  
23:30 15.01.2019 	 2,59 	 2,55 	 10 	 14 	 52 	 1005 	 -1 	  
23:20 15.01.2019 	 2,52 	 2,49 	 10 	 15 	 55 	 1005 	 -0,9 	  
23:10 15.01.2019 	 2,45 	 2,39 	 10 	 14 	 54 	 1005 	 -1 	  
23:00 15.01.2019 	 2,38 	 2,35 	 10 	 15 	 53 	 1004 	 -1 	  
22:50 15.01.2019 	 2,31 	 2,29 	 11 	 16 	 54 	 1004 	 -0,9 	  
22:40 15.01.2019 	 2,24 	 2,22 	 10 	 17 	 53 	 1004 	 -1 	  
22:30 15.01.2019 	 2,17 	 2,18 	 10 	 16 	 54 	 1004 	 -1,1 	  
22:20 15.01.2019 	 2,1 	 2,04 	 10 	 15 	 56 	 1004 	 -1,2 	  
22:10 15.01.2019 	 2,04 	 1,99 	 11 	 16 	 56 	 1004 	 -1,1 	  
22:00 15.01.2019 	 1,98 	 1,92 	 10 	 15 	 54 	 1004 	 -1,3 	  
21:50 15.01.2019 	 1,92 	 1,84 	 11 	 16 	 52 	 1003 	 -1,2 	  
21:40 15.01.2019 	 1,86 	 1,82 	 10 	 15 	 55 	 1003 	 -1,3 	  
21:30 15.01.2019 	 1,81 	 1,77 	 11 	 15 	 58 	 1003 	 -1,3 	  
21:20 15.01.2019 	 1,76 	 1,67 	 11 	 15 	 59 	 1003 	 -1,3 	  
21:10 15.01.2019 	 1,71 	 1,64 	 11 	 16 	 54 	 1003 	 -1,4 	  
21:00 15.01.2019 	 1,67 	 1,57 	 11 	 15 	 60 	 1003 	 -1,5 	  
20:50 15.01.2019 	 1,64 	 1,51 	 11 	 16 	 55 	 1003 	 -1,4 	  
20:40 15.01.2019 	 1,61 	 1,48 	 11 	 16 	 55 	 1002 	 -1,5 	  
20:30 15.01.2019 	 1,58 	 1,51 	 11 	 16 	 56 	 1002 	 -1,4 	  
20:20 15.01.2019 	 1,57 	 1,42 	 11 	 16 	 59 	 1002 	 -1,5 	  
20:10 15.01.2019 	 1,55 	 1,42 	 12 	 17 	 61 	 1002 	 -1,5 	  
20:00 15.01.2019 	 1,55 	 1,4 	 11 	 16 	 58 	 1002 	 -1,4 	  
19:50 15.01.2019 	 1,55 	 1,39 	 12 	 18 	 61 	 1002 	 -1,3 	  
19:40 15.01.2019 	 1,55 	 1,42 	 12 	 18 	 60 	 1002 	 -1,4 	  
19:30 15.01.2019 	 1,56 	 1,41 	 11 	 17 	 56 	 1001 	 -1,4 	  
19:20 15.01.2019 	 1,58 	 1,39 	 12 	 17 	 54 	 1001 	 -1,4 	  
19:10 15.01.2019 	 1,6 	 1,43 	 11 	 18 	 57 	 1001 	 -1,3 	  
19:00 15.01.2019 	 1,63 	 1,49 	 12 	 18 	 57 	 1001 	 -1,3 	  
18:50 15.01.2019 	 1,66 	 1,49 	 11 	 17 	 57 	 1001 	 -1,4 	  
18:40 15.01.2019 	 1,7 	 1,53 	 13 	 19 	 63 	 1000 	 -1,4 	  
18:30 15.01.2019 	 1,74 	 1,54 	 13 	 19 	 57 	 1000 	 -1,3 	  
18:20 15.01.2019 	 1,79 	 1,67 	 13 	 18 	 58 	 1000 	 -1,2 	  
18:10 15.01.2019 	 1,84 	 1,74 	 14 	 19 	 60 	 1000 	 -1,2 	  
18:00 15.01.2019 	 1,89 	 1,76 	 13 	 18 	 59 	 1000 	 -1,3 	  
17:50 15.01.2019 	 1,95 	 1,8 	 14 	 19 	 58 	 1000 	 -1,2 	  
17:40 15.01.2019 	 2,01 	 1,89 	 14 	 19 	 59 	 999 	 -1,2 	  
17:30 15.01.2019 	 2,07 	 1,94 	 13 	 18 	 62 	 999 	 -1,1 	  
17:20 15.01.2019 	 2,13 	 2,04 	 13 	 18 	 58 	 999 	 -1,3 	  
17:10 15.01.2019 	 2,2 	 2,13 	 14 	 19 	 67 	 999 	 -1,2 	  
17:00 15.01.2019 	 2,26 	 2,19 	 14 	 19 	 59 	 998 	 -1,1 	  
16:50 15.01.2019 	 2,33 	 2,24 	 15 	 20 	 65 	 998 	 -1,2 	  
16:40 15.01.2019 	 2,4 	 2,37 	 16 	 20 	 65 	 998 	 -1,2 	  
16:30 15.01.2019 	 2,47 	 2,39 	 16 	 21 	 62 	 998 	 -1,2 	  
16:20 15.01.2019 	 2,53 	 2,45 	 16 	 20 	 63 	 998 	 -1,1 	  
16:10 15.01.2019 	 2,6 	 2,53 	 16 	 20 	 63 	 998 	 -1,1 	  
16:00 15.01.2019 	 2,66 	 2,58 	 17 	 21 	 68 	 997 	 -1,2 	  
15:50 15.01.2019 	 2,73 	 2,71 	 16 	 19 	 64 	 997 	 -1,3 	  
15:40 15.01.2019 	 2,79 	 2,79 	 15 	 20 	 63 	 997 	 -1,3 	  
15:30 15.01.2019 	 2,85 	 2,86 	 16 	 20 	 64 	 997 	 -1,2 	  
15:20 15.01.2019 	 2,9 	 2,89 	 16 	 20 	 64 	 997 	 -1,4 	  
15:10 15.01.2019 	 2,95 	 2,95 	 15 	 19 	 61 	 997 	 -1,4 	  
15:00 15.01.2019 	 3 	 3,01 	 16 	 20 	 63 	 997 	 -1,6 	  
14:50 15.01.2019 	 3,04 	 3 	 15 	 21 	 62 	 997 	 -1,4 	  
14:40 15.01.2019 	 3,08 	 3,09 	 15 	 19 	 60 	 997 	 -1,5 	  
14:30 15.01.2019 	 3,11 	 3,05 	 16 	 20 	 62 	 997 	 -1,5 	  
14:20 15.01.2019 	 3,14 	 3,18 	 16 	 21 	 62 	 997 	 -1,5 	  
14:10 15.01.2019 	 3,17 	 3,14 	 16 	 21 	 64 	 996 	 -1,5 	  
14:00 15.01.2019 	 3,19 	 3,21 	 16 	 20 	 63 	 996 	 -1,6 	  
13:50 15.01.2019 	 3,2 	 3,22 	 15 	 21 	 61 	 996 	 -1,4 	  
13:40 15.01.2019 	 3,21 	 3,17 	 17 	 22 	 61 	 996 	 -1,6 	  
13:30 15.01.2019 	 3,21 	 3,22 	 15 	 20 	 62 	 996 	 -1,5 	  
13:20 15.01.2019 	 3,21 	 3,19 	 15 	 21 	 61 	 996 	 -1,6 	  
13:10 15.01.2019 	 3,2 	 3,17 	 16 	 20 	 61 	 996 	 -1,6 	  
13:00 15.01.2019 	 3,19 	 3,17 	 16 	 22 	 64 	 996 	 -1,6 	  
12:50 15.01.2019 	 3,17 	 3,15 	 17 	 20 	 68 	 996 	 -1,7 	  
12:40 15.01.2019 	 3,15 	 3,12 	 15 	 20 	 63 	 995 	 -1,5 	  
12:30 15.01.2019 	 3,12 	 3,07 	 14 	 21 	 56 	 995 	 -1,7 	  
12:20 15.01.2019 	 3,09 	 3,09 	 15 	 21 	 58 	 995 	 -1,8 	  
12:10 15.01.2019 	 3,05 	 3 	 15 	 20 	 57 	 995 	 -1,7 	  
12:00 15.01.2019 	 3,01 	 2,98 	 14 	 19 	 57 	 995 	 -1,8 	  
11:50 15.01.2019 	 2,97 	 2,88 	 15 	 21 	 57 	 995 	 -1,7 	  
11:40 15.01.2019 	 2,92 	 2,88 	 13 	 20 	 55 	 995 	 -1,6 	  
11:30 15.01.2019 	 2,87 	 2,84 	 15 	 21 	 57 	 995 	 -1,8 	  
11:20 15.01.2019 	 2,82 	 2,73 	 14 	 20 	 58 	 995 	 -1,7 	  
11:10 15.01.2019 	 2,76 	 2,72 	 15 	 21 	 58 	 995 	 -1,6 	  
11:00 15.01.2019 	 2,7 	 2,68 	 13 	 19 	 57 	 995 	 -1,5 	  
10:50 15.01.2019 	 2,64 	 2,58 	 14 	 20 	 56 	 994 	 -1,9 	  
10:40 15.01.2019 	 2,58 	 2,54 	 15 	 20 	 59 	 994 	 -1,7 	  
10:30 15.01.2019 	 2,52 	 2,48 	 14 	 20 	 58 	 994 	 -1,6 	  
10:20 15.01.2019 	 2,46 	 2,43 	 15 	 22 	 58 	 994 	 -1,3 	  
10:10 15.01.2019 	 2,4 	 2,33 	 15 	 19 	 59 	 994 	 -1,1 	  
10:00 15.01.2019 	 2,33 	 2,24 	 14 	 19 	 57 	 994 	 -1,1 	  
09:50 15.01.2019 	 2,27 	 2,22 	 15 	 20 	 63 	 994 	 -1,1 	  
09:40 15.01.2019 	 2,21 	 2,14 	 15 	 21 	 58 	 994 	 -1,2 	  
09:30 15.01.2019 	 2,15 	 2,08 	 13 	 19 	 57 	 994 	 -1 	  
09:20 15.01.2019 	 2,1 	 2,06 	 15 	 20 	 61 	 993 	 -1,1 	  
09:10 15.01.2019 	 2,04 	 2,02 	 15 	 20 	 58 	 993 	 -1,2 	  
09:00 15.01.2019 	 1,99 	 1,93 	 15 	 21 	 62 	 993 	 -1,2 	  
08:50 15.01.2019 	 1,94 	 1,95 	 14 	 20 	 60 	 993 	 -1,2 	  
08:40 15.01.2019 	 1,9 	 1,86 	 14 	 20 	 58 	 993 	 -1,1 	  
08:30 15.01.2019 	 1,86 	 1,77 	 14 	 20 	 59 	 993 	 -1,3 	  
08:20 15.01.2019 	 1,82 	 1,77 	 14 	 19 	 60 	 993 	 -1,2 	  
08:10 15.01.2019 	 1,79 	 1,74 	 13 	 18 	 59 	 993 	 -1,2 	  
08:00 15.01.2019 	 1,76 	 1,65 	 13 	 19 	 57 	 993 	 -1,2 	  
07:50 15.01.2019 	 1,74 	 1,66 	 13 	 18 	 59 	 993 	 -1,1 	  
07:40 15.01.2019 	 1,72 	 1,64 	 14 	 21 	 62 	 993 	 -1,2 	  
07:30 15.01.2019 	 1,71 	 1,6 	 13 	 20 	 61 	 993 	 -1 	  
07:20 15.01.2019 	 1,7 	 1,62 	 14 	 19 	 56 	 993 	 -1 	  
07:10 15.01.2019 	 1,7 	 1,62 	 13 	 19 	 59 	 992 	 -0,9 	  
07:00 15.01.2019 	 1,71 	 1,6 	 13 	 19 	 61 	 993 	 -0,8 	  
06:50 15.01.2019 	 1,71 	 1,62 	 12 	 19 	 58 	 992 	 -0,8 	  
06:40 15.01.2019 	 1,73 	 1,68 	 13 	 18 	 54 	 992 	 -0,8 	  
06:30 15.01.2019 	 1,75 	 1,68 	 12 	 17 	 54 	 992 	 -0,7 	  
06:20 15.01.2019 	 1,77 	 1,66 	 13 	 19 	 56 	 992 	 -0,8 	  
06:10 15.01.2019 	 1,8 	 1,77 	 13 	 20 	 57 	 992 	 -0,6 	  
06:00 15.01.2019 	 1,84 	 1,77 	 12 	 18 	 57 	 992 	 -0,4 	  
05:50 15.01.2019 	 1,88 	 1,8 	 13 	 19 	 57 	 992 	 -0,6 	  
05:40 15.01.2019 	 1,92 	 1,83 	 13 	 20 	 57 	 991 	 -0,4 	  
05:30 15.01.2019 	 1,97 	 1,88 	 13 	 19 	 58 	 991 	 -0,5 	  
05:20 15.01.2019 	 2,02 	 1,95 	 14 	 20 	 58 	 991 	 -0,4 	  
05:10 15.01.2019 	 2,07 	 1,99 	 13 	 19 	 57 	 991 	 -0,3 	  
05:00 15.01.2019 	 2,13 	 2,04 	 13 	 19 	 57 	 991 	 -0,3 	  
04:50 15.01.2019 	 2,19 	 2,08 	 13 	 18 	 58 	 991 	 -0,3 	  
04:40 15.01.2019 	 2,25 	 2,17 	 12 	 18 	 56 	 991 	 -0,1 	  
04:30 15.01.2019 	 2,31 	 2,2 	 12 	 17 	 57 	 991 	 -0,2 	  
04:20 15.01.2019 	 2,38 	 2,31 	 12 	 18 	 56 	 991 	 -0,3 	  
04:10 15.01.2019 	 2,44 	 2,33 	 13 	 19 	 57 	 991 	 -0,1 	  
04:00 15.01.2019 	 2,51 	 2,43 	 13 	 18 	 56 	 991 	 -0,1 	  
03:50 15.01.2019 	 2,57 	 2,47 	 13 	 20 	 57 	 991 	 -0,2 	  
03:40 15.01.2019 	 2,64 	 2,56 	 12 	 18 	 58 	 990 	 -0,1 	  
03:30 15.01.2019 	 2,7 	 2,59 	 13 	 18 	 56 	 990 	 -0,3 	  
03:20 15.01.2019 	 2,76 	 2,63 	 14 	 19 	 58 	 990 	 -0,1 	  
03:10 15.01.2019 	 2,82 	 2,71 	 14 	 19 	 58 	 990 	 -0,1 	  
03:00 15.01.2019 	 2,87 	 2,79 	 15 	 20 	 62 	 990 	 -0,1 	  
02:50 15.01.2019 	 2,93 	 2,78 	 14 	 20 	 56 	 990 	 -0 	  
02:40 15.01.2019 	 2,98 	 2,86 	 14 	 19 	 56 	 990 	 0,1 	  
02:30 15.01.2019 	 3,02 	 2,98 	 15 	 20 	 61 	 989 	 0,1 	  
02:20 15.01.2019 	 3,06 	 2,96 	 14 	 21 	 55 	 989 	 0,1 	  
02:10 15.01.2019 	 3,1 	 3,02 	 15 	 19 	 58 	 989 	 0,4 	  
02:00 15.01.2019 	 3,13 	 3,09 	 14 	 19 	 58 	 989 	 0,4 	  
01:50 15.01.2019 	 3,16 	 3,11 	 14 	 19 	 57 	 989 	 0,4 	  
01:40 15.01.2019 	 3,18 	 3,13 	 14 	 20 	 57 	 989 	 0,4 	  
01:30 15.01.2019 	 3,2 	 3,2 	 15 	 19 	 58 	 988 	 0,5 	  
01:20 15.01.2019 	 3,21 	 3,2 	 14 	 19 	 58 	 988 	 0,6 	  
01:10 15.01.2019 	 3,22 	 3,21 	 14 	 18 	 55 	 988 	 0,5 	  
01:00 15.01.2019 	 3,22 	 3,2 	 13 	 18 	 56 	 988 	 0,5 	  
00:50 15.01.2019 	 3,22 	 3,19 	 12 	 17 	 54 	 988 	 0,8 	  
00:40 15.01.2019 	 3,21 	 3,15 	 12 	 17 	 57 	 988 	 0,8 	  
00:30 15.01.2019 	 3,19 	 3,16 	 13 	 17 	 56 	 988 	 0,7 	  
00:20 15.01.2019 	 3,17 	 3,16 	 12 	 16 	 54 	 987 	 0,7 	  
00:10 15.01.2019 	 3,14 	 3,18 	 12 	 17 	 53 	 987 	 0,6 	  
00:00 15.01.2019 	 3,11 	 3,11 	 12 	 17 	 54 	 987 	 0,5 	  
23:50 14.01.2019 	 3,07 	 3,09 	 12 	 16 	 56 	 987 	 0,4 	  
23:40 14.01.2019 	 3,03 	 3,07 	 12 	 17 	 54 	 987 	 0,3 	  
23:30 14.01.2019 	 2,98 	 3,04 	 12 	 16 	 57 	 987 	 0,3 	  
23:20 14.01.2019 	 2,93 	 2,95 	 12 	 18 	 57 	 987 	 0,3 	  
23:10 14.01.2019 	 2,88 	 2,94 	 12 	 18 	 61 	 987 	 0,6 	  
23:00 14.01.2019 	 2,82 	 2,9 	 11 	 16 	 62 	 986 	 0,5 	  
22:50 14.01.2019 	 2,76 	 2,83 	 12 	 17 	 58 	 986 	 0,4 	  
22:40 14.01.2019 	 2,7 	 2,79 	 12 	 17 	 64 	 986 	 0,4 	  
22:30 14.01.2019 	 2,63 	 2,71 	 12 	 16 	 64 	 986 	 0,5 	  
22:20 14.01.2019 	 2,57 	 2,67 	 11 	 17 	 63 	 986 	 0,4 	  
22:10 14.01.2019 	 2,5 	 2,56 	 12 	 17 	 59 	 986 	 0,4 	  
22:00 14.01.2019 	 2,43 	 2,53 	 12 	 18 	 62 	 986 	 0,3 	  
21:50 14.01.2019 	 2,36 	 2,48 	 13 	 17 	 66 	 986 	 0,4 	  
21:40 14.01.2019 	 2,29 	 2,41 	 12 	 16 	 69 	 986 	 0,4 	  
21:30 14.01.2019 	 2,22 	 2,37 	 11 	 15 	 72 	 986 	 0,3 	  
21:20 14.01.2019 	 2,15 	 2,26 	 11 	 15 	 72 	 986 	 0,3 	  
21:10 14.01.2019 	 2,08 	 2,22 	 9 	 13 	 72 	 986 	 0,1 	  
21:00 14.01.2019 	 2,02 	 2,14 	 8 	 10 	 74 	 986 	 -0,1 	  
20:50 14.01.2019 	 1,96 	 2,07 	 8 	 11 	 68 	 986 	 -0,1 	  
20:40 14.01.2019 	 1,9 	 1,98 	 9 	 11 	 72 	 986 	 -0,2 	  
20:30 14.01.2019 	 1,84 	 1,93 	 8 	 11 	 72 	 986 	 -0,3 	  
20:20 14.01.2019 	 1,79 	 1,86 	 8 	 11 	 75 	 986 	 -0,3 	  
20:10 14.01.2019 	 1,74 	 1,8 	 8 	 13 	 72 	 986 	 -0,4 	  
