 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (°)	Loftthrystingur (hpa)	Lofthiti (°C)	
21:40 21.01.2019 	 3,08 	 3,12 	 8 	 11 	 339 	 977 	 0,9 	  
21:30 21.01.2019 	 3,22 	 3,28 	 8 	 11 	 335 	 976 	 0,9 	  
21:20 21.01.2019 	 3,36 	 3,42 	 7 	 10 	 332 	 976 	 1,1 	  
21:10 21.01.2019 	 3,49 	 3,55 	 7 	 10 	 332 	 976 	 1 	  
21:00 21.01.2019 	 3,61 	 3,66 	 7 	 10 	 331 	 976 	 0,9 	  
20:50 21.01.2019 	 3,73 	 3,8 	 7 	 12 	 292 	 976 	 0,2 	  
20:40 21.01.2019 	 3,83 	 3,87 	 6 	 11 	 257 	 976 	 -0,4 	  
20:30 21.01.2019 	 3,92 	 3,99 	 7 	 12 	 298 	 976 	 -0,6 	  
20:20 21.01.2019 	 4 	 4,04 	 7 	 10 	 294 	 975 	 0 	  
20:10 21.01.2019 	 4,07 	 4,14 	 6 	 9 	 295 	 975 	 0,4 	  
20:00 21.01.2019 	 4,13 	 4,25 	 7 	 11 	 298 	 975 	 0,6 	  
19:50 21.01.2019 	 4,18 	 4,23 	 4 	 6 	 290 	 975 	 0,7 	  
19:40 21.01.2019 	 4,21 	 4,25 	 4 	 7 	 285 	 975 	 1 	  
19:30 21.01.2019 	 4,23 	 4,29 	 4 	 7 	 253 	 974 	 1,4 	  
19:20 21.01.2019 	 4,24 	 4,31 	 3 	 4 	 246 	 974 	 0,7 	  
19:10 21.01.2019 	 4,24 	 4,35 	 4 	 6 	 236 	 975 	 0,5 	  
19:00 21.01.2019 	 4,22 	 4,23 	 5 	 7 	 238 	 974 	 0,1 	  
18:50 21.01.2019 	 4,19 	 4,23 	 5 	 7 	 243 	 975 	 -0,5 	  
18:40 21.01.2019 	 4,15 	 4,22 	 4 	 5 	 303 	 975 	 -0,6 	  
18:30 21.01.2019 	 4,09 	 4,21 	 5 	 8 	 305 	 975 	 -0,3 	  
18:20 21.01.2019 	 4,02 	 4,08 	 4 	 5 	 248 	 974 	 0,3 	  
18:10 21.01.2019 	 3,94 	 3,98 	 4 	 6 	 242 	 974 	 0,2 	  
18:00 21.01.2019 	 3,85 	 3,89 	 5 	 6 	 248 	 974 	 -0 	  
17:50 21.01.2019 	 3,75 	 3,81 	 4 	 6 	 248 	 974 	 -0 	  
17:40 21.01.2019 	 3,63 	 3,68 	 5 	 7 	 255 	 974 	 0,2 	  
17:30 21.01.2019 	 3,51 	 3,65 	 5 	 8 	 258 	 974 	 -0 	  
17:20 21.01.2019 	 3,38 	 3,46 	 5 	 8 	 257 	 974 	 0,2 	  
17:10 21.01.2019 	 3,24 	 3,34 	 5 	 7 	 259 	 974 	 0 	  
17:00 21.01.2019 	 3,1 	 3,28 	 5 	 10 	 262 	 974 	 -0 	  
16:50 21.01.2019 	 2,94 	 3,01 	 5 	 7 	 261 	 974 	 -0 	  
16:40 21.01.2019 	 2,79 	 2,93 	 4 	 6 	 260 	 974 	 -0,3 	  
16:30 21.01.2019 	 2,63 	 2,77 	 4 	 6 	 255 	 974 	 -0,7 	  
16:20 21.01.2019 	 2,46 	 2,62 	 5 	 6 	 260 	 973 	 -0,9 	  
16:10 21.01.2019 	 2,3 	 2,48 	 5 	 6 	 246 	 974 	 -1,4 	  
16:00 21.01.2019 	 2,13 	 2,31 	 5 	 7 	 241 	 973 	 -1,3 	  
15:50 21.01.2019 	 1,97 	 2,09 	 5 	 7 	 239 	 973 	 -1,2 	  
15:40 21.01.2019 	 1,81 	 1,98 	 5 	 6 	 235 	 973 	 -1,6 	  
15:30 21.01.2019 	 1,65 	 1,75 	 6 	 7 	 233 	 973 	 -2,2 	  
15:20 21.01.2019 	 1,49 	 1,59 	 5 	 8 	 235 	 973 	 -2,4 	  
15:10 21.01.2019 	 1,35 	 1,51 	 3 	 5 	 236 	 973 	 -2,5 	  
15:00 21.01.2019 	 1,21 	 1,32 	 5 	 7 	 233 	 973 	 -2,9 	  
14:50 21.01.2019 	 1,07 	 1,24 	 4 	 7 	 230 	 973 	 -2,6 	  
14:40 21.01.2019 	 0,95 	 1,09 	 4 	 5 	 232 	 973 	 -2,2 	  
14:30 21.01.2019 	 0,84 	 0,96 	 3 	 5 	 239 	 973 	 -1,7 	  
14:20 21.01.2019 	 0,74 	 0,9 	 3 	 5 	 256 	 973 	 -1 	  
14:10 21.01.2019 	 0,65 	 0,88 	 3 	 6 	 247 	 973 	 -1 	  
14:00 21.01.2019 	 0,57 	 0,79 	 3 	 4 	 230 	 973 	 -1,3 	  
13:50 21.01.2019 	 0,51 	 0,71 	 3 	 4 	 227 	 973 	 -1,4 	  
13:40 21.01.2019 	 0,46 	 0,66 	 4 	 5 	 243 	 973 	 -1 	  
13:30 21.01.2019 	 0,43 	 0,58 	 4 	 6 	 239 	 973 	 -1,6 	  
13:20 21.01.2019 	 0,41 	 0,6 	 4 	 7 	 243 	 973 	 -2 	  
13:10 21.01.2019 	 0,41 	 0,59 	 5 	 7 	 242 	 973 	 -1,7 	  
13:00 21.01.2019 	 0,43 	 0,53 	 4 	 6 	 242 	 973 	 -2,2 	  
12:50 21.01.2019 	 0,46 	 0,65 	 5 	 6 	 214 	 973 	 -0,8 	  
12:40 21.01.2019 	 0,5 	 0,62 	 5 	 7 	 215 	 973 	 -1,3 	  
12:30 21.01.2019 	 0,56 	 0,68 	 4 	 6 	 204 	 973 	 -1,8 	  
12:20 21.01.2019 	 0,64 	 0,88 	 3 	 4 	 199 	 973 	 -2,3 	  
12:10 21.01.2019 	 0,72 	 0,88 	 1 	 2 	 159 	 973 	 -1,5 	  
12:00 21.01.2019 	 0,83 	 0,99 	 1 	 2 	 187 	 973 	 -2 	  
11:50 21.01.2019 	 0,94 	 1,09 	 1 	 2 	 213 	 973 	 -2,1 	  
11:40 21.01.2019 	 1,06 	 1,14 	 2 	 3 	 218 	 973 	 -2 	  
11:30 21.01.2019 	 1,2 	 1,33 	 2 	 3 	 223 	 973 	 -1,4 	  
11:20 21.01.2019 	 1,34 	 1,48 	 3 	 4 	 234 	 974 	 -1,5 	  
11:10 21.01.2019 	 1,49 	 1,62 	 2 	 4 	 215 	 974 	 -1,7 	  
11:00 21.01.2019 	 1,65 	 1,8 	 1 	 2 	 271 	 974 	 -1,4 	  
10:50 21.01.2019 	 1,81 	 1,9 	 2 	 4 	 259 	 974 	 -1,5 	  
10:40 21.01.2019 	 1,98 	 2,03 	 4 	 5 	 236 	 974 	 -1,6 	  
10:30 21.01.2019 	 2,14 	 2,22 	 4 	 6 	 219 	 974 	 -1,2 	  
10:20 21.01.2019 	 2,32 	 2,43 	 5 	 7 	 197 	 974 	 -0,9 	  
10:10 21.01.2019 	 2,49 	 2,52 	 3 	 6 	 218 	 973 	 -0,4 	  
10:00 21.01.2019 	 2,66 	 2,7 	 2 	 3 	 156 	 973 	 -0,5 	  
09:50 21.01.2019 	 2,83 	 2,88 	 2 	 3 	 155 	 973 	 -0,6 	  
09:40 21.01.2019 	 2,99 	 3,03 	 1 	 2 	 19 	 973 	 -0,9 	  
09:30 21.01.2019 	 3,15 	 3,2 	 2 	 3 	 285 	 973 	 -1,7 	  
09:20 21.01.2019 	 3,31 	 3,38 	 1 	 2 	 164 	 973 	 -1,8 	  
09:10 21.01.2019 	 3,46 	 3,51 	 0 	 1 	 252 	 973 	 -2,2 	  
09:00 21.01.2019 	 3,6 	 3,66 	 2 	 3 	 251 	 973 	 -2,3 	  
08:50 21.01.2019 	 3,74 	 3,81 	 2 	 2 	 239 	 973 	 -2,3 	  
08:40 21.01.2019 	 3,87 	 3,99 	 1 	 1 	 185 	 973 	 -1,9 	  
08:30 21.01.2019 	 3,99 	 4,12 	 1 	 1 	 160 	 973 	 -1,3 	  
08:20 21.01.2019 	 4,1 	 4,2 	 1 	 2 	 239 	 974 	 -1,5 	  
08:10 21.01.2019 	 4,2 	 4,3 	 1 	 2 	 220 	 974 	 -1,1 	  
08:00 21.01.2019 	 4,29 	 4,43 	 1 	 3 	 183 	 974 	 -1 	  
07:50 21.01.2019 	 4,36 	 4,52 	 1 	 2 	 217 	 974 	 -1,1 	  
07:40 21.01.2019 	 4,43 	 4,61 	 1 	 2 	 197 	 974 	 -1,1 	  
07:30 21.01.2019 	 4,48 	 4,63 	 1 	 2 	 237 	 974 	 -1,1 	  
07:20 21.01.2019 	 4,52 	 4,66 	 1 	 1 	 134 	 974 	 -1 	  
07:10 21.01.2019 	 4,55 	 4,73 	 1 	 2 	 95 	 974 	 -1,1 	  
07:00 21.01.2019 	 4,56 	 4,78 	 1 	 4 	 106 	 974 	 -1,1 	  
06:50 21.01.2019 	 4,56 	 4,74 	 0 	 3 	 357 	 974 	 -1 	  
06:40 21.01.2019 	 4,55 	 4,74 	 3 	 12 	 309 	 974 	 -1,1 	  
06:30 21.01.2019 	 4,53 	 4,7 	 1 	 3 	 236 	 975 	 -1 	  
06:20 21.01.2019 	 4,49 	 4,71 	 2 	 3 	 234 	 975 	 -0,9 	  
06:10 21.01.2019 	 4,44 	 4,69 	 2 	 3 	 205 	 975 	 -0,5 	  
06:00 21.01.2019 	 4,37 	 4,57 	 2 	 4 	 147 	 975 	 0,2 	  
05:50 21.01.2019 	 4,29 	 4,53 	 1 	 2 	 167 	 975 	 0,2 	  
05:40 21.01.2019 	 4,21 	 4,46 	 2 	 3 	 176 	 975 	 0,2 	  
05:30 21.01.2019 	 4,1 	 4,35 	 3 	 4 	 167 	 975 	 0,3 	  
05:20 21.01.2019 	 3,99 	 4,21 	 4 	 6 	 146 	 975 	 0,4 	  
05:10 21.01.2019 	 3,87 	 4,14 	 3 	 5 	 132 	 975 	 0,3 	  
05:00 21.01.2019 	 3,74 	 4 	 1 	 2 	 258 	 976 	 -0,3 	  
04:50 21.01.2019 	 3,6 	 3,82 	 1 	 2 	 246 	 976 	 -0,1 	  
04:40 21.01.2019 	 3,45 	 3,66 	 3 	 4 	 124 	 976 	 0,2 	  
04:30 21.01.2019 	 3,3 	 3,55 	 4 	 5 	 93 	 976 	 -0,2 	  
04:20 21.01.2019 	 3,14 	 3,39 	 5 	 6 	 109 	 976 	 -0,2 	  
04:10 21.01.2019 	 2,97 	 3,19 	 5 	 6 	 125 	 976 	 0,1 	  
04:00 21.01.2019 	 2,8 	 3,04 	 4 	 5 	 176 	 977 	 0,8 	  
03:50 21.01.2019 	 2,63 	 2,88 	 3 	 5 	 202 	 977 	 1,2 	  
03:40 21.01.2019 	 2,46 	 2,71 	 3 	 4 	 203 	 977 	 1,3 	  
03:30 21.01.2019 	 2,29 	 2,56 	 3 	 4 	 200 	 977 	 1,4 	  
03:20 21.01.2019 	 2,12 	 2,32 	 3 	 6 	 204 	 977 	 1,4 	  
03:10 21.01.2019 	 1,95 	 2,18 	 4 	 6 	 186 	 977 	 1,3 	  
03:00 21.01.2019 	 1,78 	 2 	 4 	 5 	 178 	 977 	 1,3 	  
02:50 21.01.2019 	 1,63 	 1,87 	 4 	 6 	 199 	 978 	 1,2 	  
02:40 21.01.2019 	 1,47 	 1,69 	 4 	 6 	 200 	 978 	 1,3 	  
02:30 21.01.2019 	 1,33 	 1,57 	 4 	 7 	 205 	 978 	 1,3 	  
02:20 21.01.2019 	 1,19 	 1,42 	 5 	 7 	 208 	 978 	 1,4 	  
02:10 21.01.2019 	 1,06 	 1,26 	 6 	 8 	 204 	 978 	 1,4 	  
02:00 21.01.2019 	 0,95 	 1,17 	 6 	 8 	 200 	 978 	 1,4 	  
01:50 21.01.2019 	 0,85 	 1,09 	 5 	 8 	 207 	 978 	 1,5 	  
01:40 21.01.2019 	 0,75 	 0,99 	 5 	 9 	 209 	 979 	 1,5 	  
01:30 21.01.2019 	 0,68 	 0,91 	 5 	 8 	 211 	 979 	 1,5 	  
01:20 21.01.2019 	 0,61 	 0,83 	 6 	 9 	 207 	 979 	 1,3 	  
01:10 21.01.2019 	 0,56 	 0,8 	 6 	 9 	 202 	 979 	 1,4 	  
01:00 21.01.2019 	 0,53 	 0,77 	 8 	 13 	 211 	 979 	 0,8 	  
00:50 21.01.2019 	 0,51 	 0,81 	 7 	 10 	 222 	 979 	 1,8 	  
00:40 21.01.2019 	 0,5 	 0,74 	 7 	 10 	 226 	 979 	 1,9 	  
00:30 21.01.2019 	 0,51 	 0,78 	 7 	 10 	 217 	 979 	 2,2 	  
00:20 21.01.2019 	 0,54 	 0,8 	 9 	 15 	 225 	 979 	 1,9 	  
00:10 21.01.2019 	 0,58 	 0,83 	 8 	 14 	 230 	 979 	 1,9 	  
00:00 21.01.2019 	 0,63 	 0,9 	 8 	 12 	 237 	 979 	 1,8 	  
23:50 20.01.2019 	 0,69 	 0,95 	 8 	 11 	 231 	 979 	 1,5 	  
23:40 20.01.2019 	 0,77 	 1 	 11 	 15 	 231 	 980 	 1,4 	  
23:30 20.01.2019 	 0,86 	 1,12 	 9 	 14 	 225 	 980 	 1,8 	  
23:20 20.01.2019 	 0,97 	 1,21 	 11 	 14 	 228 	 980 	 2,3 	  
23:10 20.01.2019 	 1,08 	 1,28 	 9 	 14 	 232 	 980 	 2,4 	  
23:00 20.01.2019 	 1,2 	 1,41 	 9 	 14 	 235 	 980 	 2,2 	  
22:50 20.01.2019 	 1,33 	 1,48 	 10 	 14 	 232 	 980 	 2,7 	  
22:40 20.01.2019 	 1,46 	 1,65 	 10 	 14 	 234 	 980 	 2,5 	  
22:30 20.01.2019 	 1,6 	 1,74 	 12 	 15 	 234 	 980 	 3 	  
22:20 20.01.2019 	 1,75 	 1,91 	 11 	 15 	 234 	 980 	 2,7 	  
22:10 20.01.2019 	 1,89 	 2,02 	 11 	 16 	 235 	 980 	 2,7 	  
22:00 20.01.2019 	 2,04 	 2,19 	 11 	 16 	 228 	 980 	 2,3 	  
21:50 20.01.2019 	 2,19 	 2,28 	 12 	 17 	 233 	 980 	 2,3 	  
21:40 20.01.2019 	 2,35 	 2,46 	 11 	 19 	 230 	 980 	 2,1 	  
21:30 20.01.2019 	 2,5 	 2,59 	 11 	 15 	 223 	 980 	 2,3 	  
21:20 20.01.2019 	 2,64 	 2,69 	 10 	 14 	 183 	 980 	 2,3 	  
21:10 20.01.2019 	 2,79 	 2,84 	 14 	 19 	 161 	 980 	 1,7 	  
21:00 20.01.2019 	 2,93 	 2,97 	 18 	 23 	 162 	 980 	 1,4 	  
20:50 20.01.2019 	 3,06 	 3,09 	 20 	 27 	 156 	 980 	 0,3 	  
20:40 20.01.2019 	 3,19 	 3,24 	 20 	 28 	 154 	 980 	 -0,1 	  
20:30 20.01.2019 	 3,32 	 3,35 	 16 	 22 	 154 	 980 	 -0,2 	  
20:20 20.01.2019 	 3,43 	 3,48 	 17 	 25 	 152 	 981 	 -0,2 	  
20:10 20.01.2019 	 3,54 	 3,58 	 20 	 25 	 155 	 981 	 -0,4 	  
20:00 20.01.2019 	 3,64 	 3,66 	 20 	 25 	 154 	 981 	 -0,4 	  
19:50 20.01.2019 	 3,73 	 3,71 	 20 	 26 	 153 	 982 	 -0,4 	  
19:40 20.01.2019 	 3,81 	 3,82 	 18 	 25 	 152 	 983 	 -0,4 	  
19:30 20.01.2019 	 3,88 	 3,94 	 20 	 25 	 152 	 983 	 -0,5 	  
19:20 20.01.2019 	 3,94 	 3,97 	 20 	 25 	 150 	 984 	 -0,5 	  
19:10 20.01.2019 	 3,99 	 3,97 	 21 	 24 	 148 	 984 	 -0,4 	  
19:00 20.01.2019 	 4,03 	 4 	 19 	 24 	 147 	 985 	 -0,3 	  
18:50 20.01.2019 	 4,05 	 4,02 	 18 	 21 	 145 	 986 	 -0,1 	  
18:40 20.01.2019 	 4,07 	 4 	 17 	 22 	 144 	 986 	 0,3 	  
18:30 20.01.2019 	 4,07 	 4,03 	 15 	 20 	 144 	 987 	 0,6 	  
18:20 20.01.2019 	 4,06 	 4,04 	 14 	 19 	 146 	 988 	 0,9 	  
18:10 20.01.2019 	 4,04 	 3,94 	 14 	 20 	 147 	 988 	 1,1 	  
18:00 20.01.2019 	 4,01 	 3,94 	 12 	 16 	 146 	 989 	 1,5 	  
17:50 20.01.2019 	 3,97 	 3,89 	 9 	 12 	 145 	 989 	 2,2 	  
17:40 20.01.2019 	 3,91 	 3,86 	 8 	 11 	 152 	 990 	 2,2 	  
17:30 20.01.2019 	 3,85 	 3,8 	 11 	 14 	 158 	 991 	 2,4 	  
17:20 20.01.2019 	 3,77 	 3,7 	 11 	 14 	 161 	 991 	 2,4 	  
17:10 20.01.2019 	 3,69 	 3,6 	 12 	 15 	 164 	 992 	 2,4 	  
17:00 20.01.2019 	 3,59 	 3,52 	 7 	 13 	 168 	 992 	 2,1 	  
16:50 20.01.2019 	 3,48 	 3,4 	 3 	 10 	 168 	 993 	 2,1 	  
16:40 20.01.2019 	 3,37 	 3,25 	 3 	 7 	 132 	 993 	 2,1 	  
16:30 20.01.2019 	 3,25 	 3,17 	 4 	 7 	 153 	 993 	 2 	  
16:20 20.01.2019 	 3,12 	 3,06 	 2 	 3 	 163 	 994 	 1,6 	  
16:10 20.01.2019 	 2,99 	 2,95 	 2 	 4 	 118 	 994 	 1,7 	  
16:00 20.01.2019 	 2,85 	 2,73 	 4 	 5 	 151 	 995 	 1,7 	  
15:50 20.01.2019 	 2,71 	 2,62 	 4 	 5 	 149 	 995 	 1,7 	  
15:40 20.01.2019 	 2,56 	 2,53 	 3 	 4 	 177 	 995 	 1,1 	  
15:30 20.01.2019 	 2,41 	 2,43 	 4 	 7 	 204 	 995 	 1,4 	  
15:20 20.01.2019 	 2,26 	 2,31 	 5 	 8 	 212 	 996 	 1,7 	  
15:10 20.01.2019 	 2,12 	 2,06 	 5 	 7 	 222 	 996 	 1,7 	  
15:00 20.01.2019 	 1,97 	 1,89 	 6 	 9 	 228 	 996 	 1,9 	  
14:50 20.01.2019 	 1,82 	 1,74 	 5 	 9 	 236 	 996 	 1,9 	  
14:40 20.01.2019 	 1,68 	 1,65 	 7 	 10 	 243 	 996 	 1,9 	  
14:30 20.01.2019 	 1,55 	 1,54 	 7 	 11 	 248 	 996 	 1,9 	  
14:20 20.01.2019 	 1,42 	 1,46 	 10 	 15 	 250 	 996 	 2 	  
14:10 20.01.2019 	 1,29 	 1,22 	 8 	 11 	 245 	 996 	 1,7 	  
14:00 20.01.2019 	 1,18 	 1,18 	 10 	 14 	 246 	 996 	 1,8 	  
13:50 20.01.2019 	 1,07 	 1,05 	 9 	 12 	 245 	 996 	 1,7 	  
13:40 20.01.2019 	 0,98 	 1,09 	 10 	 13 	 247 	 996 	 1,2 	  
13:30 20.01.2019 	 0,89 	 0,88 	 11 	 15 	 252 	 996 	 0,9 	  
13:20 20.01.2019 	 0,82 	 0,83 	 11 	 17 	 248 	 996 	 0,4 	  
13:10 20.01.2019 	 0,76 	 0,62 	 11 	 16 	 250 	 996 	 0,2 	  
13:00 20.01.2019 	 0,71 	 0,69 	 11 	 18 	 256 	 996 	 0,1 	  
12:50 20.01.2019 	 0,68 	 0,79 	 12 	 18 	 249 	 996 	 0,1 	  
12:40 20.01.2019 	 0,65 	 0,73 	 12 	 18 	 253 	 997 	 -0,5 	  
12:30 20.01.2019 	 0,65 	 0,61 	 12 	 18 	 249 	 997 	 -0,6 	  
12:20 20.01.2019 	 0,65 	 0,67 	 9 	 15 	 251 	 997 	 -0,7 	  
12:10 20.01.2019 	 0,67 	 0,71 	 8 	 14 	 252 	 997 	 -0,7 	  
12:00 20.01.2019 	 0,7 	 0,68 	 9 	 15 	 257 	 997 	 -1 	  
11:50 20.01.2019 	 0,75 	 0,76 	 11 	 18 	 254 	 997 	 -0,8 	  
11:40 20.01.2019 	 0,81 	 0,78 	 13 	 20 	 251 	 997 	 -0,7 	  
11:30 20.01.2019 	 0,88 	 0,89 	 12 	 19 	 252 	 997 	 -1 	  
11:20 20.01.2019 	 0,96 	 0,93 	 13 	 21 	 251 	 997 	 -1,1 	  
11:10 20.01.2019 	 1,06 	 1,06 	 11 	 20 	 275 	 997 	 -0,9 	  
11:00 20.01.2019 	 1,16 	 1,14 	 13 	 20 	 253 	 997 	 -0,5 	  
10:50 20.01.2019 	 1,27 	 1,21 	 12 	 18 	 247 	 997 	 -0,8 	  
10:40 20.01.2019 	 1,39 	 1,32 	 11 	 18 	 252 	 997 	 -0,6 	  
10:30 20.01.2019 	 1,52 	 1,51 	 13 	 20 	 250 	 996 	 -0,3 	  
10:20 20.01.2019 	 1,66 	 1,62 	 11 	 20 	 252 	 997 	 -0,4 	  
10:10 20.01.2019 	 1,8 	 1,71 	 7 	 18 	 288 	 997 	 -0,4 	  
10:00 20.01.2019 	 1,94 	 1,84 	 7 	 12 	 297 	 996 	 -0,6 	  
09:50 20.01.2019 	 2,09 	 1,97 	 7 	 12 	 286 	 996 	 -0,9 	  
09:40 20.01.2019 	 2,24 	 2,08 	 7 	 14 	 279 	 996 	 -0,9 	  
09:30 20.01.2019 	 2,39 	 2,3 	 6 	 10 	 274 	 997 	 -0,6 	  
09:20 20.01.2019 	 2,54 	 2,45 	 7 	 15 	 295 	 996 	 -0,6 	  
09:10 20.01.2019 	 2,69 	 2,67 	 6 	 10 	 278 	 996 	 -0,7 	  
09:00 20.01.2019 	 2,84 	 2,73 	 5 	 9 	 256 	 996 	 -0,8 	  
08:50 20.01.2019 	 2,98 	 2,91 	 6 	 13 	 254 	 996 	 -0,8 	  
08:40 20.01.2019 	 3,13 	 3,06 	 9 	 15 	 253 	 996 	 -0,8 	  
08:30 20.01.2019 	 3,26 	 3,17 	 7 	 16 	 260 	 996 	 -0,6 	  
08:20 20.01.2019 	 3,39 	 3,27 	 6 	 17 	 311 	 996 	 -0,5 	  
08:10 20.01.2019 	 3,52 	 3,47 	 7 	 16 	 236 	 995 	 -0,4 	  
08:00 20.01.2019 	 3,64 	 3,59 	 3 	 7 	 146 	 995 	 -0,9 	  
07:50 20.01.2019 	 3,75 	 3,7 	 4 	 6 	 208 	 996 	 -0,9 	  
07:40 20.01.2019 	 3,85 	 3,81 	 6 	 11 	 221 	 996 	 -0,9 	  
07:30 20.01.2019 	 3,94 	 3,91 	 6 	 10 	 231 	 996 	 0,1 	  
07:20 20.01.2019 	 4,03 	 3,9 	 5 	 7 	 239 	 995 	 0,8 	  
07:10 20.01.2019 	 4,1 	 4,13 	 5 	 6 	 239 	 995 	 0,5 	  
07:00 20.01.2019 	 4,17 	 4,11 	 4 	 6 	 241 	 996 	 0,2 	  
06:50 20.01.2019 	 4,22 	 4,19 	 2 	 4 	 135 	 996 	 0,2 	  
06:40 20.01.2019 	 4,26 	 4,23 	 2 	 4 	 168 	 996 	 -0,2 	  
06:30 20.01.2019 	 4,29 	 4,28 	 3 	 7 	 283 	 996 	 0,1 	  
06:20 20.01.2019 	 4,31 	 4,24 	 4 	 7 	 283 	 996 	 -0 	  
06:10 20.01.2019 	 4,32 	 4,28 	 5 	 8 	 293 	 996 	 -0,1 	  
06:00 20.01.2019 	 4,32 	 4,22 	 6 	 9 	 306 	 996 	 0,1 	  
05:50 20.01.2019 	 4,31 	 4,19 	 6 	 11 	 308 	 996 	 -0,1 	  
05:40 20.01.2019 	 4,28 	 4,24 	 4 	 10 	 295 	 996 	 0,4 	  
05:30 20.01.2019 	 4,24 	 4,19 	 2 	 4 	 314 	 995 	 0,3 	  
05:20 20.01.2019 	 4,19 	 4,16 	 2 	 6 	 276 	 996 	 0,6 	  
05:10 20.01.2019 	 4,13 	 4,2 	 2 	 6 	 237 	 995 	 0,5 	  
05:00 20.01.2019 	 4,06 	 4,03 	 6 	 10 	 249 	 995 	 0,5 	  
04:50 20.01.2019 	 3,98 	 4,06 	 6 	 9 	 239 	 996 	 0,7 	  
04:40 20.01.2019 	 3,88 	 3,91 	 6 	 11 	 253 	 996 	 0,8 	  
04:30 20.01.2019 	 3,78 	 3,76 	 5 	 9 	 260 	 995 	 0,8 	  
04:20 20.01.2019 	 3,67 	 3,64 	 6 	 10 	 260 	 995 	 0,6 	  
04:10 20.01.2019 	 3,55 	 3,59 	 7 	 12 	 247 	 996 	 0,7 	  
04:00 20.01.2019 	 3,43 	 3,44 	 5 	 10 	 246 	 996 	 0,5 	  
03:50 20.01.2019 	 3,29 	 3,33 	 5 	 10 	 255 	 996 	 0,2 	  
03:40 20.01.2019 	 3,15 	 3,17 	 6 	 10 	 257 	 995 	 0,1 	  
03:30 20.01.2019 	 3,01 	 2,92 	 8 	 13 	 254 	 996 	 -0,1 	  
03:20 20.01.2019 	 2,86 	 2,94 	 9 	 16 	 254 	 996 	 -0,3 	  
03:10 20.01.2019 	 2,71 	 2,69 	 9 	 17 	 253 	 996 	 -0,5 	  
03:00 20.01.2019 	 2,56 	 2,59 	 7 	 10 	 248 	 996 	 -0,6 	  
02:50 20.01.2019 	 2,41 	 2,37 	 9 	 13 	 240 	 996 	 -0,7 	  
02:40 20.01.2019 	 2,25 	 2,29 	 7 	 12 	 229 	 996 	 -0,2 	  
02:30 20.01.2019 	 2,1 	 2,03 	 4 	 9 	 240 	 996 	 -0 	  
02:20 20.01.2019 	 1,96 	 1,91 	 3 	 5 	 253 	 996 	 -0,1 	  
02:10 20.01.2019 	 1,81 	 1,75 	 5 	 7 	 265 	 996 	 -0 	  
02:00 20.01.2019 	 1,68 	 1,7 	 5 	 8 	 233 	 996 	 0,5 	  
01:50 20.01.2019 	 1,54 	 1,59 	 5 	 8 	 238 	 996 	 0,3 	  
01:40 20.01.2019 	 1,42 	 1,48 	 1 	 5 	 262 	 996 	 -0,4 	  
01:30 20.01.2019 	 1,3 	 1,25 	 1 	 3 	 312 	 996 	 -0,4 	  
01:20 20.01.2019 	 1,2 	 1,17 	 3 	 8 	 269 	 996 	 -0,5 	  
01:10 20.01.2019 	 1,1 	 1,12 	 7 	 11 	 252 	 996 	 -0,5 	  
01:00 20.01.2019 	 1,01 	 1,12 	 6 	 9 	 218 	 996 	 -0 	  
00:50 20.01.2019 	 0,94 	 1,06 	 4 	 7 	 181 	 996 	 -0,1 	  
00:40 20.01.2019 	 0,87 	 0,83 	 6 	 8 	 187 	 996 	 0,2 	  
00:30 20.01.2019 	 0,82 	 0,9 	 4 	 7 	 167 	 996 	 1,3 	  
00:20 20.01.2019 	 0,78 	 0,75 	 2 	 3 	 159 	 996 	 1,3 	  
00:10 20.01.2019 	 0,76 	 0,77 	 1 	 2 	 175 	 996 	 0,9 	  
00:00 20.01.2019 	 0,74 	 0,71 	 1 	 4 	 130 	 996 	 0,7 	  
23:50 19.01.2019 	 0,74 	 0,7 	 3 	 6 	 88 	 996 	 0,5 	  
23:40 19.01.2019 	 0,76 	 0,68 	 1 	 2 	 234 	 996 	 0,3 	  
23:30 19.01.2019 	 0,78 	 0,79 	 2 	 3 	 234 	 996 	 0,2 	  
23:20 19.01.2019 	 0,82 	 0,83 	 3 	 6 	 223 	 996 	 -0,2 	  
23:10 19.01.2019 	 0,87 	 0,85 	 5 	 9 	 225 	 996 	 0,1 	  
23:00 19.01.2019 	 0,93 	 0,85 	 3 	 4 	 250 	 996 	 1,1 	  
22:50 19.01.2019 	 1 	 0,88 	 2 	 4 	 210 	 996 	 0,9 	  
22:40 19.01.2019 	 1,08 	 1,01 	 3 	 5 	 233 	 996 	 0,7 	  
22:30 19.01.2019 	 1,17 	 1,11 	 5 	 6 	 221 	 996 	 0,5 	  
22:20 19.01.2019 	 1,27 	 1,2 	 3 	 7 	 217 	 996 	 -0,3 	  
22:10 19.01.2019 	 1,38 	 1,29 	 7 	 11 	 235 	 996 	 -0,2 	  
22:00 19.01.2019 	 1,49 	 1,38 	 9 	 13 	 236 	 996 	 0,5 	  
21:50 19.01.2019 	 1,61 	 1,53 	 8 	 13 	 237 	 996 	 0,8 	  
