 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
22:00 14.01.2019 	 2,12 	 -6999 	 -6999 	 9 	 15 	 237 	 991 	 3,2 	  
21:50 14.01.2019 	 2,07 	 -6999 	 -6999 	 10 	 16 	 233 	 991 	 3,2 	  
21:40 14.01.2019 	 2,02 	 -6999 	 -6999 	 10 	 18 	 232 	 991 	 2,6 	  
21:30 14.01.2019 	 1,97 	 -6999 	 -6999 	 9 	 16 	 234 	 990 	 3,5 	  
21:20 14.01.2019 	 1,92 	 -6999 	 -6999 	 9 	 14 	 230 	 990 	 2,9 	  
21:10 14.01.2019 	 1,86 	 -6999 	 -6999 	 11 	 16 	 223 	 990 	 3,3 	  
21:00 14.01.2019 	 1,81 	 -6999 	 -6999 	 9 	 15 	 230 	 990 	 2,7 	  
20:50 14.01.2019 	 1,75 	 -6999 	 -6999 	 11 	 21 	 223 	 990 	 2,3 	  
20:40 14.01.2019 	 1,7 	 -6999 	 -6999 	 8 	 13 	 232 	 990 	 3,3 	  
20:30 14.01.2019 	 1,64 	 -6999 	 -6999 	 9 	 14 	 229 	 990 	 3,4 	  
20:20 14.01.2019 	 1,58 	 -6999 	 -6999 	 11 	 15 	 221 	 990 	 3,4 	  
20:10 14.01.2019 	 1,53 	 -6999 	 -6999 	 12 	 17 	 220 	 990 	 3,2 	  
20:00 14.01.2019 	 1,48 	 -6999 	 -6999 	 12 	 18 	 224 	 990 	 2,9 	  
19:50 14.01.2019 	 1,43 	 -6999 	 -6999 	 7 	 12 	 234 	 990 	 3,2 	  
19:40 14.01.2019 	 1,38 	 -6999 	 -6999 	 8 	 14 	 237 	 990 	 3,3 	  
19:30 14.01.2019 	 1,34 	 -6999 	 -6999 	 10 	 16 	 228 	 990 	 2,8 	  
19:20 14.01.2019 	 1,3 	 -6999 	 -6999 	 11 	 16 	 218 	 990 	 3 	  
19:10 14.01.2019 	 1,26 	 -6999 	 -6999 	 10 	 15 	 216 	 990 	 3 	  
19:00 14.01.2019 	 1,22 	 -6999 	 -6999 	 13 	 19 	 217 	 990 	 2,4 	  
18:50 14.01.2019 	 1,18 	 -6999 	 -6999 	 9 	 19 	 229 	 990 	 3 	  
18:40 14.01.2019 	 1,15 	 -6999 	 -6999 	 6 	 9 	 234 	 990 	 2,9 	  
18:30 14.01.2019 	 1,13 	 -6999 	 -6999 	 8 	 11 	 230 	 990 	 2,8 	  
18:20 14.01.2019 	 1,11 	 -6999 	 -6999 	 9 	 16 	 234 	 990 	 2,7 	  
18:10 14.01.2019 	 1,1 	 -6999 	 -6999 	 9 	 16 	 239 	 990 	 2,4 	  
18:00 14.01.2019 	 1,09 	 -6999 	 -6999 	 10 	 16 	 242 	 990 	 1,4 	  
17:50 14.01.2019 	 1,08 	 -6999 	 -6999 	 9 	 16 	 234 	 990 	 2,3 	  
17:40 14.01.2019 	 1,08 	 -6999 	 -6999 	 7 	 11 	 229 	 990 	 2,9 	  
17:30 14.01.2019 	 1,08 	 -6999 	 -6999 	 10 	 17 	 222 	 990 	 3 	  
17:20 14.01.2019 	 1,1 	 -6999 	 -6999 	 15 	 20 	 220 	 990 	 2,7 	  
17:10 14.01.2019 	 1,1 	 -6999 	 -6999 	 12 	 20 	 224 	 990 	 3,8 	  
17:00 14.01.2019 	 1,13 	 -6999 	 -6999 	 10 	 16 	 227 	 989 	 3,8 	  
16:50 14.01.2019 	 1,15 	 -6999 	 -6999 	 11 	 16 	 224 	 989 	 3,5 	  
16:40 14.01.2019 	 1,18 	 -6999 	 -6999 	 12 	 17 	 224 	 989 	 3,5 	  
16:30 14.01.2019 	 1,21 	 -6999 	 -6999 	 11 	 18 	 236 	 989 	 2,3 	  
16:20 14.01.2019 	 1,25 	 -6999 	 -6999 	 12 	 22 	 222 	 989 	 2,6 	  
16:10 14.01.2019 	 1,29 	 -6999 	 -6999 	 11 	 15 	 214 	 989 	 4,2 	  
16:00 14.01.2019 	 1,33 	 -6999 	 -6999 	 11 	 15 	 220 	 989 	 4,1 	  
15:50 14.01.2019 	 1,38 	 -6999 	 -6999 	 8 	 14 	 236 	 989 	 3,9 	  
15:40 14.01.2019 	 1,42 	 -6999 	 -6999 	 7 	 13 	 236 	 989 	 4 	  
15:30 14.01.2019 	 1,48 	 -6999 	 -6999 	 7 	 15 	 218 	 989 	 2,9 	  
15:20 14.01.2019 	 1,54 	 -6999 	 -6999 	 4 	 13 	 148 	 989 	 3,2 	  
15:10 14.01.2019 	 1,59 	 -6999 	 -6999 	 8 	 16 	 116 	 989 	 2,3 	  
15:00 14.01.2019 	 1,65 	 -6999 	 -6999 	 15 	 22 	 101 	 990 	 0,8 	  
14:50 14.01.2019 	 1,7 	 -6999 	 -6999 	 13 	 20 	 107 	 990 	 1 	  
14:40 14.01.2019 	 1,76 	 -6999 	 -6999 	 16 	 21 	 96 	 989 	 0,8 	  
14:30 14.01.2019 	 1,82 	 -6999 	 -6999 	 16 	 22 	 95 	 989 	 0,9 	  
14:20 14.01.2019 	 1,88 	 -6999 	 -6999 	 17 	 24 	 94 	 989 	 1 	  
14:10 14.01.2019 	 1,94 	 -6999 	 -6999 	 18 	 24 	 89 	 990 	 1,1 	  
14:00 14.01.2019 	 1,99 	 -6999 	 -6999 	 18 	 24 	 88 	 989 	 1,4 	  
13:50 14.01.2019 	 2,05 	 -6999 	 -6999 	 19 	 23 	 84 	 990 	 1,4 	  
13:40 14.01.2019 	 2,1 	 -6999 	 -6999 	 18 	 25 	 80 	 990 	 1,3 	  
13:30 14.01.2019 	 2,15 	 -6999 	 -6999 	 17 	 23 	 78 	 990 	 1,1 	  
13:20 14.01.2019 	 2,2 	 -6999 	 -6999 	 17 	 22 	 78 	 991 	 0,9 	  
13:10 14.01.2019 	 2,25 	 -6999 	 -6999 	 16 	 21 	 79 	 992 	 0,8 	  
13:00 14.01.2019 	 2,29 	 -6999 	 -6999 	 16 	 21 	 78 	 992 	 0,6 	  
12:50 14.01.2019 	 2,33 	 -6999 	 -6999 	 16 	 21 	 77 	 993 	 0,5 	  
12:40 14.01.2019 	 2,36 	 -6999 	 -6999 	 14 	 18 	 77 	 994 	 0,4 	  
12:30 14.01.2019 	 2,4 	 -6999 	 -6999 	 14 	 18 	 75 	 994 	 0,1 	  
12:20 14.01.2019 	 2,42 	 -6999 	 -6999 	 14 	 19 	 77 	 995 	 0,2 	  
12:10 14.01.2019 	 2,45 	 -6999 	 -6999 	 13 	 18 	 77 	 995 	 -0,1 	  
12:00 14.01.2019 	 2,47 	 -6999 	 -6999 	 14 	 18 	 77 	 996 	 -0,1 	  
11:50 14.01.2019 	 2,49 	 -6999 	 -6999 	 14 	 18 	 76 	 996 	 -0,1 	  
11:40 14.01.2019 	 2,5 	 -6999 	 -6999 	 14 	 19 	 76 	 997 	 -0,2 	  
11:30 14.01.2019 	 2,5 	 -6999 	 -6999 	 14 	 18 	 77 	 997 	 -0,2 	  
11:20 14.01.2019 	 2,5 	 -6999 	 -6999 	 14 	 19 	 79 	 998 	 -0,2 	  
11:10 14.01.2019 	 2,5 	 -6999 	 -6999 	 13 	 17 	 80 	 998 	 -0,1 	  
11:00 14.01.2019 	 2,5 	 -6999 	 -6999 	 14 	 18 	 80 	 999 	 -0,1 	  
10:50 14.01.2019 	 2,48 	 -6999 	 -6999 	 13 	 17 	 82 	 999 	 -0,1 	  
10:40 14.01.2019 	 2,46 	 -6999 	 -6999 	 13 	 16 	 83 	 999 	 -0,2 	  
10:30 14.01.2019 	 2,45 	 -6999 	 -6999 	 13 	 16 	 81 	 1000 	 -0,1 	  
10:20 14.01.2019 	 2,42 	 -6999 	 -6999 	 12 	 15 	 82 	 1001 	 0 	  
10:10 14.01.2019 	 2,39 	 -6999 	 -6999 	 12 	 16 	 86 	 1001 	 0,2 	  
10:00 14.01.2019 	 2,36 	 -6999 	 -6999 	 11 	 14 	 81 	 1002 	 -0 	  
09:50 14.01.2019 	 2,33 	 -6999 	 -6999 	 12 	 16 	 88 	 1002 	 -0,1 	  
09:40 14.01.2019 	 2,29 	 -6999 	 -6999 	 12 	 16 	 83 	 1002 	 -0,1 	  
09:30 14.01.2019 	 2,25 	 -6999 	 -6999 	 13 	 17 	 80 	 1003 	 -0,2 	  
09:20 14.01.2019 	 2,2 	 -6999 	 -6999 	 12 	 16 	 82 	 1003 	 0,2 	  
09:10 14.01.2019 	 2,15 	 -6999 	 -6999 	 12 	 16 	 81 	 1003 	 0,1 	  
09:00 14.01.2019 	 2,1 	 -6999 	 -6999 	 12 	 16 	 83 	 1003 	 0 	  
08:50 14.01.2019 	 2,05 	 -6999 	 -6999 	 12 	 15 	 83 	 1004 	 -0,3 	  
08:40 14.01.2019 	 2 	 -6999 	 -6999 	 12 	 15 	 79 	 1004 	 0 	  
08:30 14.01.2019 	 1,94 	 -6999 	 -6999 	 12 	 16 	 79 	 1004 	 -0,2 	  
08:20 14.01.2019 	 1,89 	 -6999 	 -6999 	 13 	 16 	 80 	 1005 	 -0,5 	  
08:10 14.01.2019 	 1,83 	 -6999 	 -6999 	 12 	 16 	 80 	 1005 	 -0,5 	  
08:00 14.01.2019 	 1,78 	 -6999 	 -6999 	 12 	 15 	 79 	 1005 	 -0,5 	  
07:50 14.01.2019 	 1,73 	 -6999 	 -6999 	 12 	 16 	 84 	 1006 	 -0,1 	  
07:40 14.01.2019 	 1,67 	 -6999 	 -6999 	 11 	 15 	 82 	 1006 	 -0 	  
07:30 14.01.2019 	 1,62 	 -6999 	 -6999 	 12 	 14 	 84 	 1006 	 0,2 	  
07:20 14.01.2019 	 1,56 	 -6999 	 -6999 	 12 	 15 	 82 	 1006 	 -0,1 	  
07:10 14.01.2019 	 1,51 	 -6999 	 -6999 	 12 	 15 	 85 	 1007 	 0,3 	  
07:00 14.01.2019 	 1,46 	 -6999 	 -6999 	 11 	 15 	 83 	 1007 	 0,3 	  
06:50 14.01.2019 	 1,42 	 -6999 	 -6999 	 9 	 14 	 84 	 1007 	 0,4 	  
06:40 14.01.2019 	 1,38 	 -6999 	 -6999 	 9 	 12 	 86 	 1007 	 0,3 	  
06:30 14.01.2019 	 1,33 	 -6999 	 -6999 	 9 	 12 	 81 	 1008 	 0,5 	  
06:20 14.01.2019 	 1,3 	 -6999 	 -6999 	 10 	 13 	 82 	 1008 	 0,4 	  
06:10 14.01.2019 	 1,26 	 -6999 	 -6999 	 10 	 13 	 86 	 1008 	 0,7 	  
06:00 14.01.2019 	 1,23 	 -6999 	 -6999 	 9 	 12 	 87 	 1008 	 0,7 	  
05:50 14.01.2019 	 1,21 	 -6999 	 -6999 	 8 	 10 	 79 	 1009 	 0,8 	  
05:40 14.01.2019 	 1,18 	 -6999 	 -6999 	 8 	 10 	 82 	 1009 	 0,6 	  
05:30 14.01.2019 	 1,17 	 -6999 	 -6999 	 8 	 11 	 81 	 1009 	 0,7 	  
05:20 14.01.2019 	 1,15 	 -6999 	 -6999 	 8 	 11 	 82 	 1009 	 0,8 	  
05:10 14.01.2019 	 1,14 	 -6999 	 -6999 	 8 	 10 	 81 	 1010 	 0,6 	  
05:00 14.01.2019 	 1,14 	 -6999 	 -6999 	 8 	 10 	 81 	 1010 	 0,4 	  
04:50 14.01.2019 	 1,15 	 -6999 	 -6999 	 8 	 10 	 82 	 1010 	 0,3 	  
04:40 14.01.2019 	 1,16 	 -6999 	 -6999 	 8 	 10 	 83 	 1010 	 0,1 	  
04:30 14.01.2019 	 1,17 	 -6999 	 -6999 	 8 	 10 	 77 	 1010 	 -0 	  
04:20 14.01.2019 	 1,19 	 -6999 	 -6999 	 8 	 11 	 84 	 1011 	 -0 	  
04:10 14.01.2019 	 1,22 	 -6999 	 -6999 	 7 	 10 	 76 	 1011 	 -0,3 	  
04:00 14.01.2019 	 1,24 	 -6999 	 -6999 	 8 	 10 	 79 	 1011 	 -0,3 	  
03:50 14.01.2019 	 1,27 	 -6999 	 -6999 	 8 	 11 	 80 	 1011 	 -0,5 	  
03:40 14.01.2019 	 1,31 	 -6999 	 -6999 	 8 	 10 	 83 	 1011 	 -0,6 	  
03:30 14.01.2019 	 1,35 	 -6999 	 -6999 	 8 	 10 	 79 	 1012 	 -0,9 	  
03:20 14.01.2019 	 1,39 	 -6999 	 -6999 	 8 	 10 	 82 	 1012 	 -1 	  
03:10 14.01.2019 	 1,44 	 -6999 	 -6999 	 8 	 10 	 85 	 1012 	 -0,9 	  
03:00 14.01.2019 	 1,5 	 -6999 	 -6999 	 9 	 11 	 82 	 1012 	 -0,9 	  
02:50 14.01.2019 	 1,54 	 -6999 	 -6999 	 8 	 10 	 81 	 1012 	 -0,9 	  
02:40 14.01.2019 	 1,6 	 -6999 	 -6999 	 9 	 11 	 81 	 1012 	 -1 	  
02:30 14.01.2019 	 1,66 	 -6999 	 -6999 	 9 	 11 	 80 	 1012 	 -1,3 	  
02:20 14.01.2019 	 1,71 	 -6999 	 -6999 	 8 	 11 	 79 	 1013 	 -1,6 	  
02:10 14.01.2019 	 1,77 	 -6999 	 -6999 	 8 	 11 	 80 	 1013 	 -1,8 	  
02:00 14.01.2019 	 1,82 	 -6999 	 -6999 	 9 	 11 	 77 	 1013 	 -2 	  
01:50 14.01.2019 	 1,88 	 -6999 	 -6999 	 8 	 10 	 75 	 1013 	 -2 	  
01:40 14.01.2019 	 1,94 	 -6999 	 -6999 	 8 	 11 	 75 	 1013 	 -1,9 	  
01:30 14.01.2019 	 1,99 	 -6999 	 -6999 	 7 	 11 	 83 	 1013 	 -1,6 	  
01:20 14.01.2019 	 2,05 	 -6999 	 -6999 	 8 	 12 	 85 	 1013 	 -1,1 	  
01:10 14.01.2019 	 2,1 	 -6999 	 -6999 	 8 	 13 	 94 	 1014 	 -1,2 	  
01:00 14.01.2019 	 2,15 	 -6999 	 -6999 	 8 	 10 	 85 	 1014 	 -1,2 	  
00:50 14.01.2019 	 2,2 	 -6999 	 -6999 	 9 	 11 	 80 	 1014 	 -0,9 	  
00:40 14.01.2019 	 2,25 	 -6999 	 -6999 	 9 	 11 	 80 	 1014 	 -0,6 	  
00:30 14.01.2019 	 2,29 	 -6999 	 -6999 	 9 	 12 	 80 	 1014 	 -0,5 	  
00:20 14.01.2019 	 2,33 	 -6999 	 -6999 	 9 	 12 	 79 	 1014 	 -0,5 	  
00:10 14.01.2019 	 2,36 	 -6999 	 -6999 	 8 	 11 	 78 	 1014 	 -0,4 	  
00:00 14.01.2019 	 2,39 	 -6999 	 -6999 	 8 	 11 	 80 	 1014 	 -0,1 	  
23:50 13.01.2019 	 2,42 	 -6999 	 -6999 	 8 	 11 	 78 	 1014 	 -0 	  
23:40 13.01.2019 	 2,44 	 -6999 	 -6999 	 7 	 10 	 78 	 1014 	 -0,3 	  
23:30 13.01.2019 	 2,46 	 -6999 	 -6999 	 8 	 10 	 77 	 1014 	 -0,2 	  
23:20 13.01.2019 	 2,46 	 -6999 	 -6999 	 7 	 9 	 93 	 1014 	 -0,3 	  
23:10 13.01.2019 	 2,47 	 -6999 	 -6999 	 7 	 9 	 111 	 1014 	 0,5 	  
23:00 13.01.2019 	 2,48 	 -6999 	 -6999 	 6 	 9 	 111 	 1014 	 0,8 	  
22:50 13.01.2019 	 2,47 	 -6999 	 -6999 	 5 	 8 	 103 	 1015 	 0,4 	  
22:40 13.01.2019 	 2,46 	 -6999 	 -6999 	 6 	 8 	 109 	 1015 	 0,5 	  
22:30 13.01.2019 	 2,46 	 -6999 	 -6999 	 5 	 8 	 104 	 1015 	 0,7 	  
22:20 13.01.2019 	 2,44 	 -6999 	 -6999 	 5 	 6 	 98 	 1015 	 0,2 	  
22:10 13.01.2019 	 2,42 	 -6999 	 -6999 	 5 	 7 	 85 	 1015 	 -0 	  
22:00 13.01.2019 	 2,39 	 -6999 	 -6999 	 5 	 7 	 86 	 1015 	 0,2 	  
21:50 13.01.2019 	 2,36 	 -6999 	 -6999 	 5 	 6 	 89 	 1015 	 0,2 	  
21:40 13.01.2019 	 2,32 	 -6999 	 -6999 	 4 	 5 	 84 	 1015 	 0 	  
21:30 13.01.2019 	 2,28 	 -6999 	 -6999 	 4 	 5 	 87 	 1015 	 -0 	  
21:20 13.01.2019 	 2,24 	 -6999 	 -6999 	 3 	 5 	 80 	 1016 	 -0 	  
21:10 13.01.2019 	 2,19 	 -6999 	 -6999 	 3 	 5 	 77 	 1016 	 -0,2 	  
21:00 13.01.2019 	 2,14 	 -6999 	 -6999 	 2 	 3 	 68 	 1016 	 -0,3 	  
20:50 13.01.2019 	 2,09 	 -6999 	 -6999 	 1 	 2 	 34 	 1016 	 -1,2 	  
20:40 13.01.2019 	 2,04 	 -6999 	 -6999 	 1 	 2 	 30 	 1016 	 -1,5 	  
20:30 13.01.2019 	 1,98 	 -6999 	 -6999 	 2 	 2 	 18 	 1016 	 -1,6 	  
20:20 13.01.2019 	 1,92 	 -6999 	 -6999 	 2 	 2 	 7 	 1016 	 -1,6 	  
20:10 13.01.2019 	 1,86 	 -6999 	 -6999 	 1 	 1 	 6 	 1016 	 -1,4 	  
20:00 13.01.2019 	 1,8 	 -6999 	 -6999 	 0 	 1 	 12 	 1016 	 -1,3 	  
19:50 13.01.2019 	 1,74 	 -6999 	 -6999 	 0 	 1 	 12 	 1016 	 -1,4 	  
19:40 13.01.2019 	 1,68 	 -6999 	 -6999 	 1 	 1 	 2 	 1016 	 -1,3 	  
19:30 13.01.2019 	 1,62 	 -6999 	 -6999 	 1 	 1 	 360 	 1016 	 -1,3 	  
19:20 13.01.2019 	 1,56 	 -6999 	 -6999 	 1 	 2 	 358 	 1016 	 -1,6 	  
19:10 13.01.2019 	 1,5 	 -6999 	 -6999 	 1 	 1 	 335 	 1016 	 -1,7 	  
19:00 13.01.2019 	 1,44 	 -6999 	 -6999 	 1 	 1 	 353 	 1016 	 -1,7 	  
18:50 13.01.2019 	 1,38 	 -6999 	 -6999 	 0 	 1 	 8 	 1016 	 -1,6 	  
18:40 13.01.2019 	 1,33 	 -6999 	 -6999 	 1 	 1 	 339 	 1016 	 -2 	  
18:30 13.01.2019 	 1,28 	 -6999 	 -6999 	 1 	 1 	 15 	 1016 	 -2,4 	  
18:20 13.01.2019 	 1,23 	 -6999 	 -6999 	 1 	 2 	 18 	 1016 	 -2,1 	  
18:10 13.01.2019 	 1,18 	 -6999 	 -6999 	 2 	 3 	 41 	 1016 	 -1,5 	  
18:00 13.01.2019 	 1,14 	 -6999 	 -6999 	 2 	 3 	 43 	 1016 	 -1,4 	  
17:50 13.01.2019 	 1,11 	 -6999 	 -6999 	 2 	 3 	 38 	 1016 	 -1,3 	  
17:40 13.01.2019 	 1,08 	 -6999 	 -6999 	 2 	 2 	 36 	 1016 	 -1,5 	  
17:30 13.01.2019 	 1,05 	 -6999 	 -6999 	 1 	 2 	 27 	 1016 	 -1,9 	  
17:20 13.01.2019 	 1,02 	 -6999 	 -6999 	 1 	 1 	 11 	 1016 	 -2,6 	  
17:10 13.01.2019 	 1,01 	 -6999 	 -6999 	 0 	 1 	 356 	 1016 	 -2,3 	  
17:00 13.01.2019 	 1 	 -6999 	 -6999 	 0 	 1 	 6 	 1016 	 -2,3 	  
16:50 13.01.2019 	 0,99 	 -6999 	 -6999 	 1 	 1 	 341 	 1016 	 -2,3 	  
16:40 13.01.2019 	 1 	 -6999 	 -6999 	 1 	 1 	 336 	 1016 	 -2,5 	  
16:30 13.01.2019 	 1 	 -6999 	 -6999 	 1 	 1 	 352 	 1016 	 -2,4 	  
16:20 13.01.2019 	 1,02 	 -6999 	 -6999 	 1 	 2 	 36 	 1016 	 -2 	  
16:10 13.01.2019 	 1,03 	 -6999 	 -6999 	 1 	 2 	 54 	 1016 	 -1,7 	  
16:00 13.01.2019 	 1,06 	 -6999 	 -6999 	 0 	 1 	 26 	 1016 	 -1,1 	  
15:50 13.01.2019 	 1,09 	 -6999 	 -6999 	 1 	 2 	 350 	 1016 	 -0,9 	  
15:40 13.01.2019 	 1,12 	 -6999 	 -6999 	 2 	 2 	 357 	 1016 	 -0,8 	  
15:30 13.01.2019 	 1,16 	 -6999 	 -6999 	 2 	 3 	 351 	 1016 	 -0,9 	  
15:20 13.01.2019 	 1,21 	 -6999 	 -6999 	 2 	 4 	 357 	 1015 	 -0,5 	  
15:10 13.01.2019 	 1,26 	 -6999 	 -6999 	 2 	 4 	 2 	 1015 	 -0,4 	  
15:00 13.01.2019 	 1,3 	 -6999 	 -6999 	 2 	 3 	 1 	 1015 	 -0,3 	  
14:50 13.01.2019 	 1,36 	 -6999 	 -6999 	 2 	 4 	 3 	 1015 	 -0,1 	  
14:40 13.01.2019 	 1,42 	 -6999 	 -6999 	 4 	 5 	 1 	 1015 	 -0 	  
14:30 13.01.2019 	 1,48 	 -6999 	 -6999 	 4 	 6 	 1 	 1015 	 0 	  
14:20 13.01.2019 	 1,54 	 -6999 	 -6999 	 4 	 7 	 346 	 1015 	 0,2 	  
14:10 13.01.2019 	 1,61 	 -6999 	 -6999 	 4 	 7 	 336 	 1015 	 0,3 	  
14:00 13.01.2019 	 1,68 	 -6999 	 -6999 	 4 	 6 	 332 	 1015 	 0,4 	  
13:50 13.01.2019 	 1,74 	 -6999 	 -6999 	 3 	 6 	 333 	 1015 	 0,4 	  
13:40 13.01.2019 	 1,81 	 -6999 	 -6999 	 5 	 7 	 335 	 1016 	 0,3 	  
13:30 13.01.2019 	 1,88 	 -6999 	 -6999 	 5 	 8 	 336 	 1015 	 0,3 	  
13:20 13.01.2019 	 1,94 	 -6999 	 -6999 	 3 	 6 	 335 	 1015 	 0,2 	  
13:10 13.01.2019 	 2,01 	 -6999 	 -6999 	 3 	 5 	 330 	 1015 	 -0,1 	  
13:00 13.01.2019 	 2,07 	 -6999 	 -6999 	 4 	 5 	 332 	 1015 	 0,2 	  
12:50 13.01.2019 	 2,14 	 -6999 	 -6999 	 4 	 7 	 339 	 1015 	 0,3 	  
12:40 13.01.2019 	 2,19 	 -6999 	 -6999 	 4 	 6 	 338 	 1015 	 0,3 	  
12:30 13.01.2019 	 2,26 	 -6999 	 -6999 	 4 	 6 	 331 	 1014 	 0,3 	  
12:20 13.01.2019 	 2,3 	 -6999 	 -6999 	 3 	 5 	 322 	 1014 	 -0,2 	  
12:10 13.01.2019 	 2,36 	 -6999 	 -6999 	 3 	 5 	 321 	 1014 	 -0,1 	  
12:00 13.01.2019 	 2,41 	 -6999 	 -6999 	 4 	 5 	 331 	 1014 	 -0,3 	  
11:50 13.01.2019 	 2,45 	 -6999 	 -6999 	 4 	 6 	 332 	 1014 	 -0,3 	  
11:40 13.01.2019 	 2,49 	 -6999 	 -6999 	 3 	 4 	 324 	 1014 	 -0,8 	  
11:30 13.01.2019 	 2,53 	 -6999 	 -6999 	 3 	 4 	 321 	 1013 	 -1 	  
11:20 13.01.2019 	 2,55 	 -6999 	 -6999 	 4 	 5 	 313 	 1013 	 -0,9 	  
11:10 13.01.2019 	 2,58 	 -6999 	 -6999 	 4 	 5 	 317 	 1013 	 -0,6 	  
11:00 13.01.2019 	 2,6 	 -6999 	 -6999 	 3 	 6 	 319 	 1013 	 -0,4 	  
10:50 13.01.2019 	 2,62 	 -6999 	 -6999 	 4 	 5 	 316 	 1013 	 -0,1 	  
10:40 13.01.2019 	 2,62 	 -6999 	 -6999 	 5 	 8 	 325 	 1012 	 0,5 	  
10:30 13.01.2019 	 2,63 	 -6999 	 -6999 	 5 	 8 	 332 	 1012 	 0,7 	  
10:20 13.01.2019 	 2,63 	 -6999 	 -6999 	 5 	 8 	 332 	 1012 	 0,8 	  
10:10 13.01.2019 	 2,62 	 -6999 	 -6999 	 5 	 8 	 334 	 1012 	 0,8 	  
10:00 13.01.2019 	 2,61 	 -6999 	 -6999 	 6 	 8 	 337 	 1012 	 1 	  
09:50 13.01.2019 	 2,59 	 -6999 	 -6999 	 6 	 10 	 339 	 1011 	 0,9 	  
09:40 13.01.2019 	 2,58 	 -6999 	 -6999 	 5 	 9 	 340 	 1011 	 1 	  
09:30 13.01.2019 	 2,54 	 -6999 	 -6999 	 6 	 9 	 350 	 1011 	 1 	  
09:20 13.01.2019 	 2,51 	 -6999 	 -6999 	 7 	 10 	 340 	 1011 	 1,2 	  
09:10 13.01.2019 	 2,48 	 -6999 	 -6999 	 6 	 10 	 336 	 1010 	 1,4 	  
09:00 13.01.2019 	 2,44 	 -6999 	 -6999 	 6 	 10 	 338 	 1010 	 1,4 	  
08:50 13.01.2019 	 2,4 	 -6999 	 -6999 	 7 	 11 	 337 	 1010 	 1,4 	  
08:40 13.01.2019 	 2,35 	 -6999 	 -6999 	 6 	 9 	 337 	 1010 	 1,5 	  
08:30 13.01.2019 	 2,3 	 -6999 	 -6999 	 6 	 9 	 338 	 1010 	 1,6 	  
08:20 13.01.2019 	 2,25 	 -6999 	 -6999 	 6 	 10 	 339 	 1009 	 1,6 	  
08:10 13.01.2019 	 2,18 	 -6999 	 -6999 	 6 	 9 	 353 	 1009 	 1,4 	  
08:00 13.01.2019 	 2,13 	 -6999 	 -6999 	 7 	 11 	 344 	 1009 	 1,5 	  
07:50 13.01.2019 	 2,06 	 -6999 	 -6999 	 7 	 11 	 338 	 1008 	 1,7 	  
07:40 13.01.2019 	 2,01 	 -6999 	 -6999 	 7 	 10 	 335 	 1008 	 1,5 	  
07:30 13.01.2019 	 1,94 	 -6999 	 -6999 	 6 	 9 	 335 	 1008 	 1,6 	  
07:20 13.01.2019 	 1,87 	 -6999 	 -6999 	 6 	 10 	 344 	 1007 	 1,6 	  
07:10 13.01.2019 	 1,81 	 -6999 	 -6999 	 4 	 7 	 357 	 1007 	 1,2 	  
07:00 13.01.2019 	 1,74 	 -6999 	 -6999 	 4 	 7 	 359 	 1007 	 0,9 	  
06:50 13.01.2019 	 1,68 	 -6999 	 -6999 	 5 	 7 	 353 	 1006 	 1 	  
06:40 13.01.2019 	 1,62 	 -6999 	 -6999 	 5 	 7 	 351 	 1006 	 1,1 	  
06:30 13.01.2019 	 1,55 	 -6999 	 -6999 	 5 	 8 	 356 	 1006 	 1,2 	  
06:20 13.01.2019 	 1,49 	 -6999 	 -6999 	 5 	 9 	 353 	 1006 	 1,2 	  
06:10 13.01.2019 	 1,42 	 -6999 	 -6999 	 5 	 9 	 349 	 1005 	 1,3 	  
06:00 13.01.2019 	 1,37 	 -6999 	 -6999 	 5 	 8 	 350 	 1005 	 1,1 	  
05:50 13.01.2019 	 1,31 	 -6999 	 -6999 	 5 	 8 	 352 	 1005 	 1,1 	  
05:40 13.01.2019 	 1,26 	 -6999 	 -6999 	 5 	 8 	 349 	 1005 	 1,3 	  
05:30 13.01.2019 	 1,22 	 -6999 	 -6999 	 7 	 11 	 346 	 1004 	 1,4 	  
05:20 13.01.2019 	 1,17 	 -6999 	 -6999 	 6 	 10 	 346 	 1004 	 1,6 	  
05:10 13.01.2019 	 1,14 	 -6999 	 -6999 	 5 	 8 	 348 	 1004 	 1,6 	  
05:00 13.01.2019 	 1,1 	 -6999 	 -6999 	 4 	 6 	 352 	 1004 	 0,9 	  
04:50 13.01.2019 	 1,07 	 -6999 	 -6999 	 4 	 6 	 354 	 1003 	 0,9 	  
04:40 13.01.2019 	 1,05 	 -6999 	 -6999 	 6 	 9 	 358 	 1003 	 1 	  
04:30 13.01.2019 	 1,03 	 -6999 	 -6999 	 7 	 10 	 358 	 1003 	 1,1 	  
04:20 13.01.2019 	 1,02 	 -6999 	 -6999 	 7 	 10 	 357 	 1002 	 1,1 	  
04:10 13.01.2019 	 1,02 	 -6999 	 -6999 	 6 	 11 	 354 	 1002 	 1,2 	  
04:00 13.01.2019 	 1,02 	 -6999 	 -6999 	 6 	 10 	 351 	 1002 	 1,3 	  
