 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
16:10 16.01.2019 	 2,01 	 -6999 	 -6999 	 4 	 5 	 356 	 1016 	 -2,3 	  
16:00 16.01.2019 	 2,06 	 -6999 	 -6999 	 4 	 6 	 1 	 1016 	 -2,2 	  
15:50 16.01.2019 	 2,11 	 -6999 	 -6999 	 5 	 7 	 2 	 1016 	 -2,1 	  
15:40 16.01.2019 	 2,16 	 -6999 	 -6999 	 5 	 7 	 1 	 1016 	 -2,3 	  
15:30 16.01.2019 	 2,21 	 -6999 	 -6999 	 5 	 7 	 5 	 1016 	 -1,9 	  
15:20 16.01.2019 	 2,25 	 -6999 	 -6999 	 5 	 7 	 6 	 1016 	 -2 	  
15:10 16.01.2019 	 2,29 	 -6999 	 -6999 	 5 	 7 	 8 	 1016 	 -1,9 	  
15:00 16.01.2019 	 2,32 	 -6999 	 -6999 	 5 	 7 	 12 	 1016 	 -1,8 	  
14:50 16.01.2019 	 2,35 	 -6999 	 -6999 	 5 	 7 	 9 	 1016 	 -2,1 	  
14:40 16.01.2019 	 2,38 	 -6999 	 -6999 	 5 	 6 	 4 	 1016 	 -2,2 	  
14:30 16.01.2019 	 2,41 	 -6999 	 -6999 	 6 	 7 	 8 	 1016 	 -1,9 	  
14:20 16.01.2019 	 2,42 	 -6999 	 -6999 	 6 	 8 	 5 	 1016 	 -1,8 	  
14:10 16.01.2019 	 2,44 	 -6999 	 -6999 	 7 	 9 	 5 	 1016 	 -2 	  
14:00 16.01.2019 	 2,45 	 -6999 	 -6999 	 6 	 8 	 4 	 1016 	 -2 	  
13:50 16.01.2019 	 2,46 	 -6999 	 -6999 	 6 	 8 	 1 	 1016 	 -2,1 	  
13:40 16.01.2019 	 2,46 	 -6999 	 -6999 	 5 	 8 	 354 	 1016 	 -2 	  
13:30 16.01.2019 	 2,45 	 -6999 	 -6999 	 6 	 9 	 0 	 1015 	 -2 	  
13:20 16.01.2019 	 2,44 	 -6999 	 -6999 	 5 	 7 	 357 	 1015 	 -2 	  
13:10 16.01.2019 	 2,43 	 -6999 	 -6999 	 4 	 7 	 356 	 1015 	 -1,8 	  
13:00 16.01.2019 	 2,42 	 -6999 	 -6999 	 5 	 8 	 0 	 1015 	 -2 	  
12:50 16.01.2019 	 2,39 	 -6999 	 -6999 	 4 	 7 	 346 	 1015 	 -2,5 	  
12:40 16.01.2019 	 2,37 	 -6999 	 -6999 	 4 	 7 	 355 	 1015 	 -2,8 	  
12:30 16.01.2019 	 2,34 	 -6999 	 -6999 	 5 	 7 	 360 	 1015 	 -2,8 	  
12:20 16.01.2019 	 2,3 	 -6999 	 -6999 	 6 	 8 	 4 	 1015 	 -2,8 	  
12:10 16.01.2019 	 2,26 	 -6999 	 -6999 	 6 	 8 	 6 	 1015 	 -3,5 	  
12:00 16.01.2019 	 2,22 	 -6999 	 -6999 	 5 	 8 	 3 	 1014 	 -2,9 	  
11:50 16.01.2019 	 2,18 	 -6999 	 -6999 	 4 	 7 	 1 	 1014 	 -3,2 	  
11:40 16.01.2019 	 2,14 	 -6999 	 -6999 	 4 	 6 	 1 	 1014 	 -3 	  
11:30 16.01.2019 	 2,09 	 -6999 	 -6999 	 4 	 6 	 360 	 1014 	 -3,2 	  
11:20 16.01.2019 	 2,04 	 -6999 	 -6999 	 5 	 7 	 3 	 1014 	 -3,3 	  
11:10 16.01.2019 	 1,98 	 -6999 	 -6999 	 5 	 7 	 2 	 1014 	 -3,2 	  
11:00 16.01.2019 	 1,94 	 -6999 	 -6999 	 5 	 8 	 3 	 1015 	 -3,2 	  
10:50 16.01.2019 	 1,88 	 -6999 	 -6999 	 5 	 7 	 0 	 1015 	 -3,1 	  
10:40 16.01.2019 	 1,83 	 -6999 	 -6999 	 5 	 8 	 356 	 1015 	 -3,1 	  
10:30 16.01.2019 	 1,78 	 -6999 	 -6999 	 5 	 7 	 354 	 1015 	 -3,1 	  
10:20 16.01.2019 	 1,73 	 -6999 	 -6999 	 4 	 7 	 350 	 1015 	 -3,5 	  
10:10 16.01.2019 	 1,67 	 -6999 	 -6999 	 4 	 7 	 354 	 1014 	 -3,3 	  
10:00 16.01.2019 	 1,62 	 -6999 	 -6999 	 5 	 7 	 356 	 1014 	 -3,1 	  
09:50 16.01.2019 	 1,58 	 -6999 	 -6999 	 4 	 7 	 353 	 1014 	 -3,3 	  
09:40 16.01.2019 	 1,53 	 -6999 	 -6999 	 4 	 6 	 351 	 1014 	 -3,4 	  
09:30 16.01.2019 	 1,48 	 -6999 	 -6999 	 4 	 6 	 355 	 1014 	 -3,7 	  
09:20 16.01.2019 	 1,44 	 -6999 	 -6999 	 5 	 6 	 2 	 1013 	 -4,1 	  
09:10 16.01.2019 	 1,4 	 -6999 	 -6999 	 5 	 6 	 4 	 1013 	 -3,9 	  
09:00 16.01.2019 	 1,36 	 -6999 	 -6999 	 4 	 6 	 1 	 1013 	 -3,5 	  
08:50 16.01.2019 	 1,33 	 -6999 	 -6999 	 3 	 5 	 352 	 1013 	 -4,3 	  
08:40 16.01.2019 	 1,3 	 -6999 	 -6999 	 3 	 5 	 355 	 1013 	 -5,1 	  
08:30 16.01.2019 	 1,27 	 -6999 	 -6999 	 5 	 6 	 12 	 1013 	 -4,5 	  
08:20 16.01.2019 	 1,25 	 -6999 	 -6999 	 4 	 7 	 14 	 1012 	 -4,9 	  
08:10 16.01.2019 	 1,23 	 -6999 	 -6999 	 4 	 6 	 3 	 1012 	 -4,3 	  
08:00 16.01.2019 	 1,22 	 -6999 	 -6999 	 5 	 6 	 5 	 1012 	 -4,1 	  
07:50 16.01.2019 	 1,21 	 -6999 	 -6999 	 3 	 5 	 346 	 1012 	 -4,6 	  
07:40 16.01.2019 	 1,2 	 -6999 	 -6999 	 3 	 5 	 1 	 1012 	 -4,2 	  
07:30 16.01.2019 	 1,2 	 -6999 	 -6999 	 4 	 6 	 12 	 1011 	 -4,2 	  
07:20 16.01.2019 	 1,21 	 -6999 	 -6999 	 4 	 6 	 14 	 1011 	 -4,4 	  
07:10 16.01.2019 	 1,22 	 -6999 	 -6999 	 4 	 6 	 4 	 1011 	 -3,8 	  
07:00 16.01.2019 	 1,22 	 -6999 	 -6999 	 5 	 7 	 7 	 1011 	 -3,9 	  
06:50 16.01.2019 	 1,24 	 -6999 	 -6999 	 4 	 7 	 6 	 1011 	 -3,5 	  
06:40 16.01.2019 	 1,26 	 -6999 	 -6999 	 4 	 6 	 14 	 1011 	 -4,6 	  
06:30 16.01.2019 	 1,29 	 -6999 	 -6999 	 6 	 9 	 10 	 1011 	 -4,2 	  
06:20 16.01.2019 	 1,32 	 -6999 	 -6999 	 5 	 7 	 11 	 1010 	 -4 	  
06:10 16.01.2019 	 1,35 	 -6999 	 -6999 	 3 	 5 	 4 	 1010 	 -3,8 	  
06:00 16.01.2019 	 1,38 	 -6999 	 -6999 	 3 	 6 	 340 	 1010 	 -2,9 	  
05:50 16.01.2019 	 1,42 	 -6999 	 -6999 	 4 	 6 	 355 	 1010 	 -3 	  
05:40 16.01.2019 	 1,47 	 -6999 	 -6999 	 4 	 7 	 18 	 1010 	 -3,7 	  
05:30 16.01.2019 	 1,51 	 -6999 	 -6999 	 5 	 7 	 13 	 1010 	 -4 	  
05:20 16.01.2019 	 1,56 	 -6999 	 -6999 	 5 	 8 	 19 	 1009 	 -4,3 	  
05:10 16.01.2019 	 1,61 	 -6999 	 -6999 	 5 	 9 	 16 	 1009 	 -3,8 	  
05:00 16.01.2019 	 1,66 	 -6999 	 -6999 	 7 	 10 	 8 	 1009 	 -3,7 	  
04:50 16.01.2019 	 1,7 	 -6999 	 -6999 	 6 	 9 	 360 	 1009 	 -3,2 	  
04:40 16.01.2019 	 1,76 	 -6999 	 -6999 	 5 	 8 	 355 	 1008 	 -3,2 	  
04:30 16.01.2019 	 1,82 	 -6999 	 -6999 	 5 	 9 	 357 	 1008 	 -3,1 	  
04:20 16.01.2019 	 1,86 	 -6999 	 -6999 	 7 	 10 	 1 	 1008 	 -2,9 	  
04:10 16.01.2019 	 1,92 	 -6999 	 -6999 	 7 	 12 	 355 	 1008 	 -2,2 	  
04:00 16.01.2019 	 1,97 	 -6999 	 -6999 	 4 	 6 	 357 	 1008 	 -2,9 	  
03:50 16.01.2019 	 2,02 	 -6999 	 -6999 	 5 	 7 	 12 	 1008 	 -3,4 	  
03:40 16.01.2019 	 2,07 	 -6999 	 -6999 	 7 	 9 	 10 	 1008 	 -3,4 	  
03:30 16.01.2019 	 2,12 	 -6999 	 -6999 	 6 	 9 	 10 	 1008 	 -3,5 	  
03:20 16.01.2019 	 2,17 	 -6999 	 -6999 	 7 	 10 	 7 	 1008 	 -3,2 	  
03:10 16.01.2019 	 2,22 	 -6999 	 -6999 	 5 	 9 	 17 	 1007 	 -3,5 	  
03:00 16.01.2019 	 2,26 	 -6999 	 -6999 	 6 	 10 	 4 	 1007 	 -3,1 	  
02:50 16.01.2019 	 2,3 	 -6999 	 -6999 	 3 	 6 	 314 	 1007 	 -2,5 	  
02:40 16.01.2019 	 2,34 	 -6999 	 -6999 	 4 	 6 	 335 	 1007 	 -1,9 	  
02:30 16.01.2019 	 2,37 	 -6999 	 -6999 	 4 	 7 	 4 	 1007 	 -2,6 	  
02:20 16.01.2019 	 2,4 	 -6999 	 -6999 	 6 	 10 	 1 	 1007 	 -2,4 	  
02:10 16.01.2019 	 2,42 	 -6999 	 -6999 	 6 	 8 	 15 	 1007 	 -3,3 	  
02:00 16.01.2019 	 2,45 	 -6999 	 -6999 	 4 	 6 	 13 	 1006 	 -2,9 	  
01:50 16.01.2019 	 2,46 	 -6999 	 -6999 	 4 	 7 	 356 	 1006 	 -2,1 	  
01:40 16.01.2019 	 2,48 	 -6999 	 -6999 	 5 	 8 	 5 	 1006 	 -3 	  
01:30 16.01.2019 	 2,49 	 -6999 	 -6999 	 6 	 8 	 23 	 1005 	 -2,6 	  
01:20 16.01.2019 	 2,49 	 -6999 	 -6999 	 7 	 9 	 5 	 1005 	 -2,2 	  
01:10 16.01.2019 	 2,49 	 -6999 	 -6999 	 5 	 8 	 351 	 1005 	 -2,1 	  
01:00 16.01.2019 	 2,49 	 -6999 	 -6999 	 5 	 8 	 1 	 1005 	 -2,1 	  
00:50 16.01.2019 	 2,47 	 -6999 	 -6999 	 4 	 5 	 3 	 1005 	 -2,5 	  
00:40 16.01.2019 	 2,46 	 -6999 	 -6999 	 4 	 6 	 4 	 1004 	 -2,3 	  
00:30 16.01.2019 	 2,44 	 -6999 	 -6999 	 4 	 7 	 359 	 1004 	 -2,6 	  
00:20 16.01.2019 	 2,42 	 -6999 	 -6999 	 3 	 6 	 351 	 1004 	 -2,6 	  
00:10 16.01.2019 	 2,39 	 -6999 	 -6999 	 2 	 3 	 344 	 1004 	 -2,8 	  
00:00 16.01.2019 	 2,36 	 -6999 	 -6999 	 2 	 3 	 13 	 1004 	 -2,9 	  
23:50 15.01.2019 	 2,33 	 -6999 	 -6999 	 3 	 5 	 43 	 1003 	 -2,4 	  
23:40 15.01.2019 	 2,29 	 -6999 	 -6999 	 3 	 4 	 46 	 1003 	 -3,4 	  
23:30 15.01.2019 	 2,24 	 -6999 	 -6999 	 3 	 5 	 17 	 1003 	 -2,6 	  
23:20 15.01.2019 	 2,2 	 -6999 	 -6999 	 3 	 6 	 360 	 1003 	 -2,3 	  
23:10 15.01.2019 	 2,15 	 -6999 	 -6999 	 5 	 7 	 7 	 1002 	 -1,8 	  
23:00 15.01.2019 	 2,1 	 -6999 	 -6999 	 6 	 10 	 0 	 1002 	 -1,9 	  
22:50 15.01.2019 	 2,05 	 -6999 	 -6999 	 6 	 9 	 0 	 1002 	 -1,6 	  
22:40 15.01.2019 	 1,99 	 -6999 	 -6999 	 6 	 9 	 0 	 1001 	 -1,8 	  
22:30 15.01.2019 	 1,94 	 -6999 	 -6999 	 6 	 9 	 1 	 1001 	 -1,8 	  
22:20 15.01.2019 	 1,88 	 -6999 	 -6999 	 6 	 9 	 5 	 1001 	 -1 	  
22:10 15.01.2019 	 1,82 	 -6999 	 -6999 	 6 	 9 	 5 	 1001 	 -1,5 	  
22:00 15.01.2019 	 1,77 	 -6999 	 -6999 	 7 	 10 	 0 	 1000 	 -1,5 	  
21:50 15.01.2019 	 1,71 	 -6999 	 -6999 	 7 	 10 	 2 	 1000 	 -1,2 	  
21:40 15.01.2019 	 1,66 	 -6999 	 -6999 	 8 	 10 	 2 	 1000 	 -1,2 	  
21:30 15.01.2019 	 1,6 	 -6999 	 -6999 	 8 	 12 	 0 	 1000 	 -1,2 	  
21:20 15.01.2019 	 1,54 	 -6999 	 -6999 	 9 	 13 	 359 	 1000 	 -1,1 	  
21:10 15.01.2019 	 1,5 	 -6999 	 -6999 	 8 	 12 	 2 	 1000 	 -1,2 	  
21:00 15.01.2019 	 1,45 	 -6999 	 -6999 	 8 	 12 	 2 	 1000 	 -1,1 	  
20:50 15.01.2019 	 1,4 	 -6999 	 -6999 	 8 	 10 	 1 	 999 	 -1,1 	  
20:40 15.01.2019 	 1,35 	 -6999 	 -6999 	 8 	 11 	 3 	 999 	 -1 	  
20:30 15.01.2019 	 1,31 	 -6999 	 -6999 	 9 	 12 	 11 	 999 	 -0,8 	  
20:20 15.01.2019 	 1,27 	 -6999 	 -6999 	 9 	 12 	 7 	 999 	 -0,6 	  
20:10 15.01.2019 	 1,23 	 -6999 	 -6999 	 9 	 12 	 6 	 999 	 -0,5 	  
20:00 15.01.2019 	 1,2 	 -6999 	 -6999 	 7 	 11 	 6 	 999 	 -0,4 	  
19:50 15.01.2019 	 1,18 	 -6999 	 -6999 	 5 	 8 	 2 	 998 	 -0,3 	  
19:40 15.01.2019 	 1,15 	 -6999 	 -6999 	 4 	 6 	 355 	 998 	 -0,4 	  
19:30 15.01.2019 	 1,13 	 -6999 	 -6999 	 4 	 5 	 7 	 998 	 -0 	  
19:20 15.01.2019 	 1,12 	 -6999 	 -6999 	 4 	 6 	 8 	 998 	 -0,2 	  
19:10 15.01.2019 	 1,1 	 -6999 	 -6999 	 4 	 5 	 15 	 998 	 0,2 	  
19:00 15.01.2019 	 1,1 	 -6999 	 -6999 	 4 	 6 	 19 	 998 	 0,1 	  
18:50 15.01.2019 	 1,1 	 -6999 	 -6999 	 4 	 6 	 17 	 997 	 0,1 	  
18:40 15.01.2019 	 1,1 	 -6999 	 -6999 	 5 	 7 	 18 	 997 	 0,2 	  
18:30 15.01.2019 	 1,11 	 -6999 	 -6999 	 5 	 7 	 17 	 997 	 -0,1 	  
18:20 15.01.2019 	 1,13 	 -6999 	 -6999 	 5 	 9 	 20 	 997 	 0,4 	  
18:10 15.01.2019 	 1,14 	 -6999 	 -6999 	 6 	 9 	 25 	 996 	 0,6 	  
18:00 15.01.2019 	 1,17 	 -6999 	 -6999 	 5 	 7 	 18 	 996 	 0,3 	  
17:50 15.01.2019 	 1,19 	 -6999 	 -6999 	 6 	 9 	 5 	 996 	 -1,2 	  
17:40 15.01.2019 	 1,22 	 -6999 	 -6999 	 7 	 10 	 7 	 996 	 -0,9 	  
17:30 15.01.2019 	 1,26 	 -6999 	 -6999 	 6 	 8 	 6 	 996 	 -0,9 	  
17:20 15.01.2019 	 1,3 	 -6999 	 -6999 	 6 	 8 	 11 	 995 	 -0,9 	  
17:10 15.01.2019 	 1,34 	 -6999 	 -6999 	 5 	 8 	 13 	 995 	 -0,7 	  
17:00 15.01.2019 	 1,38 	 -6999 	 -6999 	 6 	 8 	 8 	 995 	 -0,5 	  
16:50 15.01.2019 	 1,42 	 -6999 	 -6999 	 5 	 7 	 11 	 995 	 -0,5 	  
16:40 15.01.2019 	 1,47 	 -6999 	 -6999 	 5 	 8 	 25 	 995 	 -0,6 	  
16:30 15.01.2019 	 1,52 	 -6999 	 -6999 	 5 	 9 	 39 	 995 	 -0,9 	  
16:20 15.01.2019 	 1,57 	 -6999 	 -6999 	 4 	 7 	 10 	 995 	 -1,3 	  
16:10 15.01.2019 	 1,62 	 -6999 	 -6999 	 3 	 5 	 354 	 995 	 -1,4 	  
16:00 15.01.2019 	 1,67 	 -6999 	 -6999 	 2 	 4 	 354 	 995 	 -0,5 	  
15:50 15.01.2019 	 1,73 	 -6999 	 -6999 	 2 	 4 	 2 	 995 	 -0,4 	  
15:40 15.01.2019 	 1,78 	 -6999 	 -6999 	 3 	 4 	 4 	 994 	 -0,1 	  
15:30 15.01.2019 	 1,84 	 -6999 	 -6999 	 2 	 3 	 11 	 994 	 0,2 	  
15:20 15.01.2019 	 1,89 	 -6999 	 -6999 	 3 	 4 	 75 	 994 	 1,3 	  
15:10 15.01.2019 	 1,94 	 -6999 	 -6999 	 3 	 4 	 77 	 994 	 1,5 	  
15:00 15.01.2019 	 1,99 	 -6999 	 -6999 	 3 	 5 	 79 	 994 	 1,5 	  
14:50 15.01.2019 	 2,05 	 -6999 	 -6999 	 4 	 5 	 79 	 994 	 1,5 	  
14:40 15.01.2019 	 2,1 	 -6999 	 -6999 	 4 	 5 	 89 	 994 	 1,3 	  
14:30 15.01.2019 	 2,14 	 -6999 	 -6999 	 4 	 5 	 83 	 994 	 1,2 	  
14:20 15.01.2019 	 2,18 	 -6999 	 -6999 	 5 	 6 	 79 	 994 	 1,5 	  
14:10 15.01.2019 	 2,22 	 -6999 	 -6999 	 5 	 7 	 77 	 994 	 1,5 	  
14:00 15.01.2019 	 2,26 	 -6999 	 -6999 	 6 	 7 	 79 	 994 	 1,3 	  
13:50 15.01.2019 	 2,3 	 -6999 	 -6999 	 6 	 7 	 73 	 994 	 1,3 	  
13:40 15.01.2019 	 2,33 	 -6999 	 -6999 	 6 	 8 	 74 	 994 	 1 	  
13:30 15.01.2019 	 2,35 	 -6999 	 -6999 	 6 	 7 	 72 	 994 	 1,1 	  
13:20 15.01.2019 	 2,38 	 -6999 	 -6999 	 6 	 8 	 73 	 994 	 1,2 	  
13:10 15.01.2019 	 2,4 	 -6999 	 -6999 	 6 	 7 	 73 	 994 	 1,3 	  
13:00 15.01.2019 	 2,42 	 -6999 	 -6999 	 6 	 7 	 74 	 994 	 1,4 	  
12:50 15.01.2019 	 2,42 	 -6999 	 -6999 	 5 	 7 	 72 	 993 	 1,6 	  
12:40 15.01.2019 	 2,43 	 -6999 	 -6999 	 5 	 6 	 76 	 993 	 1,5 	  
12:30 15.01.2019 	 2,43 	 -6999 	 -6999 	 5 	 7 	 78 	 993 	 1,6 	  
12:20 15.01.2019 	 2,43 	 -6999 	 -6999 	 6 	 7 	 80 	 993 	 1,5 	  
12:10 15.01.2019 	 2,42 	 -6999 	 -6999 	 5 	 7 	 76 	 993 	 1,2 	  
12:00 15.01.2019 	 2,42 	 -6999 	 -6999 	 5 	 7 	 73 	 993 	 1,3 	  
11:50 15.01.2019 	 2,4 	 -6999 	 -6999 	 5 	 6 	 76 	 993 	 1,5 	  
11:40 15.01.2019 	 2,38 	 -6999 	 -6999 	 3 	 5 	 80 	 993 	 1,7 	  
11:30 15.01.2019 	 2,36 	 -6999 	 -6999 	 3 	 4 	 109 	 993 	 1,7 	  
11:20 15.01.2019 	 2,34 	 -6999 	 -6999 	 3 	 4 	 115 	 993 	 1,6 	  
11:10 15.01.2019 	 2,3 	 -6999 	 -6999 	 2 	 3 	 130 	 993 	 2,5 	  
11:00 15.01.2019 	 2,27 	 -6999 	 -6999 	 2 	 3 	 111 	 993 	 1,7 	  
10:50 15.01.2019 	 2,24 	 -6999 	 -6999 	 2 	 3 	 106 	 993 	 1,2 	  
10:40 15.01.2019 	 2,2 	 -6999 	 -6999 	 1 	 2 	 132 	 993 	 2,4 	  
10:30 15.01.2019 	 2,16 	 -6999 	 -6999 	 1 	 2 	 210 	 993 	 2 	  
10:20 15.01.2019 	 2,12 	 -6999 	 -6999 	 1 	 2 	 242 	 993 	 1,8 	  
10:10 15.01.2019 	 2,07 	 -6999 	 -6999 	 2 	 3 	 235 	 993 	 1,8 	  
10:00 15.01.2019 	 2,02 	 -6999 	 -6999 	 2 	 5 	 231 	 993 	 1,8 	  
09:50 15.01.2019 	 1,98 	 -6999 	 -6999 	 4 	 5 	 169 	 993 	 2,6 	  
09:40 15.01.2019 	 1,93 	 -6999 	 -6999 	 4 	 5 	 118 	 993 	 2,3 	  
09:30 15.01.2019 	 1,88 	 -6999 	 -6999 	 3 	 4 	 115 	 993 	 2 	  
09:20 15.01.2019 	 1,83 	 -6999 	 -6999 	 2 	 3 	 115 	 992 	 1,6 	  
09:10 15.01.2019 	 1,78 	 -6999 	 -6999 	 3 	 3 	 115 	 992 	 1,6 	  
09:00 15.01.2019 	 1,73 	 -6999 	 -6999 	 2 	 3 	 115 	 992 	 1,4 	  
08:50 15.01.2019 	 1,68 	 -6999 	 -6999 	 2 	 3 	 115 	 992 	 1,4 	  
08:40 15.01.2019 	 1,63 	 -6999 	 -6999 	 2 	 3 	 106 	 992 	 1,4 	  
08:30 15.01.2019 	 1,58 	 -6999 	 -6999 	 2 	 2 	 111 	 992 	 1,4 	  
08:20 15.01.2019 	 1,54 	 -6999 	 -6999 	 2 	 2 	 118 	 992 	 1,4 	  
08:10 15.01.2019 	 1,5 	 -6999 	 -6999 	 2 	 2 	 109 	 992 	 1,4 	  
08:00 15.01.2019 	 1,46 	 -6999 	 -6999 	 2 	 3 	 90 	 992 	 1,2 	  
07:50 15.01.2019 	 1,42 	 -6999 	 -6999 	 2 	 4 	 110 	 992 	 1,2 	  
07:40 15.01.2019 	 1,38 	 -6999 	 -6999 	 4 	 5 	 122 	 992 	 1,3 	  
07:30 15.01.2019 	 1,35 	 -6999 	 -6999 	 6 	 8 	 153 	 992 	 1,9 	  
07:20 15.01.2019 	 1,32 	 -6999 	 -6999 	 7 	 9 	 165 	 992 	 2,3 	  
07:10 15.01.2019 	 1,3 	 -6999 	 -6999 	 8 	 10 	 186 	 992 	 2,5 	  
07:00 15.01.2019 	 1,27 	 -6999 	 -6999 	 6 	 11 	 211 	 992 	 2,2 	  
06:50 15.01.2019 	 1,26 	 -6999 	 -6999 	 5 	 11 	 231 	 992 	 2,2 	  
06:40 15.01.2019 	 1,24 	 -6999 	 -6999 	 2 	 3 	 250 	 992 	 2,3 	  
06:30 15.01.2019 	 1,23 	 -6999 	 -6999 	 1 	 3 	 246 	 992 	 1,9 	  
06:20 15.01.2019 	 1,22 	 -6999 	 -6999 	 1 	 2 	 244 	 992 	 1,7 	  
06:10 15.01.2019 	 1,22 	 -6999 	 -6999 	 1 	 2 	 298 	 992 	 1,5 	  
06:00 15.01.2019 	 1,23 	 -6999 	 -6999 	 1 	 2 	 302 	 992 	 1,5 	  
05:50 15.01.2019 	 1,23 	 -6999 	 -6999 	 1 	 2 	 297 	 992 	 1,7 	  
05:40 15.01.2019 	 1,25 	 -6999 	 -6999 	 2 	 3 	 279 	 992 	 1,7 	  
05:30 15.01.2019 	 1,26 	 -6999 	 -6999 	 3 	 4 	 267 	 992 	 1,8 	  
05:20 15.01.2019 	 1,28 	 -6999 	 -6999 	 3 	 4 	 267 	 992 	 2,2 	  
05:10 15.01.2019 	 1,3 	 -6999 	 -6999 	 4 	 8 	 260 	 992 	 2,4 	  
05:00 15.01.2019 	 1,34 	 -6999 	 -6999 	 5 	 8 	 233 	 992 	 3,6 	  
04:50 15.01.2019 	 1,37 	 -6999 	 -6999 	 7 	 10 	 227 	 992 	 3,7 	  
04:40 15.01.2019 	 1,4 	 -6999 	 -6999 	 6 	 10 	 228 	 992 	 3,7 	  
04:30 15.01.2019 	 1,44 	 -6999 	 -6999 	 7 	 10 	 227 	 992 	 3,6 	  
04:20 15.01.2019 	 1,48 	 -6999 	 -6999 	 8 	 12 	 224 	 992 	 4 	  
04:10 15.01.2019 	 1,52 	 -6999 	 -6999 	 8 	 12 	 225 	 992 	 3,7 	  
04:00 15.01.2019 	 1,57 	 -6999 	 -6999 	 10 	 13 	 217 	 992 	 4 	  
03:50 15.01.2019 	 1,62 	 -6999 	 -6999 	 10 	 14 	 216 	 992 	 4,1 	  
03:40 15.01.2019 	 1,66 	 -6999 	 -6999 	 11 	 15 	 218 	 992 	 4,1 	  
03:30 15.01.2019 	 1,71 	 -6999 	 -6999 	 10 	 15 	 223 	 992 	 4,1 	  
03:20 15.01.2019 	 1,77 	 -6999 	 -6999 	 10 	 14 	 221 	 992 	 4,1 	  
03:10 15.01.2019 	 1,82 	 -6999 	 -6999 	 9 	 13 	 226 	 992 	 4 	  
03:00 15.01.2019 	 1,87 	 -6999 	 -6999 	 8 	 12 	 233 	 992 	 3,6 	  
02:50 15.01.2019 	 1,92 	 -6999 	 -6999 	 8 	 13 	 233 	 992 	 3,6 	  
02:40 15.01.2019 	 1,98 	 -6999 	 -6999 	 8 	 13 	 234 	 992 	 3,4 	  
02:30 15.01.2019 	 2,02 	 -6999 	 -6999 	 8 	 13 	 234 	 992 	 3,7 	  
02:20 15.01.2019 	 2,07 	 -6999 	 -6999 	 8 	 13 	 232 	 992 	 3,7 	  
02:10 15.01.2019 	 2,12 	 -6999 	 -6999 	 8 	 14 	 230 	 992 	 4 	  
02:00 15.01.2019 	 2,16 	 -6999 	 -6999 	 8 	 13 	 233 	 992 	 3,6 	  
01:50 15.01.2019 	 2,21 	 -6999 	 -6999 	 9 	 15 	 230 	 992 	 3,8 	  
01:40 15.01.2019 	 2,25 	 -6999 	 -6999 	 9 	 15 	 227 	 992 	 3,6 	  
01:30 15.01.2019 	 2,28 	 -6999 	 -6999 	 8 	 14 	 231 	 992 	 3,7 	  
01:20 15.01.2019 	 2,31 	 -6999 	 -6999 	 8 	 13 	 237 	 992 	 3,6 	  
01:10 15.01.2019 	 2,34 	 -6999 	 -6999 	 8 	 13 	 242 	 991 	 3,2 	  
01:00 15.01.2019 	 2,37 	 -6999 	 -6999 	 8 	 13 	 251 	 992 	 2,6 	  
00:50 15.01.2019 	 2,39 	 -6999 	 -6999 	 10 	 17 	 242 	 992 	 3 	  
00:40 15.01.2019 	 2,41 	 -6999 	 -6999 	 8 	 14 	 234 	 991 	 3,9 	  
00:30 15.01.2019 	 2,42 	 -6999 	 -6999 	 8 	 14 	 234 	 991 	 3,9 	  
00:20 15.01.2019 	 2,43 	 -6999 	 -6999 	 9 	 16 	 231 	 991 	 3,9 	  
00:10 15.01.2019 	 2,44 	 -6999 	 -6999 	 10 	 16 	 227 	 991 	 3,9 	  
00:00 15.01.2019 	 2,44 	 -6999 	 -6999 	 6 	 14 	 239 	 991 	 3,8 	  
23:50 14.01.2019 	 2,44 	 -6999 	 -6999 	 8 	 15 	 236 	 991 	 2,9 	  
23:40 14.01.2019 	 2,43 	 -6999 	 -6999 	 9 	 14 	 252 	 991 	 2 	  
23:30 14.01.2019 	 2,42 	 -6999 	 -6999 	 9 	 14 	 255 	 991 	 2,3 	  
23:20 14.01.2019 	 2,4 	 -6999 	 -6999 	 8 	 13 	 246 	 991 	 2,7 	  
23:10 14.01.2019 	 2,38 	 -6999 	 -6999 	 8 	 13 	 227 	 991 	 3,7 	  
23:00 14.01.2019 	 2,35 	 -6999 	 -6999 	 8 	 16 	 233 	 991 	 3,2 	  
22:50 14.01.2019 	 2,32 	 -6999 	 -6999 	 8 	 13 	 238 	 991 	 3 	  
22:40 14.01.2019 	 2,29 	 -6999 	 -6999 	 9 	 14 	 236 	 991 	 2,7 	  
22:30 14.01.2019 	 2,25 	 -6999 	 -6999 	 8 	 13 	 244 	 991 	 3 	  
22:20 14.01.2019 	 2,21 	 -6999 	 -6999 	 11 	 19 	 239 	 991 	 2,5 	  
22:10 14.01.2019 	 2,17 	 -6999 	 -6999 	 10 	 20 	 235 	 991 	 2,7 	  
