 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	
04:30 13.01.2019 	 1,28 	 9 	 11 	 9 	  
04:20 13.01.2019 	 1,29 	 10 	 12 	 8 	  
04:10 13.01.2019 	 1,31 	 10 	 12 	 9 	  
04:00 13.01.2019 	 1,33 	 9 	 11 	 12 	  
03:50 13.01.2019 	 1,36 	 8 	 10 	 3 	  
03:40 13.01.2019 	 1,4 	 3 	 7 	 17 	  
03:30 13.01.2019 	 1,45 	 1 	 2 	 86 	  
03:20 13.01.2019 	 1,5 	 1 	 2 	 85 	  
03:10 13.01.2019 	 1,56 	 1 	 2 	 63 	  
03:00 13.01.2019 	 1,62 	 2 	 3 	 58 	  
02:50 13.01.2019 	 1,69 	 2 	 3 	 55 	  
02:40 13.01.2019 	 1,76 	 2 	 3 	 55 	  
02:30 13.01.2019 	 1,84 	 2 	 3 	 44 	  
02:20 13.01.2019 	 1,92 	 3 	 4 	 48 	  
02:10 13.01.2019 	 2 	 3 	 4 	 45 	  
02:00 13.01.2019 	 2,08 	 3 	 4 	 56 	  
01:50 13.01.2019 	 2,16 	 2 	 3 	 35 	  
01:40 13.01.2019 	 2,24 	 1 	 2 	 9 	  
01:30 13.01.2019 	 2,33 	 2 	 3 	 4 	  
01:20 13.01.2019 	 2,41 	 3 	 5 	 11 	  
01:10 13.01.2019 	 2,49 	 3 	 4 	 15 	  
01:00 13.01.2019 	 2,57 	 2 	 4 	 357 	  
00:50 13.01.2019 	 2,65 	 3 	 4 	 340 	  
00:40 13.01.2019 	 2,72 	 3 	 5 	 337 	  
00:30 13.01.2019 	 2,79 	 4 	 5 	 329 	  
00:20 13.01.2019 	 2,86 	 3 	 3 	 338 	  
00:10 13.01.2019 	 2,92 	 2 	 3 	 342 	  
00:00 13.01.2019 	 2,97 	 3 	 4 	 338 	  
23:50 12.01.2019 	 3,02 	 3 	 3 	 342 	  
23:40 12.01.2019 	 3,07 	 3 	 4 	 345 	  
23:30 12.01.2019 	 3,11 	 3 	 4 	 339 	  
23:20 12.01.2019 	 3,14 	 3 	 4 	 335 	  
23:10 12.01.2019 	 3,17 	 3 	 4 	 335 	  
23:00 12.01.2019 	 3,19 	 2 	 3 	 334 	  
22:50 12.01.2019 	 3,2 	 2 	 2 	 334 	  
22:40 12.01.2019 	 3,2 	 2 	 3 	 337 	  
22:30 12.01.2019 	 3,2 	 2 	 3 	 321 	  
22:20 12.01.2019 	 3,19 	 3 	 4 	 327 	  
22:10 12.01.2019 	 3,17 	 4 	 5 	 324 	  
22:00 12.01.2019 	 3,15 	 4 	 5 	 319 	  
21:50 12.01.2019 	 3,12 	 5 	 6 	 334 	  
21:40 12.01.2019 	 3,08 	 5 	 6 	 345 	  
21:30 12.01.2019 	 3,04 	 5 	 6 	 341 	  
21:20 12.01.2019 	 2,99 	 5 	 5 	 332 	  
21:10 12.01.2019 	 2,93 	 4 	 5 	 327 	  
21:00 12.01.2019 	 2,87 	 2 	 4 	 317 	  
20:50 12.01.2019 	 2,81 	 1 	 2 	 352 	  
20:40 12.01.2019 	 2,74 	 1 	 1 	 357 	  
20:30 12.01.2019 	 2,66 	 1 	 4 	 11 	  
20:20 12.01.2019 	 2,58 	 3 	 4 	 36 	  
20:10 12.01.2019 	 2,5 	 3 	 4 	 59 	  
20:00 12.01.2019 	 2,42 	 3 	 4 	 50 	  
19:50 12.01.2019 	 2,34 	 4 	 5 	 44 	  
19:40 12.01.2019 	 2,25 	 4 	 6 	 49 	  
19:30 12.01.2019 	 2,16 	 5 	 6 	 55 	  
19:20 12.01.2019 	 2,07 	 5 	 6 	 57 	  
19:10 12.01.2019 	 1,99 	 5 	 6 	 60 	  
19:00 12.01.2019 	 1,9 	 5 	 6 	 68 	  
18:50 12.01.2019 	 1,81 	 5 	 6 	 67 	  
18:40 12.01.2019 	 1,73 	 5 	 6 	 67 	  
18:30 12.01.2019 	 1,65 	 4 	 5 	 64 	  
18:20 12.01.2019 	 1,57 	 5 	 6 	 60 	  
18:10 12.01.2019 	 1,5 	 4 	 5 	 63 	  
18:00 12.01.2019 	 1,43 	 5 	 6 	 62 	  
17:50 12.01.2019 	 1,37 	 5 	 7 	 61 	  
17:40 12.01.2019 	 1,31 	 6 	 7 	 66 	  
17:30 12.01.2019 	 1,26 	 6 	 7 	 69 	  
17:20 12.01.2019 	 1,21 	 6 	 8 	 73 	  
17:10 12.01.2019 	 1,17 	 6 	 7 	 79 	  
17:00 12.01.2019 	 1,14 	 4 	 5 	 93 	  
16:50 12.01.2019 	 1,12 	 3 	 5 	 104 	  
16:40 12.01.2019 	 1,11 	 3 	 5 	 100 	  
16:30 12.01.2019 	 1,11 	 4 	 5 	 93 	  
16:20 12.01.2019 	 1,11 	 5 	 6 	 81 	  
16:10 12.01.2019 	 1,12 	 6 	 7 	 75 	  
16:00 12.01.2019 	 1,15 	 6 	 8 	 76 	  
15:50 12.01.2019 	 1,18 	 6 	 7 	 72 	  
15:40 12.01.2019 	 1,22 	 6 	 7 	 71 	  
15:30 12.01.2019 	 1,26 	 6 	 7 	 71 	  
15:20 12.01.2019 	 1,32 	 6 	 8 	 70 	  
15:10 12.01.2019 	 1,38 	 7 	 8 	 66 	  
15:00 12.01.2019 	 1,44 	 7 	 9 	 65 	  
14:50 12.01.2019 	 1,52 	 7 	 9 	 67 	  
14:40 12.01.2019 	 1,59 	 7 	 9 	 68 	  
14:30 12.01.2019 	 1,68 	 7 	 8 	 70 	  
14:20 12.01.2019 	 1,76 	 7 	 8 	 71 	  
14:10 12.01.2019 	 1,85 	 7 	 8 	 67 	  
14:00 12.01.2019 	 1,95 	 7 	 8 	 67 	  
13:50 12.01.2019 	 2,04 	 6 	 8 	 66 	  
13:40 12.01.2019 	 2,14 	 5 	 7 	 67 	  
13:30 12.01.2019 	 2,24 	 5 	 6 	 71 	  
13:20 12.01.2019 	 2,34 	 5 	 6 	 79 	  
13:10 12.01.2019 	 2,43 	 4 	 5 	 77 	  
13:00 12.01.2019 	 2,53 	 2 	 3 	 74 	  
12:50 12.01.2019 	 2,62 	 1 	 3 	 83 	  
12:40 12.01.2019 	 2,71 	 2 	 3 	 107 	  
12:30 12.01.2019 	 2,8 	 2 	 3 	 113 	  
12:20 12.01.2019 	 2,89 	 2 	 3 	 109 	  
12:10 12.01.2019 	 2,97 	 2 	 3 	 98 	  
12:00 12.01.2019 	 3,05 	 2 	 3 	 83 	  
11:50 12.01.2019 	 3,12 	 2 	 2 	 87 	  
11:40 12.01.2019 	 3,18 	 2 	 2 	 96 	  
11:30 12.01.2019 	 3,24 	 1 	 2 	 129 	  
11:20 12.01.2019 	 3,3 	 2 	 2 	 146 	  
11:10 12.01.2019 	 3,34 	 2 	 3 	 169 	  
11:00 12.01.2019 	 3,38 	 2 	 3 	 184 	  
10:50 12.01.2019 	 3,42 	 2 	 3 	 197 	  
10:40 12.01.2019 	 3,44 	 2 	 3 	 198 	  
10:30 12.01.2019 	 3,46 	 2 	 3 	 189 	  
10:20 12.01.2019 	 3,47 	 2 	 2 	 168 	  
10:10 12.01.2019 	 3,47 	 2 	 3 	 171 	  
10:00 12.01.2019 	 3,46 	 2 	 3 	 167 	  
09:50 12.01.2019 	 3,45 	 2 	 3 	 167 	  
09:40 12.01.2019 	 3,43 	 3 	 4 	 153 	  
09:30 12.01.2019 	 3,4 	 3 	 3 	 121 	  
09:20 12.01.2019 	 3,36 	 2 	 3 	 122 	  
09:10 12.01.2019 	 3,32 	 0 	 1 	 150 	  
09:00 12.01.2019 	 3,27 	 1 	 1 	 239 	  
08:50 12.01.2019 	 3,22 	 1 	 1 	 266 	  
08:40 12.01.2019 	 3,16 	 1 	 2 	 254 	  
08:30 12.01.2019 	 3,09 	 1 	 2 	 272 	  
08:20 12.01.2019 	 3,02 	 2 	 3 	 282 	  
08:10 12.01.2019 	 2,94 	 2 	 3 	 279 	  
08:00 12.01.2019 	 2,86 	 3 	 4 	 277 	  
07:50 12.01.2019 	 2,77 	 3 	 4 	 278 	  
07:40 12.01.2019 	 2,69 	 3 	 4 	 286 	  
07:30 12.01.2019 	 2,59 	 3 	 4 	 292 	  
07:20 12.01.2019 	 2,5 	 3 	 4 	 308 	  
07:10 12.01.2019 	 2,4 	 3 	 4 	 300 	  
07:00 12.01.2019 	 2,31 	 3 	 4 	 286 	  
06:50 12.01.2019 	 2,21 	 3 	 4 	 286 	  
06:40 12.01.2019 	 2,11 	 3 	 4 	 288 	  
06:30 12.01.2019 	 2,02 	 3 	 4 	 322 	  
06:20 12.01.2019 	 1,92 	 3 	 4 	 324 	  
06:10 12.01.2019 	 1,83 	 4 	 5 	 322 	  
06:00 12.01.2019 	 1,74 	 5 	 7 	 315 	  
05:50 12.01.2019 	 1,65 	 6 	 7 	 316 	  
05:40 12.01.2019 	 1,57 	 6 	 7 	 322 	  
05:30 12.01.2019 	 1,49 	 7 	 8 	 314 	  
05:20 12.01.2019 	 1,42 	 5 	 8 	 282 	  
05:10 12.01.2019 	 1,35 	 7 	 9 	 285 	  
05:00 12.01.2019 	 1,29 	 7 	 10 	 279 	  
04:50 12.01.2019 	 1,24 	 7 	 10 	 281 	  
04:40 12.01.2019 	 1,2 	 8 	 10 	 281 	  
04:30 12.01.2019 	 1,16 	 9 	 11 	 282 	  
04:20 12.01.2019 	 1,13 	 9 	 13 	 280 	  
04:10 12.01.2019 	 1,11 	 10 	 13 	 290 	  
04:00 12.01.2019 	 1,11 	 10 	 14 	 289 	  
03:50 12.01.2019 	 1,11 	 8 	 11 	 280 	  
03:40 12.01.2019 	 1,12 	 8 	 11 	 274 	  
03:30 12.01.2019 	 1,13 	 9 	 12 	 280 	  
03:20 12.01.2019 	 1,16 	 8 	 12 	 274 	  
03:10 12.01.2019 	 1,2 	 9 	 14 	 274 	  
03:00 12.01.2019 	 1,24 	 9 	 13 	 268 	  
02:50 12.01.2019 	 1,29 	 9 	 15 	 270 	  
02:40 12.01.2019 	 1,35 	 9 	 14 	 271 	  
02:30 12.01.2019 	 1,41 	 10 	 14 	 274 	  
02:20 12.01.2019 	 1,49 	 11 	 16 	 268 	  
02:10 12.01.2019 	 1,56 	 10 	 15 	 266 	  
02:00 12.01.2019 	 1,64 	 10 	 16 	 267 	  
01:50 12.01.2019 	 1,73 	 10 	 16 	 265 	  
01:40 12.01.2019 	 1,82 	 9 	 16 	 272 	  
01:30 12.01.2019 	 1,91 	 11 	 16 	 267 	  
01:20 12.01.2019 	 2,01 	 10 	 16 	 264 	  
01:10 12.01.2019 	 2,1 	 11 	 17 	 262 	  
01:00 12.01.2019 	 2,2 	 10 	 15 	 255 	  
00:50 12.01.2019 	 2,29 	 11 	 15 	 260 	  
00:40 12.01.2019 	 2,39 	 11 	 16 	 254 	  
00:30 12.01.2019 	 2,48 	 10 	 15 	 259 	  
00:20 12.01.2019 	 2,58 	 10 	 15 	 260 	  
00:10 12.01.2019 	 2,67 	 10 	 14 	 255 	  
00:00 12.01.2019 	 2,75 	 9 	 14 	 255 	  
23:50 11.01.2019 	 2,83 	 7 	 14 	 248 	  
23:40 11.01.2019 	 2,91 	 9 	 14 	 252 	  
23:30 11.01.2019 	 2,98 	 8 	 13 	 241 	  
23:20 11.01.2019 	 3,05 	 8 	 14 	 249 	  
23:10 11.01.2019 	 3,11 	 9 	 15 	 249 	  
23:00 11.01.2019 	 3,16 	 7 	 14 	 247 	  
22:50 11.01.2019 	 3,21 	 9 	 14 	 238 	  
22:40 11.01.2019 	 3,25 	 9 	 14 	 233 	  
22:30 11.01.2019 	 3,28 	 9 	 12 	 229 	  
22:20 11.01.2019 	 3,3 	 8 	 13 	 225 	  
22:10 11.01.2019 	 3,32 	 9 	 14 	 227 	  
22:00 11.01.2019 	 3,33 	 9 	 14 	 226 	  
21:50 11.01.2019 	 3,33 	 9 	 14 	 227 	  
21:40 11.01.2019 	 3,32 	 9 	 13 	 226 	  
21:30 11.01.2019 	 3,3 	 9 	 13 	 222 	  
21:20 11.01.2019 	 3,28 	 9 	 14 	 221 	  
21:10 11.01.2019 	 3,24 	 8 	 13 	 221 	  
21:00 11.01.2019 	 3,2 	 8 	 12 	 219 	  
20:50 11.01.2019 	 3,16 	 9 	 13 	 220 	  
20:40 11.01.2019 	 3,1 	 8 	 13 	 222 	  
20:30 11.01.2019 	 3,04 	 9 	 14 	 224 	  
20:20 11.01.2019 	 2,98 	 9 	 13 	 226 	  
20:10 11.01.2019 	 2,91 	 9 	 14 	 222 	  
20:00 11.01.2019 	 2,83 	 10 	 15 	 225 	  
19:50 11.01.2019 	 2,75 	 9 	 15 	 225 	  
19:40 11.01.2019 	 2,66 	 10 	 15 	 224 	  
19:30 11.01.2019 	 2,57 	 9 	 15 	 227 	  
19:20 11.01.2019 	 2,47 	 9 	 14 	 227 	  
19:10 11.01.2019 	 2,38 	 10 	 14 	 233 	  
19:00 11.01.2019 	 2,28 	 9 	 13 	 224 	  
18:50 11.01.2019 	 2,18 	 9 	 14 	 225 	  
18:40 11.01.2019 	 2,08 	 9 	 16 	 221 	  
18:30 11.01.2019 	 1,98 	 9 	 14 	 214 	  
18:20 11.01.2019 	 1,88 	 8 	 13 	 214 	  
18:10 11.01.2019 	 1,78 	 7 	 11 	 212 	  
18:00 11.01.2019 	 1,68 	 7 	 11 	 210 	  
17:50 11.01.2019 	 1,59 	 7 	 11 	 208 	  
17:40 11.01.2019 	 1,5 	 7 	 12 	 213 	  
17:30 11.01.2019 	 1,42 	 7 	 12 	 208 	  
17:20 11.01.2019 	 1,34 	 6 	 11 	 207 	  
17:10 11.01.2019 	 1,26 	 6 	 11 	 204 	  
17:00 11.01.2019 	 1,2 	 7 	 11 	 202 	  
16:50 11.01.2019 	 1,14 	 6 	 10 	 203 	  
16:40 11.01.2019 	 1,09 	 7 	 11 	 204 	  
16:30 11.01.2019 	 1,05 	 7 	 10 	 205 	  
16:20 11.01.2019 	 1,01 	 7 	 11 	 211 	  
16:10 11.01.2019 	 0,99 	 7 	 13 	 211 	  
16:00 11.01.2019 	 0,97 	 8 	 15 	 208 	  
15:50 11.01.2019 	 0,97 	 6 	 9 	 200 	  
15:40 11.01.2019 	 0,97 	 6 	 9 	 198 	  
15:30 11.01.2019 	 0,99 	 6 	 9 	 202 	  
15:20 11.01.2019 	 1,02 	 6 	 10 	 200 	  
15:10 11.01.2019 	 1,05 	 6 	 10 	 198 	  
15:00 11.01.2019 	 1,09 	 6 	 11 	 198 	  
14:50 11.01.2019 	 1,15 	 6 	 9 	 199 	  
14:40 11.01.2019 	 1,21 	 6 	 10 	 197 	  
14:30 11.01.2019 	 1,28 	 7 	 11 	 197 	  
14:20 11.01.2019 	 1,35 	 6 	 10 	 194 	  
14:10 11.01.2019 	 1,44 	 5 	 8 	 194 	  
14:00 11.01.2019 	 1,53 	 6 	 9 	 195 	  
13:50 11.01.2019 	 1,62 	 7 	 10 	 199 	  
13:40 11.01.2019 	 1,72 	 6 	 9 	 188 	  
13:30 11.01.2019 	 1,83 	 6 	 9 	 193 	  
13:20 11.01.2019 	 1,93 	 6 	 11 	 190 	  
13:10 11.01.2019 	 2,04 	 6 	 10 	 186 	  
13:00 11.01.2019 	 2,15 	 5 	 9 	 189 	  
12:50 11.01.2019 	 2,27 	 5 	 8 	 185 	  
12:40 11.01.2019 	 2,38 	 6 	 9 	 186 	  
12:30 11.01.2019 	 2,49 	 6 	 8 	 178 	  
12:20 11.01.2019 	 2,6 	 6 	 9 	 177 	  
12:10 11.01.2019 	 2,7 	 6 	 9 	 177 	  
12:00 11.01.2019 	 2,81 	 7 	 12 	 176 	  
11:50 11.01.2019 	 2,91 	 9 	 12 	 150 	  
11:40 11.01.2019 	 3,01 	 9 	 13 	 143 	  
11:30 11.01.2019 	 3,1 	 9 	 12 	 132 	  
11:20 11.01.2019 	 3,18 	 9 	 12 	 133 	  
11:10 11.01.2019 	 3,26 	 9 	 13 	 132 	  
11:00 11.01.2019 	 3,34 	 8 	 11 	 130 	  
10:50 11.01.2019 	 3,4 	 10 	 13 	 129 	  
10:40 11.01.2019 	 3,46 	 9 	 12 	 131 	  
10:30 11.01.2019 	 3,51 	 8 	 12 	 127 	  
10:20 11.01.2019 	 3,55 	 8 	 11 	 125 	  
10:10 11.01.2019 	 3,59 	 9 	 12 	 124 	  
10:00 11.01.2019 	 3,62 	 9 	 13 	 131 	  
09:50 11.01.2019 	 3,63 	 10 	 13 	 131 	  
09:40 11.01.2019 	 3,64 	 11 	 15 	 133 	  
09:30 11.01.2019 	 3,64 	 10 	 14 	 132 	  
09:20 11.01.2019 	 3,64 	 9 	 12 	 131 	  
09:10 11.01.2019 	 3,62 	 10 	 13 	 126 	  
09:00 11.01.2019 	 3,59 	 9 	 12 	 126 	  
08:50 11.01.2019 	 3,56 	 9 	 12 	 128 	  
08:40 11.01.2019 	 3,52 	 9 	 13 	 132 	  
08:30 11.01.2019 	 3,47 	 9 	 12 	 133 	  
08:20 11.01.2019 	 3,41 	 9 	 12 	 128 	  
08:10 11.01.2019 	 3,35 	 9 	 12 	 132 	  
08:00 11.01.2019 	 3,28 	 9 	 12 	 132 	  
07:50 11.01.2019 	 3,2 	 9 	 11 	 131 	  
07:40 11.01.2019 	 3,12 	 9 	 12 	 134 	  
07:30 11.01.2019 	 3,03 	 8 	 10 	 136 	  
07:20 11.01.2019 	 2,94 	 8 	 11 	 136 	  
07:10 11.01.2019 	 2,84 	 8 	 11 	 134 	  
07:00 11.01.2019 	 2,73 	 8 	 12 	 139 	  
06:50 11.01.2019 	 2,63 	 8 	 11 	 138 	  
06:40 11.01.2019 	 2,52 	 8 	 10 	 132 	  
06:30 11.01.2019 	 2,41 	 6 	 8 	 127 	  
06:20 11.01.2019 	 2,3 	 6 	 9 	 126 	  
06:10 11.01.2019 	 2,19 	 6 	 7 	 118 	  
06:00 11.01.2019 	 2,08 	 6 	 8 	 115 	  
05:50 11.01.2019 	 1,97 	 6 	 8 	 109 	  
05:40 11.01.2019 	 1,86 	 6 	 7 	 105 	  
05:30 11.01.2019 	 1,75 	 6 	 8 	 110 	  
05:20 11.01.2019 	 1,65 	 7 	 8 	 112 	  
05:10 11.01.2019 	 1,55 	 7 	 8 	 109 	  
05:00 11.01.2019 	 1,46 	 7 	 9 	 112 	  
04:50 11.01.2019 	 1,37 	 7 	 9 	 117 	  
04:40 11.01.2019 	 1,29 	 6 	 8 	 115 	  
04:30 11.01.2019 	 1,21 	 6 	 8 	 115 	  
04:20 11.01.2019 	 1,15 	 6 	 8 	 111 	  
04:10 11.01.2019 	 1,09 	 7 	 8 	 115 	  
04:00 11.01.2019 	 1,04 	 5 	 7 	 116 	  
03:50 11.01.2019 	 1,01 	 5 	 7 	 117 	  
03:40 11.01.2019 	 0,98 	 5 	 6 	 109 	  
03:30 11.01.2019 	 0,96 	 5 	 6 	 92 	  
03:20 11.01.2019 	 0,95 	 6 	 7 	 86 	  
03:10 11.01.2019 	 0,95 	 7 	 8 	 71 	  
03:00 11.01.2019 	 0,96 	 8 	 9 	 70 	  
02:50 11.01.2019 	 0,99 	 8 	 10 	 74 	  
02:40 11.01.2019 	 1,02 	 8 	 10 	 77 	  
02:30 11.01.2019 	 1,06 	 9 	 10 	 80 	  
02:20 11.01.2019 	 1,11 	 8 	 10 	 81 	  
02:10 11.01.2019 	 1,17 	 9 	 10 	 80 	  
02:00 11.01.2019 	 1,24 	 9 	 11 	 79 	  
01:50 11.01.2019 	 1,31 	 9 	 11 	 77 	  
01:40 11.01.2019 	 1,39 	 9 	 11 	 74 	  
01:30 11.01.2019 	 1,48 	 9 	 11 	 79 	  
01:20 11.01.2019 	 1,58 	 9 	 11 	 78 	  
01:10 11.01.2019 	 1,67 	 9 	 11 	 77 	  
01:00 11.01.2019 	 1,78 	 10 	 12 	 75 	  
00:50 11.01.2019 	 1,88 	 9 	 10 	 79 	  
00:40 11.01.2019 	 1,99 	 9 	 11 	 81 	  
00:30 11.01.2019 	 2,1 	 9 	 11 	 82 	  
00:20 11.01.2019 	 2,2 	 9 	 11 	 87 	  
00:10 11.01.2019 	 2,31 	 10 	 12 	 82 	  
00:00 11.01.2019 	 2,42 	 10 	 12 	 80 	  
23:50 10.01.2019 	 2,53 	 9 	 11 	 83 	  
23:40 10.01.2019 	 2,63 	 9 	 11 	 84 	  
23:30 10.01.2019 	 2,73 	 9 	 11 	 83 	  
23:20 10.01.2019 	 2,82 	 8 	 11 	 83 	  
23:10 10.01.2019 	 2,91 	 9 	 11 	 82 	  
23:00 10.01.2019 	 3 	 9 	 11 	 82 	  
22:50 10.01.2019 	 3,08 	 9 	 11 	 82 	  
22:40 10.01.2019 	 3,15 	 8 	 10 	 83 	  
22:30 10.01.2019 	 3,22 	 7 	 9 	 87 	  
22:20 10.01.2019 	 3,27 	 6 	 8 	 88 	  
22:10 10.01.2019 	 3,32 	 6 	 8 	 91 	  
22:00 10.01.2019 	 3,37 	 6 	 7 	 92 	  
21:50 10.01.2019 	 3,4 	 5 	 7 	 89 	  
21:40 10.01.2019 	 3,43 	 3 	 5 	 96 	  
21:30 10.01.2019 	 3,44 	 3 	 5 	 96 	  
21:20 10.01.2019 	 3,45 	 4 	 6 	 97 	  
21:10 10.01.2019 	 3,45 	 5 	 6 	 91 	  
21:00 10.01.2019 	 3,44 	 4 	 5 	 94 	  
20:50 10.01.2019 	 3,42 	 4 	 5 	 104 	  
20:40 10.01.2019 	 3,39 	 4 	 5 	 101 	  
20:30 10.01.2019 	 3,35 	 4 	 5 	 103 	  
20:20 10.01.2019 	 3,31 	 3 	 5 	 92 	  
20:10 10.01.2019 	 3,26 	 3 	 4 	 88 	  
20:00 10.01.2019 	 3,2 	 3 	 4 	 98 	  
19:50 10.01.2019 	 3,13 	 3 	 4 	 105 	  
19:40 10.01.2019 	 3,05 	 4 	 4 	 112 	  
19:30 10.01.2019 	 2,97 	 4 	 4 	 113 	  
19:20 10.01.2019 	 2,89 	 4 	 4 	 111 	  
19:10 10.01.2019 	 2,79 	 3 	 4 	 110 	  
19:00 10.01.2019 	 2,7 	 3 	 4 	 105 	  
18:50 10.01.2019 	 2,59 	 3 	 4 	 102 	  
18:40 10.01.2019 	 2,49 	 3 	 3 	 94 	  
18:30 10.01.2019 	 2,38 	 2 	 3 	 80 	  
18:20 10.01.2019 	 2,27 	 2 	 3 	 84 	  
18:10 10.01.2019 	 2,16 	 3 	 3 	 86 	  
18:00 10.01.2019 	 2,05 	 3 	 3 	 79 	  
17:50 10.01.2019 	 1,93 	 3 	 4 	 88 	  
17:40 10.01.2019 	 1,82 	 3 	 4 	 89 	  
17:30 10.01.2019 	 1,71 	 2 	 3 	 100 	  
17:20 10.01.2019 	 1,61 	 2 	 2 	 115 	  
17:10 10.01.2019 	 1,51 	 2 	 2 	 138 	  
17:00 10.01.2019 	 1,41 	 2 	 2 	 160 	  
16:50 10.01.2019 	 1,32 	 2 	 2 	 166 	  
16:40 10.01.2019 	 1,23 	 2 	 3 	 172 	  
16:30 10.01.2019 	 1,15 	 2 	 3 	 173 	  
16:20 10.01.2019 	 1,08 	 3 	 3 	 172 	  
16:10 10.01.2019 	 1,02 	 2 	 3 	 177 	  
16:00 10.01.2019 	 0,96 	 2 	 3 	 178 	  
15:50 10.01.2019 	 0,92 	 2 	 3 	 172 	  
15:40 10.01.2019 	 0,89 	 2 	 3 	 172 	  
15:30 10.01.2019 	 0,86 	 2 	 3 	 173 	  
15:20 10.01.2019 	 0,85 	 3 	 4 	 172 	  
15:10 10.01.2019 	 0,85 	 3 	 3 	 167 	  
15:00 10.01.2019 	 0,86 	 2 	 3 	 167 	  
14:50 10.01.2019 	 0,88 	 3 	 3 	 174 	  
14:40 10.01.2019 	 0,91 	 2 	 4 	 179 	  
14:30 10.01.2019 	 0,95 	 2 	 3 	 178 	  
14:20 10.01.2019 	 1 	 3 	 3 	 181 	  
14:10 10.01.2019 	 1,07 	 2 	 3 	 189 	  
14:00 10.01.2019 	 1,14 	 3 	 5 	 224 	  
13:50 10.01.2019 	 1,22 	 3 	 5 	 229 	  
13:40 10.01.2019 	 1,31 	 2 	 4 	 242 	  
13:30 10.01.2019 	 1,4 	 2 	 4 	 235 	  
13:20 10.01.2019 	 1,5 	 3 	 4 	 245 	  
13:10 10.01.2019 	 1,61 	 3 	 6 	 243 	  
13:00 10.01.2019 	 1,73 	 2 	 6 	 244 	  
12:50 10.01.2019 	 1,84 	 2 	 5 	 236 	  
12:40 10.01.2019 	 1,96 	 2 	 4 	 207 	  
12:30 10.01.2019 	 2,09 	 3 	 4 	 227 	  
12:20 10.01.2019 	 2,21 	 3 	 4 	 230 	  
12:10 10.01.2019 	 2,33 	 2 	 4 	 242 	  
12:00 10.01.2019 	 2,46 	 3 	 5 	 238 	  
11:50 10.01.2019 	 2,58 	 3 	 5 	 239 	  
11:40 10.01.2019 	 2,7 	 3 	 5 	 240 	  
11:30 10.01.2019 	 2,82 	 3 	 5 	 240 	  
11:20 10.01.2019 	 2,93 	 4 	 7 	 232 	  
11:10 10.01.2019 	 3,04 	 4 	 7 	 240 	  
11:00 10.01.2019 	 3,14 	 5 	 7 	 237 	  
10:50 10.01.2019 	 3,24 	 4 	 7 	 241 	  
10:40 10.01.2019 	 3,33 	 4 	 7 	 242 	  
10:30 10.01.2019 	 3,41 	 4 	 7 	 248 	  
10:20 10.01.2019 	 3,49 	 5 	 10 	 242 	  
10:10 10.01.2019 	 3,56 	 4 	 8 	 245 	  
10:00 10.01.2019 	 3,62 	 4 	 8 	 249 	  
09:50 10.01.2019 	 3,67 	 4 	 7 	 246 	  
09:40 10.01.2019 	 3,72 	 4 	 7 	 249 	  
09:30 10.01.2019 	 3,75 	 4 	 8 	 247 	  
09:20 10.01.2019 	 3,77 	 6 	 9 	 252 	  
09:10 10.01.2019 	 3,79 	 6 	 9 	 253 	  
09:00 10.01.2019 	 3,8 	 5 	 8 	 251 	  
08:50 10.01.2019 	 3,79 	 5 	 7 	 245 	  
08:40 10.01.2019 	 3,78 	 4 	 7 	 246 	  
08:30 10.01.2019 	 3,76 	 4 	 8 	 244 	  
08:20 10.01.2019 	 3,73 	 4 	 7 	 245 	  
08:10 10.01.2019 	 3,68 	 4 	 7 	 249 	  
08:00 10.01.2019 	 3,64 	 5 	 8 	 245 	  
07:50 10.01.2019 	 3,58 	 5 	 8 	 244 	  
07:40 10.01.2019 	 3,51 	 5 	 8 	 245 	  
07:30 10.01.2019 	 3,44 	 4 	 8 	 244 	  
07:20 10.01.2019 	 3,36 	 4 	 8 	 248 	  
07:10 10.01.2019 	 3,27 	 5 	 8 	 248 	  
07:00 10.01.2019 	 3,17 	 4 	 6 	 245 	  
06:50 10.01.2019 	 3,07 	 5 	 8 	 249 	  
06:40 10.01.2019 	 2,96 	 5 	 9 	 252 	  
06:30 10.01.2019 	 2,85 	 6 	 9 	 252 	  
06:20 10.01.2019 	 2,74 	 6 	 9 	 252 	  
06:10 10.01.2019 	 2,62 	 7 	 10 	 253 	  
06:00 10.01.2019 	 2,5 	 7 	 9 	 254 	  
05:50 10.01.2019 	 2,38 	 7 	 10 	 254 	  
05:40 10.01.2019 	 2,25 	 6 	 9 	 249 	  
05:30 10.01.2019 	 2,13 	 7 	 11 	 249 	  
05:20 10.01.2019 	 2,01 	 8 	 13 	 256 	  
05:10 10.01.2019 	 1,88 	 6 	 11 	 252 	  
05:00 10.01.2019 	 1,77 	 5 	 10 	 249 	  
04:50 10.01.2019 	 1,65 	 5 	 10 	 243 	  
04:40 10.01.2019 	 1,54 	 6 	 9 	 246 	  
04:30 10.01.2019 	 1,43 	 6 	 12 	 240 	  
04:20 10.01.2019 	 1,33 	 6 	 11 	 242 	  
04:10 10.01.2019 	 1,24 	 6 	 10 	 242 	  
04:00 10.01.2019 	 1,16 	 6 	 11 	 240 	  
