 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	
05:10 16.01.2019 	 2,2 	 1 	 3 	 147 	  
05:00 16.01.2019 	 2,27 	 2 	 3 	 129 	  
04:50 16.01.2019 	 2,33 	 2 	 4 	 111 	  
04:40 16.01.2019 	 2,4 	 4 	 5 	 137 	  
04:30 16.01.2019 	 2,46 	 3 	 5 	 135 	  
04:20 16.01.2019 	 2,53 	 3 	 6 	 65 	  
04:10 16.01.2019 	 2,59 	 3 	 5 	 61 	  
04:00 16.01.2019 	 2,65 	 4 	 9 	 283 	  
03:50 16.01.2019 	 2,71 	 2 	 4 	 162 	  
03:40 16.01.2019 	 2,77 	 2 	 4 	 168 	  
03:30 16.01.2019 	 2,82 	 2 	 3 	 171 	  
03:20 16.01.2019 	 2,87 	 1 	 3 	 77 	  
03:10 16.01.2019 	 2,92 	 2 	 4 	 87 	  
03:00 16.01.2019 	 2,96 	 2 	 4 	 103 	  
02:50 16.01.2019 	 3 	 3 	 7 	 117 	  
02:40 16.01.2019 	 3,03 	 5 	 7 	 153 	  
02:30 16.01.2019 	 3,06 	 6 	 10 	 15 	  
02:20 16.01.2019 	 3,08 	 9 	 12 	 7 	  
02:10 16.01.2019 	 3,1 	 5 	 10 	 4 	  
02:00 16.01.2019 	 3,11 	 4 	 10 	 305 	  
01:50 16.01.2019 	 3,11 	 3 	 4 	 229 	  
01:40 16.01.2019 	 3,11 	 2 	 4 	 183 	  
01:30 16.01.2019 	 3,11 	 3 	 5 	 146 	  
01:20 16.01.2019 	 3,09 	 5 	 8 	 159 	  
01:10 16.01.2019 	 3,08 	 5 	 9 	 167 	  
01:00 16.01.2019 	 3,05 	 4 	 11 	 341 	  
00:50 16.01.2019 	 3,02 	 5 	 10 	 351 	  
00:40 16.01.2019 	 2,99 	 3 	 8 	 287 	  
00:30 16.01.2019 	 2,95 	 5 	 7 	 148 	  
00:20 16.01.2019 	 2,91 	 9 	 14 	 16 	  
00:10 16.01.2019 	 2,86 	 8 	 14 	 25 	  
00:00 16.01.2019 	 2,8 	 10 	 14 	 5 	  
23:50 15.01.2019 	 2,75 	 10 	 15 	 12 	  
23:40 15.01.2019 	 2,69 	 12 	 17 	 9 	  
23:30 15.01.2019 	 2,62 	 12 	 17 	 10 	  
23:20 15.01.2019 	 2,56 	 13 	 18 	 7 	  
23:10 15.01.2019 	 2,49 	 14 	 20 	 10 	  
23:00 15.01.2019 	 2,42 	 15 	 18 	 7 	  
22:50 15.01.2019 	 2,35 	 15 	 20 	 8 	  
22:40 15.01.2019 	 2,28 	 14 	 17 	 8 	  
22:30 15.01.2019 	 2,21 	 15 	 18 	 7 	  
22:20 15.01.2019 	 2,14 	 15 	 19 	 7 	  
22:10 15.01.2019 	 2,07 	 14 	 18 	 7 	  
22:00 15.01.2019 	 2 	 15 	 19 	 7 	  
21:50 15.01.2019 	 1,93 	 14 	 18 	 6 	  
21:40 15.01.2019 	 1,87 	 14 	 20 	 9 	  
21:30 15.01.2019 	 1,81 	 15 	 19 	 9 	  
21:20 15.01.2019 	 1,75 	 15 	 20 	 8 	  
21:10 15.01.2019 	 1,69 	 13 	 21 	 10 	  
21:00 15.01.2019 	 1,64 	 14 	 21 	 11 	  
20:50 15.01.2019 	 1,59 	 13 	 19 	 11 	  
20:40 15.01.2019 	 1,54 	 14 	 19 	 13 	  
20:30 15.01.2019 	 1,5 	 13 	 20 	 14 	  
20:20 15.01.2019 	 1,47 	 11 	 15 	 16 	  
20:10 15.01.2019 	 1,44 	 11 	 16 	 8 	  
20:00 15.01.2019 	 1,41 	 12 	 15 	 5 	  
19:50 15.01.2019 	 1,4 	 12 	 17 	 5 	  
19:40 15.01.2019 	 1,38 	 14 	 18 	 5 	  
19:30 15.01.2019 	 1,38 	 12 	 17 	 5 	  
19:20 15.01.2019 	 1,38 	 11 	 15 	 5 	  
19:10 15.01.2019 	 1,38 	 11 	 14 	 1 	  
19:00 15.01.2019 	 1,39 	 9 	 12 	 10 	  
18:50 15.01.2019 	 1,41 	 9 	 12 	 6 	  
18:40 15.01.2019 	 1,43 	 9 	 11 	 4 	  
18:30 15.01.2019 	 1,46 	 8 	 11 	 7 	  
18:20 15.01.2019 	 1,49 	 7 	 10 	 7 	  
18:10 15.01.2019 	 1,53 	 8 	 10 	 7 	  
18:00 15.01.2019 	 1,57 	 4 	 10 	 55 	  
17:50 15.01.2019 	 1,62 	 3 	 5 	 103 	  
17:40 15.01.2019 	 1,67 	 3 	 5 	 94 	  
17:30 15.01.2019 	 1,72 	 5 	 6 	 81 	  
17:20 15.01.2019 	 1,78 	 4 	 6 	 75 	  
17:10 15.01.2019 	 1,84 	 3 	 5 	 80 	  
17:00 15.01.2019 	 1,9 	 2 	 3 	 97 	  
16:50 15.01.2019 	 1,96 	 2 	 3 	 104 	  
16:40 15.01.2019 	 2,03 	 2 	 3 	 102 	  
16:30 15.01.2019 	 2,09 	 2 	 3 	 112 	  
16:20 15.01.2019 	 2,16 	 2 	 4 	 127 	  
16:10 15.01.2019 	 2,23 	 5 	 8 	 54 	  
16:00 15.01.2019 	 2,3 	 7 	 10 	 10 	  
15:50 15.01.2019 	 2,36 	 7 	 9 	 6 	  
15:40 15.01.2019 	 2,43 	 7 	 9 	 6 	  
15:30 15.01.2019 	 2,49 	 7 	 9 	 6 	  
15:20 15.01.2019 	 2,56 	 6 	 9 	 0 	  
15:10 15.01.2019 	 2,62 	 2 	 3 	 30 	  
15:00 15.01.2019 	 2,68 	 2 	 4 	 38 	  
14:50 15.01.2019 	 2,73 	 4 	 5 	 61 	  
14:40 15.01.2019 	 2,78 	 4 	 6 	 60 	  
14:30 15.01.2019 	 2,83 	 4 	 5 	 63 	  
14:20 15.01.2019 	 2,87 	 4 	 5 	 90 	  
14:10 15.01.2019 	 2,91 	 4 	 7 	 100 	  
14:00 15.01.2019 	 2,94 	 5 	 7 	 103 	  
13:50 15.01.2019 	 2,97 	 5 	 6 	 101 	  
13:40 15.01.2019 	 3 	 4 	 6 	 97 	  
13:30 15.01.2019 	 3,02 	 5 	 6 	 81 	  
13:20 15.01.2019 	 3,03 	 4 	 7 	 90 	  
13:10 15.01.2019 	 3,04 	 6 	 8 	 85 	  
13:00 15.01.2019 	 3,04 	 5 	 7 	 86 	  
12:50 15.01.2019 	 3,04 	 6 	 8 	 93 	  
12:40 15.01.2019 	 3,03 	 6 	 9 	 92 	  
12:30 15.01.2019 	 3,02 	 8 	 10 	 77 	  
12:20 15.01.2019 	 3 	 8 	 10 	 75 	  
12:10 15.01.2019 	 2,98 	 7 	 9 	 76 	  
12:00 15.01.2019 	 2,95 	 7 	 8 	 80 	  
11:50 15.01.2019 	 2,92 	 7 	 8 	 79 	  
11:40 15.01.2019 	 2,88 	 7 	 9 	 80 	  
11:30 15.01.2019 	 2,84 	 7 	 8 	 79 	  
11:20 15.01.2019 	 2,8 	 8 	 9 	 81 	  
11:10 15.01.2019 	 2,75 	 8 	 9 	 77 	  
11:00 15.01.2019 	 2,7 	 5 	 7 	 89 	  
10:50 15.01.2019 	 2,65 	 4 	 5 	 104 	  
10:40 15.01.2019 	 2,59 	 4 	 5 	 100 	  
10:30 15.01.2019 	 2,53 	 5 	 6 	 94 	  
10:20 15.01.2019 	 2,47 	 5 	 6 	 106 	  
10:10 15.01.2019 	 2,41 	 5 	 6 	 113 	  
10:00 15.01.2019 	 2,35 	 4 	 6 	 100 	  
09:50 15.01.2019 	 2,29 	 6 	 7 	 85 	  
09:40 15.01.2019 	 2,23 	 5 	 8 	 88 	  
09:30 15.01.2019 	 2,16 	 4 	 5 	 103 	  
09:20 15.01.2019 	 2,1 	 4 	 6 	 106 	  
09:10 15.01.2019 	 2,04 	 5 	 6 	 113 	  
09:00 15.01.2019 	 1,98 	 5 	 6 	 118 	  
08:50 15.01.2019 	 1,93 	 5 	 7 	 138 	  
08:40 15.01.2019 	 1,87 	 6 	 7 	 146 	  
08:30 15.01.2019 	 1,82 	 6 	 8 	 152 	  
08:20 15.01.2019 	 1,77 	 7 	 10 	 153 	  
08:10 15.01.2019 	 1,73 	 6 	 9 	 156 	  
08:00 15.01.2019 	 1,69 	 6 	 7 	 133 	  
07:50 15.01.2019 	 1,65 	 5 	 7 	 130 	  
07:40 15.01.2019 	 1,62 	 4 	 6 	 119 	  
07:30 15.01.2019 	 1,59 	 4 	 5 	 120 	  
07:20 15.01.2019 	 1,57 	 4 	 5 	 118 	  
07:10 15.01.2019 	 1,55 	 3 	 4 	 110 	  
07:00 15.01.2019 	 1,54 	 4 	 5 	 92 	  
06:50 15.01.2019 	 1,53 	 4 	 5 	 90 	  
06:40 15.01.2019 	 1,53 	 3 	 4 	 105 	  
06:30 15.01.2019 	 1,54 	 2 	 3 	 128 	  
06:20 15.01.2019 	 1,54 	 3 	 4 	 141 	  
06:10 15.01.2019 	 1,56 	 3 	 4 	 140 	  
06:00 15.01.2019 	 1,58 	 2 	 4 	 169 	  
05:50 15.01.2019 	 1,6 	 2 	 4 	 188 	  
05:40 15.01.2019 	 1,63 	 2 	 4 	 199 	  
05:30 15.01.2019 	 1,67 	 3 	 5 	 215 	  
05:20 15.01.2019 	 1,71 	 4 	 6 	 220 	  
05:10 15.01.2019 	 1,75 	 4 	 7 	 214 	  
05:00 15.01.2019 	 1,8 	 3 	 5 	 190 	  
04:50 15.01.2019 	 1,85 	 3 	 5 	 186 	  
04:40 15.01.2019 	 1,9 	 3 	 5 	 200 	  
04:30 15.01.2019 	 1,96 	 4 	 7 	 203 	  
04:20 15.01.2019 	 2,02 	 5 	 7 	 188 	  
04:10 15.01.2019 	 2,08 	 4 	 6 	 191 	  
04:00 15.01.2019 	 2,14 	 4 	 6 	 185 	  
03:50 15.01.2019 	 2,21 	 5 	 8 	 188 	  
03:40 15.01.2019 	 2,27 	 6 	 10 	 195 	  
03:30 15.01.2019 	 2,34 	 6 	 9 	 197 	  
03:20 15.01.2019 	 2,4 	 5 	 8 	 194 	  
03:10 15.01.2019 	 2,47 	 5 	 10 	 199 	  
03:00 15.01.2019 	 2,53 	 6 	 10 	 202 	  
02:50 15.01.2019 	 2,59 	 7 	 10 	 195 	  
02:40 15.01.2019 	 2,65 	 6 	 12 	 198 	  
02:30 15.01.2019 	 2,7 	 7 	 11 	 204 	  
02:20 15.01.2019 	 2,76 	 7 	 15 	 213 	  
02:10 15.01.2019 	 2,81 	 5 	 7 	 197 	  
02:00 15.01.2019 	 2,85 	 5 	 7 	 200 	  
01:50 15.01.2019 	 2,89 	 6 	 10 	 200 	  
01:40 15.01.2019 	 2,93 	 7 	 13 	 206 	  
01:30 15.01.2019 	 2,96 	 8 	 13 	 203 	  
01:20 15.01.2019 	 2,99 	 8 	 14 	 199 	  
01:10 15.01.2019 	 3,01 	 9 	 14 	 203 	  
01:00 15.01.2019 	 3,03 	 11 	 17 	 206 	  
00:50 15.01.2019 	 3,04 	 9 	 15 	 209 	  
00:40 15.01.2019 	 3,05 	 7 	 15 	 199 	  
00:30 15.01.2019 	 3,05 	 6 	 9 	 191 	  
00:20 15.01.2019 	 3,05 	 7 	 12 	 216 	  
00:10 15.01.2019 	 3,04 	 8 	 13 	 215 	  
00:00 15.01.2019 	 3,02 	 8 	 12 	 217 	  
23:50 14.01.2019 	 3 	 9 	 15 	 231 	  
23:40 14.01.2019 	 2,97 	 11 	 18 	 225 	  
23:30 14.01.2019 	 2,94 	 7 	 13 	 206 	  
23:20 14.01.2019 	 2,9 	 8 	 16 	 216 	  
23:10 14.01.2019 	 2,86 	 8 	 12 	 227 	  
23:00 14.01.2019 	 2,81 	 9 	 15 	 232 	  
22:50 14.01.2019 	 2,76 	 9 	 16 	 229 	  
22:40 14.01.2019 	 2,71 	 9 	 15 	 231 	  
22:30 14.01.2019 	 2,65 	 8 	 18 	 215 	  
22:20 14.01.2019 	 2,59 	 7 	 12 	 204 	  
22:10 14.01.2019 	 2,53 	 8 	 14 	 212 	  
22:00 14.01.2019 	 2,46 	 7 	 12 	 222 	  
21:50 14.01.2019 	 2,4 	 6 	 11 	 207 	  
21:40 14.01.2019 	 2,33 	 7 	 10 	 200 	  
21:30 14.01.2019 	 2,26 	 5 	 10 	 176 	  
21:20 14.01.2019 	 2,19 	 4 	 6 	 186 	  
21:10 14.01.2019 	 2,12 	 6 	 10 	 197 	  
21:00 14.01.2019 	 2,05 	 7 	 15 	 198 	  
20:50 14.01.2019 	 1,98 	 6 	 9 	 175 	  
20:40 14.01.2019 	 1,91 	 4 	 8 	 200 	  
20:30 14.01.2019 	 1,85 	 4 	 7 	 187 	  
20:20 14.01.2019 	 1,79 	 5 	 8 	 180 	  
20:10 14.01.2019 	 1,73 	 5 	 9 	 189 	  
20:00 14.01.2019 	 1,67 	 6 	 11 	 199 	  
19:50 14.01.2019 	 1,62 	 6 	 9 	 187 	  
19:40 14.01.2019 	 1,57 	 6 	 9 	 184 	  
19:30 14.01.2019 	 1,52 	 6 	 8 	 179 	  
19:20 14.01.2019 	 1,48 	 6 	 9 	 183 	  
19:10 14.01.2019 	 1,44 	 6 	 9 	 188 	  
19:00 14.01.2019 	 1,41 	 6 	 9 	 192 	  
18:50 14.01.2019 	 1,39 	 8 	 12 	 191 	  
18:40 14.01.2019 	 1,37 	 8 	 12 	 195 	  
18:30 14.01.2019 	 1,36 	 8 	 14 	 194 	  
18:20 14.01.2019 	 1,35 	 7 	 10 	 187 	  
18:10 14.01.2019 	 1,35 	 7 	 12 	 189 	  
18:00 14.01.2019 	 1,35 	 8 	 13 	 192 	  
17:50 14.01.2019 	 1,37 	 8 	 13 	 206 	  
17:40 14.01.2019 	 1,38 	 6 	 11 	 193 	  
17:30 14.01.2019 	 1,41 	 6 	 11 	 185 	  
17:20 14.01.2019 	 1,44 	 7 	 11 	 191 	  
17:10 14.01.2019 	 1,47 	 8 	 13 	 190 	  
17:00 14.01.2019 	 1,51 	 6 	 13 	 162 	  
16:50 14.01.2019 	 1,56 	 5 	 6 	 155 	  
16:40 14.01.2019 	 1,61 	 5 	 7 	 180 	  
16:30 14.01.2019 	 1,66 	 5 	 10 	 175 	  
16:20 14.01.2019 	 1,72 	 7 	 11 	 165 	  
16:10 14.01.2019 	 1,78 	 8 	 13 	 131 	  
16:00 14.01.2019 	 1,85 	 10 	 14 	 115 	  
15:50 14.01.2019 	 1,92 	 12 	 17 	 111 	  
15:40 14.01.2019 	 1,99 	 13 	 18 	 106 	  
15:30 14.01.2019 	 2,06 	 12 	 17 	 103 	  
15:20 14.01.2019 	 2,13 	 13 	 19 	 98 	  
15:10 14.01.2019 	 2,2 	 12 	 18 	 88 	  
15:00 14.01.2019 	 2,28 	 16 	 18 	 79 	  
14:50 14.01.2019 	 2,35 	 14 	 19 	 83 	  
14:40 14.01.2019 	 2,42 	 16 	 20 	 81 	  
14:30 14.01.2019 	 2,49 	 14 	 19 	 81 	  
14:20 14.01.2019 	 2,56 	 17 	 23 	 73 	  
14:10 14.01.2019 	 2,62 	 16 	 20 	 72 	  
14:00 14.01.2019 	 2,69 	 15 	 20 	 70 	  
13:50 14.01.2019 	 2,75 	 17 	 21 	 71 	  
13:40 14.01.2019 	 2,81 	 15 	 19 	 71 	  
13:30 14.01.2019 	 2,86 	 14 	 18 	 71 	  
13:20 14.01.2019 	 2,91 	 14 	 18 	 72 	  
13:10 14.01.2019 	 2,95 	 14 	 19 	 73 	  
13:00 14.01.2019 	 3 	 14 	 17 	 72 	  
12:50 14.01.2019 	 3,03 	 14 	 18 	 74 	  
12:40 14.01.2019 	 3,06 	 14 	 18 	 73 	  
12:30 14.01.2019 	 3,09 	 15 	 18 	 73 	  
12:20 14.01.2019 	 3,11 	 15 	 19 	 72 	  
12:10 14.01.2019 	 3,12 	 15 	 18 	 74 	  
12:00 14.01.2019 	 3,13 	 14 	 17 	 78 	  
11:50 14.01.2019 	 3,13 	 13 	 16 	 78 	  
11:40 14.01.2019 	 3,13 	 14 	 16 	 77 	  
11:30 14.01.2019 	 3,12 	 13 	 16 	 73 	  
11:20 14.01.2019 	 3,1 	 13 	 16 	 75 	  
11:10 14.01.2019 	 3,08 	 13 	 16 	 74 	  
11:00 14.01.2019 	 3,06 	 13 	 15 	 73 	  
10:50 14.01.2019 	 3,03 	 12 	 15 	 75 	  
10:40 14.01.2019 	 2,99 	 13 	 15 	 75 	  
10:30 14.01.2019 	 2,95 	 12 	 14 	 76 	  
10:20 14.01.2019 	 2,91 	 12 	 15 	 78 	  
10:10 14.01.2019 	 2,86 	 12 	 15 	 79 	  
10:00 14.01.2019 	 2,81 	 11 	 14 	 82 	  
09:50 14.01.2019 	 2,75 	 12 	 14 	 79 	  
09:40 14.01.2019 	 2,69 	 13 	 15 	 81 	  
09:30 14.01.2019 	 2,63 	 13 	 15 	 80 	  
09:20 14.01.2019 	 2,56 	 12 	 14 	 81 	  
09:10 14.01.2019 	 2,5 	 12 	 14 	 83 	  
09:00 14.01.2019 	 2,43 	 12 	 15 	 81 	  
08:50 14.01.2019 	 2,36 	 12 	 14 	 80 	  
08:40 14.01.2019 	 2,29 	 12 	 14 	 79 	  
08:30 14.01.2019 	 2,22 	 12 	 14 	 77 	  
08:20 14.01.2019 	 2,16 	 12 	 14 	 77 	  
08:10 14.01.2019 	 2,09 	 11 	 13 	 80 	  
08:00 14.01.2019 	 2,02 	 11 	 13 	 82 	  
07:50 14.01.2019 	 1,95 	 11 	 13 	 76 	  
07:40 14.01.2019 	 1,89 	 11 	 13 	 75 	  
07:30 14.01.2019 	 1,83 	 11 	 13 	 74 	  
07:20 14.01.2019 	 1,77 	 11 	 13 	 75 	  
07:10 14.01.2019 	 1,72 	 11 	 13 	 72 	  
07:00 14.01.2019 	 1,66 	 12 	 14 	 71 	  
06:50 14.01.2019 	 1,62 	 12 	 14 	 75 	  
06:40 14.01.2019 	 1,57 	 11 	 13 	 75 	  
06:30 14.01.2019 	 1,54 	 11 	 14 	 74 	  
06:20 14.01.2019 	 1,51 	 11 	 14 	 73 	  
06:10 14.01.2019 	 1,48 	 12 	 15 	 71 	  
06:00 14.01.2019 	 1,46 	 12 	 14 	 73 	  
05:50 14.01.2019 	 1,44 	 11 	 12 	 73 	  
05:40 14.01.2019 	 1,43 	 11 	 13 	 70 	  
05:30 14.01.2019 	 1,43 	 11 	 13 	 70 	  
05:20 14.01.2019 	 1,44 	 10 	 13 	 70 	  
05:10 14.01.2019 	 1,45 	 10 	 13 	 73 	  
05:00 14.01.2019 	 1,46 	 11 	 12 	 77 	  
04:50 14.01.2019 	 1,49 	 12 	 14 	 76 	  
04:40 14.01.2019 	 1,52 	 11 	 13 	 77 	  
04:30 14.01.2019 	 1,55 	 11 	 13 	 79 	  
04:20 14.01.2019 	 1,59 	 10 	 13 	 77 	  
04:10 14.01.2019 	 1,64 	 10 	 12 	 73 	  
04:00 14.01.2019 	 1,69 	 9 	 11 	 74 	  
03:50 14.01.2019 	 1,74 	 9 	 11 	 80 	  
03:40 14.01.2019 	 1,8 	 8 	 10 	 87 	  
03:30 14.01.2019 	 1,87 	 9 	 11 	 82 	  
03:20 14.01.2019 	 1,93 	 9 	 13 	 83 	  
03:10 14.01.2019 	 2 	 11 	 13 	 82 	  
03:00 14.01.2019 	 2,07 	 10 	 12 	 76 	  
02:50 14.01.2019 	 2,14 	 10 	 12 	 77 	  
02:40 14.01.2019 	 2,21 	 10 	 11 	 76 	  
02:30 14.01.2019 	 2,28 	 10 	 11 	 75 	  
02:20 14.01.2019 	 2,35 	 9 	 11 	 79 	  
02:10 14.01.2019 	 2,42 	 9 	 10 	 80 	  
02:00 14.01.2019 	 2,49 	 9 	 10 	 80 	  
01:50 14.01.2019 	 2,56 	 10 	 11 	 78 	  
01:40 14.01.2019 	 2,63 	 9 	 11 	 76 	  
01:30 14.01.2019 	 2,69 	 10 	 12 	 75 	  
01:20 14.01.2019 	 2,75 	 10 	 12 	 73 	  
01:10 14.01.2019 	 2,81 	 10 	 11 	 72 	  
01:00 14.01.2019 	 2,86 	 10 	 11 	 70 	  
00:50 14.01.2019 	 2,91 	 9 	 11 	 69 	  
00:40 14.01.2019 	 2,95 	 9 	 10 	 72 	  
00:30 14.01.2019 	 2,99 	 8 	 10 	 76 	  
00:20 14.01.2019 	 3,02 	 7 	 8 	 75 	  
00:10 14.01.2019 	 3,05 	 6 	 7 	 77 	  
00:00 14.01.2019 	 3,07 	 6 	 7 	 77 	  
23:50 13.01.2019 	 3,08 	 5 	 6 	 78 	  
23:40 13.01.2019 	 3,09 	 4 	 5 	 81 	  
23:30 13.01.2019 	 3,1 	 5 	 6 	 76 	  
23:20 13.01.2019 	 3,09 	 4 	 6 	 94 	  
23:10 13.01.2019 	 3,08 	 4 	 6 	 94 	  
23:00 13.01.2019 	 3,07 	 4 	 5 	 97 	  
22:50 13.01.2019 	 3,05 	 4 	 5 	 93 	  
22:40 13.01.2019 	 3,02 	 4 	 4 	 112 	  
22:30 13.01.2019 	 2,99 	 4 	 5 	 106 	  
22:20 13.01.2019 	 2,95 	 4 	 5 	 96 	  
22:10 13.01.2019 	 2,9 	 3 	 4 	 109 	  
22:00 13.01.2019 	 2,85 	 4 	 5 	 101 	  
21:50 13.01.2019 	 2,8 	 4 	 5 	 79 	  
21:40 13.01.2019 	 2,74 	 5 	 5 	 74 	  
21:30 13.01.2019 	 2,68 	 4 	 5 	 79 	  
21:20 13.01.2019 	 2,61 	 3 	 4 	 93 	  
21:10 13.01.2019 	 2,55 	 3 	 4 	 106 	  
21:00 13.01.2019 	 2,47 	 3 	 4 	 102 	  
20:50 13.01.2019 	 2,4 	 3 	 4 	 99 	  
20:40 13.01.2019 	 2,33 	 3 	 4 	 103 	  
20:30 13.01.2019 	 2,25 	 3 	 4 	 102 	  
20:20 13.01.2019 	 2,17 	 3 	 4 	 109 	  
20:10 13.01.2019 	 2,1 	 3 	 4 	 112 	  
20:00 13.01.2019 	 2,02 	 3 	 3 	 103 	  
19:50 13.01.2019 	 1,95 	 3 	 4 	 107 	  
19:40 13.01.2019 	 1,87 	 3 	 4 	 88 	  
19:30 13.01.2019 	 1,8 	 3 	 4 	 83 	  
19:20 13.01.2019 	 1,73 	 3 	 5 	 75 	  
19:10 13.01.2019 	 1,66 	 3 	 4 	 83 	  
19:00 13.01.2019 	 1,6 	 2 	 3 	 161 	  
18:50 13.01.2019 	 1,54 	 2 	 3 	 173 	  
18:40 13.01.2019 	 1,48 	 2 	 3 	 184 	  
18:30 13.01.2019 	 1,43 	 2 	 3 	 177 	  
18:20 13.01.2019 	 1,39 	 2 	 3 	 184 	  
18:10 13.01.2019 	 1,35 	 2 	 3 	 187 	  
18:00 13.01.2019 	 1,31 	 2 	 3 	 186 	  
17:50 13.01.2019 	 1,28 	 2 	 3 	 191 	  
17:40 13.01.2019 	 1,26 	 3 	 3 	 192 	  
17:30 13.01.2019 	 1,25 	 3 	 3 	 193 	  
17:20 13.01.2019 	 1,24 	 2 	 3 	 190 	  
17:10 13.01.2019 	 1,25 	 2 	 4 	 186 	  
17:00 13.01.2019 	 1,25 	 2 	 3 	 325 	  
16:50 13.01.2019 	 1,27 	 3 	 5 	 320 	  
16:40 13.01.2019 	 1,29 	 3 	 5 	 323 	  
16:30 13.01.2019 	 1,32 	 3 	 5 	 320 	  
16:20 13.01.2019 	 1,36 	 3 	 5 	 175 	  
16:10 13.01.2019 	 1,4 	 2 	 4 	 158 	  
16:00 13.01.2019 	 1,45 	 2 	 3 	 351 	  
15:50 13.01.2019 	 1,51 	 3 	 5 	 330 	  
15:40 13.01.2019 	 1,57 	 3 	 4 	 331 	  
15:30 13.01.2019 	 1,63 	 3 	 4 	 337 	  
15:20 13.01.2019 	 1,7 	 3 	 4 	 357 	  
15:10 13.01.2019 	 1,78 	 3 	 4 	 10 	  
15:00 13.01.2019 	 1,85 	 4 	 5 	 13 	  
14:50 13.01.2019 	 1,93 	 4 	 5 	 14 	  
14:40 13.01.2019 	 2,01 	 5 	 6 	 13 	  
14:30 13.01.2019 	 2,1 	 6 	 7 	 11 	  
14:20 13.01.2019 	 2,18 	 6 	 7 	 10 	  
14:10 13.01.2019 	 2,26 	 7 	 8 	 9 	  
14:00 13.01.2019 	 2,35 	 6 	 8 	 9 	  
13:50 13.01.2019 	 2,43 	 7 	 8 	 11 	  
13:40 13.01.2019 	 2,51 	 6 	 8 	 7 	  
13:30 13.01.2019 	 2,59 	 5 	 6 	 358 	  
13:20 13.01.2019 	 2,67 	 5 	 7 	 355 	  
13:10 13.01.2019 	 2,74 	 5 	 7 	 357 	  
13:00 13.01.2019 	 2,82 	 5 	 6 	 349 	  
12:50 13.01.2019 	 2,88 	 6 	 7 	 356 	  
12:40 13.01.2019 	 2,95 	 6 	 7 	 352 	  
12:30 13.01.2019 	 3,01 	 6 	 8 	 353 	  
12:20 13.01.2019 	 3,06 	 6 	 8 	 343 	  
12:10 13.01.2019 	 3,11 	 6 	 8 	 345 	  
12:00 13.01.2019 	 3,16 	 6 	 8 	 358 	  
11:50 13.01.2019 	 3,19 	 6 	 8 	 345 	  
11:40 13.01.2019 	 3,23 	 6 	 7 	 346 	  
11:30 13.01.2019 	 3,25 	 5 	 7 	 337 	  
11:20 13.01.2019 	 3,27 	 6 	 8 	 341 	  
11:10 13.01.2019 	 3,28 	 6 	 8 	 345 	  
11:00 13.01.2019 	 3,29 	 6 	 7 	 1 	  
10:50 13.01.2019 	 3,29 	 6 	 8 	 3 	  
10:40 13.01.2019 	 3,28 	 6 	 8 	 2 	  
10:30 13.01.2019 	 3,26 	 7 	 9 	 5 	  
10:20 13.01.2019 	 3,24 	 7 	 9 	 6 	  
10:10 13.01.2019 	 3,22 	 8 	 10 	 7 	  
10:00 13.01.2019 	 3,18 	 9 	 10 	 7 	  
09:50 13.01.2019 	 3,14 	 9 	 11 	 2 	  
09:40 13.01.2019 	 3,1 	 10 	 12 	 4 	  
09:30 13.01.2019 	 3,05 	 10 	 13 	 355 	  
09:20 13.01.2019 	 3 	 10 	 12 	 356 	  
09:10 13.01.2019 	 2,94 	 10 	 11 	 7 	  
09:00 13.01.2019 	 2,87 	 10 	 11 	 4 	  
08:50 13.01.2019 	 2,81 	 9 	 12 	 6 	  
08:40 13.01.2019 	 2,73 	 8 	 10 	 2 	  
08:30 13.01.2019 	 2,66 	 8 	 9 	 6 	  
08:20 13.01.2019 	 2,58 	 7 	 10 	 6 	  
08:10 13.01.2019 	 2,51 	 9 	 11 	 6 	  
08:00 13.01.2019 	 2,43 	 10 	 12 	 6 	  
07:50 13.01.2019 	 2,34 	 10 	 14 	 6 	  
07:40 13.01.2019 	 2,26 	 10 	 12 	 3 	  
07:30 13.01.2019 	 2,18 	 9 	 12 	 3 	  
07:20 13.01.2019 	 2,1 	 8 	 10 	 358 	  
07:10 13.01.2019 	 2,02 	 9 	 11 	 6 	  
07:00 13.01.2019 	 1,94 	 9 	 11 	 2 	  
06:50 13.01.2019 	 1,86 	 9 	 11 	 2 	  
06:40 13.01.2019 	 1,78 	 9 	 11 	 355 	  
06:30 13.01.2019 	 1,71 	 10 	 12 	 354 	  
06:20 13.01.2019 	 1,64 	 8 	 10 	 3 	  
06:10 13.01.2019 	 1,58 	 8 	 10 	 10 	  
06:00 13.01.2019 	 1,52 	 8 	 10 	 14 	  
05:50 13.01.2019 	 1,46 	 9 	 13 	 12 	  
05:40 13.01.2019 	 1,42 	 10 	 13 	 4 	  
05:30 13.01.2019 	 1,38 	 8 	 11 	 2 	  
05:20 13.01.2019 	 1,34 	 9 	 10 	 6 	  
05:10 13.01.2019 	 1,31 	 9 	 11 	 6 	  
05:00 13.01.2019 	 1,29 	 9 	 11 	 2 	  
04:50 13.01.2019 	 1,28 	 9 	 11 	 4 	  
04:40 13.01.2019 	 1,27 	 9 	 11 	 6 	  
