 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Lofthiti (degC)	
00:10 16.01.2019 	 2,86 	 3 	 5 	 195 	 -1,8 	  
00:00 16.01.2019 	 2,8 	 3 	 4 	 199 	 -1,7 	  
23:50 15.01.2019 	 2,75 	 3 	 5 	 201 	 -1,7 	  
23:40 15.01.2019 	 2,69 	 4 	 5 	 201 	 -1,6 	  
23:30 15.01.2019 	 2,62 	 3 	 5 	 223 	 -1,4 	  
23:20 15.01.2019 	 2,56 	 2 	 4 	 206 	 -1,6 	  
23:10 15.01.2019 	 2,49 	 3 	 5 	 195 	 -1,4 	  
23:00 15.01.2019 	 2,42 	 3 	 5 	 208 	 -1,1 	  
22:50 15.01.2019 	 2,35 	 3 	 5 	 190 	 -1,5 	  
22:40 15.01.2019 	 2,28 	 3 	 4 	 188 	 -1,2 	  
22:30 15.01.2019 	 2,21 	 1 	 3 	 208 	 -0,7 	  
22:20 15.01.2019 	 2,14 	 2 	 4 	 153 	 -1,1 	  
22:10 15.01.2019 	 2,07 	 2 	 3 	 173 	 -0,9 	  
22:00 15.01.2019 	 2 	 2 	 5 	 134 	 -0,8 	  
21:50 15.01.2019 	 1,93 	 2 	 3 	 161 	 -0,7 	  
21:40 15.01.2019 	 1,87 	 1 	 2 	 165 	 -0,2 	  
21:30 15.01.2019 	 1,81 	 2 	 5 	 342 	 0,4 	  
21:20 15.01.2019 	 1,75 	 2 	 4 	 140 	 -0,5 	  
21:10 15.01.2019 	 1,69 	 2 	 5 	 96 	 -0,7 	  
21:00 15.01.2019 	 1,64 	 2 	 3 	 91 	 0 	  
20:50 15.01.2019 	 1,59 	 2 	 4 	 66 	 0,1 	  
20:40 15.01.2019 	 1,54 	 4 	 6 	 4 	 0,8 	  
20:30 15.01.2019 	 1,5 	 4 	 7 	 42 	 0,6 	  
20:20 15.01.2019 	 1,47 	 4 	 7 	 42 	 0,6 	  
20:10 15.01.2019 	 1,44 	 3 	 6 	 37 	 0,2 	  
20:00 15.01.2019 	 1,41 	 4 	 7 	 21 	 0,5 	  
19:50 15.01.2019 	 1,4 	 5 	 7 	 65 	 0,5 	  
19:40 15.01.2019 	 1,38 	 3 	 6 	 64 	 0,6 	  
19:30 15.01.2019 	 1,38 	 3 	 6 	 18 	 0,8 	  
19:20 15.01.2019 	 1,38 	 6 	 8 	 10 	 0,7 	  
19:10 15.01.2019 	 1,38 	 6 	 8 	 30 	 0,7 	  
19:00 15.01.2019 	 1,39 	 5 	 7 	 24 	 0,8 	  
18:50 15.01.2019 	 1,41 	 3 	 6 	 8 	 0,8 	  
18:40 15.01.2019 	 1,43 	 1 	 4 	 1 	 0,8 	  
18:30 15.01.2019 	 1,46 	 1 	 3 	 69 	 0,5 	  
18:20 15.01.2019 	 1,49 	 1 	 3 	 117 	 0,3 	  
18:10 15.01.2019 	 1,53 	 1 	 3 	 122 	 0,4 	  
18:00 15.01.2019 	 1,57 	 3 	 6 	 110 	 0,4 	  
17:50 15.01.2019 	 1,62 	 4 	 6 	 108 	 0,5 	  
17:40 15.01.2019 	 1,67 	 5 	 7 	 110 	 0,5 	  
17:30 15.01.2019 	 1,72 	 5 	 8 	 106 	 0,4 	  
17:20 15.01.2019 	 1,78 	 5 	 7 	 93 	 0,6 	  
17:10 15.01.2019 	 1,84 	 4 	 6 	 95 	 0,6 	  
17:00 15.01.2019 	 1,9 	 2 	 5 	 127 	 0,4 	  
16:50 15.01.2019 	 1,96 	 3 	 5 	 121 	 0,4 	  
16:40 15.01.2019 	 2,03 	 3 	 5 	 109 	 0,4 	  
16:30 15.01.2019 	 2,09 	 3 	 4 	 95 	 0,1 	  
16:20 15.01.2019 	 2,16 	 3 	 4 	 97 	 0 	  
16:10 15.01.2019 	 2,23 	 3 	 4 	 98 	 -0 	  
16:00 15.01.2019 	 2,3 	 3 	 5 	 112 	 -0 	  
15:50 15.01.2019 	 2,36 	 2 	 3 	 123 	 -0,2 	  
15:40 15.01.2019 	 2,43 	 1 	 3 	 136 	 -0,2 	  
15:30 15.01.2019 	 2,49 	 2 	 3 	 126 	 -0 	  
15:20 15.01.2019 	 2,56 	 2 	 3 	 105 	 -0,1 	  
15:10 15.01.2019 	 2,62 	 3 	 5 	 87 	 0,3 	  
15:00 15.01.2019 	 2,68 	 4 	 5 	 82 	 0,4 	  
14:50 15.01.2019 	 2,73 	 5 	 6 	 96 	 0,5 	  
14:40 15.01.2019 	 2,78 	 5 	 7 	 102 	 0,6 	  
14:30 15.01.2019 	 2,83 	 5 	 7 	 92 	 0,7 	  
14:20 15.01.2019 	 2,87 	 5 	 7 	 102 	 0,7 	  
14:10 15.01.2019 	 2,91 	 3 	 6 	 116 	 0,4 	  
14:00 15.01.2019 	 2,94 	 4 	 7 	 96 	 0,3 	  
13:50 15.01.2019 	 2,97 	 4 	 7 	 107 	 0,2 	  
13:40 15.01.2019 	 3 	 3 	 5 	 122 	 -0,1 	  
13:30 15.01.2019 	 3,02 	 4 	 6 	 94 	 0,5 	  
13:20 15.01.2019 	 3,03 	 2 	 5 	 99 	 0,2 	  
13:10 15.01.2019 	 3,04 	 3 	 6 	 106 	 0,4 	  
13:00 15.01.2019 	 3,04 	 5 	 7 	 97 	 0,6 	  
12:50 15.01.2019 	 3,04 	 5 	 7 	 94 	 0,6 	  
12:40 15.01.2019 	 3,03 	 4 	 5 	 117 	 0,2 	  
12:30 15.01.2019 	 3,02 	 5 	 6 	 90 	 -0,2 	  
12:20 15.01.2019 	 3 	 6 	 9 	 78 	 -0,1 	  
12:10 15.01.2019 	 2,98 	 6 	 8 	 80 	 0,1 	  
12:00 15.01.2019 	 2,95 	 5 	 7 	 79 	 0,2 	  
11:50 15.01.2019 	 2,92 	 5 	 6 	 78 	 0,2 	  
11:40 15.01.2019 	 2,88 	 6 	 8 	 74 	 0 	  
11:30 15.01.2019 	 2,84 	 6 	 8 	 77 	 -0,1 	  
11:20 15.01.2019 	 2,8 	 6 	 8 	 75 	 0,1 	  
11:10 15.01.2019 	 2,75 	 3 	 6 	 95 	 -0,1 	  
11:00 15.01.2019 	 2,7 	 3 	 6 	 75 	 0,1 	  
10:50 15.01.2019 	 2,65 	 2 	 3 	 114 	 -0,3 	  
10:40 15.01.2019 	 2,59 	 2 	 3 	 100 	 -0,5 	  
10:30 15.01.2019 	 2,53 	 1 	 3 	 122 	 -0,7 	  
10:20 15.01.2019 	 2,47 	 2 	 3 	 128 	 -0,8 	  
10:10 15.01.2019 	 2,41 	 2 	 3 	 136 	 -0,9 	  
10:00 15.01.2019 	 2,35 	 3 	 3 	 122 	 -0,5 	  
09:50 15.01.2019 	 2,29 	 2 	 4 	 107 	 -0,1 	  
09:40 15.01.2019 	 2,23 	 2 	 3 	 99 	 0,1 	  
09:30 15.01.2019 	 2,16 	 2 	 2 	 126 	 0,2 	  
09:20 15.01.2019 	 2,1 	 2 	 3 	 107 	 0,5 	  
09:10 15.01.2019 	 2,04 	 3 	 4 	 124 	 0,5 	  
09:00 15.01.2019 	 1,98 	 4 	 5 	 130 	 0,6 	  
08:50 15.01.2019 	 1,93 	 4 	 6 	 136 	 0,7 	  
08:40 15.01.2019 	 1,87 	 5 	 6 	 144 	 0,8 	  
08:30 15.01.2019 	 1,82 	 5 	 8 	 158 	 0,7 	  
08:20 15.01.2019 	 1,77 	 5 	 6 	 164 	 0,6 	  
08:10 15.01.2019 	 1,73 	 5 	 7 	 162 	 0,6 	  
08:00 15.01.2019 	 1,69 	 4 	 6 	 150 	 0,4 	  
07:50 15.01.2019 	 1,65 	 4 	 5 	 143 	 0,5 	  
07:40 15.01.2019 	 1,62 	 4 	 5 	 142 	 0,4 	  
07:30 15.01.2019 	 1,59 	 3 	 4 	 137 	 0,4 	  
07:20 15.01.2019 	 1,57 	 2 	 3 	 137 	 -0,1 	  
07:10 15.01.2019 	 1,55 	 3 	 5 	 136 	 0,3 	  
07:00 15.01.2019 	 1,54 	 2 	 4 	 121 	 0,6 	  
06:50 15.01.2019 	 1,53 	 2 	 3 	 102 	 0,7 	  
06:40 15.01.2019 	 1,53 	 2 	 3 	 109 	 1 	  
06:30 15.01.2019 	 1,54 	 2 	 3 	 109 	 1,1 	  
06:20 15.01.2019 	 1,54 	 2 	 3 	 131 	 1,3 	  
06:10 15.01.2019 	 1,56 	 2 	 3 	 129 	 1,5 	  
06:00 15.01.2019 	 1,58 	 2 	 2 	 140 	 1,6 	  
05:50 15.01.2019 	 1,6 	 1 	 2 	 152 	 1,8 	  
05:40 15.01.2019 	 1,63 	 1 	 3 	 213 	 2,2 	  
05:30 15.01.2019 	 1,67 	 2 	 3 	 217 	 2,5 	  
05:20 15.01.2019 	 1,71 	 2 	 4 	 233 	 2,6 	  
05:10 15.01.2019 	 1,75 	 3 	 6 	 211 	 2,6 	  
05:00 15.01.2019 	 1,8 	 2 	 3 	 200 	 2,6 	  
04:50 15.01.2019 	 1,85 	 3 	 4 	 203 	 2,7 	  
04:40 15.01.2019 	 1,9 	 3 	 6 	 212 	 2,8 	  
04:30 15.01.2019 	 1,96 	 4 	 7 	 201 	 2,8 	  
04:20 15.01.2019 	 2,02 	 3 	 6 	 183 	 2,5 	  
04:10 15.01.2019 	 2,08 	 4 	 7 	 199 	 2,7 	  
04:00 15.01.2019 	 2,14 	 4 	 7 	 198 	 2,5 	  
03:50 15.01.2019 	 2,21 	 4 	 8 	 201 	 2,5 	  
03:40 15.01.2019 	 2,27 	 4 	 6 	 204 	 2,5 	  
03:30 15.01.2019 	 2,34 	 4 	 7 	 208 	 2,5 	  
03:20 15.01.2019 	 2,4 	 4 	 7 	 184 	 2,4 	  
03:10 15.01.2019 	 2,47 	 5 	 9 	 196 	 2,4 	  
03:00 15.01.2019 	 2,53 	 7 	 13 	 213 	 2,6 	  
02:50 15.01.2019 	 2,59 	 7 	 13 	 217 	 1,4 	  
02:40 15.01.2019 	 2,65 	 5 	 8 	 219 	 2,7 	  
02:30 15.01.2019 	 2,7 	 5 	 9 	 216 	 2,9 	  
02:20 15.01.2019 	 2,76 	 5 	 8 	 214 	 2,9 	  
02:10 15.01.2019 	 2,81 	 4 	 8 	 208 	 2,7 	  
02:00 15.01.2019 	 2,85 	 6 	 9 	 200 	 2,7 	  
01:50 15.01.2019 	 2,89 	 6 	 11 	 209 	 2,8 	  
01:40 15.01.2019 	 2,93 	 6 	 10 	 213 	 2,9 	  
01:30 15.01.2019 	 2,96 	 7 	 14 	 213 	 2,5 	  
01:20 15.01.2019 	 2,99 	 6 	 10 	 205 	 2,7 	  
01:10 15.01.2019 	 3,01 	 6 	 11 	 221 	 2,6 	  
01:00 15.01.2019 	 3,03 	 7 	 12 	 239 	 2,5 	  
00:50 15.01.2019 	 3,04 	 8 	 15 	 217 	 1,4 	  
00:40 15.01.2019 	 3,05 	 4 	 12 	 210 	 2,5 	  
00:30 15.01.2019 	 3,05 	 7 	 10 	 202 	 2,4 	  
00:20 15.01.2019 	 3,05 	 6 	 10 	 204 	 2,4 	  
00:10 15.01.2019 	 3,04 	 5 	 9 	 213 	 2,5 	  
00:00 15.01.2019 	 3,02 	 4 	 8 	 225 	 2,3 	  
23:50 14.01.2019 	 3 	 6 	 12 	 238 	 1,7 	  
23:40 14.01.2019 	 2,97 	 6 	 14 	 228 	 2,3 	  
23:30 14.01.2019 	 2,94 	 3 	 5 	 189 	 1,9 	  
23:20 14.01.2019 	 2,9 	 3 	 4 	 211 	 1,9 	  
23:10 14.01.2019 	 2,86 	 5 	 8 	 214 	 2,1 	  
23:00 14.01.2019 	 2,81 	 5 	 9 	 238 	 2,5 	  
22:50 14.01.2019 	 2,76 	 5 	 9 	 235 	 2,4 	  
22:40 14.01.2019 	 2,71 	 5 	 11 	 237 	 2,3 	  
22:30 14.01.2019 	 2,65 	 5 	 10 	 226 	 2,1 	  
22:20 14.01.2019 	 2,59 	 4 	 11 	 225 	 1,8 	  
22:10 14.01.2019 	 2,53 	 6 	 12 	 218 	 2 	  
22:00 14.01.2019 	 2,46 	 4 	 7 	 206 	 2,1 	  
21:50 14.01.2019 	 2,4 	 4 	 7 	 195 	 1,9 	  
21:40 14.01.2019 	 2,33 	 7 	 13 	 206 	 1,8 	  
21:30 14.01.2019 	 2,26 	 3 	 5 	 189 	 1,8 	  
21:20 14.01.2019 	 2,19 	 2 	 4 	 198 	 1,3 	  
21:10 14.01.2019 	 2,12 	 4 	 10 	 223 	 1,1 	  
21:00 14.01.2019 	 2,05 	 7 	 16 	 201 	 1,8 	  
20:50 14.01.2019 	 1,98 	 5 	 9 	 187 	 2,4 	  
20:40 14.01.2019 	 1,91 	 4 	 6 	 192 	 2,3 	  
20:30 14.01.2019 	 1,85 	 4 	 6 	 190 	 2,2 	  
20:20 14.01.2019 	 1,79 	 4 	 7 	 182 	 2,1 	  
20:10 14.01.2019 	 1,73 	 5 	 9 	 198 	 2,4 	  
20:00 14.01.2019 	 1,67 	 5 	 9 	 202 	 2,5 	  
19:50 14.01.2019 	 1,62 	 5 	 10 	 194 	 2,5 	  
19:40 14.01.2019 	 1,57 	 5 	 8 	 194 	 2,5 	  
19:30 14.01.2019 	 1,52 	 5 	 7 	 191 	 2,4 	  
19:20 14.01.2019 	 1,48 	 5 	 8 	 188 	 2,2 	  
19:10 14.01.2019 	 1,44 	 5 	 8 	 196 	 2,3 	  
19:00 14.01.2019 	 1,41 	 6 	 10 	 200 	 2,3 	  
18:50 14.01.2019 	 1,39 	 6 	 11 	 212 	 2,2 	  
18:40 14.01.2019 	 1,37 	 8 	 16 	 210 	 2,1 	  
18:30 14.01.2019 	 1,36 	 6 	 11 	 203 	 2,5 	  
18:20 14.01.2019 	 1,35 	 6 	 10 	 192 	 2,3 	  
18:10 14.01.2019 	 1,35 	 7 	 12 	 195 	 2,1 	  
18:00 14.01.2019 	 1,35 	 9 	 17 	 204 	 2,2 	  
17:50 14.01.2019 	 1,37 	 5 	 13 	 216 	 3 	  
17:40 14.01.2019 	 1,38 	 5 	 8 	 197 	 2,6 	  
17:30 14.01.2019 	 1,41 	 6 	 10 	 190 	 2,3 	  
17:20 14.01.2019 	 1,44 	 7 	 11 	 199 	 2,6 	  
17:10 14.01.2019 	 1,47 	 8 	 13 	 205 	 1,9 	  
17:00 14.01.2019 	 1,51 	 4 	 11 	 174 	 2,2 	  
16:50 14.01.2019 	 1,56 	 3 	 4 	 163 	 1,3 	  
16:40 14.01.2019 	 1,61 	 4 	 6 	 180 	 1,5 	  
16:30 14.01.2019 	 1,66 	 5 	 9 	 190 	 1,7 	  
16:20 14.01.2019 	 1,72 	 4 	 8 	 165 	 1,5 	  
16:10 14.01.2019 	 1,78 	 7 	 13 	 132 	 1,9 	  
16:00 14.01.2019 	 1,85 	 7 	 11 	 120 	 1,6 	  
15:50 14.01.2019 	 1,92 	 7 	 12 	 123 	 1 	  
15:40 14.01.2019 	 1,99 	 10 	 16 	 113 	 0,9 	  
15:30 14.01.2019 	 2,06 	 10 	 18 	 110 	 0,8 	  
15:20 14.01.2019 	 2,13 	 11 	 18 	 105 	 0,7 	  
15:10 14.01.2019 	 2,2 	 11 	 18 	 104 	 0,8 	  
15:00 14.01.2019 	 2,28 	 12 	 16 	 93 	 0,8 	  
14:50 14.01.2019 	 2,35 	 15 	 21 	 85 	 0,6 	  
14:40 14.01.2019 	 2,42 	 14 	 19 	 83 	 0,5 	  
14:30 14.01.2019 	 2,49 	 14 	 19 	 80 	 0,4 	  
14:20 14.01.2019 	 2,56 	 13 	 18 	 77 	 0,3 	  
14:10 14.01.2019 	 2,62 	 14 	 18 	 72 	 0,2 	  
14:00 14.01.2019 	 2,69 	 15 	 20 	 69 	 0,3 	  
13:50 14.01.2019 	 2,75 	 14 	 19 	 68 	 0,1 	  
13:40 14.01.2019 	 2,81 	 13 	 18 	 73 	 0 	  
13:30 14.01.2019 	 2,86 	 14 	 18 	 75 	 -0,1 	  
13:20 14.01.2019 	 2,91 	 13 	 19 	 75 	 -0,1 	  
13:10 14.01.2019 	 2,95 	 12 	 17 	 73 	 -0,1 	  
13:00 14.01.2019 	 3 	 12 	 16 	 73 	 -0,2 	  
12:50 14.01.2019 	 3,03 	 12 	 16 	 72 	 -0,4 	  
12:40 14.01.2019 	 3,06 	 12 	 16 	 73 	 -0,4 	  
12:30 14.01.2019 	 3,09 	 12 	 15 	 72 	 -0,5 	  
12:20 14.01.2019 	 3,11 	 12 	 15 	 70 	 -0,5 	  
12:10 14.01.2019 	 3,12 	 12 	 14 	 71 	 -0,5 	  
12:00 14.01.2019 	 3,13 	 10 	 13 	 73 	 -0,5 	  
11:50 14.01.2019 	 3,13 	 9 	 12 	 74 	 -0,6 	  
11:40 14.01.2019 	 3,13 	 10 	 13 	 73 	 -0,6 	  
11:30 14.01.2019 	 3,12 	 9 	 11 	 71 	 -0,6 	  
11:20 14.01.2019 	 3,1 	 8 	 10 	 75 	 -0,7 	  
11:10 14.01.2019 	 3,08 	 10 	 12 	 71 	 -0,7 	  
11:00 14.01.2019 	 3,06 	 10 	 13 	 70 	 -0,8 	  
10:50 14.01.2019 	 3,03 	 11 	 13 	 72 	 -0,9 	  
10:40 14.01.2019 	 2,99 	 11 	 14 	 68 	 -0,9 	  
10:30 14.01.2019 	 2,95 	 10 	 12 	 72 	 -1 	  
10:20 14.01.2019 	 2,91 	 9 	 13 	 76 	 -1,2 	  
10:10 14.01.2019 	 2,86 	 9 	 12 	 76 	 -1,2 	  
10:00 14.01.2019 	 2,81 	 10 	 13 	 74 	 -1,2 	  
09:50 14.01.2019 	 2,75 	 9 	 11 	 73 	 -1,3 	  
09:40 14.01.2019 	 2,69 	 9 	 11 	 72 	 -1,2 	  
09:30 14.01.2019 	 2,63 	 9 	 12 	 74 	 -1,4 	  
09:20 14.01.2019 	 2,56 	 10 	 13 	 75 	 -1,4 	  
09:10 14.01.2019 	 2,5 	 9 	 13 	 72 	 -1,4 	  
09:00 14.01.2019 	 2,43 	 10 	 13 	 74 	 -1,5 	  
08:50 14.01.2019 	 2,36 	 10 	 14 	 72 	 -1,5 	  
08:40 14.01.2019 	 2,29 	 9 	 12 	 72 	 -1,4 	  
08:30 14.01.2019 	 2,22 	 9 	 12 	 72 	 -1,2 	  
08:20 14.01.2019 	 2,16 	 9 	 11 	 70 	 -1,3 	  
08:10 14.01.2019 	 2,09 	 9 	 11 	 76 	 -1,7 	  
08:00 14.01.2019 	 2,02 	 9 	 12 	 77 	 -1,9 	  
07:50 14.01.2019 	 1,95 	 9 	 12 	 78 	 -2 	  
07:40 14.01.2019 	 1,89 	 8 	 10 	 77 	 -2 	  
07:30 14.01.2019 	 1,83 	 8 	 10 	 73 	 -2 	  
07:20 14.01.2019 	 1,77 	 8 	 10 	 76 	 -1,9 	  
07:10 14.01.2019 	 1,72 	 7 	 10 	 76 	 -1,8 	  
07:00 14.01.2019 	 1,66 	 6 	 9 	 79 	 -1,5 	  
06:50 14.01.2019 	 1,62 	 6 	 9 	 71 	 -1,6 	  
06:40 14.01.2019 	 1,57 	 10 	 13 	 54 	 -1,7 	  
06:30 14.01.2019 	 1,54 	 11 	 14 	 59 	 -1,8 	  
06:20 14.01.2019 	 1,51 	 12 	 14 	 62 	 -1,9 	  
06:10 14.01.2019 	 1,48 	 11 	 13 	 65 	 -2 	  
06:00 14.01.2019 	 1,46 	 11 	 13 	 66 	 -2 	  
05:50 14.01.2019 	 1,44 	 11 	 13 	 65 	 -2,1 	  
05:40 14.01.2019 	 1,43 	 11 	 13 	 68 	 -2 	  
05:30 14.01.2019 	 1,43 	 11 	 12 	 69 	 -2,1 	  
05:20 14.01.2019 	 1,44 	 10 	 13 	 69 	 -2,3 	  
05:10 14.01.2019 	 1,45 	 10 	 12 	 67 	 -2,4 	  
05:00 14.01.2019 	 1,46 	 8 	 11 	 73 	 -2,4 	  
04:50 14.01.2019 	 1,49 	 10 	 12 	 69 	 -2,4 	  
04:40 14.01.2019 	 1,52 	 9 	 11 	 72 	 -2,6 	  
04:30 14.01.2019 	 1,55 	 9 	 11 	 71 	 -2,6 	  
04:20 14.01.2019 	 1,59 	 8 	 11 	 76 	 -2,8 	  
04:10 14.01.2019 	 1,64 	 9 	 11 	 77 	 -2,6 	  
04:00 14.01.2019 	 1,69 	 8 	 11 	 81 	 -2,4 	  
03:50 14.01.2019 	 1,74 	 7 	 10 	 84 	 -2,4 	  
03:40 14.01.2019 	 1,8 	 7 	 10 	 88 	 -2,2 	  
03:30 14.01.2019 	 1,87 	 8 	 10 	 82 	 -2,7 	  
03:20 14.01.2019 	 1,93 	 8 	 10 	 75 	 -2,9 	  
03:10 14.01.2019 	 2 	 8 	 11 	 77 	 -3 	  
03:00 14.01.2019 	 2,07 	 8 	 10 	 76 	 -2,8 	  
02:50 14.01.2019 	 2,14 	 8 	 10 	 75 	 -2,9 	  
02:40 14.01.2019 	 2,21 	 8 	 10 	 75 	 -3 	  
02:30 14.01.2019 	 2,28 	 7 	 9 	 77 	 -2,8 	  
02:20 14.01.2019 	 2,35 	 8 	 9 	 75 	 -2,8 	  
02:10 14.01.2019 	 2,42 	 8 	 10 	 74 	 -2,8 	  
02:00 14.01.2019 	 2,49 	 8 	 9 	 75 	 -2,8 	  
01:50 14.01.2019 	 2,56 	 8 	 9 	 73 	 -2,8 	  
01:40 14.01.2019 	 2,63 	 8 	 10 	 72 	 -2,8 	  
01:30 14.01.2019 	 2,69 	 9 	 10 	 68 	 -2,6 	  
01:20 14.01.2019 	 2,75 	 8 	 10 	 70 	 -2,5 	  
01:10 14.01.2019 	 2,81 	 9 	 10 	 68 	 -2,4 	  
01:00 14.01.2019 	 2,86 	 9 	 11 	 61 	 -2,1 	  
00:50 14.01.2019 	 2,91 	 8 	 10 	 62 	 -2,1 	  
00:40 14.01.2019 	 2,95 	 7 	 8 	 65 	 -2,2 	  
00:30 14.01.2019 	 2,99 	 6 	 7 	 68 	 -2 	  
00:20 14.01.2019 	 3,02 	 5 	 7 	 69 	 -1,9 	  
00:10 14.01.2019 	 3,05 	 5 	 6 	 67 	 -2 	  
00:00 14.01.2019 	 3,07 	 5 	 7 	 63 	 -2 	  
23:50 13.01.2019 	 3,08 	 4 	 7 	 62 	 -2 	  
23:40 13.01.2019 	 3,09 	 2 	 3 	 74 	 -1,9 	  
23:30 13.01.2019 	 3,1 	 2 	 3 	 92 	 -1,8 	  
23:20 13.01.2019 	 3,09 	 2 	 4 	 110 	 -1,7 	  
23:10 13.01.2019 	 3,08 	 2 	 3 	 110 	 -1,8 	  
23:00 13.01.2019 	 3,07 	 3 	 4 	 103 	 -2 	  
22:50 13.01.2019 	 3,05 	 2 	 4 	 108 	 -2,1 	  
22:40 13.01.2019 	 3,02 	 2 	 3 	 132 	 -2,4 	  
22:30 13.01.2019 	 2,99 	 2 	 3 	 144 	 -2,5 	  
22:20 13.01.2019 	 2,95 	 2 	 3 	 127 	 -2,6 	  
22:10 13.01.2019 	 2,9 	 2 	 3 	 118 	 -2,6 	  
22:00 13.01.2019 	 2,85 	 3 	 4 	 77 	 -2,3 	  
21:50 13.01.2019 	 2,8 	 3 	 4 	 84 	 -2,5 	  
21:40 13.01.2019 	 2,74 	 3 	 4 	 74 	 -2,6 	  
21:30 13.01.2019 	 2,68 	 2 	 3 	 90 	 -2,8 	  
21:20 13.01.2019 	 2,61 	 3 	 4 	 133 	 -3 	  
21:10 13.01.2019 	 2,55 	 2 	 3 	 132 	 -3,2 	  
21:00 13.01.2019 	 2,47 	 2 	 3 	 127 	 -3,3 	  
20:50 13.01.2019 	 2,4 	 2 	 3 	 129 	 -3,2 	  
20:40 13.01.2019 	 2,33 	 2 	 3 	 126 	 -3,3 	  
20:30 13.01.2019 	 2,25 	 2 	 3 	 128 	 -3,4 	  
20:20 13.01.2019 	 2,17 	 2 	 4 	 142 	 -3,4 	  
20:10 13.01.2019 	 2,1 	 3 	 4 	 132 	 -3,7 	  
20:00 13.01.2019 	 2,02 	 3 	 4 	 135 	 -3,8 	  
19:50 13.01.2019 	 1,95 	 2 	 4 	 140 	 -3,5 	  
19:40 13.01.2019 	 1,87 	 2 	 3 	 112 	 -3,5 	  
19:30 13.01.2019 	 1,8 	 2 	 2 	 107 	 -3,5 	  
19:20 13.01.2019 	 1,73 	 2 	 3 	 95 	 -3,4 	  
19:10 13.01.2019 	 1,66 	 2 	 3 	 103 	 -3,4 	  
19:00 13.01.2019 	 1,6 	 1 	 3 	 102 	 -3,3 	  
18:50 13.01.2019 	 1,54 	 2 	 2 	 123 	 -3,6 	  
18:40 13.01.2019 	 1,48 	 2 	 3 	 151 	 -3,8 	  
18:30 13.01.2019 	 1,43 	 2 	 3 	 143 	 -3,6 	  
18:20 13.01.2019 	 1,39 	 2 	 3 	 140 	 -3,4 	  
18:10 13.01.2019 	 1,35 	 2 	 3 	 144 	 -3,3 	  
18:00 13.01.2019 	 1,31 	 2 	 3 	 149 	 -3,1 	  
17:50 13.01.2019 	 1,28 	 2 	 3 	 153 	 -3 	  
17:40 13.01.2019 	 1,26 	 2 	 3 	 162 	 -2,9 	  
17:30 13.01.2019 	 1,25 	 3 	 3 	 155 	 -2,7 	  
17:20 13.01.2019 	 1,24 	 3 	 3 	 163 	 -2,4 	  
17:10 13.01.2019 	 1,25 	 3 	 4 	 168 	 -2,6 	  
17:00 13.01.2019 	 1,25 	 3 	 3 	 175 	 -2,5 	  
16:50 13.01.2019 	 1,27 	 3 	 4 	 171 	 -2,5 	  
16:40 13.01.2019 	 1,29 	 2 	 3 	 171 	 -2,3 	  
16:30 13.01.2019 	 1,32 	 2 	 3 	 172 	 -2,2 	  
16:20 13.01.2019 	 1,36 	 3 	 3 	 183 	 -2,1 	  
16:10 13.01.2019 	 1,4 	 2 	 3 	 170 	 -2,1 	  
16:00 13.01.2019 	 1,45 	 2 	 3 	 156 	 -2 	  
15:50 13.01.2019 	 1,51 	 3 	 4 	 151 	 -1,9 	  
15:40 13.01.2019 	 1,57 	 2 	 3 	 150 	 -1,6 	  
15:30 13.01.2019 	 1,63 	 2 	 3 	 156 	 -1,6 	  
15:20 13.01.2019 	 1,7 	 2 	 3 	 163 	 -1,4 	  
15:10 13.01.2019 	 1,78 	 2 	 3 	 147 	 -1,3 	  
15:00 13.01.2019 	 1,85 	 2 	 3 	 135 	 -1,2 	  
14:50 13.01.2019 	 1,93 	 2 	 3 	 152 	 -1,1 	  
14:40 13.01.2019 	 2,01 	 2 	 2 	 152 	 -1,1 	  
14:30 13.01.2019 	 2,1 	 1 	 2 	 135 	 -0,9 	  
14:20 13.01.2019 	 2,18 	 1 	 2 	 98 	 -0,7 	  
14:10 13.01.2019 	 2,26 	 1 	 3 	 111 	 -0,1 	  
14:00 13.01.2019 	 2,35 	 3 	 5 	 357 	 -0,1 	  
13:50 13.01.2019 	 2,43 	 2 	 5 	 353 	 -0,3 	  
13:40 13.01.2019 	 2,51 	 2 	 4 	 347 	 -0,2 	  
13:30 13.01.2019 	 2,59 	 2 	 4 	 339 	 -0,1 	  
13:20 13.01.2019 	 2,67 	 2 	 4 	 336 	 -0,1 	  
13:10 13.01.2019 	 2,74 	 3 	 5 	 331 	 -0 	  
13:00 13.01.2019 	 2,82 	 2 	 4 	 358 	 -0,2 	  
12:50 13.01.2019 	 2,88 	 2 	 5 	 359 	 -0,1 	  
12:40 13.01.2019 	 2,95 	 3 	 5 	 334 	 0,2 	  
12:30 13.01.2019 	 3,01 	 4 	 7 	 333 	 0,4 	  
12:20 13.01.2019 	 3,06 	 3 	 6 	 337 	 0,4 	  
12:10 13.01.2019 	 3,11 	 3 	 7 	 332 	 0,4 	  
12:00 13.01.2019 	 3,16 	 4 	 7 	 327 	 0,5 	  
11:50 13.01.2019 	 3,19 	 4 	 7 	 332 	 0,5 	  
