 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
09:10 14.01.2020 	 3,33 	 4,31 	 4,34 	 15 	 22 	 9 	 964 	 1,1 	  
09:00 14.01.2020 	 3,37 	 4,26 	 4,29 	 15 	 21 	 8 	 964 	 1,2 	  
08:50 14.01.2020 	 3,4 	 4,31 	 4,34 	 14 	 21 	 9 	 964 	 1,2 	  
08:40 14.01.2020 	 3,42 	 4,36 	 4,38 	 14 	 20 	 11 	 964 	 1 	  
08:30 14.01.2020 	 3,43 	 4,33 	 4,36 	 13 	 20 	 11 	 964 	 1,1 	  
08:20 14.01.2020 	 3,43 	 4,36 	 4,39 	 12 	 19 	 14 	 965 	 1,1 	  
08:10 14.01.2020 	 3,42 	 4,36 	 4,39 	 11 	 20 	 19 	 965 	 1,2 	  
08:00 14.01.2020 	 3,41 	 4,3 	 4,32 	 11 	 19 	 23 	 965 	 1 	  
07:50 14.01.2020 	 3,38 	 4,28 	 4,31 	 10 	 18 	 17 	 965 	 1 	  
07:40 14.01.2020 	 3,34 	 4,2 	 4,23 	 11 	 18 	 18 	 965 	 1 	  
07:30 14.01.2020 	 3,29 	 4,15 	 4,17 	 13 	 20 	 11 	 964 	 1 	  
07:20 14.01.2020 	 3,23 	 4,1 	 4,12 	 13 	 20 	 11 	 964 	 1,2 	  
07:10 14.01.2020 	 3,16 	 4,04 	 4,05 	 16 	 23 	 8 	 964 	 1,2 	  
07:00 14.01.2020 	 3,09 	 3,9 	 3,92 	 17 	 24 	 6 	 964 	 1,3 	  
06:50 14.01.2020 	 3 	 3,9 	 3,92 	 15 	 22 	 5 	 964 	 1,4 	  
06:40 14.01.2020 	 2,91 	 3,76 	 3,79 	 13 	 20 	 4 	 964 	 1,4 	  
06:30 14.01.2020 	 2,81 	 3,62 	 3,65 	 13 	 19 	 1 	 964 	 1,4 	  
06:20 14.01.2020 	 2,7 	 3,54 	 3,56 	 12 	 17 	 1 	 964 	 1,3 	  
06:10 14.01.2020 	 2,59 	 3,36 	 3,39 	 14 	 21 	 359 	 964 	 1,3 	  
06:00 14.01.2020 	 2,47 	 3,27 	 3,29 	 15 	 22 	 4 	 963 	 1,4 	  
05:50 14.01.2020 	 2,35 	 3,23 	 3,26 	 15 	 21 	 6 	 963 	 1,5 	  
05:40 14.01.2020 	 2,22 	 3,01 	 3,04 	 14 	 21 	 5 	 963 	 1,3 	  
05:30 14.01.2020 	 2,1 	 2,85 	 2,88 	 13 	 20 	 5 	 963 	 1,2 	  
05:20 14.01.2020 	 1,97 	 2,72 	 2,74 	 14 	 22 	 4 	 963 	 1,2 	  
05:10 14.01.2020 	 1,83 	 2,65 	 2,67 	 12 	 19 	 7 	 963 	 1,3 	  
05:00 14.01.2020 	 1,7 	 2,52 	 2,54 	 13 	 21 	 10 	 963 	 1,6 	  
04:50 14.01.2020 	 1,57 	 2,36 	 2,38 	 9 	 15 	 9 	 963 	 1,5 	  
04:40 14.01.2020 	 1,44 	 2,25 	 2,27 	 9 	 16 	 6 	 963 	 1,7 	  
04:30 14.01.2020 	 1,31 	 2,08 	 2,1 	 12 	 18 	 6 	 963 	 1,6 	  
04:20 14.01.2020 	 1,18 	 1,94 	 1,96 	 12 	 18 	 6 	 963 	 1,7 	  
04:10 14.01.2020 	 1,06 	 1,85 	 1,87 	 9 	 16 	 14 	 963 	 1,6 	  
04:00 14.01.2020 	 0,95 	 1,81 	 1,84 	 8 	 12 	 22 	 963 	 1,7 	  
03:50 14.01.2020 	 0,85 	 1,66 	 1,68 	 8 	 13 	 16 	 963 	 1,8 	  
03:40 14.01.2020 	 0,74 	 1,59 	 1,61 	 9 	 14 	 15 	 963 	 1,7 	  
03:30 14.01.2020 	 0,66 	 1,5 	 1,52 	 9 	 14 	 15 	 963 	 1,7 	  
03:20 14.01.2020 	 0,57 	 1,34 	 1,36 	 10 	 16 	 7 	 963 	 1,8 	  
03:10 14.01.2020 	 0,5 	 1,42 	 1,44 	 11 	 15 	 9 	 963 	 1,7 	  
03:00 14.01.2020 	 0,43 	 1,2 	 1,21 	 10 	 16 	 10 	 963 	 1,7 	  
02:50 14.01.2020 	 0,38 	 1,23 	 1,25 	 11 	 17 	 9 	 963 	 1,8 	  
02:40 14.01.2020 	 0,34 	 1,16 	 1,18 	 9 	 15 	 14 	 963 	 1,6 	  
02:30 14.01.2020 	 0,31 	 1,12 	 1,14 	 10 	 17 	 13 	 963 	 1,8 	  
02:20 14.01.2020 	 0,3 	 1,17 	 1,19 	 11 	 15 	 12 	 963 	 1,7 	  
02:10 14.01.2020 	 0,29 	 1,2 	 1,22 	 11 	 16 	 10 	 963 	 1,7 	  
02:00 14.01.2020 	 0,29 	 1,13 	 1,15 	 13 	 20 	 6 	 963 	 1,7 	  
01:50 14.01.2020 	 0,3 	 1,17 	 1,19 	 15 	 21 	 4 	 962 	 1,8 	  
01:40 14.01.2020 	 0,34 	 1,22 	 1,23 	 15 	 20 	 6 	 962 	 1,8 	  
01:30 14.01.2020 	 0,38 	 1,24 	 1,26 	 14 	 20 	 8 	 962 	 1,6 	  
01:20 14.01.2020 	 0,42 	 1,34 	 1,35 	 12 	 17 	 10 	 962 	 1,4 	  
01:10 14.01.2020 	 0,49 	 1,43 	 1,45 	 11 	 15 	 9 	 962 	 1,3 	  
01:00 14.01.2020 	 0,55 	 1,44 	 1,46 	 12 	 18 	 8 	 963 	 1,4 	  
00:50 14.01.2020 	 0,63 	 1,57 	 1,59 	 12 	 18 	 10 	 963 	 1,6 	  
00:40 14.01.2020 	 0,72 	 1,61 	 1,63 	 13 	 18 	 8 	 963 	 1,4 	  
00:30 14.01.2020 	 0,82 	 1,71 	 1,73 	 15 	 20 	 7 	 963 	 1,4 	  
00:20 14.01.2020 	 0,92 	 1,82 	 1,84 	 14 	 19 	 9 	 963 	 1,3 	  
00:10 14.01.2020 	 1,02 	 1,94 	 1,96 	 15 	 20 	 8 	 963 	 1,5 	  
00:00 14.01.2020 	 1,14 	 2,02 	 2,04 	 14 	 20 	 8 	 963 	 1,2 	  
23:50 13.01.2020 	 1,26 	 2,17 	 2,19 	 15 	 20 	 8 	 963 	 1 	  
23:40 13.01.2020 	 1,38 	 2,24 	 2,26 	 15 	 21 	 7 	 963 	 1,1 	  
23:30 13.01.2020 	 1,5 	 2,38 	 2,41 	 14 	 20 	 6 	 963 	 1,1 	  
23:20 13.01.2020 	 1,62 	 2,53 	 2,56 	 13 	 19 	 6 	 963 	 1,2 	  
23:10 13.01.2020 	 1,74 	 2,62 	 2,65 	 14 	 20 	 5 	 963 	 1,1 	  
23:00 13.01.2020 	 1,86 	 2,79 	 2,81 	 15 	 20 	 4 	 963 	 1,2 	  
22:50 13.01.2020 	 1,98 	 2,86 	 2,89 	 15 	 21 	 4 	 963 	 0,9 	  
22:40 13.01.2020 	 2,1 	 3 	 3,02 	 15 	 21 	 4 	 963 	 0,6 	  
22:30 13.01.2020 	 2,22 	 3,08 	 3,11 	 15 	 22 	 5 	 963 	 0,4 	  
22:20 13.01.2020 	 2,33 	 3,2 	 3,22 	 15 	 21 	 7 	 964 	 0,2 	  
22:10 13.01.2020 	 2,43 	 3,39 	 3,41 	 15 	 21 	 8 	 964 	 0,2 	  
22:00 13.01.2020 	 2,53 	 3,33 	 3,36 	 14 	 21 	 8 	 964 	 0,2 	  
21:50 13.01.2020 	 2,62 	 3,46 	 3,49 	 12 	 17 	 11 	 964 	 0,2 	  
21:40 13.01.2020 	 2,71 	 3,64 	 3,67 	 12 	 18 	 8 	 964 	 0,5 	  
21:30 13.01.2020 	 2,79 	 3,57 	 3,6 	 12 	 17 	 11 	 964 	 0,5 	  
21:20 13.01.2020 	 2,86 	 3,76 	 3,79 	 11 	 15 	 11 	 964 	 0,5 	  
21:10 13.01.2020 	 2,93 	 3,81 	 3,84 	 11 	 16 	 12 	 965 	 0,8 	  
21:00 13.01.2020 	 2,98 	 3,78 	 3,81 	 11 	 17 	 12 	 965 	 1,1 	  
20:50 13.01.2020 	 3,03 	 3,87 	 3,89 	 11 	 17 	 14 	 965 	 1 	  
20:40 13.01.2020 	 3,07 	 3,94 	 3,96 	 12 	 20 	 15 	 965 	 1,2 	  
20:30 13.01.2020 	 3,1 	 3,98 	 4 	 11 	 18 	 9 	 965 	 0,8 	  
20:20 13.01.2020 	 3,12 	 4,02 	 4,04 	 11 	 16 	 9 	 965 	 0,8 	  
20:10 13.01.2020 	 3,14 	 3,95 	 3,98 	 11 	 18 	 14 	 965 	 0,9 	  
20:00 13.01.2020 	 3,14 	 3,94 	 3,96 	 11 	 20 	 21 	 966 	 1,2 	  
19:50 13.01.2020 	 3,13 	 3,97 	 3,99 	 11 	 17 	 13 	 966 	 0,7 	  
19:40 13.01.2020 	 3,11 	 3,9 	 3,92 	 10 	 16 	 17 	 966 	 0,6 	  
19:30 13.01.2020 	 3,08 	 3,87 	 3,9 	 10 	 14 	 11 	 966 	 0,7 	  
19:20 13.01.2020 	 3,05 	 3,9 	 3,93 	 9 	 16 	 15 	 966 	 0,6 	  
19:10 13.01.2020 	 3 	 3,71 	 3,74 	 8 	 12 	 15 	 966 	 0,5 	  
19:00 13.01.2020 	 2,94 	 3,77 	 3,8 	 8 	 15 	 16 	 966 	 0,8 	  
18:50 13.01.2020 	 2,88 	 3,65 	 3,67 	 8 	 13 	 13 	 966 	 0,5 	  
18:40 13.01.2020 	 2,81 	 3,55 	 3,57 	 10 	 14 	 13 	 966 	 0,2 	  
18:30 13.01.2020 	 2,73 	 3,49 	 3,51 	 10 	 15 	 11 	 967 	 0,3 	  
18:20 13.01.2020 	 2,64 	 3,46 	 3,48 	 8 	 14 	 15 	 967 	 -0 	  
18:10 13.01.2020 	 2,55 	 3,27 	 3,3 	 8 	 13 	 13 	 967 	 -0,3 	  
18:00 13.01.2020 	 2,45 	 3,17 	 3,19 	 7 	 11 	 12 	 967 	 -0,5 	  
17:50 13.01.2020 	 2,34 	 3,04 	 3,07 	 8 	 11 	 14 	 967 	 -0,4 	  
17:40 13.01.2020 	 2,23 	 2,97 	 3 	 8 	 12 	 18 	 967 	 -0,3 	  
17:30 13.01.2020 	 2,12 	 2,84 	 2,87 	 9 	 14 	 15 	 967 	 0 	  
17:20 13.01.2020 	 2 	 2,7 	 2,72 	 9 	 14 	 17 	 967 	 0 	  
17:10 13.01.2020 	 1,88 	 2,58 	 2,61 	 11 	 17 	 17 	 967 	 0,1 	  
17:00 13.01.2020 	 1,75 	 2,41 	 2,44 	 12 	 17 	 15 	 967 	 0,1 	  
16:50 13.01.2020 	 1,63 	 2,36 	 2,39 	 12 	 20 	 17 	 967 	 0 	  
16:40 13.01.2020 	 1,5 	 2,2 	 2,23 	 11 	 18 	 17 	 967 	 0 	  
16:30 13.01.2020 	 1,38 	 2,12 	 2,14 	 10 	 16 	 21 	 967 	 -0,2 	  
16:20 13.01.2020 	 1,26 	 1,97 	 1,99 	 8 	 13 	 19 	 968 	 -0,5 	  
16:10 13.01.2020 	 1,14 	 1,86 	 1,88 	 8 	 11 	 16 	 968 	 -0,8 	  
16:00 13.01.2020 	 1,03 	 1,79 	 1,81 	 7 	 12 	 15 	 968 	 -0,5 	  
15:50 13.01.2020 	 0,92 	 1,66 	 1,68 	 7 	 10 	 17 	 968 	 -0,8 	  
15:40 13.01.2020 	 0,82 	 1,57 	 1,59 	 8 	 12 	 9 	 969 	 -0,7 	  
15:30 13.01.2020 	 0,72 	 1,46 	 1,48 	 9 	 13 	 8 	 969 	 -0,7 	  
15:20 13.01.2020 	 0,62 	 1,46 	 1,48 	 8 	 12 	 5 	 969 	 -0,4 	  
15:10 13.01.2020 	 0,54 	 1,28 	 1,3 	 7 	 10 	 7 	 969 	 -0,4 	  
15:00 13.01.2020 	 0,47 	 1,26 	 1,28 	 7 	 11 	 13 	 970 	 -0,4 	  
14:50 13.01.2020 	 0,41 	 1,14 	 1,15 	 8 	 11 	 6 	 970 	 -0,5 	  
14:40 13.01.2020 	 0,35 	 1,17 	 1,19 	 8 	 11 	 7 	 970 	 -0,6 	  
14:30 13.01.2020 	 0,31 	 1,19 	 1,2 	 8 	 11 	 10 	 970 	 -1 	  
14:20 13.01.2020 	 0,28 	 1,09 	 1,1 	 8 	 11 	 9 	 971 	 -1,2 	  
14:10 13.01.2020 	 0,26 	 1,1 	 1,11 	 8 	 12 	 6 	 971 	 -0,4 	  
14:00 13.01.2020 	 0,25 	 1,18 	 1,19 	 8 	 11 	 6 	 971 	 -0,8 	  
13:50 13.01.2020 	 0,26 	 1,02 	 1,04 	 8 	 10 	 5 	 971 	 -1,2 	  
13:40 13.01.2020 	 0,26 	 1,08 	 1,1 	 7 	 10 	 8 	 972 	 -1,6 	  
13:30 13.01.2020 	 0,3 	 1,18 	 1,19 	 7 	 10 	 14 	 972 	 -1,7 	  
13:20 13.01.2020 	 0,34 	 1,12 	 1,13 	 7 	 11 	 24 	 972 	 -1,5 	  
13:10 13.01.2020 	 0,38 	 1,24 	 1,26 	 9 	 12 	 46 	 972 	 0,8 	  
13:00 13.01.2020 	 0,45 	 1,24 	 1,26 	 11 	 14 	 43 	 972 	 1,3 	  
12:50 13.01.2020 	 0,51 	 1,31 	 1,33 	 9 	 13 	 47 	 972 	 1,2 	  
12:40 13.01.2020 	 0,6 	 1,48 	 1,49 	 9 	 12 	 49 	 973 	 1,5 	  
12:30 13.01.2020 	 0,69 	 1,49 	 1,51 	 10 	 13 	 49 	 973 	 1,2 	  
12:20 13.01.2020 	 0,78 	 1,63 	 1,64 	 10 	 12 	 45 	 973 	 1,4 	  
12:10 13.01.2020 	 0,9 	 1,68 	 1,7 	 8 	 10 	 42 	 973 	 0,4 	  
12:00 13.01.2020 	 1,01 	 1,78 	 1,8 	 7 	 9 	 34 	 974 	 -0,5 	  
11:50 13.01.2020 	 1,13 	 1,94 	 1,96 	 8 	 11 	 47 	 974 	 1 	  
11:40 13.01.2020 	 1,26 	 2,06 	 2,08 	 7 	 10 	 50 	 974 	 0,8 	  
11:30 13.01.2020 	 1,38 	 2,1 	 2,12 	 8 	 11 	 54 	 974 	 0,7 	  
11:20 13.01.2020 	 1,51 	 2,42 	 2,44 	 8 	 10 	 54 	 974 	 0,8 	  
11:10 13.01.2020 	 1,65 	 2,34 	 2,36 	 7 	 10 	 51 	 974 	 0,7 	  
11:00 13.01.2020 	 1,78 	 2,52 	 2,54 	 5 	 7 	 51 	 974 	 0,7 	  
10:50 13.01.2020 	 1,91 	 2,76 	 2,78 	 5 	 8 	 53 	 974 	 0,7 	  
10:40 13.01.2020 	 2,05 	 2,8 	 2,83 	 5 	 8 	 58 	 974 	 0,7 	  
10:30 13.01.2020 	 2,18 	 2,93 	 2,96 	 5 	 8 	 53 	 974 	 0,4 	  
10:20 13.01.2020 	 2,31 	 3,17 	 3,19 	 7 	 9 	 61 	 974 	 0,2 	  
10:10 13.01.2020 	 2,44 	 3,29 	 3,32 	 7 	 9 	 68 	 975 	 0,1 	  
10:00 13.01.2020 	 2,56 	 3,32 	 3,34 	 7 	 11 	 60 	 975 	 0,2 	  
09:50 13.01.2020 	 2,67 	 3,53 	 3,56 	 7 	 10 	 60 	 974 	 -0 	  
09:40 13.01.2020 	 2,78 	 3,55 	 3,57 	 7 	 10 	 64 	 974 	 -0,1 	  
09:30 13.01.2020 	 2,89 	 3,64 	 3,67 	 7 	 10 	 73 	 975 	 0,5 	  
09:20 13.01.2020 	 2,99 	 3,81 	 3,84 	 7 	 10 	 97 	 975 	 0,7 	  
09:10 13.01.2020 	 3,08 	 3,81 	 3,83 	 4 	 6 	 117 	 975 	 1,4 	  
09:00 13.01.2020 	 3,16 	 3,95 	 3,98 	 4 	 5 	 116 	 974 	 1,7 	  
08:50 13.01.2020 	 3,23 	 4,05 	 4,08 	 4 	 6 	 115 	 974 	 1,5 	  
08:40 13.01.2020 	 3,3 	 3,99 	 4,01 	 4 	 6 	 108 	 974 	 1,1 	  
08:30 13.01.2020 	 3,36 	 4,16 	 4,19 	 5 	 6 	 111 	 974 	 1,2 	  
08:20 13.01.2020 	 3,4 	 4,27 	 4,3 	 5 	 7 	 118 	 974 	 1,3 	  
08:10 13.01.2020 	 3,44 	 4,11 	 4,13 	 4 	 6 	 136 	 974 	 1,4 	  
08:00 13.01.2020 	 3,46 	 4,2 	 4,23 	 5 	 6 	 158 	 974 	 1,3 	  
07:50 13.01.2020 	 3,48 	 4,32 	 4,34 	 7 	 8 	 155 	 974 	 1,1 	  
07:40 13.01.2020 	 3,49 	 4,3 	 4,33 	 6 	 9 	 145 	 974 	 0,9 	  
07:30 13.01.2020 	 3,49 	 4,16 	 4,19 	 5 	 7 	 159 	 974 	 0,8 	  
07:20 13.01.2020 	 3,47 	 4,2 	 4,22 	 6 	 9 	 153 	 974 	 0,5 	  
07:10 13.01.2020 	 3,45 	 4,18 	 4,2 	 7 	 9 	 158 	 974 	 0,9 	  
07:00 13.01.2020 	 3,41 	 4,14 	 4,16 	 5 	 7 	 176 	 974 	 1,3 	  
06:50 13.01.2020 	 3,36 	 4,1 	 4,12 	 5 	 7 	 187 	 974 	 1 	  
06:40 13.01.2020 	 3,3 	 4 	 4,02 	 5 	 6 	 197 	 973 	 0,9 	  
06:30 13.01.2020 	 3,24 	 3,96 	 3,98 	 5 	 7 	 199 	 973 	 0,7 	  
06:20 13.01.2020 	 3,17 	 3,88 	 3,91 	 5 	 7 	 211 	 973 	 0,6 	  
06:10 13.01.2020 	 3,08 	 3,75 	 3,78 	 6 	 7 	 219 	 973 	 0,3 	  
06:00 13.01.2020 	 2,99 	 3,7 	 3,72 	 5 	 7 	 227 	 973 	 0,1 	  
05:50 13.01.2020 	 2,89 	 3,57 	 3,59 	 4 	 7 	 231 	 973 	 -0,2 	  
05:40 13.01.2020 	 2,78 	 3,47 	 3,49 	 5 	 8 	 232 	 973 	 -0,1 	  
05:30 13.01.2020 	 2,67 	 3,32 	 3,35 	 6 	 9 	 229 	 973 	 -0,1 	  
05:20 13.01.2020 	 2,55 	 3,23 	 3,25 	 6 	 9 	 226 	 972 	 -0,1 	  
05:10 13.01.2020 	 2,42 	 3,05 	 3,08 	 6 	 10 	 233 	 972 	 -0,3 	  
05:00 13.01.2020 	 2,3 	 2,93 	 2,95 	 7 	 11 	 235 	 972 	 -0,2 	  
04:50 13.01.2020 	 2,17 	 2,83 	 2,85 	 7 	 11 	 238 	 972 	 -0,3 	  
04:40 13.01.2020 	 2,03 	 2,66 	 2,68 	 7 	 12 	 241 	 972 	 -0,4 	  
04:30 13.01.2020 	 1,9 	 2,53 	 2,55 	 7 	 12 	 238 	 971 	 -0,3 	  
04:20 13.01.2020 	 1,76 	 2,44 	 2,46 	 6 	 11 	 244 	 971 	 -0,1 	  
04:10 13.01.2020 	 1,62 	 2,23 	 2,25 	 6 	 9 	 252 	 971 	 -0,2 	  
04:00 13.01.2020 	 1,49 	 2,1 	 2,12 	 6 	 8 	 257 	 971 	 -0,3 	  
03:50 13.01.2020 	 1,36 	 2,03 	 2,05 	 6 	 8 	 259 	 971 	 -0,3 	  
03:40 13.01.2020 	 1,23 	 1,9 	 1,92 	 6 	 8 	 265 	 971 	 -0,2 	  
03:30 13.01.2020 	 1,1 	 1,72 	 1,74 	 5 	 9 	 264 	 971 	 -0,2 	  
03:20 13.01.2020 	 0,98 	 1,66 	 1,67 	 4 	 7 	 274 	 971 	 -0,1 	  
03:10 13.01.2020 	 0,87 	 1,47 	 1,49 	 4 	 6 	 284 	 971 	 -0,2 	  
03:00 13.01.2020 	 0,77 	 1,5 	 1,52 	 4 	 7 	 299 	 970 	 -0,3 	  
02:50 13.01.2020 	 0,67 	 1,38 	 1,39 	 4 	 7 	 301 	 970 	 -0,3 	  
02:40 13.01.2020 	 0,58 	 1,29 	 1,31 	 4 	 7 	 311 	 970 	 -0,2 	  
02:30 13.01.2020 	 0,5 	 1,2 	 1,21 	 5 	 7 	 335 	 970 	 0,1 	  
02:20 13.01.2020 	 0,43 	 1,11 	 1,13 	 6 	 9 	 350 	 970 	 0,2 	  
02:10 13.01.2020 	 0,38 	 1,11 	 1,13 	 6 	 8 	 351 	 970 	 0,3 	  
02:00 13.01.2020 	 0,33 	 1,02 	 1,04 	 5 	 9 	 345 	 970 	 0,4 	  
01:50 13.01.2020 	 0,3 	 0,99 	 1,01 	 7 	 10 	 357 	 970 	 0,3 	  
01:40 13.01.2020 	 0,27 	 0,97 	 0,98 	 7 	 10 	 360 	 970 	 0,2 	  
01:30 13.01.2020 	 0,26 	 0,93 	 0,94 	 8 	 11 	 3 	 970 	 -0,3 	  
01:20 13.01.2020 	 0,26 	 0,99 	 1 	 8 	 11 	 5 	 970 	 -0,2 	  
01:10 13.01.2020 	 0,27 	 0,97 	 0,98 	 8 	 11 	 9 	 970 	 -0,4 	  
01:00 13.01.2020 	 0,3 	 1,01 	 1,03 	 9 	 14 	 15 	 969 	 -0,5 	  
00:50 13.01.2020 	 0,34 	 1,05 	 1,07 	 11 	 15 	 15 	 969 	 -0,8 	  
00:40 13.01.2020 	 0,38 	 1,09 	 1,11 	 10 	 16 	 18 	 969 	 -0,7 	  
00:30 13.01.2020 	 0,44 	 1,13 	 1,15 	 10 	 15 	 23 	 969 	 -0,2 	  
00:20 13.01.2020 	 0,51 	 1,27 	 1,29 	 11 	 16 	 17 	 969 	 -0,2 	  
00:10 13.01.2020 	 0,58 	 1,3 	 1,32 	 12 	 20 	 17 	 969 	 -0,8 	  
00:00 13.01.2020 	 0,67 	 1,39 	 1,4 	 13 	 19 	 17 	 969 	 -1 	  
23:50 12.01.2020 	 0,77 	 1,51 	 1,53 	 13 	 18 	 19 	 969 	 -1 	  
23:40 12.01.2020 	 0,87 	 1,57 	 1,59 	 13 	 20 	 20 	 969 	 -0,9 	  
23:30 12.01.2020 	 0,98 	 1,72 	 1,74 	 13 	 21 	 21 	 969 	 -0,9 	  
23:20 12.01.2020 	 1,09 	 1,78 	 1,8 	 14 	 22 	 21 	 969 	 -0,9 	  
23:10 12.01.2020 	 1,21 	 1,94 	 1,96 	 13 	 20 	 16 	 969 	 -1 	  
23:00 12.01.2020 	 1,33 	 2,08 	 2,1 	 11 	 18 	 14 	 969 	 -0,8 	  
22:50 12.01.2020 	 1,45 	 2,17 	 2,19 	 12 	 18 	 15 	 969 	 0,1 	  
22:40 12.01.2020 	 1,58 	 2,31 	 2,33 	 14 	 19 	 8 	 969 	 -0,3 	  
22:30 12.01.2020 	 1,7 	 2,46 	 2,48 	 11 	 18 	 13 	 969 	 -0,6 	  
22:20 12.01.2020 	 1,82 	 2,56 	 2,59 	 8 	 11 	 29 	 969 	 1,6 	  
22:10 12.01.2020 	 1,94 	 2,76 	 2,78 	 10 	 16 	 15 	 969 	 0,8 	  
22:00 12.01.2020 	 2,06 	 2,79 	 2,81 	 10 	 16 	 18 	 969 	 0,2 	  
21:50 12.01.2020 	 2,18 	 2,95 	 2,98 	 7 	 11 	 27 	 969 	 1,8 	  
21:40 12.01.2020 	 2,29 	 3,04 	 3,06 	 7 	 12 	 16 	 968 	 1,6 	  
21:30 12.01.2020 	 2,4 	 3,22 	 3,25 	 10 	 14 	 11 	 968 	 0,2 	  
21:20 12.01.2020 	 2,5 	 3,24 	 3,27 	 8 	 13 	 15 	 968 	 0,3 	  
21:10 12.01.2020 	 2,59 	 3,39 	 3,42 	 8 	 11 	 25 	 968 	 2 	  
21:00 12.01.2020 	 2,69 	 3,46 	 3,48 	 8 	 10 	 24 	 968 	 2,1 	  
20:50 12.01.2020 	 2,77 	 3,57 	 3,6 	 8 	 12 	 17 	 968 	 1,6 	  
20:40 12.01.2020 	 2,84 	 3,61 	 3,63 	 8 	 13 	 13 	 968 	 1,7 	  
20:30 12.01.2020 	 2,91 	 3,67 	 3,69 	 7 	 11 	 15 	 968 	 1,5 	  
20:20 12.01.2020 	 2,97 	 3,82 	 3,85 	 8 	 11 	 14 	 968 	 1,8 	  
20:10 12.01.2020 	 3,02 	 3,84 	 3,86 	 7 	 11 	 13 	 968 	 1,7 	  
20:00 12.01.2020 	 3,06 	 3,81 	 3,84 	 5 	 10 	 16 	 967 	 1,6 	  
19:50 12.01.2020 	 3,1 	 3,89 	 3,91 	 3 	 4 	 23 	 967 	 2,3 	  
19:40 12.01.2020 	 3,12 	 3,94 	 3,96 	 3 	 5 	 46 	 967 	 2,3 	  
19:30 12.01.2020 	 3,14 	 3,93 	 3,95 	 4 	 5 	 31 	 967 	 2,5 	  
19:20 12.01.2020 	 3,14 	 3,91 	 3,94 	 3 	 4 	 28 	 967 	 2,5 	  
19:10 12.01.2020 	 3,14 	 3,95 	 3,98 	 2 	 3 	 28 	 967 	 2,8 	  
19:00 12.01.2020 	 3,13 	 3,84 	 3,87 	 1 	 3 	 4 	 967 	 2,5 	  
18:50 12.01.2020 	 3,1 	 3,92 	 3,94 	 1 	 4 	 242 	 967 	 2,5 	  
18:40 12.01.2020 	 3,07 	 3,88 	 3,91 	 2 	 4 	 251 	 966 	 2,4 	  
18:30 12.01.2020 	 3,02 	 3,7 	 3,73 	 5 	 7 	 185 	 966 	 3,1 	  
18:20 12.01.2020 	 2,98 	 3,76 	 3,79 	 5 	 7 	 186 	 966 	 3 	  
18:10 12.01.2020 	 2,91 	 3,69 	 3,72 	 5 	 7 	 188 	 966 	 3,1 	  
18:00 12.01.2020 	 2,85 	 3,57 	 3,59 	 6 	 8 	 199 	 966 	 2,9 	  
17:50 12.01.2020 	 2,77 	 3,53 	 3,56 	 5 	 9 	 186 	 966 	 2,8 	  
17:40 12.01.2020 	 2,69 	 3,41 	 3,44 	 8 	 11 	 182 	 966 	 2,7 	  
17:30 12.01.2020 	 2,59 	 3,34 	 3,37 	 8 	 12 	 189 	 966 	 2,5 	  
17:20 12.01.2020 	 2,5 	 3,22 	 3,25 	 5 	 7 	 188 	 966 	 2,5 	  
17:10 12.01.2020 	 2,39 	 3,13 	 3,15 	 4 	 6 	 202 	 965 	 2,4 	  
17:00 12.01.2020 	 2,28 	 2,96 	 2,99 	 9 	 14 	 196 	 965 	 2,9 	  
16:50 12.01.2020 	 2,17 	 2,94 	 2,97 	 11 	 15 	 189 	 965 	 2,9 	  
16:40 12.01.2020 	 2,05 	 2,76 	 2,79 	 13 	 16 	 184 	 965 	 3,2 	  
16:30 12.01.2020 	 1,93 	 2,66 	 2,69 	 13 	 17 	 183 	 965 	 2,9 	  
16:20 12.01.2020 	 1,81 	 2,59 	 2,62 	 9 	 12 	 191 	 965 	 3 	  
16:10 12.01.2020 	 1,68 	 2,5 	 2,52 	 10 	 14 	 195 	 965 	 3,2 	  
16:00 12.01.2020 	 1,56 	 2,29 	 2,32 	 13 	 18 	 188 	 965 	 2,8 	  
15:50 12.01.2020 	 1,43 	 2,24 	 2,26 	 14 	 18 	 189 	 965 	 2,5 	  
15:40 12.01.2020 	 1,31 	 2,13 	 2,15 	 14 	 18 	 185 	 965 	 2,5 	  
15:30 12.01.2020 	 1,19 	 1,91 	 1,94 	 14 	 18 	 185 	 965 	 2,8 	  
15:20 12.01.2020 	 1,08 	 1,87 	 1,89 	 10 	 17 	 197 	 965 	 3,1 	  
15:10 12.01.2020 	 0,97 	 1,82 	 1,84 	 10 	 14 	 190 	 965 	 3 	  
15:00 12.01.2020 	 0,86 	 1,7 	 1,72 	 12 	 16 	 184 	 965 	 3,1 	  
14:50 12.01.2020 	 0,77 	 1,62 	 1,64 	 13 	 18 	 190 	 965 	 2,6 	  
14:40 12.01.2020 	 0,67 	 1,62 	 1,64 	 10 	 16 	 194 	 965 	 4 	  
14:30 12.01.2020 	 0,59 	 1,52 	 1,54 	 10 	 15 	 188 	 965 	 3,7 	  
